"site","species","year","count"
"d108_-38_24","Thalassarche_melanophrys",1985,1
"d108_-38_70","Fregetta_tropica",1999,1
"d108_-38_70","Procellaria_aequinoctialis",1999,13
"d108_-38_70","Thalassarche_carteri",1999,5
"d108_-38_80","Fulmarus_glacialoides",1998,14
"d108_-38_80","Halobaena_caerulea",1998,41
"d108_-38_80","Pagodroma_nivea",1998,2
"d108_-38_80","Thalassoica_antarctica",1998,14
"d108_-4_-16","Sterna_fuscata",1992,24
"d108_-4_-16","Sula_dactylatra_bedouti",1992,1
"d108_-40_-172","Daption_capense",1991,2
"d108_-40_-172","Diomedea_exulans",1991,6
"d108_-40_-172","Macronectes_spp.",1991,1
"d108_-40_-172","Procellaria_aequinoctialis",1991,6
"d108_-40_-172","Puffinus_griseus",1991,4
"d108_-40_-172","Thalassarche_bulleri",1991,1
"d108_-40_-172","Thalassarche_melanophrys",1991,3
"d108_-40_-174","Daption_capense",1991,15
"d108_-40_-174","Diomedea_exulans",1991,5
"d108_-40_-174","Procellaria_aequinoctialis",1991,3
"d108_-40_-174","Puffinus_griseus",1991,3
"d108_-40_-174","Puffinus_spp.",1991,4
"d108_-40_-174","Thalassarche_bulleri",1991,1
"d108_-40_-18","Puffinus_gravis",1992,8
"d108_-40_-18","Thalassarche_carteri",1992,1
"d108_-40_-20","Puffinus_gravis",1992,3
"d108_-40_-38","Diomedea_exulans",1992,1
"d108_-40_-38","Fregetta_grallaria_grallaria",1992,1
"d108_-40_-38","Pterodroma_incerta",1992,1
"d108_-40_-38","Puffinus_spp.",1992,1
"d108_-40_-40","Fregetta_grallaria_grallaria",1992,1
"d108_-40_-40","Pachyptila_spp.",1992,1
"d108_-40_-40","Procellaria_aequinoctialis",1992,1
"d108_-40_-40","Pterodroma_incerta",1992,3
"d108_-40_-40","Puffinus_gravis",1992,1
"d108_-40_-56","Diomedea_royal_albatross_sp.",1991,2
"d108_-40_-56","Diomedea_sanfordi",1991,3
"d108_-40_-56","Fregetta_tropica",1991,2
"d108_-40_-56","Macronectes_spp.",1991,3
"d108_-40_-56","Oceanites_oceanicus",1991,1
"d108_-40_-56","Pagodroma_nivea",1991,3
"d108_-40_-56","Procellaria_aequinoctialis",1991,4
"d108_-40_-56","Procellaria_cinerea",1991,1
"d108_-40_-56","Puffinus_gravis",1991,9
"d108_-40_-56","Puffinus_griseus",1991,1
"d108_-40_-56","Thalassarche_cauta",1991,3
"d108_-40_-56","Thalassarche_melanophrys",1991,206
"d108_-40_100","Daption_capense",2002,7
"d108_-40_100","Diomedea_exulans",2003,2
"d108_-40_100","Diomedea_exulans",2004,16
"d108_-40_100","Eubalaena_australis",2003,3
"d108_-40_100","Fregetta_grallaria_grallaria",2004,1
"d108_-40_100","Fregetta_tropica",2004,1
"d108_-40_100","Garrodia_nereis",2004,2
"d108_-40_100","Globicephala_sp.",2003,50
"d108_-40_100","Halobaena_caerulea",2002,2
"d108_-40_100","Lugensa_brevirostris",2004,3
"d108_-40_100","Oceanites_oceanicus",2003,3
"d108_-40_100","Pachyptila_spp.",2002,3
"d108_-40_100","Phoebetria_palpebrata",2003,2
"d108_-40_100","Procellaria_aequinoctialis",2002,23
"d108_-40_100","Procellaria_aequinoctialis",2003,56
"d108_-40_100","Procellaria_aequinoctialis",2004,31
"d108_-40_100","Procellaria_cinerea",2002,7
"d108_-40_100","Pterodroma_lessonii",2003,1
"d108_-40_100","Pterodroma_mollis",2003,8
"d108_-40_100","Pterodroma_mollis",2004,7
"d108_-40_100","Thalassarche_bulleri",2003,1
"d108_-40_100","Thalassarche_carteri",2004,1
"d108_-40_100","Thalassarche_cauta",2004,1
"d108_-40_100","Thalassarche_chrysostoma",2002,1
"d108_-40_100","Thalassarche_chrysostoma",2003,2
"d108_-40_100","Thalassarche_melanophrys",2002,4
"d108_-40_100","Thalassarche_melanophrys",2003,2
"d108_-40_102","Diomedea_exulans",2003,4
"d108_-40_102","Oceanites_oceanicus",2003,1
"d108_-40_102","Procellaria_aequinoctialis",2003,23
"d108_-40_102","Pterodroma_lessonii",2002,1
"d108_-40_102","Thalassarche_chrysostoma",2003,2
"d108_-40_102","Thalassarche_melanophrys",2003,1
"d108_-40_104","Catharacta_maccormicki",1987,2
"d108_-40_104","Daption_capense",1986,1
"d108_-40_104","Daption_capense",1987,181
"d108_-40_104","Diomedea_exulans",1987,1
"d108_-40_104","Diomedea_exulans",1998,2
"d108_-40_104","Diomedea_exulans",2003,1
"d108_-40_104","Fulmarus_glacialoides",1987,2
"d108_-40_104","Halobaena_caerulea",1987,1
"d108_-40_104","Macronectes_spp.",2003,1
"d108_-40_104","Oceanites_oceanicus",1998,2
"d108_-40_104","Pachyptila_desolata",1998,3
"d108_-40_104","Pachyptila_spp.",1987,17
"d108_-40_104","Phoebetria_palpebrata",1987,5
"d108_-40_104","Phoebetria_spp.",1998,1
"d108_-40_104","Procellaria_aequinoctialis",2003,54
"d108_-40_104","Procellaria_cinerea",1987,3
"d108_-40_104","Procellaria_cinerea",2003,1
"d108_-40_104","Pterodroma_lessonii",2003,10
"d108_-40_104","Puffinus_griseus",1998,7
"d108_-40_104","Thalassarche_bulleri",1987,1
"d108_-40_104","Thalassarche_carteri",1987,1
"d108_-40_104","Thalassarche_cauta",1998,2
"d108_-40_104","Thalassarche_chrysostoma",1987,5
"d108_-40_104","Thalassarche_chrysostoma",2003,5
"d108_-40_104","Thalassarche_melanophrys",1987,3
"d108_-40_104","Thalassarche_melanophrys",2003,8
"d108_-40_106","Catharacta_maccormicki",1987,2
"d108_-40_106","Daption_capense",1987,52
"d108_-40_106","Diomedea_exulans",1987,1
"d108_-40_106","Diomedea_exulans",1998,2
"d108_-40_106","Diomedea_exulans",2001,1
"d108_-40_106","Lugensa_brevirostris",2005,1
"d108_-40_106","Macronectes_halli",1987,2
"d108_-40_106","Pachyptila_desolata",1998,3
"d108_-40_106","Pachyptila_spp.",1987,7
"d108_-40_106","Pachyptila_spp.",2001,2
"d108_-40_106","Phoebetria_fusca",1986,2
"d108_-40_106","Phoebetria_palpebrata",1987,2
"d108_-40_106","Procellaria_aequinoctialis",1986,2
"d108_-40_106","Procellaria_aequinoctialis",2001,1
"d108_-40_106","Procellaria_aequinoctialis",2005,3
"d108_-40_106","Procellaria_cinerea",1987,6
"d108_-40_106","Pterodroma_lessonii",2005,5
"d108_-40_106","Pterodroma_mollis",2005,2
"d108_-40_106","Puffinus_griseus",1998,7
"d108_-40_106","Thalassarche_carteri",1987,1
"d108_-40_106","Thalassarche_cauta",1998,2
"d108_-40_106","Thalassarche_melanophrys",1987,4
"d108_-40_108","Diomedea_exulans",2001,23
"d108_-40_108","Fregetta_grallaria_grallaria",2001,2
"d108_-40_108","Lugensa_brevirostris",2001,1
"d108_-40_108","Pachyptila_spp.",2001,12
"d108_-40_108","Pelagodroma_marina",2001,4
"d108_-40_108","Procellaria_aequinoctialis",2001,3
"d108_-40_108","Procellaria_aequinoctialis",2005,3
"d108_-40_108","Procellaria_parkinsoni",1985,1
"d108_-40_108","Pterodroma_lessonii",2001,1
"d108_-40_108","Pterodroma_lessonii",2005,3
"d108_-40_108","Pterodroma_mollis",2001,2
"d108_-40_108","Pterodroma_mollis",2005,1
"d108_-40_108","Puffinus_assimilis",2001,1
"d108_-40_108","Stercorarius_longicaudus",2005,1
"d108_-40_108","Thalassarche_carteri",2001,6
"d108_-40_108","Thalassarche_carteri",2005,1
"d108_-40_108","Thalassarche_cauta",2001,1
"d108_-40_108","Thalassarche_melanophrys",2001,5
"d108_-40_112","Diomedea_exulans",2002,4
"d108_-40_112","Procellaria_aequinoctialis",2002,12
"d108_-40_112","Pterodroma_mollis",2002,1
"d108_-40_112","Stercorarius_parasiticus",2002,1
"d108_-40_112","Thalassarche_carteri",2002,3
"d108_-40_114","Diomedea_exulans",1995,56
"d108_-40_114","Diomedea_exulans",2004,3
"d108_-40_114","Garrodia_nereis",1984,1
"d108_-40_114","Pachyptila_spp.",1995,4
"d108_-40_114","Procellaria_aequinoctialis",1995,17
"d108_-40_114","Procellaria_aequinoctialis",2004,1
"d108_-40_114","Pterodroma_lessonii",2004,1
"d108_-40_114","Pterodroma_macroptera",2004,7
"d108_-40_114","Puffinus_carneipes",2004,21
"d108_-40_114","Puffinus_spp.",1984,1
"d108_-40_114","Thalassarche_carteri",1995,5
"d108_-40_114","Thalassarche_carteri",2004,4
"d108_-40_140","Delphinidae_sp.",1979,30
"d108_-40_140","Delphinidae_sp.",1982,15
"d108_-40_142","Daption_capense",1985,34
