"datasetID","site","threshold","system","taxa","yrs","total_richness","core_richness","trans_richness","prop_core","prop_trans","bimodality","mean"
236,"d236_11",0.33,"Terrestrial","Mammal",68,9,6,3,0.666666666666667,0.333333333333333,0.461216306527066,0.601307189542484
236,"d236_12",0.33,"Terrestrial","Mammal",66,11,4,5,0.363636363636364,0.454545454545455,0.547518737672584,0.486225895316804
236,"d236_13",0.33,"Terrestrial","Mammal",68,10,5,4,0.5,0.4,0.46656270884384,0.529411764705882
236,"d236_14",0.33,"Terrestrial","Mammal",67,12,6,6,0.5,0.5,0.6238649117437,0.487562189054726
236,"d236_15",0.33,"Terrestrial","Mammal",68,10,6,4,0.6,0.4,0.538070839830697,0.566176470588235
236,"d236_16",0.33,"Terrestrial","Mammal",68,10,5,4,0.5,0.4,0.438841612831366,0.542647058823529
236,"d236_17",0.33,"Terrestrial","Mammal",24,9,5,3,0.555555555555556,0.333333333333333,0.568241965973535,0.625
236,"d236_18",0.33,"Terrestrial","Mammal",24,8,6,2,0.75,0.25,0.388350661625709,0.661458333333333
236,"d236_19",0.33,"Terrestrial","Mammal",24,8,6,2,0.75,0.25,0.319470699432892,0.6875
236,"d236_2",0.33,"Terrestrial","Mammal",68,10,5,4,0.5,0.4,0.550715081309869,0.538235294117647
236,"d236_20",0.33,"Terrestrial","Mammal",24,10,7,3,0.7,0.3,0.680831758034026,0.641666666666667
236,"d236_3",0.33,"Terrestrial","Mammal",68,9,6,3,0.666666666666667,0.333333333333333,0.444441969258187,0.620915032679739
236,"d236_4",0.33,"Terrestrial","Mammal",68,10,5,4,0.5,0.4,0.499006460236133,0.563235294117647
236,"d236_5",0.33,"Terrestrial","Mammal",66,9,4,3,0.444444444444444,0.333333333333333,0.345727810650888,0.494949494949495
236,"d236_6",0.33,"Terrestrial","Mammal",67,9,5,3,0.555555555555556,0.333333333333333,0.447750229568411,0.545605306799337
236,"d236_7",0.33,"Terrestrial","Mammal",65,9,5,3,0.555555555555556,0.333333333333333,0.429736328125,0.603418803418803
236,"d236_8",0.33,"Terrestrial","Mammal",68,9,4,3,0.444444444444444,0.333333333333333,0.384027623078637,0.560457516339869
236,"d236_9",0.33,"Terrestrial","Mammal",68,10,6,4,0.6,0.4,0.454167966139452,0.527941176470588
241,"d241_1",0.33,"Marine","Benthic",31,19,19,0,1,0,0,1
241,"d241_2",0.33,"Marine","Benthic",30,19,19,0,1,0,0,1
241,"d241_3",0.33,"Marine","Benthic",30,19,19,0,1,0,0,1
241,"d241_4",0.33,"Marine","Benthic",31,19,19,0,1,0,0,1
241,"d241_5",0.33,"Marine","Benthic",31,19,19,0,1,0,0,1
241,"d241_6",0.33,"Marine","Benthic",31,19,19,0,1,0,0,1
241,"d241_7",0.33,"Marine","Benthic",23,19,19,0,1,0,0,1
242,"d242_1",0.33,"Marine","Fish",30,27,3,19,0.111111111111111,0.703703703703704,0.294207576014948,0.269135802469136
242,"d242_6",0.33,"Marine","Fish",30,23,5,13,0.217391304347826,0.565217391304348,0.42175620653623,0.347826086956522
242,"d242_2",0.33,"Marine","Fish",29,26,2,20,0.0769230769230769,0.769230769230769,0.243297910880329,0.238726790450928
242,"d242_3",0.33,"Marine","Fish",29,24,3,19,0.125,0.791666666666667,0.23891014739229,0.244252873563218
242,"d242_4",0.33,"Marine","Fish",29,27,8,16,0.296296296296296,0.592592592592593,0.471672460192868,0.386973180076628
242,"d242_5",0.33,"Marine","Fish",29,25,8,13,0.32,0.52,0.468782705389848,0.408275862068966
242,"d242_7",0.33,"Marine","Fish",21,12,1,10,0.0833333333333333,0.833333333333333,0.130763888888889,0.21031746031746
243,"d243_1",0.33,"Marine","Fish",30,25,8,10,0.32,0.4,0.516402939113997,0.473333333333333
243,"d243_2",0.33,"Marine","Fish",29,26,12,11,0.461538461538462,0.423076923076923,0.605995652698949,0.496021220159151
243,"d243_3",0.33,"Marine","Fish",29,28,12,14,0.428571428571429,0.5,0.646729227405248,0.456896551724138
243,"d243_5",0.33,"Marine","Fish",29,28,16,12,0.571428571428571,0.428571428571429,0.755642180341524,0.58743842364532
243,"d243_6",0.33,"Marine","Fish",30,26,14,9,0.538461538461538,0.346153846153846,0.640741861266877,0.574358974358974
243,"d243_4",0.33,"Marine","Fish",29,29,17,12,0.586206896551724,0.413793103448276,0.818525267249757,0.587395957193817
243,"d243_7",0.33,"Marine","Fish",19,11,1,10,0.0909090909090909,0.909090909090909,0.150411522633745,0.162679425837321
244,"d244_2",0.33,"Marine","Benthic",30,26,14,12,0.538461538461538,0.461538461538462,0.570017378578615,0.566666666666667
244,"d244_6",0.33,"Marine","Benthic",30,34,17,11,0.5,0.323529411764706,0.543252595155709,0.58921568627451
244,"d244_7",0.33,"Marine","Benthic",30,32,15,13,0.46875,0.40625,0.570335723840666,0.555208333333333
244,"d244_8",0.33,"Marine","Benthic",30,30,15,13,0.5,0.433333333333333,0.493888228299643,0.546666666666667
244,"d244_9",0.33,"Marine","Benthic",30,29,14,14,0.482758620689655,0.482758620689655,0.583466394881377,0.525287356321839
244,"d244_11",0.33,"Marine","Benthic",30,32,16,8,0.5,0.25,0.435823238703924,0.628125
244,"d244_12",0.33,"Marine","Benthic",30,30,16,11,0.533333333333333,0.366666666666667,0.583876337693222,0.573333333333333
244,"d244_13",0.33,"Marine","Benthic",30,32,20,12,0.625,0.375,0.571473692033294,0.627083333333333
244,"d244_15",0.33,"Marine","Benthic",30,31,11,14,0.354838709677419,0.451612903225806,0.502348394768133,0.47741935483871
244,"d244_1",0.33,"Marine","Benthic",30,29,17,10,0.586206896551724,0.344827586206897,0.57901591076383,0.610344827586207
244,"d244_3",0.33,"Marine","Benthic",30,27,19,5,0.703703703703704,0.185185185185185,0.371195985940338,0.720987654320988
244,"d244_4",0.33,"Marine","Benthic",30,30,21,8,0.7,0.266666666666667,0.52572334522394,0.7
244,"d244_14",0.33,"Marine","Benthic",30,33,18,14,0.545454545454545,0.424242424242424,0.597721549975519,0.544444444444444
244,"d244_5",0.33,"Marine","Benthic",29,29,13,11,0.448275862068966,0.379310344827586,0.55502915451895,0.571938168846611
244,"d244_10",0.33,"Marine","Benthic",26,33,19,8,0.575757575757576,0.242424242424242,0.473552941176471,0.645687645687646
244,"d244_16",0.33,"Marine","Benthic",26,31,11,13,0.354838709677419,0.419354838709677,0.525746666666667,0.471464019851117
244,"d244_21",0.33,"Marine","Benthic",11,22,19,4,0.863636363636364,0.181818181818182,0.391404958677686,0.801652892561983
244,"d244_22",0.33,"Marine","Benthic",7,22,19,4,0.863636363636364,0.181818181818182,0.434343434343434,0.857142857142857
244,"d244_23",0.33,"Marine","Benthic",7,22,18,4,0.818181818181818,0.181818181818182,0.359044995408632,0.805194805194805
244,"d244_24",0.33,"Marine","Benthic",7,20,17,3,0.85,0.15,0.383055555555556,0.85
244,"d244_25",0.33,"Marine","Benthic",7,22,18,3,0.818181818181818,0.136363636363636,0.345270890725436,0.818181818181818
244,"d244_31",0.33,"Marine","Benthic",7,28,24,4,0.857142857142857,0.142857142857143,0.362103174603175,0.821428571428571
244,"d244_34",0.33,"Marine","Benthic",7,27,19,8,0.703703703703704,0.296296296296296,0.642857142857143,0.714285714285714
244,"d244_37",0.33,"Marine","Benthic",7,29,20,7,0.689655172413793,0.241379310344828,0.606613756613756,0.738916256157635
244,"d244_26",0.33,"Marine","Benthic",7,25,20,4,0.8,0.16,0.356837606837607,0.794285714285714
244,"d244_27",0.33,"Marine","Benthic",7,25,20,5,0.8,0.2,0.461894586894587,0.805714285714286
244,"d244_28",0.33,"Marine","Benthic",7,30,18,9,0.6,0.3,0.506666666666667,0.685714285714286
244,"d244_29",0.33,"Marine","Benthic",7,22,19,3,0.863636363636364,0.136363636363636,0.365472910927456,0.818181818181818
244,"d244_30",0.33,"Marine","Benthic",7,22,18,5,0.818181818181818,0.227272727272727,0.534664830119376,0.824675324675325
244,"d244_32",0.33,"Marine","Benthic",7,25,19,6,0.76,0.24,0.606481481481482,0.788571428571429
244,"d244_33",0.33,"Marine","Benthic",7,25,20,3,0.8,0.12,0.41025641025641,0.794285714285714
244,"d244_35",0.33,"Marine","Benthic",7,25,21,3,0.84,0.12,0.293091168091168,0.845714285714286
244,"d244_36",0.33,"Marine","Benthic",7,22,16,7,0.727272727272727,0.318181818181818,0.6455463728191,0.701298701298701
246,"d246_2",0.33,"Marine","Fish",9,42,21,11,0.5,0.261904761904762,0.577558106575964,0.6005291005291
246,"d246_4",0.33,"Marine","Fish",9,45,22,13,0.488888888888889,0.288888888888889,0.632225790513834,0.619753086419753
246,"d246_8",0.33,"Marine","Fish",9,51,17,22,0.333333333333333,0.431372549019608,0.579519230769231,0.496732026143791
246,"d246_9",0.33,"Marine","Fish",9,55,19,23,0.345454545454545,0.418181818181818,0.681712962962963,0.496969696969697
246,"d246_10",0.33,"Marine","Fish",9,49,18,21,0.36734693877551,0.428571428571429,0.586197916666667,0.485260770975057
246,"d246_11",0.33,"Marine","Fish",9,44,16,20,0.363636363636364,0.454545454545455,0.633135330578512,0.53030303030303
246,"d246_12",0.33,"Marine","Fish",9,46,20,19,0.434782608695652,0.41304347826087,0.677250708884688,0.543478260869565
246,"d246_13",0.33,"Marine","Fish",9,50,22,17,0.44,0.34,0.6609,0.573333333333333
246,"d246_14",0.33,"Marine","Fish",9,37,7,21,0.189189189189189,0.567567567567568,0.441703216374269,0.363363363363363
246,"d246_15",0.33,"Marine","Fish",9,43,14,23,0.325581395348837,0.534883720930233,0.629667207792208,0.441860465116279
246,"d246_16",0.33,"Marine","Fish",9,44,11,23,0.25,0.522727272727273,0.558464617768595,0.421717171717172
246,"d246_5",0.33,"Marine","Fish",9,48,19,18,0.395833333333333,0.375,0.625868055555555,0.518518518518518
246,"d246_6",0.33,"Marine","Fish",9,42,22,14,0.523809523809524,0.333333333333333,0.672477324263039,0.624338624338624
246,"d246_7",0.33,"Marine","Fish",9,56,23,21,0.410714285714286,0.375,0.667550223214286,0.541666666666667
246,"d246_1",0.33,"Marine","Fish",9,46,22,16,0.478260869565217,0.347826086956522,0.661153119092628,0.57487922705314
246,"d246_3",0.33,"Marine","Fish",9,50,23,16,0.46,0.32,0.661725,0.575555555555556
246,"d246_26",0.33,"Marine","Fish",7,47,21,23,0.446808510638298,0.48936170212766,0.770229468599034,0.559270516717325
246,"d246_27",0.33,"Marine","Fish",7,40,22,13,0.55,0.325,0.655277777777778,0.65
246,"d246_28",0.33,"Marine","Fish",7,52,23,24,0.442307692307692,0.461538461538462,0.683226495726496,0.535714285714286
246,"d246_29",0.33,"Marine","Fish",7,42,21,17,0.5,0.404761904761905,0.697404887881078,0.605442176870748
246,"d246_30",0.33,"Marine","Fish",7,31,18,11,0.580645161290323,0.354838709677419,0.587268518518518,0.63594470046083
246,"d246_31",0.33,"Marine","Fish",7,32,17,9,0.53125,0.28125,0.541558159722222,0.638392857142857
246,"d246_32",0.33,"Marine","Fish",7,41,18,18,0.439024390243902,0.439024390243902,0.595238095238095,0.519163763066202
246,"d246_33",0.33,"Marine","Fish",7,36,18,14,0.5,0.388888888888889,0.662808641975309,0.607142857142857
246,"d246_34",0.33,"Marine","Fish",7,35,19,13,0.542857142857143,0.371428571428571,0.665940450254176,0.6
246,"d246_35",0.33,"Marine","Fish",7,40,13,24,0.325,0.6,0.563819444444444,0.432142857142857
246,"d246_36",0.33,"Marine","Fish",7,40,9,24,0.225,0.6,0.3375,0.392857142857143
246,"d246_37",0.33,"Marine","Fish",7,41,18,20,0.439024390243902,0.48780487804878,0.669444444444445,0.526132404181185
246,"d246_22",0.33,"Marine","Fish",7,43,21,17,0.488372093023256,0.395348837209302,0.595719095719096,0.554817275747508
246,"d246_23",0.33,"Marine","Fish",7,44,22,17,0.5,0.386363636363636,0.652605601469238,0.587662337662338
246,"d246_24",0.33,"Marine","Fish",7,39,21,10,0.538461538461538,0.256410256410256,0.478216374269006,0.644688644688645
246,"d246_25",0.33,"Marine","Fish",7,40,23,14,0.575,0.35,0.598263888888889,0.625
246,"d246_21",0.33,"Marine","Fish",5,38,20,10,0.526315789473684,0.263157894736842,0.664819944598338,0.631578947368421
249,"d249_ME",0.33,"Aquatic","Fish",32,54,14,31,0.259259259259259,0.574074074074074,0.465674330437116,0.360532407407407
249,"d249_TB",0.33,"Aquatic","Fish",32,3,1,2,0.333333333333333,0.666666666666667,0.906347554630593,0.385416666666667
249,"d249_TR",0.33,"Aquatic","Fish",32,53,20,30,0.377358490566038,0.566037735849057,0.663301819389228,0.436910377358491
249,"d249_AL",0.33,"Aquatic","Fish",32,46,19,25,0.41304347826087,0.543478260869565,0.710625549551605,0.453804347826087
249,"d249_BM",0.33,"Aquatic","Fish",32,40,15,21,0.375,0.525,0.681207075962539,0.446875
249,"d249_SP",0.33,"Aquatic","Fish",32,37,11,21,0.297297297297297,0.567567567567568,0.59857847880193,0.380067567567568
249,"d249_CR",0.33,"Aquatic","Fish",32,28,6,20,0.214285714285714,0.714285714285714,0.444493406103336,0.286830357142857
249,"d249_CB",0.33,"Aquatic","Fish",32,1,1,0,1,0,NA,1
249,"d249_FI",0.33,"Aquatic","Fish",18,34,13,18,0.382352941176471,0.529411764705882,0.695729217801511,0.46078431372549
249,"d249_MO",0.33,"Aquatic","Fish",18,50,20,22,0.4,0.44,0.667908650519031,0.503333333333333
249,"d249_WI",0.33,"Aquatic","Fish",18,40,14,23,0.35,0.575,0.659896193771626,0.436111111111111
250,"d250_BCA",0.33,"Aquatic","Fish",24,5,3,2,0.6,0.4,0.821045998739761,0.641666666666667
250,"d250_BCB",0.33,"Aquatic","Fish",24,11,6,5,0.545454545454545,0.454545454545455,0.647511027095148,0.553030303030303
250,"d250_CC",0.33,"Aquatic","Fish",24,14,7,7,0.5,0.5,0.613247945681108,0.517857142857143
252,"d252_B",0.33,"Terrestrial","Arthropod",11,13,5,7,0.384615384615385,0.538461538461538,0.543809523809524,0.440559440559441
252,"d252_C",0.33,"Terrestrial","Arthropod",64,299,2,291,0.00668896321070234,0.973244147157191,0.0430414910184805,0.0792224080267559
252,"d252_G",0.33,"Terrestrial","Arthropod",64,322,3,307,0.0093167701863354,0.953416149068323,0.0504378047572479,0.0832686335403727
252,"d252_P",0.33,"Terrestrial","Arthropod",53,328,1,309,0.00304878048780488,0.942073170731707,0.0579759858486249,0.0907156005522319
