number,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
319,1,72029,Terrestrial,Bird,15,99,65,24,0.656565657,0.212787213,0.242424242,0.356643357,875.2666667,0.731986532,0.540966264,0.003996004,0.818534711,0.295510824
320,1,72031,Terrestrial,Bird,15,97,59,27,0.608247423,0.060939061,0.278350515,0.412587413,660,0.672852234,0.590882271,0.001998002,0.722066039,0.339543832
321,1,72033,Terrestrial,Bird,15,92,66,15,0.717391304,0.000999001,0.163043478,0.892107892,685.3333333,0.745652174,0.461814263,0.120879121,0.95332948,0.349942935
322,1,72035,Terrestrial,Bird,15,100,73,16,0.73,0,0.16,0.873126873,942.8,0.766,0.44632449,0.083916084,0.966628069,0.31710923
323,1,72047,Terrestrial,Bird,15,74,57,12,0.77027027,0,0.162162162,0.878121878,598.4666667,0.764864865,0.412147255,0.180819181,1.073905326,0.364129715
324,1,72049,Terrestrial,Bird,15,92,61,18,0.663043478,0.022977023,0.195652174,0.722277722,1021,0.727536232,0.503838586,0.031968032,0.853853332,0.331741142
325,1,72050,Terrestrial,Bird,15,88,65,12,0.738636364,0.002997003,0.136363636,0.91008991,993.8666667,0.778787879,0.42325856,0.142857143,1.05858796,0.324197057
326,1,72053,Terrestrial,Bird,15,82,54,12,0.658536585,0.074925075,0.146341463,0.877122877,609.8666667,0.753658537,0.44484272,0.111888112,0.98006905,0.337761745
327,1,72054,Terrestrial,Bird,15,89,62,14,0.696629213,0.027972028,0.157303371,0.857142857,970.8,0.762546816,0.442135642,0.095904096,0.971059901,0.322618995
328,1,72056,Terrestrial,Bird,15,90,63,15,0.7,0.025974026,0.166666667,0.771228771,997.1333333,0.754814815,0.467042076,0.034965035,0.917887256,0.312797134
329,1,72057,Terrestrial,Bird,15,83,50,18,0.602409639,0.094905095,0.21686747,0.66033966,933.4,0.682730924,0.556063192,0.008991009,0.780148887,0.351981824
330,1,72060,Terrestrial,Bird,15,94,63,25,0.670212766,0.013986014,0.265957447,0.504495504,524.6666667,0.697163121,0.57736209,0.00999001,0.758821342,0.334592193
331,1,72061,Terrestrial,Bird,15,85,55,23,0.647058824,0.027972028,0.270588235,0.467532468,850.8,0.683921569,0.596554569,0.004995005,0.730776868,0.338362908
332,1,72062,Terrestrial,Bird,15,89,60,19,0.674157303,0.001998002,0.213483146,0.725274725,520.8,0.725093633,0.46638322,0.093906094,0.929618709,0.361624579
333,1,72064,Terrestrial,Bird,15,86,58,22,0.674418605,0.07992008,0.255813953,0.464535465,672.9333333,0.711627907,0.58160506,0.00999001,0.768159699,0.31171273
334,1,72072,Terrestrial,Bird,15,83,55,22,0.662650602,0.026973027,0.265060241,0.518481518,1403.2,0.701204819,0.563328119,0.017982018,0.802252469,0.348182695
335,1,72083,Terrestrial,Bird,15,95,60,27,0.631578947,0.046953047,0.284210526,0.390609391,1361.6,0.676491228,0.59940838,0.003996004,0.713921986,0.332979764
336,1,72084,Terrestrial,Bird,15,62,44,13,0.709677419,0.051948052,0.209677419,0.552447552,1624.533333,0.743010753,0.550261208,0.012987013,0.841064748,0.323353202
337,1,72086,Terrestrial,Bird,15,65,42,20,0.646153846,0.04995005,0.307692308,0.467532468,801.4666667,0.681025641,0.647872217,0.003996004,0.713406974,0.347869761
338,1,72088,Terrestrial,Bird,15,82,65,12,0.792682927,0.000999001,0.146341463,0.789210789,728.8,0.805691057,0.392832862,0.202797203,1.183289527,0.332401308
339,1,72090,Terrestrial,Bird,15,90,54,23,0.6,0.004995005,0.255555556,0.606393606,594.1333333,0.67037037,0.517170572,0.013986014,0.855712129,0.398991057
340,1,72091,Terrestrial,Bird,15,82,50,18,0.609756098,0.027972028,0.219512195,0.768231768,571.4666667,0.700813008,0.499872525,0.045954046,0.885225025,0.380260118
341,1,72132,Terrestrial,Bird,15,94,68,18,0.723404255,0.026973027,0.191489362,0.522477522,805.2666667,0.770212766,0.478340001,0.027972028,0.937984152,0.298771446
342,1,72151,Terrestrial,Bird,15,77,47,20,0.61038961,0.025974026,0.25974026,0.471528472,956.2,0.67965368,0.540265499,0.00999001,0.819700987,0.374056397
343,1,72155,Terrestrial,Bird,15,88,57,18,0.647727273,0.088911089,0.204545455,0.636363636,512.6,0.726515152,0.53248598,0.024975025,0.835970103,0.324141848
344,1,72165,Terrestrial,Bird,15,93,66,22,0.709677419,0.004995005,0.23655914,0.452547453,641.8666667,0.735483871,0.555452246,0.008991009,0.800639963,0.306014175
345,1,72194,Terrestrial,Bird,15,73,42,21,0.575342466,0.075924076,0.287671233,0.57042957,436.5333333,0.63196347,0.612980327,0.003996004,0.691922696,0.379822792
346,1,80003,Terrestrial,Bird,15,62,47,11,0.758064516,0.004995005,0.177419355,0.673326673,506.5333333,0.794623656,0.391901506,0.172827173,1.250237881,0.354853151
347,1,80005,Terrestrial,Bird,15,68,49,14,0.720588235,0.002997003,0.205882353,0.614385614,660.7333333,0.742156863,0.520951027,0.016983017,0.872864658,0.33280176
348,1,81001,Terrestrial,Bird,15,60,39,16,0.65,0.026973027,0.266666667,0.473526474,826.7333333,0.7,0.543197279,0.018981019,0.839042202,0.369162561
349,1,81003,Terrestrial,Bird,15,53,37,14,0.698113208,0.085914086,0.264150943,0.390609391,970.2,0.737106918,0.585048549,0.002997003,0.822984716,0.326268307
350,1,81029,Terrestrial,Bird,15,63,38,17,0.603174603,0,0.26984127,0.692307692,519.6,0.656084656,0.506254115,0.02997003,0.925165901,0.480717149
351,1,82006,Terrestrial,Bird,15,70,51,13,0.728571429,0.072927073,0.185714286,0.56043956,857.2666667,0.78,0.47483965,0.035964036,1.000419117,0.313012236
352,1,82010,Terrestrial,Bird,15,77,51,20,0.662337662,0.042957043,0.25974026,0.487512488,657.4,0.694372294,0.601930651,0.004995005,0.734531028,0.334411389
353,1,82016,Terrestrial,Bird,15,78,66,6,0.846153846,0.006993007,0.076923077,0.925074925,852.9333333,0.85982906,0.313757061,0.222777223,1.406816847,0.302882087
354,1,82018,Terrestrial,Bird,15,76,58,9,0.763157895,0.016983017,0.118421053,0.906093906,668.8,0.813157895,0.390988043,0.100899101,1.155650759,0.307929234
355,1,82020,Terrestrial,Bird,15,71,46,16,0.647887324,0.091908092,0.225352113,0.525474525,651.6666667,0.709859155,0.579073534,0.007992008,0.783051555,0.330641293
356,1,82034,Terrestrial,Bird,15,81,58,14,0.716049383,0.058941059,0.172839506,0.642357642,735.4,0.778600823,0.495327277,0.041958042,0.916354166,0.299300911
357,1,82042,Terrestrial,Bird,15,82,52,19,0.634146341,0.030969031,0.231707317,0.634365634,418.4666667,0.685365854,0.522784664,0.024975025,0.830623611,0.367679503
358,1,82128,Terrestrial,Bird,15,74,53,14,0.716216216,0.000999001,0.189189189,0.682317682,638.9333333,0.758558559,0.467017486,0.068931069,0.996406263,0.336416976
359,1,83009,Terrestrial,Bird,15,67,45,15,0.671641791,0.0999001,0.223880597,0.529470529,1174.733333,0.740298507,0.538733675,0.018981019,0.879752712,0.326328076
360,1,83013,Terrestrial,Bird,15,51,26,18,0.509803922,0.197802198,0.352941176,0.400599401,2173.333333,0.602614379,0.598838305,0.002997003,0.733083565,0.439142784
361,1,83026,Terrestrial,Bird,15,56,30,19,0.535714286,0.145854146,0.339285714,0.395604396,682.8,0.602380952,0.65449292,0.000999001,0.672494775,0.410476122
362,1,83033,Terrestrial,Bird,15,61,37,18,0.606557377,0.032967033,0.295081967,0.516483516,663.7333333,0.653551913,0.635044986,0,0.726862116,0.390601276
363,1,83042,Terrestrial,Bird,15,67,36,19,0.537313433,0.016983017,0.28358209,0.603396603,447,0.633830846,0.485867074,0.047952048,0.897639652,0.486780962
364,1,83044,Terrestrial,Bird,15,64,37,20,0.578125,0.125874126,0.3125,0.413586414,640.7333333,0.65625,0.596440529,0.004995005,0.760437386,0.382796185
365,1,83045,Terrestrial,Bird,15,64,44,14,0.6875,0.036963037,0.21875,0.498501499,910.0666667,0.728125,0.515500438,0.017982018,0.899220306,0.344836181
366,1,83064,Terrestrial,Bird,15,55,33,13,0.6,0.031968032,0.236363636,0.722277722,557.4,0.682424242,0.495869776,0.056943057,0.939323811,0.436821082
367,1,83082,Terrestrial,Bird,15,53,24,26,0.452830189,0.20979021,0.490566038,0.13986014,432.1333333,0.528301887,0.693237979,0,0.607671932,0.466631156
368,1,83098,Terrestrial,Bird,15,64,27,25,0.421875,0.253746254,0.390625,0.340659341,1736.866667,0.544791667,0.562853755,0.010989011,0.697902452,0.510437775
369,1,83100,Terrestrial,Bird,15,58,28,21,0.482758621,0.165834166,0.362068966,0.43956044,553.3333333,0.588505747,0.620786721,0.001998002,0.697983087,0.45740277
370,1,83140,Terrestrial,Bird,15,72,37,16,0.513888889,0.273726274,0.222222222,0.699300699,505.6666667,0.662037037,0.530797273,0.02997003,0.822323404,0.386946528
371,1,85004,Terrestrial,Bird,15,29,10,16,0.344827586,0.513486513,0.551724138,0.021978022,233.9333333,0.452873563,0.554324587,0.001998002,0.773481805,0.792757523
372,1,85011,Terrestrial,Bird,15,61,30,28,0.491803279,0.123876124,0.459016393,0.181818182,1090,0.523497268,0.706671056,0,0.567922723,0.446526682
373,1,85021,Terrestrial,Bird,15,78,29,26,0.371794872,0.347652348,0.333333333,0.507492507,291,0.538461538,0.487582015,0.022977023,0.786849799,0.578775013
374,1,85024,Terrestrial,Bird,15,73,29,31,0.397260274,0.305694306,0.424657534,0.172827173,376,0.504109589,0.591660538,0.000999001,0.639387162,0.522439126
375,1,85025,Terrestrial,Bird,15,36,16,16,0.444444444,0.174825175,0.444444444,0.157842158,324.6666667,0.522222222,0.609410431,0,0.713858002,0.576664898
376,1,85109,Terrestrial,Bird,15,16,5,6,0.3125,0.699300699,0.375,0.46953047,205.8666667,0.504166667,0.466757015,0.076923077,1.018590029,0.875730804
377,1,87005,Terrestrial,Bird,15,82,49,19,0.597560976,0.00999001,0.231707317,0.77022977,424.9333333,0.666666667,0.526630164,0.018981019,0.828269397,0.406927394
378,1,87015,Terrestrial,Bird,15,91,55,21,0.604395604,0.018981019,0.230769231,0.713286713,504.4666667,0.674725275,0.531499556,0.013986014,0.802057837,0.38086448
379,1,88004,Terrestrial,Bird,15,76,56,13,0.736842105,0.001998002,0.171052632,0.837162837,1489.533333,0.753508772,0.481750664,0.071928072,0.929752936,0.338451081
380,1,88005,Terrestrial,Bird,15,76,50,20,0.657894737,0.028971029,0.263157895,0.418581419,954.8,0.704385965,0.573756996,0.002997003,0.787573865,0.336089323
381,1,88007,Terrestrial,Bird,15,72,49,14,0.680555556,0.017982018,0.194444444,0.778221778,844.4666667,0.731481481,0.498283573,0.056943057,0.905713581,0.358434465
382,1,88013,Terrestrial,Bird,15,81,53,20,0.654320988,0.00999001,0.24691358,0.588411588,595.1333333,0.70781893,0.517371827,0.047952048,0.888384914,0.373736626
383,1,88014,Terrestrial,Bird,15,69,40,17,0.579710145,0.033966034,0.246376812,0.668331668,399.5333333,0.657971014,0.512330647,0.015984016,0.849462357,0.418914584
384,1,88023,Terrestrial,Bird,15,76,60,9,0.789473684,0,0.118421053,0.986013986,504.2,0.790350877,0.351076234,0.31968032,1.281932608,0.373501742
385,1,88028,Terrestrial,Bird,15,72,56,10,0.777777778,0.000999001,0.138888889,0.848151848,562.9333333,0.800925926,0.412411029,0.125874126,1.124243173,0.326381498
386,1,88043,Terrestrial,Bird,15,76,48,16,0.631578947,0.012987013,0.210526316,0.787212787,660.5333333,0.684210526,0.501271977,0.044955045,0.867821649,0.405612247
387,1,88044,Terrestrial,Bird,15,77,49,17,0.636363636,0.006993007,0.220779221,0.774225774,589.4666667,0.692640693,0.516469746,0.045954046,0.867622062,0.394159317
388,1,89001,Terrestrial,Bird,15,63,43,12,0.682539683,0.016983017,0.19047619,0.783216783,821.4,0.733333333,0.486031106,0.068931069,0.928711143,0.362992145
389,1,89002,Terrestrial,Bird,15,72,52,14,0.722222222,0.008991009,0.194444444,0.709290709,1071.266667,0.753703704,0.498094608,0.05994006,0.928312022,0.33989134
390,1,89004,Terrestrial,Bird,15,76,40,23,0.526315789,0.111888112,0.302631579,0.468531469,462.9333333,0.630701754,0.545349511,0.008991009,0.795384116,0.421323646
391,1,89009,Terrestrial,Bird,15,62,35,18,0.564516129,0.207792208,0.290322581,0.373626374,644.6666667,0.659139785,0.569522606,0.003996004,0.772084455,0.377348442
392,1,89016,Terrestrial,Bird,15,84,39,33,0.464285714,0.28971029,0.392857143,0.311688312,543.2,0.584920635,0.61387327,0.000999001,0.67769193,0.408353555
393,1,89030,Terrestrial,Bird,15,97,55,34,0.567010309,0.1998002,0.350515464,0.335664336,1217.4,0.642611684,0.672566986,0,0.628057383,0.319333097
394,1,89043,Terrestrial,Bird,15,74,47,19,0.635135135,0,0.256756757,0.541458541,502.2,0.689189189,0.488294003,0.057942058,0.913854417,0.400735413
395,1,89111,Terrestrial,Bird,15,76,51,16,0.671052632,0.005994006,0.210526316,0.729270729,947.2666667,0.71754386,0.519800441,0.026973027,0.856440765,0.356672358
396,1,90006,Terrestrial,Bird,15,78,49,19,0.628205128,0.025974026,0.243589744,0.656343656,542,0.693162393,0.481601122,0.076923077,0.974037126,0.417855113
397,1,90016,Terrestrial,Bird,15,75,59,7,0.786666667,0.004995005,0.093333333,0.947052947,835.0666667,0.827555556,0.357121085,0.234765235,1.274713809,0.327403746
398,1,90019,Terrestrial,Bird,15,75,52,13,0.693333333,0.004995005,0.173333333,0.84015984,869.1333333,0.747555556,0.467181467,0.080919081,0.987926403,0.36230815
399,1,90026,Terrestrial,Bird,15,74,64,6,0.864864865,0.001998002,0.081081081,0.918081918,839.2666667,0.868468468,0.265291215,0.357642358,1.701877542,0.329748631
400,1,90036,Terrestrial,Bird,15,77,63,10,0.818181818,0.008991009,0.12987013,0.75024975,718.9333333,0.831168831,0.402710072,0.111888112,1.123522473,0.297085974
401,1,90048,Terrestrial,Bird,15,75,54,13,0.72,0.078921079,0.173333333,0.601398601,585.4666667,0.781333333,0.485288995,0.03996004,0.931813376,0.299552926
402,1,91008,Terrestrial,Bird,15,93,56,30,0.602150538,0.081918082,0.322580645,0.375624376,695.0666667,0.664516129,0.572570749,0.015984016,0.769271498,0.35897639
403,1,91012,Terrestrial,Bird,15,103,65,24,0.631067961,0.145854146,0.233009709,0.488511489,986.1333333,0.704854369,0.591932927,0.002997003,0.719540535,0.298643052
404,1,91014,Terrestrial,Bird,15,94,62,21,0.659574468,0.02997003,0.223404255,0.481518482,895.8666667,0.719858156,0.509587402,0.014985015,0.832838575,0.325230716
405,1,91020,Terrestrial,Bird,15,91,60,23,0.659340659,0.008991009,0.252747253,0.564435564,743.2666667,0.687912088,0.5611259,0.012987013,0.784288537,0.359139723
406,1,91022,Terrestrial,Bird,15,95,60,20,0.631578947,0.108891109,0.210526316,0.603396603,935.8,0.722807018,0.515337784,0.021978022,0.846509109,0.324253786
407,1,91024,Terrestrial,Bird,15,92,55,28,0.597826087,0.048951049,0.304347826,0.354645355,561.8666667,0.665217391,0.558552911,0.006993007,0.792556775,0.36997711
408,1,91026,Terrestrial,Bird,15,97,60,21,0.618556701,0.014985015,0.216494845,0.798201798,665.6,0.683848797,0.537939921,0.020979021,0.800602235,0.367000514
409,1,91027,Terrestrial,Bird,15,97,63,22,0.649484536,0.012987013,0.226804124,0.677322677,642.4666667,0.704467354,0.526421283,0.043956044,0.832252954,0.3523891
410,1,91028,Terrestrial,Bird,15,84,59,19,0.702380952,0.028971029,0.226190476,0.387612388,619.4666667,0.738095238,0.529050396,0.008991009,0.830757659,0.308251809
411,1,91029,Terrestrial,Bird,15,98,68,21,0.693877551,0,0.214285714,0.692307692,717.5333333,0.713605442,0.522785999,0.026973027,0.823701059,0.340216183
412,1,91036,Terrestrial,Bird,15,85,55,19,0.647058824,0.018981019,0.223529412,0.665334665,889.0666667,0.704313725,0.534742468,0.018981019,0.823869032,0.352001133
413,1,91039,Terrestrial,Bird,15,71,46,17,0.647887324,0.058941059,0.23943662,0.546453546,1149.066667,0.703286385,0.565670554,0.00999001,0.78629215,0.348064021
414,1,91044,Terrestrial,Bird,15,98,73,18,0.744897959,0.000999001,0.183673469,0.611388611,1605.733333,0.775510204,0.476629636,0.037962038,0.932779662,0.298794457
415,1,91045,Terrestrial,Bird,15,94,69,16,0.734042553,0,0.170212766,0.806193806,1082.466667,0.758865248,0.448157353,0.078921079,0.968501789,0.326528015
416,1,91048,Terrestrial,Bird,15,82,46,20,0.56097561,0.105894106,0.243902439,0.622377622,1175.533333,0.653658537,0.555718778,0.007992008,0.754504017,0.378246506
417,1,91049,Terrestrial,Bird,15,97,64,27,0.659793814,0.041958042,0.278350515,0.383616384,1736.333333,0.698281787,0.596357421,0.000999001,0.730976484,0.313078548
418,1,91054,Terrestrial,Bird,15,76,53,10,0.697368421,0.011988012,0.131578947,0.952047952,985.0666667,0.769298246,0.377250693,0.22977023,1.202526796,0.368634433
419,1,91055,Terrestrial,Bird,15,85,57,18,0.670588235,0.023976024,0.211764706,0.595404595,689.6,0.723137255,0.536211495,0.012987013,0.846838879,0.332141054
420,1,91056,Terrestrial,Bird,15,85,64,13,0.752941176,0.020979021,0.152941176,0.739260739,1287.6,0.791372549,0.457104436,0.050949051,0.966448481,0.299135673
421,1,91062,Terrestrial,Bird,15,69,42,16,0.608695652,0.068931069,0.231884058,0.636363636,1524.6,0.68115942,0.563779798,0.00999001,0.78774941,0.364841169
422,1,91063,Terrestrial,Bird,15,77,44,22,0.571428571,0.141858142,0.285714286,0.45954046,863,0.672727273,0.585405822,0.003996004,0.754539259,0.358081716
423,1,91068,Terrestrial,Bird,15,78,49,18,0.628205128,0.033966034,0.230769231,0.65034965,933,0.686324786,0.551600719,0.010989011,0.797608137,0.360469562
424,1,91069,Terrestrial,Bird,15,80,52,21,0.65,0.043956044,0.2625,0.413586414,1055.4,0.703333333,0.582091837,0.003996004,0.771668747,0.329723377
425,1,91070,Terrestrial,Bird,15,68,44,19,0.647058824,0.107892108,0.279411765,0.43956044,1012.8,0.694117647,0.647200056,0.001998002,0.696973133,0.32016051
426,1,92005,Terrestrial,Bird,15,45,30,8,0.666666667,0,0.177777778,0.943056943,1280.866667,0.73037037,0.45188352,0.075924076,1.070859257,0.408657714
427,1,92019,Terrestrial,Bird,15,80,36,32,0.45,0.122877123,0.4,0.267732268,517.4,0.5375,0.601705995,0,0.657315417,0.493127172
428,1,92028,Terrestrial,Bird,15,54,26,23,0.481481481,0.247752248,0.425925926,0.34965035,975.3333333,0.575308642,0.680496067,0,0.632699874,0.401188514
429,1,92030,Terrestrial,Bird,15,70,40,22,0.571428571,0.141858142,0.314285714,0.404595405,719.2666667,0.644761905,0.656397334,0,0.674635511,0.351975788
430,1,92053,Terrestrial,Bird,15,65,39,16,0.6,0.137862138,0.246153846,0.504495504,351.5333333,0.675897436,0.590329314,0.008991009,0.739756056,0.350445236
431,1,92063,Terrestrial,Bird,15,60,27,25,0.45,0.22977023,0.416666667,0.306693307,686.2,0.552222222,0.666729025,0.001998002,0.632548358,0.434255981
432,1,92083,Terrestrial,Bird,15,33,16,12,0.484848485,0.220779221,0.363636364,0.437562438,289.3333333,0.58989899,0.636479592,0.001998002,0.727103043,0.479706921
433,1,92087,Terrestrial,Bird,15,78,43,25,0.551282051,0.120879121,0.320512821,0.335664336,492.3333333,0.637606838,0.576970039,0.000999001,0.739584834,0.385243584
434,1,92104,Terrestrial,Bird,15,49,20,18,0.408163265,0.291708292,0.367346939,0.422577423,431.4,0.536054422,0.557465986,0.011988012,0.709675201,0.517103493
435,1,92120,Terrestrial,Bird,15,50,22,16,0.44,0.142857143,0.32,0.583416583,444.6,0.573333333,0.531428571,0.003996004,0.828861926,0.560319306
436,33, L4_Station_English_Channel_10L_sample_at_10m_subsample_analyzed ,Marine,Plankton,18,157,80,47,0.50955414,0.008,0.299363057,0.357,18003537.56,0.613941967,0.449412573,0.057,0.904709853,0.514926868
437,41,censusbreedingbirdsNeotoma,Terrestrial,Bird,10,56,39,11,0.696428571,0.063,0.196428571,0.534,115.1,0.746428571,0.486709499,0.092,1.061736358,0.372732524
438,46,Skokholm,Terrestrial,Bird,47,29,8,19,0.275862069,0.675,0.655172414,0.022,186.3617021,0.387380778,0.623958052,0.002,0.481219252,0.569833385
439,47,Lousana,Terrestrial,Bird,9,13,13,0,1,0.048,0,0.999,367,0.974358974,0.020833333,0.98,29.63729153,1.999183993
440,47,Redvers,Terrestrial,Bird,26,13,10,1,0.769230769,0.056,0.076923077,0.947,276.7692308,0.822485207,0.335314286,0.287,2.010620429,0.600284296
441,67,-25.92_29.6,Terrestrial,Bird,6,29,0,29,0,0.999,1,0.061,NA,0.17816092,0.010285714,0.999,22.72511828,97.11647006
442,67,-26.120001_28.27,Terrestrial,Bird,8,30,1,29,0.033333333,0.822,0.966666667,0.032,NA,0.1625,0.131428571,0.26,1.141029651,3.876763421
443,67,-28.07_32.450001,Terrestrial,Bird,14,14,6,4,0.428571429,0.391,0.285714286,0.611,NA,0.586734694,0.477357807,0.112,1.139408353,0.821878793
444,67,-28.4_32.419998,Terrestrial,Bird,6,11,4,5,0.363636364,0.532,0.454545455,0.204,NA,0.515151515,0.424,0.666,1.71619276,1.523578349
445,67,-28.629999_16.469999,Terrestrial,Bird,10,16,10,5,0.625,0.193,0.3125,0.468,NA,0.6625,0.764660494,0.005,0.845150082,0.473430093
446,67,-28.82_32.029999,Terrestrial,Bird,12,13,9,3,0.692307692,0.115,0.230769231,0.673,NA,0.75,0.562770563,0.054,1.219312058,0.527071824
447,67,-29.379999_31.35,Terrestrial,Bird,12,41,5,34,0.12195122,0.672,0.829268293,0.078,NA,0.217479675,0.32412436,0.161,0.772910132,2.104522485
448,67,-29.82_31.030001,Terrestrial,Bird,14,15,8,7,0.533333333,0.244,0.466666667,0.112,NA,0.547619048,0.77874049,0.006,0.699718108,0.563763755
449,67,-29.879999_31.02,Terrestrial,Bird,14,11,5,5,0.454545455,0.362,0.454545455,0.243,NA,0.493506494,0.652859961,0.005,0.83555414,0.817206195
450,67,-31.700001_18.200001,Terrestrial,Bird,11,12,6,4,0.5,0.211,0.333333333,0.422,NA,0.575757576,0.515555556,0.08,1.247919413,0.915937118
451,67,-32.080002_18.32,Terrestrial,Bird,9,10,2,8,0.2,0.926,0.8,0.015,NA,0.355555556,0.3975,0.323,1.190219247,1.694732013
452,67,-32.330002_18.42,Terrestrial,Bird,15,12,5,6,0.416666667,0.458,0.5,0.268,NA,0.488888889,0.790249433,0.001,0.65952592,0.606490767
453,67,-32.779999_18.15,Terrestrial,Bird,13,14,8,3,0.571428571,0.248,0.214285714,0.784,NA,0.692307692,0.575396825,0.035,1.091230111,0.567223526
454,67,-32.779999_18.18,Terrestrial,Bird,13,12,7,3,0.583333333,0.057,0.25,0.736,NA,0.615384615,0.546296296,0.047,1.161120274,0.797510186
455,67,-32.799999_18.17,Terrestrial,Bird,13,15,7,7,0.466666667,0.326,0.466666667,0.124,NA,0.502564103,0.579861111,0.004,0.916997242,0.85166813
456,67,-32.799999_18.18,Terrestrial,Bird,14,11,7,1,0.636363636,0.141,0.090909091,0.971,NA,0.733766234,0.312820513,0.506,2.214472551,0.898537312
457,67,-32.799999_18.200001,Terrestrial,Bird,13,15,6,6,0.4,0.387,0.4,0.215,NA,0.517948718,0.578373016,0.029,0.909409353,0.817620188
458,67,-32.799999_18.219999,Terrestrial,Bird,7,10,4,4,0.4,0.7,0.4,0.297,NA,0.5,0.494444444,0.178,1.397886834,1.331423158
459,67,-32.82_18.219999,Terrestrial,Bird,13,12,4,7,0.333333333,0.677,0.583333333,0.117,NA,0.41025641,0.483024691,0.147,0.978833798,1.247858719
460,67,-32.830002_18.200001,Terrestrial,Bird,13,12,5,4,0.416666667,0.401,0.333333333,0.469,NA,0.538461538,0.513888889,0.069,1.106170815,0.907796103
461,67,-32.849998_18.23,Terrestrial,Bird,9,12,6,6,0.5,0.454,0.5,0.302,NA,0.490740741,0.494357639,0.166,1.362611265,1.430101658
462,67,-32.869999_18.25,Terrestrial,Bird,13,11,3,6,0.272727273,0.697,0.545454545,0.163,NA,0.34965035,0.383796296,0.313,1.208489074,2.075741499
463,67,-32.869999_18.280001,Terrestrial,Bird,12,13,2,9,0.153846154,0.769,0.692307692,0.299,NA,0.269230769,0.38961039,0.139,0.934691203,2.027344687
464,67,-32.869999_18.32,Terrestrial,Bird,11,12,1,6,0.083333333,0.988,0.5,0.12,NA,0.356060606,0.243055556,0.781,1.929717723,3.235930908
465,67,-32.880001_18.32,Terrestrial,Bird,10,11,2,8,0.181818182,0.832,0.727272727,0.096,NA,0.272727273,0.317695473,0.364,1.30971145,2.919664295
466,67,-33.150002_18.07,Terrestrial,Bird,13,15,11,4,0.733333333,0.106,0.266666667,0.495,NA,0.723076923,0.665178571,0.013,0.972461428,0.465864427
467,67,-33.48_18.299999,Terrestrial,Bird,9,10,7,3,0.7,0.293,0.3,0.518,NA,0.722222222,0.653125,0.031,1.2560854,0.588648713
468,67,-33.48_27.120001,Terrestrial,Bird,13,10,7,1,0.7,0.133,0.1,0.944,NA,0.761538462,0.363611111,0.338,2.087437177,0.805734434
469,67,-33.549999_27.02,Terrestrial,Bird,9,12,6,5,0.5,0.47,0.416666667,0.346,NA,0.574074074,0.685763889,0,0.976668126,0.713757424
470,67,-33.830002_25.58,Terrestrial,Bird,13,10,6,3,0.6,0.182,0.3,0.591,NA,0.669230769,0.511388889,0.09,1.381530782,0.761355743
471,67,-33.849998_18.48,Terrestrial,Bird,6,11,6,4,0.545454545,0,0.363636364,0.531,NA,0.621212121,0.589333333,0.026,1.38880904,0.854266403
472,67,-33.849998_25.58,Terrestrial,Bird,12,10,7,2,0.7,0.14,0.2,0.758,NA,0.783333333,0.41785124,0.162,1.92609842,0.685724735
473,67,-33.860001_18.5,Terrestrial,Bird,8,12,9,1,0.75,0.049,0.083333333,0.902,NA,0.8125,0.319727891,0.545,2.458141127,0.75811567
474,67,-33.869999_25.629999,Terrestrial,Bird,15,15,10,3,0.666666667,0.173,0.2,0.622,NA,0.711111111,0.652332362,0.014,0.906309676,0.447488218
475,67,-33.880001_18.5,Terrestrial,Bird,21,11,6,1,0.545454545,0.245,0.090909091,0.993,NA,0.705627706,0.3315,0.477,1.983887369,0.917796904
476,67,-33.970001_25.030001,Terrestrial,Bird,9,12,5,4,0.416666667,0.694,0.333333333,0.621,NA,0.518518519,0.493055556,0.165,1.27445762,1.166511665
477,67,-33.970001_25.08,Terrestrial,Bird,9,10,7,3,0.7,0.185,0.3,0.597,NA,0.688888889,0.6725,0.015,1.166653757,0.626889734
478,67,-34.080002_18.52,Terrestrial,Bird,24,18,11,7,0.611111111,0.163,0.388888889,0.476,NA,0.631944444,0.819365679,0,0.65425342,0.423583585
479,67,-34.080002_24.9,Terrestrial,Bird,12,13,6,5,0.461538462,0.135,0.384615385,0.458,NA,0.544871795,0.494293585,0.049,1.16481269,0.95676708
480,67,-34.130001_24.83,Terrestrial,Bird,9,12,8,4,0.666666667,0.357,0.333333333,0.55,NA,0.703703704,0.743055556,0.007,1.025740619,0.509754942
481,67,-34.34_19.059999,Terrestrial,Bird,13,13,4,7,0.307692308,0.789,0.538461538,0.062,NA,0.443786982,0.477843915,0.139,1.043744409,1.177162471
482,67,-34.349998_19.1,Terrestrial,Bird,12,15,10,4,0.666666667,0.073,0.266666667,0.688,NA,0.672222222,0.679456907,0.019,0.915294417,0.52773158
483,67,-34.400002_20.82,Terrestrial,Bird,6,11,6,5,0.545454545,0.135,0.454545455,0.309,NA,0.606060606,0.741333333,0.011,1.095626829,0.698338961
