number,datasetID,site,system,taxa,nTime,spRichTotal,spRichCore,spRichTrans,propCore,propCore_pVal,propTrans,propTrans_pVal,meanAbundance,mu,bimodality,pBimodal,alpha,beta
1012,308,Westmore,Terrestrial,Bird,11,32,4,18,0.125,0.909,0.5625,0.118,41.36363636,0.346590909,0.40109375,0.251,0.78468562,1.120715454
1013,308,Wolf,Terrestrial,Bird,7,24,5,11,0.208333333,0.97,0.458333333,0.158,41.57142857,0.452380952,0.515432099,0.18,0.922759101,0.899457806
1014,308,Wright,Terrestrial,Bird,7,26,5,19,0.192307692,0.864,0.730769231,0.055,34.42857143,0.351648352,0.540433925,0.106,0.730878912,0.924545676
1015,313,Jornada_BASN,Terrestrial,Invertebrate,6,43,3,36,0.069767442,0.81,0.837209302,0.063,29.66666667,0.282945736,0.205021645,0.715,1.50343273,3.153522353
1016,313,Jornada_CALI,Terrestrial,Invertebrate,6,52,2,46,0.038461538,0.872,0.884615385,0.138,25.16666667,0.221153846,0.115207101,0.607,2.709761953,8.722423981
1017,313,Jornada_EAST,Terrestrial,Invertebrate,6,57,1,49,0.01754386,0.946,0.859649123,0.062,37,0.266081871,0.111527094,0.885,3.101058258,8.13182745
1018,313,Jornada_GRAV,Terrestrial,Invertebrate,6,46,2,39,0.043478261,0.864,0.847826087,0.127,26.83333333,0.246376812,0.13731569,0.787,2.504640015,7.060877375
1019,313,Jornada_IBPE,Terrestrial,Invertebrate,6,34,4,28,0.117647059,0.722,0.823529412,0.076,35.16666667,0.294117647,0.188788927,0.791,2.222907269,4.933572713
1020,313,Jornada_SAND,Terrestrial,Invertebrate,6,43,3,37,0.069767442,0.806,0.860465116,0.074,21.16666667,0.290697674,0.194285714,0.761,1.58955181,3.240068208
1021,313,Jornada_SUMM,Terrestrial,Invertebrate,6,76,8,61,0.105263158,0.779,0.802631579,0.07,106.1666667,0.300438596,0.244293629,0.682,1.172750844,2.12331727
1022,313,Jornada_TAYL,Terrestrial,Invertebrate,6,49,2,44,0.040816327,0.92,0.897959184,0.07,32.5,0.255102041,0.098666667,0.905,3.490466787,9.720075318
1023,313,Jornada_WELL,Terrestrial,Invertebrate,6,27,2,25,0.074074074,0.65,0.925925926,0.068,12.33333333,0.24691358,0.146813187,0.653,2.459343695,6.675215456
1024,313,Jornada_WEST,Terrestrial,Invertebrate,6,49,2,44,0.040816327,0.933,0.897959184,0.069,18.5,0.255102041,0.098666667,0.918,3.490466787,9.720075318
1025,314,OneidaLake_Buoy 109,Aquatic,Plankton,12,28,15,10,0.535714286,0.115,0.357142857,0.42,1152106.167,0.616071429,0.626539045,0.006,0.838614167,0.502732844
1026,314,OneidaLake_Buoy 117,Aquatic,Plankton,15,25,12,10,0.48,0.217,0.4,0.364,1078517.267,0.6,0.636119833,0.006,0.835722662,0.523870447
1027,314,OneidaLake_Buoy 125,Aquatic,Plankton,29,27,13,12,0.481481481,0.152,0.444444444,0.133,977117.3448,0.545338442,0.621425768,0,0.718648809,0.567436957
1028,314,OneidaLake_Shackelton Point,Aquatic,Plankton,37,29,14,12,0.482758621,0.144,0.413793103,0.225,887731.3243,0.539608574,0.560368901,0.002,0.774406803,0.606361642
1029,314,OneidaLake_Three Mile Bay,Aquatic,Plankton,8,27,13,8,0.481481481,0.325,0.296296296,0.354,1237057,0.62962963,0.608432384,0.05,0.957010806,0.517547463
1030,315,"Ballard.Down,.Swanage",Terrestrial,Arthropod,10,29,29,0,1,0.033,0,0.999,4456,0.944827586,0.022457378,0.975,14.17086596,1.075266948
1031,315,"Bevills.Wood,.Monks.Wood.Nature.Reserve",Terrestrial,Arthropod,10,21,20,0,0.952380952,0.006,0,0.999,1060,0.880952381,0.106621773,0.958,5.468746993,0.892848
1032,315,Brockwells.Farm,Terrestrial,Arthropod,10,21,14,1,0.666666667,0.236,0.047619048,0.991,728.2,0.804761905,0.252076319,0.657,2.42342481,0.637446234
1033,315,Bure.Marshes.National.Nature.Reserve,Terrestrial,Arthropod,9,8,8,0,1,0.062,0,0.999,304,0.875,0.022460937,0.999,29.63954536,6.135997951
1034,315,Buttlers.Hanging,Terrestrial,Arthropod,10,24,22,1,0.916666667,0.015,0.041666667,0.967,2593.1,0.8375,0.155606996,0.883,4.009899031,0.912259653
1035,315,Castor.Hanglands.National.Nature.Reserve,Terrestrial,Arthropod,10,15,14,0,0.933333333,0.086,0,0.999,1645.3,0.946666667,0.071869489,0.818,9.998974884,0.958062088
1036,315,Chippenham.Fen.National.Nature.Reserve,Terrestrial,Arthropod,9,8,7,1,0.875,0.076,0.125,0.885,286.7777778,0.819444444,0.217773438,0.678,4.265394165,1.258420447
1037,315,Dyfi.National.Nature.Reserve,Terrestrial,Arthropod,10,13,12,0,0.923076923,0.064,0,0.999,1314.5,0.915384615,0.059964727,0.963,10.89859141,1.464916338
1038,315,Ebbor.Gorge.National.Nature.Reserve,Terrestrial,Arthropod,10,19,19,0,1,0.032,0,0.999,801.7,0.947368421,0.022770919,0.974,17.23125339,1.426068724
1039,315,Foxholes,Terrestrial,Arthropod,10,15,15,0,1,0.134,0,0.999,906.6,0.88,0.007936508,0.999,90.18120683,15.35502468
1040,315,Gibraltar.Point.National.Nature.Reserve,Terrestrial,Arthropod,9,13,13,0,1,0.004,0,0.999,1849.333333,0.914529915,0.04985119,0.977,11.81624656,1.581361106
1041,315,Gomm.Valley,Terrestrial,Arthropod,9,20,20,0,1,0.046,0,0.999,1812.111111,0.961111111,0.02671875,0.968,17.59318806,1.183104182
1042,315,Ham.Street.Wood.National.Nature.Reserve,Terrestrial,Arthropod,9,9,9,0,1,0.043,0,0.999,162.2222222,0.814814815,0.028125,0.999,31.66728023,8.947899158
1043,315,Holme.Fen.National.Nature.Reserve,Terrestrial,Arthropod,10,19,17,0,0.894736842,0.057,0,0.999,2347.4,0.921052632,0.086419753,0.875,7.144470412,0.835721928
1044,315,Kingley.Vale.National.Nature.Reserve,Terrestrial,Arthropod,10,28,26,0,0.928571429,0.17,0,0.999,5478.6,0.957142857,0.072058453,0.719,9.052153619,0.634030459
1045,315,Leigh.Marshes.National.Nature.Reserve,Terrestrial,Arthropod,9,18,17,0,0.944444444,0.13,0,0.999,2361.888889,0.956790123,0.063464506,0.825,11.36004766,0.898356862
1046,315,Leighton.Moss.RSPB,Terrestrial,Arthropod,9,7,7,0,1,0.049,0,0.999,2186.222222,0.952380952,0.033854167,0.971,24.14357211,3.077991437
1047,315,Lindisfarne.National.Nature.Reserve,Terrestrial,Arthropod,9,7,7,0,1,0.045,0,0.999,387.1111111,0.936507937,0.033854167,0.972,22.50771596,3.252643371
1048,315,"Loch.Garten.RSPB,.Abernethy.forest",Terrestrial,Arthropod,9,4,4,0,1,0.164,0,0.999,155.2222222,0.972222222,0.01171875,0.977,92.85938036,15.8687005
1049,315,Monks.Wood.National.Nature.Reserve,Terrestrial,Arthropod,10,23,21,0,0.913043478,0.063,0,0.999,2082.4,0.92173913,0.098765432,0.751,5.844576923,0.652421908
1050,315,"Nagshead.RSPB,.Forest.of.Dean",Terrestrial,Arthropod,9,17,14,1,0.823529412,0.011,0.058823529,0.999,547.2222222,0.816993464,0.265190972,0.72,2.600924313,0.686751555
1051,315,Old.Winchester.Hill.National.Nature.Reserve,Terrestrial,Arthropod,10,27,26,0,0.962962963,0.012,0,0.999,4385.8,0.925925926,0.05345272,0.984,8.547106809,0.857191399
1052,315,Oxwich.National.Nature.Reserve,Terrestrial,Arthropod,10,24,22,0,0.916666667,0.029,0,0.999,1989.2,0.916666667,0.072702332,0.942,7.022971633,0.803199039
1053,315,Potton.Wood,Terrestrial,Arthropod,10,14,12,0,0.857142857,0.008,0,0.999,1586.6,0.792857143,0.073822121,0.996,7.638828801,2.21391141
1054,315,Radipole.Lake.RSPB,Terrestrial,Arthropod,9,15,14,0,0.933333333,0.097,0,0.999,1121.111111,0.933333333,0.107142857,0.749,7.435213215,0.857371989
1055,315,Rostherne.Mere.National.Nature.Reserve,Terrestrial,Arthropod,10,7,6,1,0.857142857,0.018,0.142857143,0.925,844.7,0.771428571,0.226337449,0.791,4.50336726,1.712623176
1056,315,Saltfleetby.National.Nature.Reserve,Terrestrial,Arthropod,9,17,17,0,1,0.006,0,0.999,3058.444444,0.928104575,0.065972222,0.952,8.949052223,0.985220005
1057,315,Skomer.Island,Terrestrial,Arthropod,9,15,15,0,1,0.008,0,0.999,1002.222222,0.911111111,0.09375,0.844,6.772599694,0.910149315
1058,315,Studland.Heath.National.Nature.Reserve,Terrestrial,Arthropod,10,22,20,0,0.909090909,0.017,0,0.999,906.8,0.913636364,0.100091827,0.954,5.907990925,0.725098035
1059,315,Walberswick.National.Nature.Reserve,Terrestrial,Arthropod,10,15,14,0,0.933333333,0.065,0,0.999,999.9,0.933333333,0.090388007,0.817,8.030620812,0.90407843
1060,315,Waterperry.Wood.FNR,Terrestrial,Arthropod,10,22,21,0,0.954545455,0.008,0,0.999,1233.1,0.85,0.106621773,0.93,4.808017512,0.941974789
1061,315,Woodhurst,Terrestrial,Arthropod,10,15,12,0,0.8,0.096,0,0.999,597.3,0.88,0.14021164,0.883,4.930376405,0.864045302
1062,315,Woodwalton.Fen.National.Nature.Reserve,Terrestrial,Arthropod,10,16,15,0,0.9375,0.055,0,0.999,813.5,0.925,0.089506173,0.835,7.820913796,0.934474105
1063,315,Wye.National.Nature.Reserve,Terrestrial,Arthropod,10,26,22,1,0.846153846,0.033,0.038461538,0.99,2644.5,0.876923077,0.194901015,0.71,3.254019283,0.56263136
1064,315,Yarner.Wood.National.Nature.Reserve,Terrestrial,Arthropod,10,24,17,2,0.708333333,0.213,0.083333333,0.96,463.5,0.808333333,0.320644719,0.392,1.942727089,0.518209731
1065,316,Jornada,Terrestrial,Mammal,7,15,12,3,0.8,0.065,0.2,0.684,895.5714286,0.761904762,0.515873016,0.158,1.505081101,0.57285837
1066,317,karoo,Terrestrial,Mammal,13,25,14,5,0.56,0.219,0.2,0.788,10330.76923,0.704615385,0.42886396,0.214,1.359156969,0.584946056
1067,318,central,Terrestrial,Mammal,16,11,10,0,0.909090909,0.207,0,0.999,75269.625,0.954545455,0.055703704,0.681,13.5923946,1.351680288
1068,318,farnorth,Terrestrial,Mammal,17,11,11,0,1,0.35,0,0.999,17410.52941,1,0,0.999,NA,NA
1069,318,north,Terrestrial,Mammal,17,11,11,0,1,0.366,0,0.999,35909.64706,1,0,0.999,NA,NA
1070,318,south,Terrestrial,Mammal,14,11,10,0,0.909090909,0.082,0,0.999,44709.71429,0.935064935,0.062721893,0.874,10.78517458,1.293269173
1071,319,Saskatoon,Terrestrial,Arthropod,22,277,84,133,0.303249097,0.72,0.480144404,0.047,NA,0.441089596,0.523324375,0.004,0.544950768,0.521269049
1072,319,Lethbridge,Terrestrial,Arthropod,22,291,98,128,0.336769759,0.597,0.439862543,0.046,NA,0.459387691,0.491911821,0.001,0.681669469,0.708411415
1073,322,CENTRAL_C1OPEN,Terrestrial,Plant,1,48,48,0,1,0.999,0,0.999,193,1,NA,NA,NA,NA
1074,322,CENTRAL_C2OPEN,Terrestrial,Plant,1,29,29,0,1,0.999,0,0.999,144,1,NA,NA,NA,NA
1075,322,CENTRAL_C3OPEN,Terrestrial,Plant,1,28,28,0,1,0.999,0,0.999,113,1,NA,NA,NA,NA
1076,322,NORTH_N1OPEN,Terrestrial,Plant,2,47,28,0,0.595744681,0.478,0,0.999,195.5,0.79787234,0.963768116,0.999,1.668653002,0.40620023
1077,322,NORTH_N2OPEN,Terrestrial,Plant,3,35,20,15,0.571428571,0,0.428571429,0.663,108.6666667,0.561904762,0.444444444,0.654,1.849634102,1.288642316
1078,322,NORTH_N3OPEN,Terrestrial,Plant,3,49,28,21,0.571428571,0,0.428571429,0.322,165.6666667,0.612244898,0.6675,0.341,1.216655423,0.641175385
1079,322,SOUTH_S1OPEN,Terrestrial,Plant,6,70,34,23,0.485714286,0,0.328571429,0.534,259.8333333,0.583333333,0.570285714,0.054,0.937787597,0.577171449
1080,322,SOUTH_S2OPEN,Terrestrial,Plant,5,70,26,22,0.371428571,0.682,0.314285714,0.176,198.8,0.562857143,0.637806122,0.083,0.866387491,0.536123868
1081,322,SOUTH_S3OPEN,Terrestrial,Plant,5,62,27,12,0.435483871,0.477,0.193548387,0.604,229.2,0.622580645,0.589555151,0.132,0.990699881,0.505877354
1082,323,Antietam Creek,Freshwater,Fish,3,28,16,12,0.571428571,0,0.428571429,0.341,3013.666667,0.607142857,0.646683673,0.332,1.390389378,0.78427806
1083,323,Atkisson Reservoir,Freshwater,Fish,9,24,3,14,0.125,0.961,0.583333333,0.106,858.7777778,0.37037037,0.357638889,0.428,0.970752815,1.229916851
1084,323,Breton Bay,Freshwater,Fish,3,17,11,6,0.647058824,0,0.352941176,0.679,306,0.68627451,0.763888889,0,1.489606533,0.660710746
1085,323,Casselman River,Freshwater,Fish,8,27,4,14,0.148148148,0.953,0.518518519,0.072,670.625,0.375,0.399641175,0.415,0.99643025,1.328813146
1086,323,Corsica River,Freshwater,Fish,9,25,11,10,0.44,0.709,0.4,0.157,574.8888889,0.524444444,0.453325321,0.145,1.142589138,0.953822063
1087,323,Deer Creek,Freshwater,Fish,7,35,21,7,0.6,0.1,0.2,0.809,1770.714286,0.689795918,0.473311547,0.27,1.254024771,0.560435186
1088,323,Fifteen Mile Creek,Freshwater,Fish,5,32,14,9,0.4375,0.488,0.28125,0.388,1596.8,0.60625,0.663818359,0.03,0.993014032,0.567681447
1089,323,Furnace Bay,Freshwater,Fish,5,19,11,2,0.578947368,0.309,0.105263158,0.813,1269,0.757894737,0.463888889,0.356,1.710533487,0.590849044
1090,323,Gwynns Falls,Freshwater,Fish,4,24,12,4,0.5,0.656,0.166666667,0.762,577.25,0.604166667,0.330246914,0.923,2.443194123,1.562235017
1091,323,Jones Falls,Freshwater,Fish,16,19,9,8,0.473684211,0.322,0.421052632,0.286,500.0625,0.529605263,0.695012346,0,0.732948117,0.652594953
1092,323,Liberty Reservoir,Freshwater,Fish,11,23,5,12,0.217391304,0.817,0.52173913,0.054,966.3636364,0.395256917,0.437727273,0.242,0.905288599,1.121384488
1093,323,Little Gunpowder Falls,Freshwater,Fish,6,24,13,5,0.541666667,0.072,0.208333333,0.932,1128.166667,0.673611111,0.473055556,0.293,1.383850424,0.641767888
1094,323,Little Patuxent River,Freshwater,Fish,7,41,10,21,0.243902439,0.973,0.512195122,0.118,1438.285714,0.411149826,0.391534392,0.562,1.145855382,1.419716298
1095,323,Little Youghiogheny R,Freshwater,Fish,4,13,4,4,0.307692308,0.999,0.307692308,0.499,342.25,0.538461538,0.470899471,0.819,1.719411856,1.346450374
1096,323,Loch Raven Reservoir,Freshwater,Fish,5,24,7,8,0.291666667,0.807,0.333333333,0.396,680.6,0.483333333,0.498263889,0.374,1.204678422,1.093667246
1097,323,Lower Chester River,Freshwater,Fish,3,12,10,2,0.833333333,0,0.166666667,0.999,878.6666667,0.75,0.520833333,0.339,2.399893136,0.871317252
1098,323,Lower Monocacy River,Freshwater,Fish,7,37,7,21,0.189189189,0.964,0.567567568,0.045,969.7142857,0.382239382,0.312865497,0.779,1.581129175,2.389048018
1099,323,Lower Winters Run,Freshwater,Fish,5,42,23,8,0.547619048,0.109,0.19047619,0.58,1260.2,0.676190476,0.547052154,0.241,1.210400106,0.550027967
1100,323,Mattawoman Creek,Freshwater,Fish,8,33,15,7,0.454545455,0.227,0.212121212,0.759,679.375,0.621212121,0.467887155,0.207,1.168905459,0.686463696
1101,323,Nanjemoy Creek,Freshwater,Fish,8,27,10,8,0.37037037,0.569,0.296296296,0.394,235.875,0.546296296,0.436869253,0.372,1.404065522,1.171009269
1102,323,Nassawango Creek,Freshwater,Fish,12,25,16,5,0.64,0.001,0.2,0.925,801.8333333,0.656666667,0.371688917,0.504,1.468702258,0.809796158
1103,323,Octoraro Creek,Freshwater,Fish,4,26,14,7,0.538461538,0.514,0.269230769,0.509,1034.75,0.663461538,0.681788297,0.074,1.188040426,0.559743819
1104,323,Patapsco River L N Br,Freshwater,Fish,9,35,14,12,0.4,0.735,0.342857143,0.545,589.2222222,0.517460317,0.382250817,0.647,1.40128003,1.278335339
1105,323,Patuxent River lower,Freshwater,Fish,5,25,7,11,0.28,0.896,0.44,0.21,457.6,0.472,0.538461538,0.339,1.117605082,1.059980352
1106,323,Patuxent River middle,Freshwater,Fish,4,19,4,7,0.210526316,0.999,0.368421053,0.507,258,0.486842105,0.397530864,0.829,1.671873304,1.544014216
1107,323,Patuxent River upper,Freshwater,Fish,4,34,11,13,0.323529412,0.999,0.382352941,0.224,374.5,0.514705882,0.469050365,0.651,1.387600608,1.129817283
1108,323,Piscataway Creek,Freshwater,Fish,6,39,17,16,0.435897436,0.211,0.41025641,0.346,830.8333333,0.521367521,0.568,0.16,0.915660682,0.697897243
1109,323,Port Tobacco River,Freshwater,Fish,2,8,5,0,0.625,0.503,0,0.999,204.5,0.8125,0.9375,0.999,3.048275388,0.902120113
1110,323,Potomac River L N Branch,Freshwater,Fish,3,24,9,15,0.375,0.323,0.625,0.323,320.3333333,0.513888889,0.581597222,0.335,1.397020278,1.095462044
1111,323,Potomac River M tidal,Freshwater,Fish,4,24,8,9,0.333333333,0.999,0.375,0.248,219.25,0.541666667,0.580246914,0.322,1.20878754,0.867517699
1112,323,Potomac River U N Branch,Freshwater,Fish,5,9,1,4,0.111111111,0.916,0.444444444,0.417,144.8,0.444444444,0.325,0.53,2.621607282,3.197470292
1113,323,Rocky Gorge Dam,Freshwater,Fish,5,27,12,11,0.444444444,0.509,0.407407407,0.219,529.8,0.57037037,0.754807692,0.033,0.898322382,0.585934622
1114,323,S Branch Patapsco,Freshwater,Fish,7,27,15,8,0.555555556,0.379,0.296296296,0.523,1940.142857,0.603174603,0.57967033,0.093,1.15655104,0.778205521
1115,323,Savage River,Freshwater,Fish,15,23,8,12,0.347826087,0.497,0.52173913,0.13,693.6,0.449275362,0.535559678,0.04,0.841165807,0.964587807
1116,323,Sideling Hill Creek,Freshwater,Fish,3,21,18,3,0.857142857,0,0.142857143,0.999,727.6666667,0.73015873,0.440909091,0.639,2.223265883,0.815070341
1117,323,Southeast Creek,Freshwater,Fish,4,23,15,4,0.652173913,0.54,0.173913043,0.747,784.25,0.75,0.61952862,0.166,1.437626904,0.499841302
1118,323,St. Clements Bay,Freshwater,Fish,5,14,4,4,0.285714286,0.999,0.285714286,0.217,326.2,0.528571429,0.485969388,0.503,1.476317139,1.209476748
1119,323,St. Mary's River,Freshwater,Fish,6,24,12,8,0.5,0,0.333333333,0.727,309.1666667,0.590277778,0.493055556,0.19,1.260218076,0.804644005
1120,323,Swan Creek,Freshwater,Fish,4,22,12,6,0.545454545,0.497,0.272727273,0.495,1527.5,0.670454545,0.702479339,0.089,1.211155695,0.5655859
1121,323,Tuckahoe Creek,Freshwater,Fish,5,27,16,3,0.592592593,0.112,0.111111111,0.999,1086.6,0.703703704,0.451923077,0.619,1.603107211,0.675388585
1122,323,Upper Chester River,Freshwater,Fish,4,30,15,10,0.5,0.826,0.333333333,0.509,629.5,0.625,0.703703704,0.163,1.087756852,0.577552296
1123,323,Upper Choptank,Freshwater,Fish,7,28,12,10,0.428571429,0.607,0.357142857,0.296,442.8571429,0.545918367,0.555980726,0.056,1.051146586,0.803510936
1124,323,Upper Monocacy River,Freshwater,Fish,15,35,3,28,0.085714286,0.971,0.8,0.002,595,0.259047619,0.198145925,0.924,1.120844554,2.576648235
1125,323,Western Branch,Freshwater,Fish,4,33,13,14,0.393939394,0.846,0.424242424,0.221,386.25,0.507575758,0.444444444,0.574,1.654789751,1.477558283
1126,323,Wicomico River,Freshwater,Fish,3,15,12,3,0.8,0,0.2,0.999,296.3333333,0.755555556,0.598214286,0.351,2.021011814,0.699668569
1127,323,Wicomico River Head,Freshwater,Fish,4,21,12,7,0.571428571,0.329,0.333333333,0.495,359.5,0.654761905,0.741414141,0.179,1.169228079,0.585231038
1128,323,Youghiogheny River,Freshwater,Fish,10,25,4,16,0.16,0.977,0.64,0.013,345.8,0.332,0.291706236,0.758,1.358351049,2.470061016
1129,323,Zekiah Swamp,Freshwater,Fish,7,26,7,7,0.269230769,0.946,0.269230769,0.607,320.4285714,0.521978022,0.435404339,0.421,1.169231327,0.948761159
1130,324,Antietam Creek,Freshwater,Invertebrate,10,86,0,64,0,0.999,0.744186047,0.02,110.3,0.225581395,0.127689976,0.946,1.807677695,5.951734463
1131,324,Atkisson Reservoir,Freshwater,Invertebrate,9,70,6,55,0.085714286,0.99,0.785714286,0.015,115.3333333,0.250793651,0.20122449,0.797,1.221288994,3.085037737
1132,324,Back River,Freshwater,Invertebrate,6,27,5,18,0.185185185,0.735,0.666666667,0.197,65.33333333,0.345679012,0.295824176,0.648,1.407670691,2.280006868
1133,324,Breton Bay,Freshwater,Invertebrate,8,110,2,77,0.018181818,0.999,0.7,0.03,107.5,0.264772727,0.165835723,0.913,1.83429331,4.832720064
1134,324,Casselman River,Freshwater,Invertebrate,9,130,4,116,0.030769231,0.999,0.892307692,0.01,110.5555556,0.211965812,0.117736686,0.94,1.911217092,6.633529963
1135,324,Catoctin Creek,Freshwater,Invertebrate,6,93,4,77,0.043010753,0.864,0.827956989,0.073,108.8333333,0.279569892,0.127881591,0.913,2.84342506,7.046789809
1136,324,Corsica River,Freshwater,Invertebrate,15,120,3,107,0.025,0.991,0.891666667,0.001,104.7333333,0.175,0.096279762,0.993,1.557235393,6.928740327
1137,324,Deer Creek,Freshwater,Invertebrate,8,83,4,58,0.048192771,0.999,0.698795181,0.036,109,0.280120482,0.215601223,0.828,1.333193146,2.983622222
1138,324,Fifteen Mile Creek,Freshwater,Invertebrate,15,87,8,74,0.091954023,0.934,0.850574713,0,96.66666667,0.219157088,0.205942314,0.833,1.028412751,3.13813476
1139,324,Furnace Bay,Freshwater,Invertebrate,15,113,4,93,0.03539823,0.995,0.82300885,0.001,112.4,0.205309735,0.14635121,0.957,1.104725763,3.65420045
1140,324,Gwynns Falls,Freshwater,Invertebrate,7,79,3,64,0.037974684,0.999,0.810126582,0.043,63.14285714,0.242314647,0.124786325,0.922,2.410146159,7.145007217
1141,324,Jones Falls,Freshwater,Invertebrate,16,105,6,83,0.057142857,0.998,0.79047619,0,107.3125,0.216666667,0.171382035,0.954,1.174292771,3.939663497
1142,324,Liberty Reservoir,Freshwater,Invertebrate,17,120,6,94,0.05,0.998,0.783333333,0,107.3529412,0.209313725,0.161405165,0.965,1.155359214,4.058080338
1143,324,Little Gunpowder Falls,Freshwater,Invertebrate,6,82,8,61,0.097560976,0.778,0.743902439,0.075,101.6666667,0.319105691,0.231029149,0.753,1.590184874,2.996342826
1144,324,Little Patuxent River,Freshwater,Invertebrate,6,69,8,54,0.115942029,0.792,0.782608696,0.064,97.16666667,0.309178744,0.223932773,0.808,1.57976899,3.082437977
1145,324,Little Youghiogheny R,Freshwater,Invertebrate,6,79,7,62,0.088607595,0.867,0.784810127,0.077,97.66666667,0.303797468,0.177282051,0.866,1.854023834,3.801683894
1146,324,Loch Raven Reservoir,Freshwater,Invertebrate,15,105,9,85,0.085714286,0.972,0.80952381,0.001,110.5333333,0.22031746,0.193651699,0.87,1.082924779,3.468929608
1147,324,Lower Chester River,Freshwater,Invertebrate,15,93,6,79,0.064516129,0.97,0.849462366,0.001,107.8666667,0.203584229,0.161688912,0.947,1.159430749,4.076673997
1148,324,Lower Monocacy River,Freshwater,Invertebrate,8,88,0,69,0,0.999,0.784090909,0.033,98.875,0.211647727,0.089717912,0.952,2.616063087,9.345702413
1149,324,Lower Winters Run,Freshwater,Invertebrate,9,87,1,73,0.011494253,0.999,0.83908046,0.023,98.22222222,0.218390805,0.115601876,0.936,2.043958978,6.937228402
1150,324,Mattawoman Creek,Freshwater,Invertebrate,15,114,1,103,0.00877193,0.998,0.903508772,0,106.9333333,0.175438596,0.092109974,0.996,1.592974545,7.115194677
1151,324,Nanjemoy Creek,Freshwater,Invertebrate,15,140,3,120,0.021428571,0.996,0.857142857,0,101.7333333,0.193333333,0.109708455,0.995,1.5058025,6.013348855
1152,324,Nassawango Creek,Freshwater,Invertebrate,15,102,2,94,0.019607843,0.993,0.921568627,0.002,97.53333333,0.153594771,0.083549106,0.978,1.613682645,8.104242432
1153,324,Octoraro Creek,Freshwater,Invertebrate,7,73,8,53,0.109589041,0.999,0.726027397,0.043,122.2857143,0.305283757,0.268893894,0.7,1.165376731,2.175071122
1154,324,Patapsco River L N Br,Freshwater,Invertebrate,8,82,0,67,0,0.999,0.817073171,0.039,87.25,0.208841463,0.087715038,0.96,2.67110983,9.6709905
1155,324,Patuxent River lower,Freshwater,Invertebrate,15,102,4,85,0.039215686,0.996,0.833333333,0.001,108.6666667,0.209150327,0.144073316,0.991,1.321753777,4.685300111
1156,324,Patuxent River middle,Freshwater,Invertebrate,6,72,12,49,0.166666667,0.72,0.680555556,0.133,100.8333333,0.337962963,0.270987654,0.773,1.702489181,3.125037697
1157,324,Piscataway Creek,Freshwater,Invertebrate,6,74,8,61,0.108108108,0.741,0.824324324,0.046,112.6666667,0.281531532,0.17265157,0.848,2.23952362,5.383737045
1158,324,Port Tobacco River,Freshwater,Invertebrate,15,111,8,92,0.072072072,0.981,0.828828829,0.001,108.8666667,0.215015015,0.179711105,0.911,1.156500463,3.830782704
1159,324,Potomac River L N Branch,Freshwater,Invertebrate,15,93,12,72,0.129032258,0.888,0.774193548,0.007,96.73333333,0.250896057,0.294261738,0.552,0.841116386,2.128093289
1160,324,Potomac River M tidal,Freshwater,Invertebrate,7,73,2,62,0.02739726,0.999,0.849315068,0.031,110.7142857,0.234833659,0.125959293,0.864,2.36926495,7.274973479
1161,324,Potomac River U N Branch,Freshwater,Invertebrate,6,63,5,52,0.079365079,0.945,0.825396825,0.067,74,0.264550265,0.145483871,0.869,2.531362152,6.667390325
1162,324,Prettyboy Reservoir,Freshwater,Invertebrate,6,70,6,51,0.085714286,0.87,0.728571429,0.074,96.83333333,0.316666667,0.210971429,0.822,2.00071516,4.050078611
1163,324,Rocky Gorge Dam,Freshwater,Invertebrate,15,101,7,80,0.069306931,0.983,0.792079208,0.002,105.4666667,0.23960396,0.198515406,0.911,1.126552732,3.306513179
1164,324,S Branch Patapsco,Freshwater,Invertebrate,8,82,5,59,0.06097561,0.975,0.719512195,0.048,95.875,0.274390244,0.203960228,0.803,1.57964519,3.856743401
1165,324,Savage River,Freshwater,Invertebrate,15,108,7,84,0.064814815,0.981,0.777777778,0.006,100.7333333,0.217283951,0.184191372,0.895,1.118004475,3.678577804
1166,324,Sideling Hill Creek,Freshwater,Invertebrate,7,78,4,55,0.051282051,0.999,0.705128205,0.039,107.8571429,0.296703297,0.213017751,0.825,1.484827173,3.105493628
1167,324,Southeast Creek,Freshwater,Invertebrate,9,107,6,92,0.056074766,0.993,0.859813084,0.012,98.66666667,0.223260644,0.126757949,0.948,1.932949637,6.34523254
1168,324,St. Clements Bay,Freshwater,Invertebrate,15,123,4,101,0.032520325,0.997,0.821138211,0.002,113.6,0.20596206,0.139384733,0.984,1.305306614,4.733899869
1169,324,St. Mary's River,Freshwater,Invertebrate,8,111,0,85,0,0.999,0.765765766,0.046,110.5,0.230855856,0.109143917,0.967,2.36799189,7.595518518
1170,324,Swan Creek,Freshwater,Invertebrate,6,52,3,43,0.057692308,0.94,0.826923077,0.055,101.3333333,0.275641026,0.12852071,0.914,2.924337681,7.350988004
1171,324,Tuckahoe Creek,Freshwater,Invertebrate,9,111,7,91,0.063063063,0.999,0.81981982,0.012,102,0.249249249,0.154535308,0.944,1.782883323,5.089753525
1172,324,Upper Chester River,Freshwater,Invertebrate,9,93,2,84,0.021505376,0.999,0.903225806,0.017,109.8888889,0.207885305,0.106498612,0.948,2.059957945,7.295746304
