"datasetID","site","scale","n"
208,"maxgrain_4_T6",3,5
208,"maxgrain_4_T7",3,8
208,"maxgrain_5_T1",3,7
208,"maxgrain_5_T2",3,7
208,"maxgrain_5_T3",3,7
208,"maxgrain_5_T4",3,7
208,"maxgrain_5_T5",3,7
208,"maxgrain_5_T6",3,4
208,"maxgrain_5_T7",3,9
208,"maxgrain_6_T1",3,7
208,"maxgrain_6_T2",3,7
208,"maxgrain_6_T3",3,7
208,"maxgrain_6_T4",3,7
208,"maxgrain_6_T5",3,5
208,"maxgrain_6_T6",3,5
208,"maxgrain_6_T7",3,7
208,"maxgrain_1_CF_1",4,5
208,"maxgrain_1_CF_2",4,4
208,"maxgrain_1_CF_3",4,4
208,"maxgrain_1_CF_5",4,3
208,"maxgrain_1_DF_1",4,3
208,"maxgrain_1_DF_4",4,3
208,"maxgrain_1_SF_1",4,6
208,"maxgrain_1_SF_2",4,5
208,"maxgrain_1_SF_3",4,4
208,"maxgrain_1_SF_4",4,4
208,"maxgrain_1_SF_5",4,5
208,"maxgrain_1_T1_1",4,4
208,"maxgrain_1_T1_2",4,4
208,"maxgrain_1_T1_3",4,5
208,"maxgrain_1_T1_4",4,5
208,"maxgrain_1_T1_5",4,5
208,"maxgrain_1_T2_1",4,5
208,"maxgrain_1_T2_2",4,5
208,"maxgrain_1_T2_3",4,5
208,"maxgrain_1_T2_4",4,5
208,"maxgrain_1_T2_5",4,5
208,"maxgrain_1_T3_1",4,5
208,"maxgrain_1_T3_2",4,5
208,"maxgrain_1_T3_3",4,6
208,"maxgrain_1_T3_4",4,5
208,"maxgrain_1_T3_5",4,5
208,"maxgrain_1_T4_1",4,6
208,"maxgrain_1_T4_2",4,5
208,"maxgrain_1_T4_3",4,5
208,"maxgrain_1_T4_4",4,6
208,"maxgrain_1_T4_5",4,5
208,"maxgrain_1_T5_1",4,5
208,"maxgrain_1_T5_2",4,6
208,"maxgrain_1_T5_3",4,2
208,"maxgrain_1_T5_4",4,5
208,"maxgrain_1_T5_5",4,5
208,"maxgrain_1_T6_1",4,6
208,"maxgrain_1_T6_2",4,5
208,"maxgrain_1_T6_3",4,6
208,"maxgrain_1_T6_4",4,5
208,"maxgrain_1_T6_5",4,5
208,"maxgrain_1_T7_1",4,6
208,"maxgrain_1_T7_2",4,4
208,"maxgrain_1_T7_3",4,6
208,"maxgrain_1_T7_4",4,4
208,"maxgrain_1_T7_5",4,5
208,"maxgrain_2_CF_1",4,4
208,"maxgrain_2_CF_2",4,4
208,"maxgrain_2_CF_3",4,4
208,"maxgrain_2_CF_4",4,4
208,"maxgrain_2_DF_2",4,3
208,"maxgrain_2_DF_3",4,4
208,"maxgrain_2_DF_4",4,3
208,"maxgrain_2_SF_1",4,4
208,"maxgrain_2_SF_3",4,4
208,"maxgrain_2_T1_1",4,6
208,"maxgrain_2_T1_2",4,5
208,"maxgrain_2_T1_3",4,5
208,"maxgrain_2_T1_4",4,5
208,"maxgrain_2_T1_5",4,4
208,"maxgrain_2_T2_1",4,6
208,"maxgrain_2_T2_2",4,5
208,"maxgrain_2_T2_3",4,5
208,"maxgrain_2_T2_4",4,4
208,"maxgrain_2_T2_5",4,5
208,"maxgrain_2_T3_1",4,6
208,"maxgrain_2_T3_2",4,6
208,"maxgrain_2_T3_3",4,5
208,"maxgrain_2_T3_4",4,6
208,"maxgrain_2_T3_5",4,6
208,"maxgrain_2_T4_1",4,3
208,"maxgrain_2_T4_2",4,3
208,"maxgrain_2_T4_3",4,6
208,"maxgrain_2_T4_4",4,5
208,"maxgrain_2_T4_5",4,5
208,"maxgrain_2_T5_1",4,4
208,"maxgrain_2_T5_2",4,4
208,"maxgrain_2_T5_3",4,4
208,"maxgrain_2_T5_4",4,8
208,"maxgrain_2_T5_5",4,5
208,"maxgrain_2_T6_1",4,6
208,"maxgrain_2_T6_2",4,4
208,"maxgrain_2_T6_3",4,5
208,"maxgrain_2_T6_4",4,5
208,"maxgrain_2_T6_5",4,5
208,"maxgrain_2_T7_1",4,4
208,"maxgrain_2_T7_2",4,5
208,"maxgrain_2_T7_3",4,7
208,"maxgrain_2_T7_4",4,6
208,"maxgrain_2_T7_5",4,6
208,"maxgrain_3_DF_1",4,5
208,"maxgrain_3_DF_3",4,3
208,"maxgrain_3_DF_5",4,3
208,"maxgrain_3_SF_1",4,4
208,"maxgrain_3_SF_2",4,3
208,"maxgrain_3_SF_3",4,3
208,"maxgrain_3_SF_5",4,3
208,"maxgrain_3_T1_1",4,5
208,"maxgrain_3_T1_2",4,5
208,"maxgrain_3_T1_3",4,6
208,"maxgrain_3_T1_4",4,4
208,"maxgrain_3_T1_5",4,4
208,"maxgrain_3_T2_1",4,4
208,"maxgrain_3_T2_2",4,4
208,"maxgrain_3_T2_3",4,6
208,"maxgrain_3_T2_4",4,5
208,"maxgrain_3_T2_5",4,5
208,"maxgrain_3_T3_1",4,5
208,"maxgrain_3_T3_2",4,5
208,"maxgrain_3_T3_3",4,3
208,"maxgrain_3_T3_4",4,5
208,"maxgrain_3_T3_5",4,5
208,"maxgrain_3_T4_1",4,5
208,"maxgrain_3_T4_2",4,4
208,"maxgrain_3_T4_3",4,5
208,"maxgrain_3_T4_4",4,5
208,"maxgrain_3_T4_5",4,4
208,"maxgrain_3_T5_1",4,6
208,"maxgrain_3_T5_2",4,4
208,"maxgrain_3_T5_3",4,4
208,"maxgrain_3_T5_4",4,5
208,"maxgrain_3_T5_5",4,5
208,"maxgrain_3_T6_1",4,4
208,"maxgrain_3_T6_2",4,6
208,"maxgrain_3_T6_3",4,5
208,"maxgrain_3_T6_4",4,5
208,"maxgrain_3_T6_5",4,6
208,"maxgrain_3_T7_1",4,5
208,"maxgrain_3_T7_2",4,5
208,"maxgrain_3_T7_3",4,5
208,"maxgrain_3_T7_4",4,5
208,"maxgrain_3_T7_5",4,5
208,"maxgrain_4_T1_1",4,5
208,"maxgrain_4_T1_2",4,5
208,"maxgrain_4_T1_3",4,6
208,"maxgrain_4_T1_4",4,6
208,"maxgrain_4_T1_5",4,6
208,"maxgrain_4_T2_1",4,5
208,"maxgrain_4_T2_2",4,4
208,"maxgrain_4_T2_3",4,4
208,"maxgrain_4_T2_4",4,4
208,"maxgrain_4_T2_5",4,4
208,"maxgrain_4_T3_1",4,7
208,"maxgrain_4_T3_2",4,4
208,"maxgrain_4_T3_3",4,5
208,"maxgrain_4_T3_4",4,5
208,"maxgrain_4_T3_5",4,5
208,"maxgrain_4_T4_1",4,4
208,"maxgrain_4_T4_2",4,5
208,"maxgrain_4_T4_3",4,6
208,"maxgrain_4_T4_4",4,5
208,"maxgrain_4_T4_5",4,5
208,"maxgrain_4_T5_1",4,6
208,"maxgrain_4_T5_2",4,5
208,"maxgrain_4_T5_3",4,5
208,"maxgrain_4_T5_4",4,5
208,"maxgrain_4_T5_5",4,5
208,"maxgrain_4_T6_1",4,5
208,"maxgrain_4_T6_2",4,6
208,"maxgrain_4_T6_3",4,5
208,"maxgrain_4_T6_4",4,5
208,"maxgrain_4_T6_5",4,6
208,"maxgrain_4_T7_1",4,7
208,"maxgrain_4_T7_2",4,4
208,"maxgrain_4_T7_3",4,3
208,"maxgrain_4_T7_4",4,4
208,"maxgrain_4_T7_5",4,5
208,"maxgrain_5_T1_1",4,5
208,"maxgrain_5_T1_2",4,5
208,"maxgrain_5_T1_3",4,5
208,"maxgrain_5_T1_4",4,6
208,"maxgrain_5_T1_5",4,6
208,"maxgrain_5_T2_1",4,4
208,"maxgrain_5_T2_2",4,5
208,"maxgrain_5_T2_3",4,5
208,"maxgrain_5_T2_4",4,4
208,"maxgrain_5_T2_5",4,7
208,"maxgrain_5_T3_1",4,4
208,"maxgrain_5_T3_2",4,5
208,"maxgrain_5_T3_3",4,5
208,"maxgrain_5_T3_4",4,5
208,"maxgrain_5_T3_5",4,6
208,"maxgrain_5_T4_1",4,6
208,"maxgrain_5_T4_2",4,7
208,"maxgrain_5_T4_3",4,5
208,"maxgrain_5_T4_4",4,3
208,"maxgrain_5_T4_5",4,3
208,"maxgrain_5_T5_1",4,5
208,"maxgrain_5_T5_2",4,7
208,"maxgrain_5_T5_3",4,6
208,"maxgrain_5_T5_4",4,5
208,"maxgrain_5_T5_5",4,5
208,"maxgrain_5_T6_1",4,5
208,"maxgrain_5_T6_2",4,5
208,"maxgrain_5_T6_3",4,5
208,"maxgrain_5_T6_4",4,5
208,"maxgrain_5_T6_5",4,7
208,"maxgrain_5_T7_1",4,5
208,"maxgrain_5_T7_2",4,6
208,"maxgrain_5_T7_3",4,5
208,"maxgrain_5_T7_4",4,6
208,"maxgrain_5_T7_5",4,6
208,"maxgrain_6_T1_1",4,5
208,"maxgrain_6_T1_2",4,5
208,"maxgrain_6_T1_3",4,5
208,"maxgrain_6_T1_4",4,5
208,"maxgrain_6_T1_5",4,3
208,"maxgrain_6_T2_1",4,6
208,"maxgrain_6_T2_2",4,6
208,"maxgrain_6_T2_3",4,6
208,"maxgrain_6_T2_4",4,5
208,"maxgrain_6_T2_5",4,5
208,"maxgrain_6_T3_1",4,5
208,"maxgrain_6_T3_2",4,4
208,"maxgrain_6_T3_3",4,6
208,"maxgrain_6_T3_4",4,5
208,"maxgrain_6_T3_5",4,5
208,"maxgrain_6_T4_1",4,4
208,"maxgrain_6_T4_2",4,5
208,"maxgrain_6_T4_3",4,5
208,"maxgrain_6_T4_4",4,5
208,"maxgrain_6_T4_5",4,3
208,"maxgrain_6_T5_1",4,5
208,"maxgrain_6_T5_2",4,5
208,"maxgrain_6_T5_3",4,6
208,"maxgrain_6_T5_4",4,4
208,"maxgrain_6_T5_5",4,5
208,"maxgrain_6_T6_1",4,4
208,"maxgrain_6_T6_2",4,5
208,"maxgrain_6_T6_3",4,5
208,"maxgrain_6_T6_4",4,4
208,"maxgrain_6_T6_5",4,5
208,"maxgrain_6_T7_1",4,5
208,"maxgrain_6_T7_2",4,6
208,"maxgrain_6_T7_3",4,4
208,"maxgrain_6_T7_4",4,5
208,"maxgrain_6_T7_5",4,4
210,"maxgrain",1,84
210,"maxgrain_A",2,43
210,"maxgrain_B",2,46
210,"maxgrain_C",2,59
210,"maxgrain_A_1",3,14
210,"maxgrain_A_10",3,8
210,"maxgrain_A_11",3,3
210,"maxgrain_A_12",3,6
210,"maxgrain_A_13",3,3
210,"maxgrain_A_14",3,3
210,"maxgrain_A_15",3,8
210,"maxgrain_A_16",3,6
210,"maxgrain_A_17",3,3
210,"maxgrain_A_18",3,5
210,"maxgrain_A_19",3,3
210,"maxgrain_A_2",3,9
210,"maxgrain_A_20",3,11
210,"maxgrain_A_21",3,5
210,"maxgrain_A_22",3,10
210,"maxgrain_A_23",3,6
210,"maxgrain_A_24",3,4
210,"maxgrain_A_25",3,3
210,"maxgrain_A_26",3,7
210,"maxgrain_A_27",3,11
210,"maxgrain_A_28",3,4
210,"maxgrain_A_29",3,4
210,"maxgrain_A_3",3,8
210,"maxgrain_A_30",3,5
210,"maxgrain_A_31",3,5
210,"maxgrain_A_32",3,3
210,"maxgrain_A_33",3,10
210,"maxgrain_A_34",3,5
210,"maxgrain_A_35",3,9
210,"maxgrain_A_36",3,4
210,"maxgrain_A_37",3,6
210,"maxgrain_A_38",3,5
210,"maxgrain_A_39",3,5
210,"maxgrain_A_4",3,7
210,"maxgrain_A_40",3,3
210,"maxgrain_A_41",3,6
210,"maxgrain_A_42",3,4
210,"maxgrain_A_43",3,5
210,"maxgrain_A_44",3,4
210,"maxgrain_A_45",3,7
210,"maxgrain_A_46",3,11
210,"maxgrain_A_47",3,8
210,"maxgrain_A_48",3,4
210,"maxgrain_A_49",3,3
210,"maxgrain_A_5",3,8
210,"maxgrain_A_50",3,6
210,"maxgrain_A_51",3,6
210,"maxgrain_A_52",3,6
210,"maxgrain_A_53",3,7
210,"maxgrain_A_54",3,4
210,"maxgrain_A_6",3,6
210,"maxgrain_A_7",3,2
210,"maxgrain_A_8",3,4
210,"maxgrain_A_9",3,4
210,"maxgrain_B_1",3,8
210,"maxgrain_B_10",3,8
210,"maxgrain_B_11",3,13
210,"maxgrain_B_12",3,5
210,"maxgrain_B_13",3,9
210,"maxgrain_B_14",3,7
210,"maxgrain_B_15",3,3
210,"maxgrain_B_16",3,4
210,"maxgrain_B_17",3,11
210,"maxgrain_B_18",3,4
210,"maxgrain_B_19",3,3
210,"maxgrain_B_2",3,6
210,"maxgrain_B_20",3,8
210,"maxgrain_B_21",3,11
210,"maxgrain_B_22",3,3
210,"maxgrain_B_23",3,6
210,"maxgrain_B_24",3,6
210,"maxgrain_B_25",3,8
210,"maxgrain_B_26",3,7
210,"maxgrain_B_27",3,4
210,"maxgrain_B_28",3,8
210,"maxgrain_B_29",3,3
210,"maxgrain_B_3",3,3
210,"maxgrain_B_30",3,6
210,"maxgrain_B_31",3,7
210,"maxgrain_B_32",3,5
210,"maxgrain_B_33",3,11
210,"maxgrain_B_34",3,9
210,"maxgrain_B_35",3,9
210,"maxgrain_B_36",3,6
210,"maxgrain_B_37",3,7
210,"maxgrain_B_38",3,7
210,"maxgrain_B_39",3,4
210,"maxgrain_B_4",3,2
210,"maxgrain_B_40",3,11
210,"maxgrain_B_41",3,6
210,"maxgrain_B_42",3,5
210,"maxgrain_B_43",3,7
210,"maxgrain_B_44",3,8
210,"maxgrain_B_45",3,7
210,"maxgrain_B_46",3,6
210,"maxgrain_B_47",3,4
210,"maxgrain_B_48",3,9
210,"maxgrain_B_49",3,8
210,"maxgrain_B_5",3,5
210,"maxgrain_B_50",3,6
210,"maxgrain_B_51",3,6
210,"maxgrain_B_52",3,9
210,"maxgrain_B_53",3,8
210,"maxgrain_B_54",3,9
210,"maxgrain_B_6",3,6
210,"maxgrain_B_7",3,3
210,"maxgrain_B_8",3,4
210,"maxgrain_B_9",3,5
210,"maxgrain_C_1",3,8
210,"maxgrain_C_10",3,12
210,"maxgrain_C_11",3,11
210,"maxgrain_C_12",3,4
210,"maxgrain_C_13",3,11
210,"maxgrain_C_14",3,9
210,"maxgrain_C_15",3,7
210,"maxgrain_C_16",3,5
210,"maxgrain_C_17",3,11
210,"maxgrain_C_18",3,12
210,"maxgrain_C_19",3,10
210,"maxgrain_C_2",3,12
210,"maxgrain_C_20",3,11
210,"maxgrain_C_21",3,10
210,"maxgrain_C_22",3,4
210,"maxgrain_C_23",3,2
210,"maxgrain_C_24",3,6
210,"maxgrain_C_25",3,5
210,"maxgrain_C_26",3,15
210,"maxgrain_C_27",3,12
210,"maxgrain_C_28",3,15
210,"maxgrain_C_29",3,3
210,"maxgrain_C_3",3,8
210,"maxgrain_C_30",3,13
210,"maxgrain_C_31",3,7
210,"maxgrain_C_32",3,14
210,"maxgrain_C_33",3,14
210,"maxgrain_C_34",3,11
210,"maxgrain_C_35",3,9
210,"maxgrain_C_36",3,9
210,"maxgrain_C_37",3,15
210,"maxgrain_C_38",3,12
210,"maxgrain_C_39",3,12
210,"maxgrain_C_4",3,12
210,"maxgrain_C_40",3,6
210,"maxgrain_C_41",3,16
210,"maxgrain_C_42",3,16
210,"maxgrain_C_43",3,22
210,"maxgrain_C_44",3,8
210,"maxgrain_C_45",3,12
210,"maxgrain_C_46",3,9
210,"maxgrain_C_47",3,15
210,"maxgrain_C_48",3,9
210,"maxgrain_C_49",3,14
210,"maxgrain_C_5",3,10
210,"maxgrain_C_50",3,11
210,"maxgrain_C_51",3,9
210,"maxgrain_C_52",3,7
210,"maxgrain_C_53",3,20
210,"maxgrain_C_54",3,21
210,"maxgrain_C_6",3,8
210,"maxgrain_C_7",3,10
210,"maxgrain_C_8",3,13
210,"maxgrain_C_9",3,5
213,"maxgrain",1,60
213,"maxgrain_e1q1-1",2,6
213,"maxgrain_e1q1-2",2,6
213,"maxgrain_e1q1-3",2,7
213,"maxgrain_e1q1a-1",2,6
213,"maxgrain_e1q1a-2",2,8
213,"maxgrain_e1q1a-3",2,8
213,"maxgrain_e1q2-1",2,7
213,"maxgrain_e1q2-2",2,9
213,"maxgrain_e1q2-3",2,6
213,"maxgrain_e1q2-4",2,7
213,"maxgrain_e1q2-5",2,6
213,"maxgrain_e1q2-6",2,4
213,"maxgrain_e1q2-7",2,6
213,"maxgrain_e1q2-8",2,5
213,"maxgrain_e1q3-1",2,5
213,"maxgrain_e1q3-2",2,5
213,"maxgrain_e1q3-3",2,7
213,"maxgrain_e1q3a-1",2,6
213,"maxgrain_e1q3a-2",2,8
213,"maxgrain_e1q3a-3",2,7
213,"maxgrain_e1q4-1",2,21
213,"maxgrain_e1q4-2",2,13
213,"maxgrain_e1q4a-1",2,21
213,"maxgrain_e1q4a-2",2,16
213,"maxgrain_e1q5-1",2,13
213,"maxgrain_e1q5-2",2,5
213,"maxgrain_e1q5-3",2,7
213,"maxgrain_e1q5-4",2,8
213,"maxgrain_e2q2-1",2,8
213,"maxgrain_e2q2-2",2,10
213,"maxgrain_e2q2-3",2,17
213,"maxgrain_e2q2-4",2,14
213,"maxgrain_e2q3-1",2,9
213,"maxgrain_e2q3-2",2,7
213,"maxgrain_e2q3a-1",2,10
213,"maxgrain_e2q3a-2",2,8
213,"maxgrain_e2qa-1",2,4
213,"maxgrain_e2qa-2",2,6
213,"maxgrain_e2qa-3",2,5
213,"maxgrain_e2qa-4",2,5
213,"maxgrain_e2qa-5",2,7
213,"maxgrain_e2qo-1",2,17
213,"maxgrain_e2qo-10",2,7
213,"maxgrain_e2qo-2",2,5
213,"maxgrain_e2qo-3",2,7
213,"maxgrain_e2qo-4",2,7
213,"maxgrain_e2qo-5",2,5
213,"maxgrain_e2qo-6",2,7
213,"maxgrain_e2qo-7",2,4
213,"maxgrain_e2qo-8",2,5
213,"maxgrain_e2qo-9",2,8
217,"maxgrain",1,235
217,"maxgrain_a",2,195
217,"maxgrain_b",2,197
217,"maxgrain_c",2,195
217,"maxgrain_d",2,194
217,"maxgrain_a_1",3,155
217,"maxgrain_a_2",3,157
217,"maxgrain_a_3",3,151
217,"maxgrain_a_4",3,145
217,"maxgrain_a_5",3,152
217,"maxgrain_b_1",3,149
217,"maxgrain_b_2",3,152
217,"maxgrain_b_3",3,147
217,"maxgrain_b_4",3,151
217,"maxgrain_b_5",3,157
217,"maxgrain_c_1",3,154
217,"maxgrain_c_2",3,150
217,"maxgrain_c_3",3,147
217,"maxgrain_c_4",3,147
217,"maxgrain_c_5",3,158
217,"maxgrain_d_1",3,153
217,"maxgrain_d_2",3,148
217,"maxgrain_d_3",3,140
217,"maxgrain_d_4",3,155
217,"maxgrain_d_5",3,154
218,"maxgrain",1,77
218,"maxgrain_A",2,61
218,"maxgrain_B",2,63
218,"maxgrain_C",2,49
218,"maxgrain_A_1",3,18
218,"maxgrain_A_10",3,25
218,"maxgrain_A_2",3,28
218,"maxgrain_A_3",3,28
218,"maxgrain_A_4",3,31
218,"maxgrain_A_5",3,35
218,"maxgrain_A_6",3,29
218,"maxgrain_A_7",3,27
218,"maxgrain_A_8",3,32
218,"maxgrain_A_9",3,23
218,"maxgrain_B_1",3,31
218,"maxgrain_B_2",3,27
218,"maxgrain_B_3",3,28
218,"maxgrain_B_4",3,28
218,"maxgrain_B_5",3,28
218,"maxgrain_B_6",3,15
218,"maxgrain_B_7",3,28
218,"maxgrain_B_8",3,27
218,"maxgrain_C_1",3,24
218,"maxgrain_C_2",3,21
218,"maxgrain_C_3",3,24
218,"maxgrain_C_4",3,29
218,"maxgrain_C_5",3,21
218,"maxgrain_C_6",3,23
218,"maxgrain_C_7",3,26
218,"maxgrain_C_8",3,21
218,"maxgrain_D",2,67
218,"maxgrain_E",2,61
218,"maxgrain_B_0",3,23
218,"maxgrain_D_1",3,37
218,"maxgrain_D_2",3,32
218,"maxgrain_D_3",3,33
218,"maxgrain_D_4",3,30
218,"maxgrain_D_5",3,27
218,"maxgrain_D_6",3,29
218,"maxgrain_D_7",3,29
218,"maxgrain_D_8",3,28
218,"maxgrain_E_1",3,19
218,"maxgrain_E_2",3,36
218,"maxgrain_E_3",3,29
218,"maxgrain_E_4",3,30
218,"maxgrain_E_5",3,31
218,"maxgrain_E_6",3,29
218,"maxgrain_E_7",3,29
218,"maxgrain_E_8",3,27
221,"221",1,75
221,"221_1",2,39
221,"221_10",2,28
221,"221_11",2,29
221,"221_12",2,25
221,"221_13",2,38
221,"221_14",2,26
221,"221_15",2,30
221,"221_16",2,29
221,"221_17",2,24
221,"221_18",2,34
221,"221_19",2,29
221,"221_2",2,34
221,"221_20",2,23
221,"221_21",2,27
221,"221_22",2,32
221,"221_23",2,25
221,"221_24",2,26
221,"221_3",2,29
221,"221_4",2,31
221,"221_5",2,30
221,"221_6",2,30
221,"221_7",2,29
221,"221_8",2,32
221,"221_9",2,34
221,"221_1_11",3,12
221,"221_1_13",3,4
221,"221_1_15",3,11
221,"221_1_17",3,11
221,"221_1_31",3,6
221,"221_1_33",3,5
221,"221_1_35",3,6
221,"221_1_37",3,8
221,"221_1_51",3,7
221,"221_1_53",3,8
221,"221_1_55",3,3
221,"221_1_57",3,5
221,"221_1_71",3,12
221,"221_1_73",3,9
221,"221_1_75",3,11
221,"221_1_77",3,5
221,"221_10_11",3,7
221,"221_10_13",3,4
221,"221_10_15",3,6
221,"221_10_17",3,6
221,"221_10_31",3,5
221,"221_10_33",3,6
221,"221_10_35",3,6
221,"221_10_37",3,8
221,"221_10_51",3,9
221,"221_10_53",3,7
221,"221_10_55",3,6
221,"221_10_57",3,5
221,"221_10_71",3,7
221,"221_10_73",3,7
221,"221_10_75",3,7
221,"221_10_77",3,3
221,"221_11_11",3,6
221,"221_11_13",3,6
221,"221_11_15",3,5
221,"221_11_17",3,2
221,"221_11_31",3,4
221,"221_11_33",3,5
221,"221_11_35",3,4
221,"221_11_37",3,1
221,"221_11_51",3,4
221,"221_11_53",3,4
221,"221_11_57",3,6
221,"221_11_71",3,7
221,"221_11_73",3,5
221,"221_11_75",3,2
221,"221_11_77",3,3
221,"221_12_11",3,3
221,"221_12_13",3,4
221,"221_12_15",3,3
221,"221_12_17",3,5
221,"221_12_31",3,7
221,"221_12_33",3,7
221,"221_12_35",3,4
221,"221_12_37",3,5
221,"221_12_51",3,8
221,"221_12_53",3,3
221,"221_12_55",3,8
221,"221_12_57",3,11
221,"221_12_71",3,5
221,"221_12_73",3,7
221,"221_12_75",3,5
221,"221_12_77",3,6
221,"221_13_11",3,6
221,"221_13_13",3,8
221,"221_13_15",3,8
221,"221_13_17",3,7
221,"221_13_31",3,6
221,"221_13_33",3,7
221,"221_13_35",3,5
221,"221_13_37",3,9
221,"221_13_51",3,5
221,"221_13_53",3,2
221,"221_13_55",3,4
221,"221_13_57",3,5
221,"221_13_71",3,6
221,"221_13_73",3,2
221,"221_13_75",3,2
221,"221_13_77",3,6
221,"221_14_11",3,5
221,"221_14_13",3,2
221,"221_14_15",3,8
221,"221_14_17",3,9
221,"221_14_31",3,5
221,"221_14_33",3,5
221,"221_14_35",3,7
221,"221_14_37",3,3
221,"221_14_51",3,8
221,"221_14_53",3,3
221,"221_14_55",3,3
221,"221_14_57",3,5
221,"221_14_71",3,3
221,"221_14_73",3,4
221,"221_14_75",3,4
221,"221_14_77",3,7
221,"221_15_11",3,6
221,"221_15_13",3,5
221,"221_15_15",3,4
221,"221_15_17",3,8
221,"221_15_31",3,5
221,"221_15_33",3,1
221,"221_15_35",3,4
221,"221_15_37",3,6
221,"221_15_51",3,3
221,"221_15_53",3,4
221,"221_15_55",3,3
221,"221_15_57",3,2
221,"221_15_71",3,4
221,"221_15_73",3,6
221,"221_15_75",3,6
221,"221_15_77",3,5
221,"221_16_11",3,4
221,"221_16_13",3,5
221,"221_16_15",3,4
221,"221_16_17",3,6
221,"221_16_31",3,3
221,"221_16_33",3,5
221,"221_16_35",3,5
221,"221_16_37",3,5
221,"221_16_51",3,5
221,"221_16_53",3,4
221,"221_16_55",3,7
221,"221_16_57",3,3
221,"221_16_71",3,3
221,"221_16_73",3,2
221,"221_16_75",3,3
221,"221_16_77",3,5
221,"221_17_11",3,5
221,"221_17_13",3,4
221,"221_17_15",3,4
221,"221_17_17",3,6
221,"221_17_31",3,2
221,"221_17_33",3,5
221,"221_17_35",3,6
221,"221_17_37",3,7
221,"221_17_51",3,3
221,"221_17_53",3,3
221,"221_17_55",3,4
221,"221_17_57",3,2
221,"221_17_71",3,4
221,"221_17_73",3,6
221,"221_17_75",3,3
221,"221_17_77",3,3
221,"221_18_11",3,2
221,"221_18_13",3,5
221,"221_18_15",3,5
221,"221_18_17",3,7
221,"221_18_31",3,3
221,"221_18_33",3,1
221,"221_18_35",3,2
221,"221_18_37",3,6
221,"221_18_51",3,4
221,"221_18_53",3,4
221,"221_18_55",3,4
221,"221_18_57",3,3
221,"221_18_71",3,3
221,"221_18_73",3,9
221,"221_18_75",3,3
221,"221_18_77",3,5
221,"221_19_11",3,8
221,"221_19_13",3,10
221,"221_19_15",3,6
221,"221_19_17",3,11
221,"221_19_31",3,8
221,"221_19_33",3,7
221,"221_19_35",3,4
221,"221_19_37",3,5
221,"221_19_51",3,7
221,"221_19_53",3,6
221,"221_19_55",3,6
221,"221_19_57",3,4
221,"221_19_71",3,4
221,"221_19_73",3,1
221,"221_19_75",3,1
221,"221_19_77",3,5
221,"221_2_11",3,5
221,"221_2_13",3,7
221,"221_2_15",3,6
221,"221_2_17",3,5
221,"221_2_31",3,8
221,"221_2_33",3,8
221,"221_2_35",3,9
221,"221_2_37",3,3
221,"221_2_51",3,2
221,"221_2_53",3,3
