"stateroute","top_ndvi_v","top_elev_v","top_prec_v","top_temp_v","top_zhull","top_temp_zv","top_prec_zv","top_elev_zv","top_ndvi_zv"
2057,0.000954506854576454,11832.0607548484,0.00850434194570244,2.54460967314268,0.0557477080739205,-0.594158630424108,-0.450368812197044,-0.692804771572089,-0.95207671039764
2059,0.00190403448451518,11181.3592643245,0.0100430186810739,2.76673291074162,0.123964861836382,-0.561228427660006,-0.437704129725305,-0.696928486614024,-0.847531812618858
2060,0.00102191029968705,12704.2180307641,0.0092041892973721,2.75621069279907,0.0671261045807797,-0.562788366971722,-0.444608444028844,-0.687277616447961,-0.944655455810789
2063,0.00216713763910714,13573.6470719026,0.0100237042156767,3.01648660510977,0.116651465091176,-0.524201955844046,-0.437863105009549,-0.68176775106875,-0.818563627244551
2065,0.00125834955179595,15743.524167209,0.0117406746011477,3.11705155833229,0.0991462208345834,-0.509293005585725,-0.423730906708571,-0.668016507299719,-0.918623019614897
2072,0.000995907925365457,11369.9804935823,0.00852107800694827,2.49609627100893,0.0475299942532659,-0.601350836815073,-0.450231059479639,-0.695733130199991,-0.947518369410925
2105,0.000899501826822438,11686.5771302033,0.00772758594774072,2.69608187929671,0.0612467572040697,-0.57170258072982,-0.456762207148733,-0.693726750421133,-0.95813287434964
2109,0.000591092985777889,18478.0453350889,0.00799335752137241,2.86494089733279,0.0574410461935645,-0.546668902297151,-0.454574669953503,-0.650686923401888,-0.992089306731872
2111,0.000598735235646176,19182.7246301269,0.00863641330891385,3.0504492025093,0.0737389356706142,-0.519166934606056,-0.449281747032393,-0.646221132788208,-0.991247879683212
2156,0.000639725179109825,12410.9519804397,0.00955243369304599,3.02023135564708,0.0593300751320787,-0.523646789280532,-0.441742081918866,-0.689136142424346,-0.98673480464016
2164,0.00108292319272997,15227.1898802963,0.0101594780538098,3.18264457938386,0.0865460239987559,-0.499568712411868,-0.436745565172626,-0.671288692005942,-0.937937813832565
2204,0.000584843344357042,18299.1258949098,0.00748651420344756,2.79450775308733,0.0585387991680921,-0.557110753165109,-0.458746442709196,-0.651820796302912,-0.992777404795473
2205,0.000996362337283817,10624.7389987339,0.0100909048521887,2.63328711854594,0.0648510584431797,-0.581012026361888,-0.437309983808872,-0.700455977168893,-0.947468337746699
2211,0.00209570341454586,13556.7159559511,0.0116960659297631,3.15198077640425,0.12601576282042,-0.504114680949659,-0.424098075877757,-0.681875049266991,-0.826428678738785
2212,0.0014315076604708,22223.0413419309,0.0117175986359497,3.77822817093593,0.129131892707502,-0.411272284515412,-0.42392084249251,-0.626953619282715,-0.89955796431772
2213,0.00259850559077226,8275.39296173761,0.009791483876326,2.45915222795358,0.0700306886177493,-0.606827863180657,-0.439774485609352,-0.715344576215551,-0.771069150001395
2750,0.000904019128937224,13521.8771746266,0.00701729165493054,2.63035710822998,0.0527680564993607,-0.581446406100129,-0.462608562964179,-0.68209583438687,-0.957635510320479
2751,0.000585856841754172,14247.834983601,0.00954074454669888,2.90749966359987,0.0568372697388657,-0.540359482275569,-0.441838294023364,-0.677495194646107,-0.992665816697937
3004,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3007,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3008,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3010,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3011,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3021,0.00849719009519468,128631.766519919,0.470293855544885,29.2167128442147,19.1574944710518,3.36003263323077,3.35057093301916,0.047394398971182,-0.12161214727687
3041,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3051,0.00749919053415316,131276.345235743,0.489147119845599,29.4354775573432,16.3817352932389,3.3924649281983,3.50575012071688,0.0641539871830468,-0.231493901954285
3117,0.00749919053415316,131276.345235743,0.489147119845599,29.4354775573432,16.3817352932389,3.3924649281983,3.50575012071688,0.0641539871830468,-0.231493901954285
3118,0.00736428395565089,137460.047407506,0.501365662669536,29.5452332444425,17.9035565686412,3.40873642266129,3.60631963059198,0.103342195650214,-0.246347387007811
3119,0.00879634823264053,137973.800919372,0.521297809642621,30.1573299030366,21.2411591288221,3.49948094492117,3.77037898535517,0.106598025113622,-0.0886742359272171
3125,0.00749919053415316,131276.345235743,0.489147119845599,29.4354775573432,16.3817352932389,3.3924649281983,3.50575012071688,0.0641539871830468,-0.231493901954285
3142,0.00742857339148149,142159.44762975,0.460148333403393,27.6278772679999,17.090185011773,3.12448466333289,3.26706423308782,0.133123881518096,-0.239268991092571
3192,0.00894761303071146,139217.373361512,0.519431166554272,30.4262894270746,21.5025207955036,3.53935471840677,3.75501484715865,0.114478963547096,-0.0720196780678795
3224,0.00905811705050113,143739.612251812,0.503090288082903,19.1794727378789,16.7813000560992,1.87199223067543,3.62051483660302,0.143137918239423,-0.0598529637050751
3318,0.00736428395565089,137460.047407506,0.501365662669536,29.5452332444425,17.9035565686412,3.40873642266129,3.60631963059198,0.103342195650214,-0.246347387007811
3319,0.00879634823264053,137973.800919372,0.521297809642621,30.1573299030366,21.2411591288221,3.49948094492117,3.77037898535517,0.106598025113622,-0.0886742359272171
3321,0.00749919053415316,131276.345235743,0.489147119845599,29.4354775573432,16.3817352932389,3.3924649281983,3.50575012071688,0.0641539871830468,-0.231493901954285
3372,0.00724468333183661,141910.672057618,0.432020189405586,26.7700888298534,16.5633588635002,2.99731585604282,3.03554450963817,0.131547306723345,-0.259515655730807
3403,0.00742857339148149,142159.44762975,0.460148333403393,27.6278772679999,17.090185011773,3.12448466333289,3.26706423308782,0.133123881518096,-0.239268991092571
3404,0.00724468333183661,141910.672057618,0.432020189405586,26.7700888298534,16.5633588635002,2.99731585604282,3.03554450963817,0.131547306723345,-0.259515655730807
3408,0.00724468333183661,141910.672057618,0.432020189405586,26.7700888298534,16.5633588635002,2.99731585604282,3.03554450963817,0.131547306723345,-0.259515655730807
3409,0.00755315189022992,140065.372608305,0.433660139905565,26.5571382785847,16.5673291010549,2.96574552189945,3.04904276555779,0.119853021084196,-0.225552648348623
3418,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
3419,0.00742857339148149,142159.44762975,0.460148333403393,27.6278772679999,17.090185011773,3.12448466333289,3.26706423308782,0.133123881518096,-0.239268991092571
3420,0.00693030263193492,145887.524393135,0.45698809382763,27.7393974461353,17.1821493888854,3.14101774702996,3.24105264154192,0.156749962679035,-0.294129601758859
3423,0.00710359434327658,143518.593226254,0.466415475949644,28.4747279189528,17.1086701949887,3.25003192236007,3.3186484083267,0.141737246051765,-0.275049836539923
4002,0.011142540648193,286598.621674919,0.0320299413786354,4.76506060743861,3.15458357301042,-0.26497245303672,-0.256732137302162,1.04848369447203,0.169646257884129
4003,0.0127679939431685,234631.27336013,0.0324328153613891,4.559111196489,2.95977715885011,-0.2955048544866,-0.253416124945305,0.719149062454114,0.348611927980913
4004,0.0111173958704187,241473.412661782,0.0548334047165163,5.20074452719587,3.52160344115914,-0.200381463036068,-0.0690392868214508,0.762510009321663,0.166877767385066
4010,0.0110592107976878,200618.926485272,0.0795326000122883,4.76910998741381,4.38183434123805,-0.26437212456549,0.134257129207696,0.503601336712078,0.160471474098688
4022,0.0110248534641736,168153.311060767,0.089124354117915,5.18459276680915,3.60332732097549,-0.202775992983863,0.21320582408443,0.297855770394208,0.156688662722861
4028,0.010756451084244,154393.029730038,0.0368902470502844,4.63688819959867,2.73436468685397,-0.283974262233078,-0.216727484842027,0.210652221714602,0.127137022003223
4040,0.0112949527980388,137026.632633248,0.152263035926172,5.51588520525357,4.08248988951846,-0.153661243486619,0.73289351312508,0.100595499891818,0.186427141476642
4055,0.0108215390885728,148073.969175784,0.376621280112546,6.43096861137176,6.15666238603035,-0.0179983455598992,2.57956205448803,0.170606201476507,0.134303341912862
4063,0.00990391194490458,142603.613934743,0.308589439465266,6.15084478329865,5.83047726579601,-0.059527248871491,2.01959930210534,0.135938713356804,0.0332707516974253
4105,0.0125304760472866,246288.916652372,0.0779927442363321,5.14776545711481,4.95043309871428,-0.208235713401232,0.121582742179903,0.79302748396969,0.322460730940758
4115,0.011058585459847,175705.116937384,0.0528932746827465,4.89626477338532,3.29522174638591,-0.245521179793884,-0.0850082881501469,0.345714113952185,0.160402623147351
4128,0.0109194290569009,145870.616350156,0.0331080200801678,4.24910917615532,2.16984821438729,-0.341463258016183,-0.247858587634072,0.156642810702009,0.145081223893063
4204,0.0118175600527776,234068.356809137,0.0750569950796872,4.87505636659229,4.60005855144789,-0.248665367423903,0.0974189070929896,0.715581670212837,0.243967249107467
4213,0.0106636557706789,233929.796687344,0.0315835892599076,4.61766470725762,2.70165171030133,-0.286824182428136,-0.260406013513016,0.71470356793895,0.116920071737502
4229,0.0110853393435189,168803.650049252,0.102119003005618,5.44410077840833,3.65827708839723,-0.164303424632865,0.320163379372857,0.301977188138326,0.163348279435255
4302,0.011142540648193,286598.621674919,0.0320299413786354,4.76506060743861,3.15458357301042,-0.26497245303672,-0.256732137302162,1.04848369447203,0.169646257884129
4304,0.0109531134797155,240290.065864128,0.0795081341502464,5.16043615282594,4.44937813881689,-0.206357258074179,0.134055753332547,0.75501074113129,0.148789946450321
6012,0.0315472956671739,552635.81085449,0.0685281776199211,25.314237435305,4.28315974496633,2.78148305018645,0.0436809138270235,2.73445118449693,2.41625073825939
6014,0.0219571866780661,506462.684154091,0.0187101289946606,31.3416879407504,1.830930655152,3.67506433164287,-0.366366078303724,2.4418364911537,1.36036049100208
6018,0.0252948682419126,521973.985629704,0.0384489051692725,24.8587235588632,3.46222151227247,2.71395223047017,-0.203898337754014,2.54013684568875,1.7278459299808
6024,0.0228123673896766,507478.304864553,0.037811192907383,23.0574528390343,3.26988162770536,2.44691033661795,-0.209147278691056,2.44827282250014,1.45451760371662
6032,0.0126222127084885,417760.399798825,0.0133840252717979,24.1486552493955,0.72274217829966,2.60868322007804,-0.410204664350406,1.87970016662285,0.332561121456547
6069,0.0173145680320676,444575.157924408,0.0190785561958721,25.6519906265871,1.99530713663113,2.83155561888015,-0.363333593695339,2.04963434233728,0.849198860241419
6071,0.0158180626963036,470275.939507279,0.0158880764643192,28.4617402199647,1.15915398300804,3.24810647067956,-0.389594088706257,2.2125088725884,0.684430619255172
6074,0.0228123673896766,507478.304864553,0.037811192907383,23.0574528390343,3.26988162770536,2.44691033661795,-0.209147278691056,2.44827282250014,1.45451760371662
6078,0.0131786090778363,438438.559204992,0.014440404677827,24.9613285320544,0.988369876954636,2.72916361766366,-0.401509719246284,2.01074464435119,0.393821478421317
7004,0.00395363122363798,12423.5161734175,0.0311180679119733,4.0754608265689,0.167851072707974,-0.367206964182836,-0.264237669584674,-0.689056518891395,-0.62186709805637
7005,0.00586762875249835,14229.0295441771,0.0384591890535278,4.30528422061958,0.206729376684553,-0.333135198221599,-0.203813692210427,-0.67761437106502,-0.41113212869433
7008,0.00139098415481748,8950.45610307667,0.0183402134079792,2.47657952931807,0.0622531243285273,-0.604244231797615,-0.369410813652593,-0.711066473167171,-0.904019683621704
7010,0.00133533332253315,10259.3730082804,0.0168418839221134,3.52239097795871,0.089705815388054,-0.449200646853396,-0.381743402259618,-0.702771424808996,-0.910146951948635
7015,0.00778068802716722,16805.3769359164,0.0385191111384385,4.11615480634094,0.197504698203883,-0.361174002392538,-0.203320479983978,-0.661287187790839,-0.200500463001869
7019,0.00181076246723772,7941.30629561009,0.0213442882352289,2.35173293231474,0.0742400014874859,-0.622752983057359,-0.344684597330566,-0.717461796216555,-0.857801248920067
7020,0.00323089909522864,10426.0386710259,0.0225712979928386,3.32154139002535,0.133273094683957,-0.478976989604506,-0.334585212181871,-0.701715208232814,-0.701441355933281
7023,0.00323476448200358,10942.04385405,0.0236504041272808,3.05578125458486,0.131238075165623,-0.518376447496759,-0.325703205824169,-0.698445109169048,-0.701015769091445
7024,0.00795837646469305,16008.8103796122,0.0367140006793026,4.27875566053911,0.187397733164422,-0.33706810894239,-0.218178149737368,-0.666335299003078,-0.180936609405731
7027,0.00174509644262722,7982.26988550643,0.018818877334545,2.59110498529167,0.0674987558440875,-0.587265609805478,-0.36547098243186,-0.717202196116836,-0.865031210022816
7028,0.00397303583891328,11228.5828688718,0.0233658045997032,2.64256228415544,0.130804723338617,-0.579636964988332,-0.328045713880292,-0.696629214687892,-0.619730610969076
7109,0.0015171861490976,9526.58363834781,0.0185512397732485,2.93238440080442,0.0979078322651339,-0.536670271498996,-0.367673878370566,-0.707415358458093,-0.890124590761325
7111,0.0026128480617092,10489.0873546828,0.0228088865439699,3.5184636165891,0.125063197307424,-0.449782885828603,-0.332629646409134,-0.701315647437339,-0.769490015165588
11003,0.0113490814492318,225912.049764948,0.109038483696953,5.18182384839099,4.63094250498867,-0.20318649053438,0.37711687961795,0.663892398658089,0.192386814610363
11033,0.0107189381647176,144968.866348192,0.388562075358868,6.49652423245835,5.51392065540222,-0.0082795970037223,2.67784545396909,0.150928116481517,0.123006774274122
11045,0.0107936809169024,150287.531170116,0.390113245787248,7.01750509708909,5.72126148343212,0.0689568312689657,2.69061297068224,0.184634291200005,0.131236101299996
11074,0.0109844623183385,143976.658658732,0.379229416143282,6.4965837365404,6.56176341525095,-0.00827077540761885,2.60102934122413,0.144640161354108,0.152241516500514
11081,0.0104162292894797,149586.513904017,0.497358627734748,12.984570309675,14.2842700139494,0.953585875402865,3.5733381576577,0.180191708100125,0.0896779195671557
11085,0.0112981911346653,146897.169525922,0.470769877052862,6.62164176258955,9.01224555556988,0.0102693206201213,3.35448901477711,0.163148424772208,0.186783688838628
11126,0.0146247654056446,156440.879052363,0.388360000122724,7.78257279980886,8.26232935042212,0.1823796088728,2.67618219446673,0.223630134285987,0.553046192580087
11208,0.011191195095172,181003.971098503,0.38921626552415,6.07932360055178,5.50068532512127,-0.0701304035672423,2.68323002275406,0.379294741824476,0.175003210147046
11222,0.0103181369678516,153848.531347695,0.386827617467217,7.07795512699748,5.9852796472125,0.0779186659851223,2.6635693178884,0.207201551626584,0.0788777580824872
11223,0.00965337673898187,168305.759308866,0.383284488227242,7.25583176794632,5.22218320406101,0.104289224584755,2.63440620275896,0.298821886413544,0.00568632269574715
11234,0.0107189381647176,144968.866348192,0.388562075358868,6.49652423245835,5.51392065540222,-0.0082795970037223,2.67784545396909,0.150928116481517,0.123006774274122
11244,0.0107189381647176,144968.866348192,0.388562075358868,6.49652423245835,5.51392065540222,-0.0082795970037223,2.67784545396909,0.150928116481517,0.123006774274122
11255,0.0106192610298441,145499.566588265,0.393268750336589,6.53344190058691,6.27000198653621,-0.00280648077242378,2.71658558873569,0.154291343083292,0.112032121670379
11402,0.014984767230512,180199.508778865,0.393586135066664,6.68665111580051,7.27134939066899,0.0199070838993749,2.71919794826214,0.374196592494146,0.592683116029453
11413,0.0146831161010046,170314.280555475,0.383408727188798,7.23185931412479,7.65175135850246,0.100735261597229,2.63542880026925,0.311550563690768,0.55947072125034
11608,0.0112478301064555,203729.37773322,0.388809740968182,6.0316041305424,5.49769858002971,-0.0772049079738538,2.67988396292229,0.523313316452655,0.181238838557057
14005,0.0296459052760547,310580.041071451,0.344930605867451,10.4621684770551,15.4271468209524,0.579634889010823,2.31871952830752,1.20046204603969,2.20690384006546
14006,0.0296459052760547,310580.041071451,0.344930605867451,10.4621684770551,15.4271468209524,0.579634889010823,2.31871952830752,1.20046204603969,2.20690384006546
14014,0.0379435327627343,312598.411020818,0.293995826201423,12.0435585509354,10.4590259927687,0.814079048680618,1.89948084326784,1.21325313787152,3.12048927986704
14016,0.0404991476828371,329511.845693681,0.217415389209338,15.4435358134255,9.65805790897108,1.3181323024392,1.26915551517499,1.32043928388007,3.40186761174489
14018,0.0398393970188137,404863.023776063,0.191083135338205,15.5921414982933,9.04586843061997,1.34016338476761,1.0524175699154,1.79796514022274,3.32922773950203
14021,0.0423801633249418,393035.050419229,0.199114947054764,19.1048131583907,8.96031787162217,1.86092380254786,1.11852654701543,1.72300727957927,3.60897120917976
14059,0.0407992371910169,542771.233941082,0.158690752744799,21.2818489452541,8.47834142951145,2.18367359973729,0.785799357903783,2.67193603001741,3.43490806888162
14071,0.0415885219271004,325044.272708085,0.242712797198028,14.8539479657048,10.0914347173265,1.23072475524799,1.47737575544363,1.29212676548271,3.52180990243599
14080,0.0362482361616483,326179.121878235,0.287625393152299,10.6276663274063,9.49768202549094,0.604170267785238,1.84704649502564,1.29931868783332,2.93383372159046
14082,0.0383675947337343,370150.430249703,0.207231096681499,12.4730493332205,9.20083870584247,0.877751893984172,1.18532970036974,1.57797971502571,3.1671793539757
14083,0.0415885219271004,325044.272708085,0.242712797198028,14.8539479657048,10.0914347173265,1.23072475524799,1.47737575544363,1.29212676548271,3.52180990243599
14089,0.0286696575442576,514670.871308493,0.0707747788304899,20.2367126104654,4.6171332304118,2.02873010173703,0.0621724464007011,2.49385454448316,2.09941700544424
14098,0.0390982101840452,332156.075798255,0.214169706853812,14.0802525437309,9.61825336074049,1.11602290145429,1.24244065331225,1.33719666282474,3.24762158141598
14106,0.0318311230816583,563377.799482744,0.0916460680263011,18.8601085424923,4.94071688461585,1.82464586645278,0.233961779640339,2.80252679325413,2.44750070624189
14108,0.0438940790665286,428372.139521143,0.203390476370411,20.0381597008136,9.09726198926864,1.99929424601606,1.15371796827794,1.94695034408717,3.77565637079017
14140,0.0439030302294195,471252.492605088,0.183424999128445,21.3178274243679,9.65414776187971,2.18900747936721,0.989384275661726,2.21869761928305,3.77664191178963
14153,0.03794089852982,331736.951895254,0.209155559701693,12.0936448506762,9.14713376332145,0.821504440206493,1.20116974819725,1.33454053314253,3.12019924553621
14155,0.0422852652762751,382963.47866947,0.198666677260735,19.1586908289988,8.96031787162217,1.868911272192,1.11483688662573,1.65918032893409,3.59852274355912
14156,0.0427782008265088,429851.303545216,0.199488157869609,19.2376492201248,8.88831085256001,1.88061700752079,1.12159840503237,1.95632430591819,3.65279593697218
14160,0.0341593620430962,330865.173338966,0.351229184176911,10.5964958527001,14.0694949974151,0.599549184176764,2.37056244792731,1.32901577809255,2.70384448872226
14175,0.026213550468176,348456.698809526,0.334104917233314,11.7391863110839,13.4043409279007,0.76895527107671,2.2296144512387,1.44049921443005,1.82899468690754
14182,0.0341593620430962,330865.173338966,0.351229184176911,10.5964958527001,14.0694949974151,0.599549184176764,2.37056244792731,1.32901577809255,2.70384448872226
14186,0.0402383632266886,319586.575399745,0.282584686808214,13.5316865634277,10.7852072670137,1.03469692603568,1.80555698406237,1.25753949495623,3.37315471972288
14188,0.03794089852982,331736.951895254,0.209155559701693,12.0936448506762,9.14713376332145,0.821504440206493,1.20116974819725,1.33454053314253,3.12019924553621
14189,0.0436832271573662,367427.195414907,0.227473629461848,19.0102681265057,10.0116845563656,1.84690731735718,1.35194380727961,1.56072165643124,3.75244115240703
14190,0.0407962415706626,372810.750718938,0.214846253243622,15.4039298531166,9.71746137015326,1.31226064165424,1.24800923377322,1.59483906404383,3.43457824506834
14193,0.0402383632266886,319586.575399745,0.282584686808214,13.5316865634277,10.7852072670137,1.03469692603568,1.80555698406237,1.25753949495623,3.37315471972288
14198,0.023009546317096,336438.888643309,0.346010252536247,11.5154867401746,13.2192393983156,0.735791373827986,2.32760598374526,1.36433829383088,1.47622739936787
14419,0.03794089852982,331736.951895254,0.209155559701693,12.0936448506762,9.14713376332145,0.821504440206493,1.20116974819725,1.33454053314253,3.12019924553621
14420,0.03794089852982,331736.951895254,0.209155559701693,12.0936448506762,9.14713376332145,0.821504440206493,1.20116974819725,1.33454053314253,3.12019924553621
14422,0.0435460061997956,444606.308478125,0.201535944990958,18.9628680125024,8.85287225982711,1.8398801581007,1.13845352025275,2.04983175391355,3.73733284957308
14434,0.0398393970188137,404863.023776063,0.191083135338205,15.5921414982933,9.04586843061997,1.34016338476761,1.0524175699154,1.79796514022274,3.32922773950203
14435,0.0268713543717642,303636.333324044,0.356815902283184,10.6600781450484,15.2533154518166,0.608975382902604,2.41654612289201,1.15645742563882,1.90142021691928
17004,0.0136779008834283,391289.325154977,0.00992794616559364,11.641958802819,1.181596025406,0.754541103536114,-0.438651279205296,1.71194402917011,0.448794508306465
17009,0.0162394101982335,241464.227257564,0.0109156449553438,8.76195214856877,0.648368823849712,0.327574505571858,-0.430521636855899,0.762451798313861,0.730821824871217
17011,0.0141431021417623,395032.779691493,0.00966073755551702,13.1346742513779,0.971259402115081,0.975839077226317,-0.440850644492715,1.73566756447138,0.500014100518039
17012,0.011616056486492,441442.053603757,0.00874505031688611,12.9071709523694,1.07880743143041,0.942111269875611,-0.448387567521505,2.02977880242663,0.221781302037392
17013,0.0107439839543998,525740.426554785,0.0101683919664884,13.7647722928244,1.38510379771094,1.06925233956837,-0.436672195717522,2.56400605349526,0.125764365985577
17017,0.0170388860127295,267258.410586687,0.0104873310714388,11.9078588151647,0.624032910471247,0.793961298452105,-0.434047042298898,0.925918246966237,0.818845716612509
17019,0.011849088800431,449852.577092645,0.009370542936831,13.975254631013,1.13924136513266,1.1004567563135,-0.443239205141082,2.08307912942258,0.247438627502985
17031,0.0198118409625714,226906.769570257,0.0117640039478756,8.39270661039643,0.690244357810603,0.272833135091252,-0.423538885368552,0.670196273911797,1.12415362197077
17037,0.01120635003921,717574.205542979,0.0207217886086741,16.3462795877597,1.63389986345656,1.45196582591113,-0.349808324704783,3.7797214798239,0.176671799901927
17040,0.01547949166136,291913.927646792,0.0101553202290934,11.093975413673,0.70517947310654,0.673301498391692,-0.436779787780011,1.0821685830237,0.647153268788473
17044,0.00980984206204481,759161.521932029,0.0227827750134253,18.3824352940508,1.4041063054098,1.7538298766617,-0.332844567604468,4.04327434491597,0.0229134687942715
17046,0.0166969369998356,263884.976302037,0.010725504321991,11.0524097482619,0.611225531802215,0.667139307506984,-0.432086663928208,0.904539654931059,0.781196443993816
17047,0.016907083491735,283776.328061568,0.0103291006784616,12.0651438911622,0.664774284619396,0.817279117426618,-0.435349419619856,1.03059786695262,0.804333994520503
17052,0.0191841211253758,206947.543650056,0.0111161021166791,11.8572941371958,0.55778080590574,0.786464986421828,-0.428871695553,0.5437079204177,1.05504040804823
17055,0.0174667260232273,335107.200404289,0.00896639771806559,17.4244585812192,0.858943896603433,1.61180796244041,-0.446565680904622,1.35589893584202,0.865951760452487
17202,0.0160830924217796,270707.882530959,0.0107458599336283,9.50186125671089,0.669253422069014,0.437267472509968,-0.431919119081407,0.947778715323046,0.713610923950478
17203,0.015790041648101,272998.098089185,0.0106728348340573,9.37990739066756,0.694636162413607,0.419187574251308,-0.432520180810147,0.9622925845615,0.68134544560921
17207,0.0119650162892486,788101.280830425,0.0220424279018812,15.6582254960124,1.63401608542021,1.34996046618905,-0.338938284933802,4.22667536799219,0.260202476690784
17209,0.0163486288545937,245081.940338984,0.0109607867142148,9.14821088784135,0.618335979461252,0.38483811626449,-0.430150079901033,0.785378467560075,0.742847018140679
17217,0.0164608194593734,282109.374194112,0.0105590120270927,11.2194016460145,0.652024748841913,0.6918961817197,-0.433457044073956,1.02003381748055,0.755199428895908
17221,0.0112188282053833,790980.501908545,0.0207856425626887,22.493173413675,1.48317158622384,2.36325481235334,-0.349282749687257,4.24492196407627,0.178045671041555
17222,0.0191642240632321,191627.944779046,0.0111307565932436,11.5798381872925,0.530441968071255,0.745331601247066,-0.428751076134891,0.446622450012621,1.05284970157237
17228,0.014251090678878,777390.151673863,0.0274773232893147,22.7128821985912,1.87532489534942,2.39582706780284,-0.294204246414429,4.15879532612619,0.511903855189821
17301,0.0198118409625714,226906.769570257,0.0117640039478756,8.39270661039643,0.690244357810603,0.272833135091252,-0.423538885368552,0.670196273911797,1.12415362197077
17302,0.0174108864548074,242759.531030718,0.0107092251564221,8.2244646617758,0.777099666824272,0.247890938401735,-0.432220655986511,0.770660575658036,0.85980371189823
17303,0.0149920282868672,283453.453049495,0.0100123695351033,8.7956012193043,0.711141751434417,0.33256304587103,-0.437956399544445,1.02855169898875,0.593482572907263
17305,0.012201328802376,486460.957430014,0.00954427338938914,12.2639612998337,1.4427661316303,0.846754185642601,-0.441809248499286,2.31507879571589,0.286220958670448
17309,0.0160272123198141,234998.589805815,0.0109413156381054,9.06208585834145,0.551528748956003,0.372069912833128,-0.430310344231182,0.721476870787552,0.707458412571495
17312,0.011616056486492,441442.053603757,0.00874505031688611,12.9071709523694,1.07880743143041,0.942111269875611,-0.448387567521505,2.02977880242663,0.221781302037392
17315,0.020084104285093,207647.228683333,0.011521139808157,11.7222777968254,0.584603927794672,0.766448550892943,-0.425537873942696,0.548142060708386,1.15413036021878
17318,0.0153559452913029,344700.258918578,0.00953382017279624,13.0866293997275,0.911918166872461,0.968716334357436,-0.441895287799104,1.4166933865535,0.633550565484942
17322,0.0202468557276253,195659.21573322,0.0116544923395474,12.0834883950817,0.583058290402941,0.81999872587554,-0.424440263620763,0.472169975128107,1.17204962068726
17359,0.0163486288545937,245081.940338984,0.0109607867142148,9.14821088784135,0.618335979461252,0.38483811626449,-0.430150079901033,0.785378467560075,0.742847018140679
17362,0.0133102090144058,396163.83693136,0.0091170832223125,13.5524333334527,0.978117255122492,1.03777267511536,-0.445325404750111,1.74283545607952,0.408310895561534
