"routes.stateroute","routes.Longi","routes.Lati","routes.optional","ndvi.point","ndvi.mean","ndvi.var"
2164,1913.51709205202,-1143.21831704031,TRUE,0.803245369802616,0.797625406374301,0.00323944339761729
2204,1889.72920348225,-927.510960752626,TRUE,0.770174845892582,0.808989788083009,0.00448754007961646
2205,1707.82153671773,-1093.32556327333,TRUE,0.81373464008647,0.797075186308901,0.00281806795897557
2211,1879.57990685556,-1189.95197557116,TRUE,0.808954478447768,0.751640267646525,0.004703052206933
2212,1999.14604771462,-1158.01735350133,TRUE,0.649378598562826,0.770709737624046,0.00409326863138664
2213,1756.27299327953,-1371.79764788111,TRUE,0.73634222860019,0.77967111298539,0.00185606200468798
2750,1842.52296477581,-971.562555135617,TRUE,0.752664635778655,0.761335090763615,0.00688568663932694
2751,1887.03619993861,-1061.76079881176,TRUE,0.627569465472827,0.790888750496639,0.00367069285178289
3004,-1821.62277296826,2607.67452765013,TRUE,NA,NA,NA
3007,-1825.06218092858,2407.2190301009,TRUE,NA,NA,NA
3008,-1775.34411612762,2495.42959022539,TRUE,NA,NA,NA
3010,-1716.80862659143,2385.25980164497,TRUE,NA,NA,NA
3011,-1897.82743270945,2493.52367305769,TRUE,NA,NA,NA
3021,-1604.4108079075,1766.56781547023,TRUE,NA,0.564956934415716,0.0816666760221792
3041,-1839.37194998039,2657.93877100888,TRUE,NA,NA,NA
3051,-2017.07208514007,2299.58099441367,TRUE,NA,NA,NA
3117,-2137.59087977194,2448.3697535255,TRUE,NA,NA,NA
3118,-2262.91809156632,2397.00213434957,TRUE,NA,NA,NA
3119,-2362.3381400326,2355.12749704789,TRUE,0.615729006038784,0.699145492121662,0.00309127376900993
3125,-1805.96372816153,1977.62370213781,TRUE,NA,0.620700468449418,0.0669458879671314
3142,-1769.44407827512,2682.46612039053,TRUE,NA,NA,NA
3192,-2645.84708535397,2411.94437449683,TRUE,0.664187537313705,0.644623820049577,0.00543641623013267
3224,-1555.06514687291,1510.00976793626,TRUE,NA,0.65747162202406,0.0323151327471547
3318,-2258.11300921763,2383.78827993751,TRUE,NA,NA,NA
3319,-2362.46914414545,2333.81146803999,TRUE,NA,0.615153831840278,0.0510506319227635
3321,-1779.90532741718,1962.02403441004,TRUE,0.689575835651006,0.496341909957146,0.109248694140836
3372,-1724.58015056497,3010.75499997447,TRUE,NA,NA,NA
3403,-1844.33631241553,2923.53464265258,TRUE,NA,NA,NA
3404,-1791.01776213478,2966.3219996338,TRUE,NA,NA,NA
3408,-1658.27342732637,3069.92846526288,TRUE,NA,NA,NA
3409,-1610.96974803088,3096.89811748187,TRUE,NA,NA,NA
3418,-1946.49584383714,2794.27833545016,TRUE,NA,NA,NA
3419,-1839.83098069251,2787.00351649673,TRUE,NA,NA,NA
3420,-1704.8903770404,2455.56177313636,TRUE,NA,NA,NA
3423,-2165.5431433322,2885.27540534262,TRUE,NA,NA,NA
3883,-2193.73316427686,2952.46520659613,TRUE,NA,NA,NA
4002,-338.556888712565,524.83996611636,TRUE,0.466548280878453,0.46677330902296,0.00511919713578416
4003,-421.804348196525,441.191701575582,TRUE,0.422072587732435,0.46575383136326,0.00627281518230957
4004,-499.387145999231,529.243055480062,TRUE,0.479582667219153,0.559612805770393,0.00483565574259479
4010,-559.385676316222,613.096812641449,TRUE,0.739416981723724,0.629583553107204,0.0179539681772704
4022,-535.955624351434,780.294727138498,TRUE,0.685284512552024,0.666912181022647,0.00135559362903526
4028,-406.378756901069,915.676358322857,TRUE,0.6110792584639,0.616802896440428,0.00608518392920616
4040,-528.93263973744,1010.50599485831,TRUE,0.699218418249782,0.682760222147745,0.00249815901950008
4055,-798.62678291897,1164.32135501443,TRUE,0.556001283831532,0.652467218839491,0.00965023555335508
4063,-689.342376750988,1276.81249696377,TRUE,0.596532315526945,0.676283366496954,0.00858552111676639
4105,-527.38225068807,449.839476655279,TRUE,0.720809389305488,0.608398959030278,0.0167801719150754
4115,-520.669359338491,726.656455618157,TRUE,0.662282236696004,0.644742128468608,0.00163614740738502
4128,-365.036979464194,886.63069293882,TRUE,0.558833240691396,0.575233043565855,0.000492999492780128
4204,-504.259254076572,475.696977555894,TRUE,0.628825762963683,0.597198761165732,0.00729529646384243
4213,-393.458522103043,675.117559851281,TRUE,0.472320219551701,0.471992781646307,0.00265891028833545
4229,-478.410245638167,921.809026884214,TRUE,0.64924671201476,0.625960733867832,0.00744265138778976
4302,-348.835107232535,514.321310467681,TRUE,0.598185587209674,0.46568340926189,0.00507257987670823
4304,-508.94742967836,530.090518246553,TRUE,0.66049541099992,0.573795498743423,0.00569325457089224
4928,-410.206767429858,949.405946529911,TRUE,0.771866946937821,0.621585049419366,0.00655724801811063
6012,-714.380694291457,-1103.66278456952,TRUE,0.133369408022011,0.162167196803906,0.00381879828587708
6014,-529.533810538008,-1156.4689563925,TRUE,0.357165076317524,0.328146868322978,0.00947879447097584
6018,-701.85714635474,-1252.4111164834,TRUE,0.119703012234152,0.170807533729425,0.0122245476210321
6024,-726.040168702292,-1341.4792538217,TRUE,0.111515826123096,0.166241789004665,0.009301759770846
6032,-393.861051646733,-1509.84672139694,TRUE,0.333820006162095,0.35464857590708,0.0035282416790283
6069,-585.754827292857,-1302.74305947018,TRUE,0.140742106433146,0.19373466543126,0.00799972488238628
6071,-461.518865170313,-1252.21235865586,TRUE,0.239498923665061,0.282501652977249,0.0061697188436251
6074,-730.192832929188,-1338.71637921856,TRUE,0.292240852537027,0.164480573199788,0.00875895253125828
6078,-361.766292293153,-1398.15759744419,TRUE,0.268357972514778,0.303054548349818,0.0061879676768155
7004,1296.73112940765,-1183.94855252006,TRUE,0.828674129338296,0.806049916220019,0.00185006501757124
7005,1229.00269997998,-1219.01804341742,TRUE,0.765465934429439,0.774018774648502,0.00429321409268057
7008,1471.91648332924,-1001.86205620216,TRUE,0.609394672314283,0.647849974246649,0.00877596685746386
7010,1398.39847177806,-1114.78099853537,TRUE,0.696411395612626,0.696852910329234,0.00755642352455499
7015,1152.60456841799,-1052.11286395853,TRUE,0.824434554345692,0.789709975160417,0.00292888110177943
7019,1378.88397573505,-908.300690094332,TRUE,0.80250692897264,0.708869122452598,0.00989750247306006
7020,1261.29546473136,-960.412661960171,TRUE,0.810686417389807,0.826941557205946,0.00244351519645836
7023,1227.48293055939,-949.417701395066,TRUE,0.846992219190378,0.85280943026786,0.00169422325886914
7024,1120.99449399006,-1014.14804227474,TRUE,0.583554128211271,0.72833468363973,0.00571709417767482
7027,1301.64013488833,-866.434406410232,TRUE,0.728662621279033,0.770858348722719,0.00187148584919809
7028,1203.21189437639,-915.152312508236,TRUE,0.841309492790407,0.816022746931234,0.00291685365617295
7109,1368.02827995378,-1046.81729399804,TRUE,0.600135782583433,0.66386688543571,0.00593953986765462
7111,1269.24908037548,-1063.70437583831,TRUE,0.801224460754813,0.785515786391832,0.00390475938018573
7901,1205.57651420618,-1022.66425369904,TRUE,0.808031661216933,0.769495057134538,0.00734956555525828
7902,1161.7205403061,-969.781912536913,TRUE,0.817401631731749,0.816860752845874,0.00493670457592447
11003,-573.619085910605,452.376004720098,TRUE,0.752614449802467,0.644660018083819,0.013145746804833
11033,-968.765130133679,771.53728542314,TRUE,0.663364900506689,0.686602073412195,0.00216579836807521
11045,-1046.66347614199,873.418004912775,TRUE,0.676380652874957,0.681626000122903,0.00424119630996485
11074,-843.789881141621,1205.83779756725,TRUE,0.798173846565767,0.729085955861637,0.00446634563003141
11081,-1337.97945327565,1286.63473183671,TRUE,0.829362461579222,0.710869524206169,0.0263089318900233
11085,-947.543545324103,1299.02631583102,TRUE,0.753066258700485,0.746127246641139,0.0041932994218438
11126,-1305.45905871794,690.004169693841,TRUE,NA,0.800007292390238,0.00387244552656442
11208,-938.188204797289,562.487115779541,TRUE,0.515201474789061,0.63326932007404,0.00898397944755579
11222,-1057.95495942847,727.738464695469,TRUE,0.641652270943291,0.608672409023462,0.0134634254681593
11223,-1147.88607683417,660.454781000705,TRUE,0.702386184377578,0.53478061896745,0.0701725424190095
11234,-1012.0251114886,843.890732020263,TRUE,0.634521952364454,0.687742163678417,0.00266757101039285
11244,-994.304179540583,897.294073813764,TRUE,0.733643174405091,0.733725390785301,0.00414029042138632
11255,-1052.71897233332,1075.95561314881,TRUE,0.522649323580176,0.75041011750138,0.00244342323004816
11402,-1262.80850435043,536.639383182285,TRUE,0.777564207396983,0.801775629233521,0.00449583800524235
11413,-1263.09863214506,578.724316348358,TRUE,0.825412026701443,0.784047137888748,0.00624167511088285
11608,-930.464787645596,521.654180276287,TRUE,0.455458064284552,0.611389498030922,0.00979752293888888
14005,-1472.27234445504,-397.98851580731,TRUE,0.56872984147486,0.768555849479639,0.00436795139441584
14006,-1455.05975471847,-382.082828166866,TRUE,0.69214100182808,0.765185205503646,0.00427865732870387
14014,-1458.54086654862,-564.909629178734,TRUE,NA,0.733300814864264,0.00737601295869544
14016,-1316.15687948872,-673.938015176612,TRUE,0.32496895183122,0.463906799353594,0.0143784952846908
14018,-1146.59440607286,-674.26431292111,TRUE,0.675270882287959,0.486388352663666,0.0219814088187554
14021,-1247.99074611747,-741.74630414843,TRUE,0.432891545854086,0.467685227555908,0.0099009407461089
14059,-1007.81010543405,-1001.35035962798,TRUE,0.144862596933281,0.172915284046169,0.00602026120291431
14071,-1412.87526741711,-660.301912143751,TRUE,0.730485316588375,0.550414144849195,0.0166188080348517
14080,-1325.30313162662,-482.500627885536,TRUE,0.484137650932141,0.4550664608352,0.0170970667049595
14082,-1138.40781439516,-626.919274805819,TRUE,0.453977398227714,0.447877062302414,0.0168977971358421
14083,-1390.35154761612,-671.546995147183,TRUE,0.662119480565954,0.487121269980585,0.0261912924166843
14089,-823.795480627351,-1289.07202668678,TRUE,0.205882230091741,0.193567753697928,0.0257567207337561
14098,-1243.09145272636,-615.599414486636,TRUE,0.508523059818484,0.520946946174228,0.0189257635719935
14106,-945.087681652636,-1277.87907395735,TRUE,0.522354802243698,0.400574218243613,0.0130423818706887
14108,-1341.41841204573,-854.024415398086,TRUE,0.597854492337165,0.546183579754517,0.0148051193040344
14140,-1189.01664451662,-1032.76245430812,TRUE,0.248739289458713,0.307164758068124,0.0161921114309664
14153,-1232.7867886588,-611.917950271991,TRUE,0.5140776026819,0.577705326194372,0.0202514979257977
14155,-1275.39139917159,-746.07598585394,TRUE,0.560139065443587,0.459719953230823,0.0113602371540618
14156,-1153.48122647648,-740.223078547396,TRUE,0.731985895127433,0.567773392886195,0.0199397400421455
14160,-1426.582290654,-484.7322264335,TRUE,0.643201226197662,0.716851231558421,0.00785265199333575
14175,-1277.04593182081,-306.046949606324,TRUE,0.605226935910731,0.610113413923476,0.0207725748566269
14182,-1431.25455876112,-469.957722426527,TRUE,0.660743370148737,0.718840519280972,0.00761834033412249
14186,-1390.11820258194,-607.558623957039,TRUE,0.619511821603598,0.595431249444011,0.0118025958599357
14188,-1191.90821598116,-618.829347599107,TRUE,0.753209820411906,0.638031468056321,0.0126523025199907
14189,-1325.20539425884,-766.737409800566,TRUE,0.551334508746575,0.508745846056702,0.0201757183717706
14190,-1222.52444680898,-702.272498549347,TRUE,0.404949738284254,0.480705082256439,0.0153013822100697
14193,-1422.42093244788,-624.877052340125,TRUE,NA,0.604547854139286,0.0138955843653486
14198,-1317.67658021235,-259.527572025533,TRUE,0.434527925746088,0.570520788944368,0.0177355368594263
14419,-1203.20699307454,-620.276493710488,TRUE,0.731307245095714,0.64916220700698,0.0102798423798444
14420,-1215.05352146745,-611.500528067524,TRUE,0.651089004186407,0.646058206388516,0.0118001187706689
14422,-1157.25154849972,-771.721418342191,TRUE,0.617326682838228,0.543509838294021,0.019920146032236
14434,-1166.83959992888,-690.502233312834,TRUE,0.710899189461956,0.571556614884658,0.0232045171228182
14435,-1415.24536621131,-336.615119012321,TRUE,0.736192601559284,0.776830739478743,0.00412374941052566
14907,-857.399629632009,-1207.14815199631,TRUE,0.123440095634113,0.13375651115486,0.00171273773636216
17004,138.735797169837,-523.506284279598,TRUE,0.434372434366101,0.474843394132367,0.00802864268775136
17009,-83.2341683130335,-584.654257168027,TRUE,0.528354215045377,0.609854930523633,0.0136044154912946
17011,120.681135808307,-666.743930440101,TRUE,0.292111066505485,0.495193430904983,0.0103206671558222
17012,198.879723746587,-647.381365063513,TRUE,0.414695287222851,0.398771540162649,0.00158860402905668
17013,259.095020257442,-592.505612231044,TRUE,0.343095584934406,0.365999326227338,0.000871273250765227
17017,-6.9947618385837,-746.156213716825,TRUE,0.414486868304382,0.471704730897115,0.0179196579786154
17019,224.532867727455,-706.525819055974,TRUE,0.328591082794835,0.341381918638238,0.00139579663187862
17031,-148.599331909755,-572.554168377097,TRUE,0.274401519389587,0.345686632886992,0.00951242462349555
17037,336.710387753571,-544.117337144692,TRUE,0.398228632221162,0.419928024448371,0.00358694206903022
17040,39.1022414859053,-631.800439117393,TRUE,0.554128559804189,0.522982727717374,0.0157172329409553
17044,366.167355004305,-639.838191000699,TRUE,0.43704689226452,0.420221723333288,0.00253743602630092
17046,-21.1595697368857,-737.447932220103,TRUE,0.651838453585028,0.486460722194033,0.0215643525732613
17047,10.5523132179539,-746.426300523455,TRUE,0.457839659200653,0.466181803695287,0.0153211464923398
17052,-118.735042321936,-825.312935175023,TRUE,0.661090188649433,0.58499555550494,0.0183294023426346
17055,82.687491060562,-893.32992190665,TRUE,0.182732840297326,0.323178120589618,0.0217380593523089
17202,-30.5152378535025,-557.977530999315,TRUE,0.698613429794822,0.628585864263681,0.00978498517807746
17203,15.7143047153466,-566.566157097196,TRUE,0.392116532190674,0.570442492479611,0.013425641950692
17207,388.493326183351,-502.423802933529,TRUE,0.592943004383224,0.478023462168148,0.00489577727617221
17209,-80.9362337142547,-620.07501181783,TRUE,0.545924452659138,0.594754608887281,0.0175783724735167
17217,21.2829687979934,-720.226179091603,TRUE,0.391140135158774,0.460089516302711,0.0133492331591689
17221,344.81965713435,-762.169959389386,TRUE,0.262205579711791,0.349421481192313,0.00580861674875605
17222,-124.789665678475,-826.383400882344,TRUE,0.69724822479311,0.591151355052417,0.0169123444709178
17228,391.34962487944,-885.417337195754,TRUE,0.304863124688238,0.359117138888959,0.00187220095406283
17301,-160.39933341984,-548.71777623168,TRUE,0.22689091271629,0.306526544238093,0.00560746117311771
17302,-100.400646203119,-506.512155251724,TRUE,0.315762536010413,0.331313686790679,0.0103921151017844
17303,-21.8442675364046,-506.477397350163,TRUE,0.705996760522784,0.620809998804502,0.0107534908078294
17305,171.742306739262,-483.519507550213,TRUE,0.371290843357181,0.378257442718225,0.00331818425808081
17309,-60.0285622953121,-683.141774689257,TRUE,0.584055650981923,0.64163780405015,0.0198977759492975
17312,197.168487655096,-609.259097382176,TRUE,0.42765620345024,0.35770111815535,0.00216487676639871
17315,-156.977415518401,-793.788743080101,TRUE,0.333084061993445,0.451425981995722,0.0315375370673491
17318,78.081270469505,-731.286739302248,TRUE,0.343575909866596,0.418755978359571,0.00968234860965094
17322,-183.955527471436,-818.523143089547,TRUE,0.516716763356792,0.380880271540144,0.0215327101414986
17359,-87.2622093764364,-607.685970616478,TRUE,0.738829390982371,0.576686347911994,0.0173534249996656
17362,168.000871150318,-690.306320930261,TRUE,0.489658533141867,0.451851891132526,0.00908896679751253
17367,-16.6672780576538,-797.082167033685,TRUE,0.528743438194402,0.48092120391206,0.00955336804929177
17372,-159.558617548487,-863.043977866367,TRUE,0.453580675442799,0.488120130182184,0.0241437454061985
17900,160.81252912194,-600.273478480468,TRUE,0.438680945046097,0.395299391751781,0.00564852723927023
17903,-160.658410721867,-882.166071179294,TRUE,0.579251527073945,0.388887046833216,0.0258559139502179
18003,2742.09272654114,194.515804264942,TRUE,0.819803357391816,0.80752395026959,0.00442815186738379
18008,2696.56707484057,154.825514718984,TRUE,0.785963721993179,0.819067700634108,0.00422455176386047
18009,2675.74005303525,144.229075790721,TRUE,0.879592528754829,0.833220610166353,0.00223433611189298
18102,2709.98580982039,184.249617670026,TRUE,0.881577656832821,0.809722876969168,0.00459319746246316
21001,2591.36141168446,-141.237392312406,TRUE,0.635218003409556,0.684853943240062,0.0126150323364088
21002,2589.25895477118,-111.516309330604,TRUE,0.585479328728296,0.705285498749191,0.0107303710096602
21003,2624.22726585408,-193.613542216385,TRUE,0.603055102459248,0.692726519835614,0.00687748601508766
21004,2627.17246858289,-183.998720108353,TRUE,0.626634921759507,0.684420480244262,0.010745188106141
21010,2652.0258770106,-207.974654877481,TRUE,0.621397940016705,0.692651487916071,0.00851503995761035
21105,2600.10445372825,-153.453794871337,TRUE,0.765987131424539,0.674209996190529,0.0130836069758857
21109,2638.82788059548,-215.261824470906,TRUE,0.767419222546445,0.700502022786229,0.00552632130213979
25010,2182.36364305742,-1365.01093421129,TRUE,0.792563222978657,0.772999340454402,0.00395118340567115
25014,2346.17803538462,-1443.10479999075,TRUE,0.62658527443634,0.687202039906329,0.00629707696420552
25018,2425.16225367941,-1338.70605205713,TRUE,0.67942870375502,0.697182767756158,0.0124465420531768
25020,2377.23559615932,-1533.69799778375,TRUE,0.634348850065014,0.678298293540605,0.00623631253666551
25021,2379.63521976706,-1351.70843985446,TRUE,0.745103695128573,0.705018404484951,0.00649435522311653
25022,2422.74211477732,-1537.32264017915,TRUE,0.681407787668564,0.658699534479055,0.0080924351866814
25024,2486.91471549,-1616.76071559368,TRUE,0.615921989827855,0.651577486535768,0.0046898777955076
25025,2500.37516121406,-1447.85370498915,TRUE,0.654156425351692,0.657595393877704,0.01821683453622
25027,2409.06020863418,-1601.01275755405,TRUE,0.41433840212526,0.625677729026774,0.00545477513188693
25028,2570.98446438246,-1772.4415090064,TRUE,0.581789337432951,0.556104907910117,0.0134499855969846
25031,2594.65261994322,-1624.83142779507,TRUE,0.647758209520988,0.615271955800334,0.0171731621182263
25062,2145.31232683409,-1412.51828008359,TRUE,NA,0.759349243319475,0.00674773110072042
25063,2385.32032976078,-1391.77780239495,TRUE,0.807637945094479,0.719505731369142,0.00754371637586623
25066,2381.22523683251,-1495.61074191746,TRUE,0.692845067023575,0.677515337741515,0.00896969664059752
25067,2515.49015640784,-1518.12426925863,TRUE,0.676333717544074,0.655244130449997,0.00651325785913167
25073,2472.14167360745,-1570.70017093331,TRUE,0.6299637412978,0.628760994132369,0.00802052557742457
25074,2571.99408001957,-1600.61364645752,TRUE,0.635250193861197,0.621346441033143,0.0179990969923548
25081,2534.749975862,-1690.41685454369,TRUE,0.721456691051652,0.665138649105518,0.00694369121239032
25084,2270.63534624969,-1407.88262913737,TRUE,0.722494627647013,0.741880281623248,0.00492508329321959
25086,2464.06190213095,-1667.07570039666,TRUE,0.665324277106819,0.630667491126803,0.00409372667538534
25087,2499.80449890936,-1773.03068393389,TRUE,0.543348485730474,0.64070213217606,0.0103622090253453
25113,2364.98884444148,-1407.141055368,TRUE,0.788756434680272,0.718902351598058,0.00420163116036815
25129,2443.36386137088,-1563.24860009654,TRUE,0.625415017377221,0.622244498041488,0.00702581918880231
25132,2438.42172469564,-1676.51569091516,TRUE,NA,0.614448237894217,0.00657881640022568
25175,2564.27396783891,-1530.67176978656,TRUE,NA,0.632779389522449,0.00834529477873045
25916,2443.90345129162,-1667.39583753254,TRUE,0.586801178412995,0.62812574507738,0.00470438819579256
25918,2493.50753136044,-1470.71453047941,TRUE,0.69836687460613,0.646810398567696,0.0146849489753806
25922,2343.29667395919,-1502.95265491841,TRUE,0.626745201161068,0.670943834714226,0.00701641296744749
27010,2066.32901984966,-1227.31205938008,TRUE,0.613281573573951,0.717678245507924,0.00655583795307391
27014,2165.01632870884,-1125.13546463183,TRUE,0.671235011953335,0.712493130405062,0.00691167980093216
27015,2100.63907303075,-1073.07683954469,TRUE,0.850922065908742,0.778914499436888,0.0030361046207562
27027,2002.47788206126,-978.933845581283,TRUE,0.76082230243067,0.761800484966733,0.00495120744696307
27031,2167.01914506473,-994.937737347004,TRUE,0.736361251891892,0.788314400690712,0.00214407632388493
27033,2096.64420265678,-1169.01025045618,TRUE,0.69032250053415,0.7123354263842,0.00498034659412601
27036,1973.76149222696,-1045.87251475479,TRUE,0.656016734434123,0.798631128356129,0.00142009381024997
27044,2063.99123931911,-1011.11266868376,TRUE,0.740188457091482,0.704041101539258,0.00693616085886152
27046,2114.07487891969,-1057.87345475962,TRUE,0.806915447853666,0.782743659930379,0.00284209910473648
27050,2216.1133677736,-1136.41295715606,TRUE,0.737023684675076,0.735237572552694,0.00275920447133781
27057,2177.72950457371,-1321.26264587958,TRUE,0.743663839014217,0.755613215030192,0.00209904178124661
33002,-746.583412166234,329.859085324228,TRUE,0.785688637062301,0.727132899301725,0.00978684953477204
33010,-541.915417639485,0.730574913497421,TRUE,0.479582833266906,0.485254606838476,0.013366991611431
33014,-541.531226822318,-34.1027975463559,TRUE,0.494896145369263,0.429296055661315,0.0132338874412663
33018,-745.446511974927,-125.186835274825,TRUE,0.49034517931624,0.499753314050275,0.0176670702895713
33020,-556.650068449755,-173.494134995353,TRUE,0.322287953915222,0.340615055135093,0.0104296791747875
33021,-492.493438500954,-217.797137112878,TRUE,0.341578227959862,0.435950216357669,0.0205669811437558
33022,-405.968709750481,-176.46132645368,TRUE,0.408006915767165,0.588081292146461,0.00902526050689732
33023,-812.597679940664,-219.485919326635,TRUE,0.335827352060636,0.344319669053884,0.010450465340789
33025,-625.804580897677,-293.555898616144,TRUE,0.339346178263734,0.451634819028048,0.0121179236035957
33027,-477.252116174046,-247.395849160982,TRUE,0.384955486131087,0.515189298627317,0.0141500213138895
33124,-695.201967071834,-217.093348132534,TRUE,0.374325623937666,0.350824070507923,0.0115201544859886
33128,-411.251506680392,-239.937462101414,TRUE,0.475074339984753,0.578384463059873,0.0072079629294374
33208,-724.762902201841,53.5112361897386,TRUE,0.627314908973392,0.615936070484067,0.00940804619325004
33211,-783.752409717483,-67.9974608197173,TRUE,0.332849407597767,0.449769733762985,0.0161966949778388
33212,-694.06337640804,7.27284582771967,TRUE,0.59223037456155,0.538415295422609,0.00712043473343316
33217,-797.487267688033,-182.622529490288,TRUE,0.310198039162413,0.329289453997948,0.0147397818107938
33218,-701.90579887091,-164.973454634546,TRUE,0.41145440311091,0.470938353584311,0.0145299284241695
33219,-612.78330118969,-175.324431446056,TRUE,0.603368232724289,0.431751492518617,0.0106369635281013
33220,-582.922565629441,-184.9683592684,TRUE,0.573101389068616,0.369573138065534,0.0122840364364542
33221,-459.854282338926,-141.918941353429,TRUE,0.69251792558013,0.402962812552981,0.029153735832021
33901,-481.289252558611,-169.710358883207,TRUE,0.27229021025442,0.351883386259765,0.0225474196601401
33902,-511.288811806486,-167.431929043605,TRUE,0.2339568554332,0.28814018716502,0.00875563249013906
33903,-496.227118945437,-146.975588007769,TRUE,0.228701289922145,0.304634091039251,0.0166772476177261
33904,-500.143401552271,-167.080766285921,TRUE,0.256941979836087,0.290033692263258,0.00785823050961904
33905,-482.594040040579,-172.697948418811,TRUE,0.269108163637186,0.349117364830132,0.0211808288535038
34001,1360.70439099843,-197.306364035684,TRUE,0.713541641037646,0.71109744441415,0.00372168280869122
34002,1420.41062708482,-190.458986625779,TRUE,0.68517174346667,0.686508688160954,0.00148978396035951
34003,1443.05747867607,-195.595338973272,TRUE,0.685490480233569,0.678668371052115,0.00163081256504064
34020,1310.35635016962,-434.282806660397,TRUE,0.698905643871744,0.70291947118485,0.00247312481283804
34022,1318.33057191636,-383.0826943332,TRUE,0.725738994867008,0.702486697416746,0.00304858497550904
34025,1428.08894750585,-366.679143216389,TRUE,0.641471390975192,0.686929003436293,0.00453015982681071
34027,1456.69657477118,-360.119064352885,TRUE,0.693732315599959,0.686689650790038,0.0042889118433715
34028,1450.27377994955,-373.736077659131,TRUE,0.723670528796005,0.686827377180084,0.00351273869654106
34029,1479.51160325877,-318.267580976223,TRUE,0.681003557155082,0.698685213520712,0.000871238223678868
34030,1531.35004140384,-403.745638047422,TRUE,0.723029117960652,0.697065072289963,0.00111559055526823
34031,1516.14593139088,-334.47479639825,TRUE,0.693053797311983,0.691255039800474,0.000675731850549621
34032,1502.70864705541,-316.430042601542,TRUE,0.684549723085286,0.692098287734828,0.000735989331154665
34038,1383.23086369041,-467.040449351597,TRUE,0.706646092105931,0.717315147042166,0.00155023559794679
34041,1485.67692904179,-482.135289026979,TRUE,0.731996150962141,0.707803818771812,0.000816348470847324
34042,1492.81402293729,-489.745266434748,TRUE,0.717168003534623,0.707787333950791,0.000991470642062148
34043,1468.75846979988,-477.377382182357,TRUE,0.715427000134628,0.706130086400376,0.00101168369503423
34044,1573.3577002778,-415.246844653212,TRUE,0.718249312545084,0.7019238959491,0.000864001297899205
34046,1579.3491373108,-480.227113014122,TRUE,0.677079383179275,0.698635813008791,0.00130619642647488
34049,1425.20538321532,-619.275907708399,TRUE,0.690616272526841,0.695351547567809,0.0097320125877785
34051,1480.13035541944,-572.39342256885,TRUE,0.678376034713198,0.672643989494671,0.00735589949920425
34052,1470.22850286863,-577.676186427924,TRUE,0.653118482536346,0.670147712033135,0.00737138567959612
34053,1508.19789810554,-605.943571806223,TRUE,0.647472447066229,0.678330384197518,0.0069073193148413
34054,1600.77538822896,-597.309183009518,TRUE,0.688040896462939,0.679834510311755,0.00155744568515883
34055,1533.82547380974,-590.28375009451,TRUE,0.763194484171854,0.683683339017825,0.00810906656810431
34056,1595.80291326181,-546.01020576613,TRUE,0.665553902772738,0.682450947055354,0.00137313470853171
34059,1537.32033229161,-727.06161627353,TRUE,0.724681998312269,0.72192401581489,0.00957831076733949
