"stateroute","scale","subrouteID","AOU","occupancy"
"89078",5,"Stop1","1940",0.0666666666666667
"39028",5,"Stop1","2010",0.0666666666666667
"68119",5,"Stop1","2010",0.0666666666666667
"72035",5,"Stop1","2010",0.0666666666666667
"64038",5,"Stop1","2020",0.0666666666666667
"45101",5,"Stop1","2060",0.4
"64039",5,"Stop1","2120",0.2
"68119",5,"Stop1","2120",0.0666666666666667
"45101",5,"Stop1","2140",0.466666666666667
"64038",5,"Stop1","2140",0.933333333333333
"64039",5,"Stop1","2140",1.2
"89029",5,"Stop1","2140",0.0666666666666667
"64038",5,"Stop1","2210",1
"64039",5,"Stop1","2210",1.06666666666667
"64038",5,"Stop1","2240",0.466666666666667
"64038",5,"Stop1","2250",0.466666666666667
"45101",5,"Stop1","2280",0.0666666666666667
"68317",5,"Stop1","2280",0.0666666666666667
"45101",5,"Stop1","2300",0.6
"53025",5,"Stop1","2300",0.133333333333333
"53026",5,"Stop1","2300",0.0666666666666667
"64038",5,"Stop1","2300",0.8
"64039",5,"Stop1","2300",0.933333333333333
"68113",5,"Stop1","2300",1.06666666666667
"68119",5,"Stop1","2300",0.0666666666666667
"68317",5,"Stop1","2300",0.0666666666666667
"76306",5,"Stop1","2300",0.266666666666667
"89029",5,"Stop1","2300",0.333333333333333
"64038",5,"Stop1","2490",1.13333333333333
"64039",5,"Stop1","2490",0.2
"64038",5,"Stop1","2580",1.13333333333333
"64039",5,"Stop1","2580",0.466666666666667
"64038",5,"Stop1","2610",1.06666666666667
"64039",5,"Stop1","2610",0.333333333333333
"53025",5,"Stop1","2630",0.466666666666667
"53026",5,"Stop1","2630",0.666666666666667
"89019",5,"Stop1","2630",0.0666666666666667
"14098",5,"Stop1","2730",0.0666666666666667
"34034",5,"Stop1","2730",0.933333333333333
"39028",5,"Stop1","2730",0.6
"53025",5,"Stop1","2730",0.266666666666667
"53026",5,"Stop1","2730",0.0666666666666667
"55011",5,"Stop1","2730",0.0666666666666667
"64038",5,"Stop1","2730",1.26666666666667
"64039",5,"Stop1","2730",0.8
"68113",5,"Stop1","2730",0.866666666666667
"68317",5,"Stop1","2730",0.133333333333333
"72034",5,"Stop1","2730",0.0666666666666667
"72035",5,"Stop1","2730",0.4
"72036",5,"Stop1","2730",1.2
"72132",5,"Stop1","2730",0.266666666666667
"89029",5,"Stop1","2730",0.733333333333333
"89078",5,"Stop1","2730",0.266666666666667
"55011",5,"Stop1","2882",0.0666666666666667
"39028",5,"Stop1","2890",0.666666666666667
"72029",5,"Stop1","2890",0.0666666666666667
"14098",5,"Stop1","2920",0.133333333333333
"14098",5,"Stop1","2940",0.466666666666667
"89029",5,"Stop1","2940",0.133333333333333
"89001",5,"Stop1","2971",0.266666666666667
"45101",5,"Stop1","2980",0.133333333333333
"45101",5,"Stop1","3000",0.333333333333333
"53025",5,"Stop1","3000",0.133333333333333
"72029",5,"Stop1","3000",0.0666666666666667
"76306",5,"Stop1","3000",0.0666666666666667
"64038",5,"Stop1","3080",0.466666666666667
"64039",5,"Stop1","3080",0.466666666666667
"14098",5,"Stop1","3091",0.0666666666666667
"34034",5,"Stop1","3091",1
"64038",5,"Stop1","3091",0.733333333333333
"64039",5,"Stop1","3091",0.666666666666667
"72035",5,"Stop1","3091",0.266666666666667
"72036",5,"Stop1","3091",1.2
"89078",5,"Stop1","3091",0.0666666666666667
"14098",5,"Stop1","3100",0.933333333333333
"34034",5,"Stop1","3100",0.133333333333333
"39028",5,"Stop1","3100",0.266666666666667
"53025",5,"Stop1","3100",0.266666666666667
"53026",5,"Stop1","3100",0.2
"64039",5,"Stop1","3100",0.0666666666666667
"68119",5,"Stop1","3100",0.0666666666666667
"68317",5,"Stop1","3100",0.0666666666666667
"72029",5,"Stop1","3100",0.2
"72034",5,"Stop1","3100",0.133333333333333
"72035",5,"Stop1","3100",0.266666666666667
"72036",5,"Stop1","3100",0.533333333333333
"76306",5,"Stop1","3100",0.0666666666666667
"88924",5,"Stop1","3100",0.0666666666666667
"89001",5,"Stop1","3120",0.466666666666667
"89078",5,"Stop1","3120",0.4
"34034",5,"Stop1","3131",0.266666666666667
"53026",5,"Stop1","3131",0.0666666666666667
"68113",5,"Stop1","3131",0.2
"72034",5,"Stop1","3131",0.0666666666666667
"72035",5,"Stop1","3131",0.266666666666667
"72036",5,"Stop1","3131",0.666666666666667
"14098",5,"Stop1","3160",1.26666666666667
"34034",5,"Stop1","3160",1.2
"39028",5,"Stop1","3160",1.13333333333333
"46121",5,"Stop1","3160",1.06666666666667
"53025",5,"Stop1","3160",0.266666666666667
"53026",5,"Stop1","3160",0.0666666666666667
"55011",5,"Stop1","3160",1.13333333333333
"58116",5,"Stop1","3160",0.133333333333333
"59020",5,"Stop1","3160",1.06666666666667
"64038",5,"Stop1","3160",0.933333333333333
"64039",5,"Stop1","3160",1.13333333333333
"68113",5,"Stop1","3160",1.26666666666667
"68119",5,"Stop1","3160",1.33333333333333
"68317",5,"Stop1","3160",1.13333333333333
"72029",5,"Stop1","3160",1.33333333333333
"72034",5,"Stop1","3160",1.33333333333333
"72035",5,"Stop1","3160",1.33333333333333
"72036",5,"Stop1","3160",1.33333333333333
"72132",5,"Stop1","3160",1.13333333333333
"76306",5,"Stop1","3160",0.666666666666667
"88924",5,"Stop1","3160",0.6
"89029",5,"Stop1","3160",1.26666666666667
"72132",5,"Stop1","3250",0.0666666666666667
"14098",5,"Stop1","3280",0.0666666666666667
"64038",5,"Stop1","3310",0.133333333333333
"64039",5,"Stop1","3310",0.0666666666666667
"34034",5,"Stop1","3330",0.0666666666666667
"72029",5,"Stop1","3330",0.0666666666666667
"14098",5,"Stop1","3370",0.333333333333333
"34034",5,"Stop1","3370",0.0666666666666667
"39028",5,"Stop1","3370",0.0666666666666667
"45101",5,"Stop1","3370",0.0666666666666667
"53026",5,"Stop1","3370",0.0666666666666667
"55011",5,"Stop1","3370",0.133333333333333
"59020",5,"Stop1","3370",0.266666666666667
"64038",5,"Stop1","3370",0.0666666666666667
"64039",5,"Stop1","3370",0.333333333333333
"72035",5,"Stop1","3370",0.0666666666666667
"72036",5,"Stop1","3370",0.2
"89001",5,"Stop1","3370",0.0666666666666667
"89029",5,"Stop1","3370",0.0666666666666667
"14098",5,"Stop1","3390",0.266666666666667
"76306",5,"Stop1","3390",0.2
"64038",5,"Stop1","3420",0.133333333333333
"45101",5,"Stop1","3430",0.0666666666666667
"68317",5,"Stop1","3430",0.0666666666666667
"89001",5,"Stop1","3520",0.533333333333333
"89019",5,"Stop1","3520",0.0666666666666667
"45101",5,"Stop1","3570",0.0666666666666667
"14098",5,"Stop1","3600",0.0666666666666667
"55011",5,"Stop1","3600",0.2
"59020",5,"Stop1","3600",0.0666666666666667
"72035",5,"Stop1","3600",0.333333333333333
"72036",5,"Stop1","3600",0.133333333333333
"89029",5,"Stop1","3600",0.133333333333333
"46121",5,"Stop1","3640",0.0666666666666667
"53026",5,"Stop1","3640",0.333333333333333
"68317",5,"Stop1","3640",0.2
"89019",5,"Stop1","3640",0.133333333333333
"45101",5,"Stop1","3670",0.0666666666666667
"64039",5,"Stop1","3670",0.0666666666666667
"58116",5,"Stop1","3680",0.2
"72029",5,"Stop1","3680",0.133333333333333
"72034",5,"Stop1","3680",0.0666666666666667
"72035",5,"Stop1","3680",0.133333333333333
"72132",5,"Stop1","3680",0.0666666666666667
"88924",5,"Stop1","3680",0.133333333333333
"89078",5,"Stop1","3680",0.0666666666666667
"89043",5,"Stop1","3690",0.133333333333333
"72036",5,"Stop1","3730",0.0666666666666667
"89029",5,"Stop1","3732",0.0666666666666667
"14098",5,"Stop1","3750",0.8
"34034",5,"Stop1","3750",0.333333333333333
"39028",5,"Stop1","3750",0.0666666666666667
"55011",5,"Stop1","3750",0.266666666666667
"64038",5,"Stop1","3750",0.2
"64039",5,"Stop1","3750",0.4
"72029",5,"Stop1","3750",0.0666666666666667
"72034",5,"Stop1","3750",0.2
"72035",5,"Stop1","3750",0.333333333333333
"72036",5,"Stop1","3750",0.266666666666667
"89019",5,"Stop1","3790",0.0666666666666667
"34034",5,"Stop1","3870",0.333333333333333
"39028",5,"Stop1","3870",0.333333333333333
"46121",5,"Stop1","3870",0.0666666666666667
"72029",5,"Stop1","3870",0.133333333333333
"72034",5,"Stop1","3870",0.0666666666666667
"72035",5,"Stop1","3870",0.0666666666666667
"72036",5,"Stop1","3870",0.0666666666666667
"88924",5,"Stop1","3870",0.0666666666666667
"45101",5,"Stop1","3880",0.133333333333333
"68119",5,"Stop1","3880",0.133333333333333
"72034",5,"Stop1","3880",0.0666666666666667
"72035",5,"Stop1","3880",0.133333333333333
"72036",5,"Stop1","3880",0.133333333333333
"53025",5,"Stop1","3900",0.0666666666666667
"53026",5,"Stop1","3900",0.333333333333333
"59020",5,"Stop1","3900",0.0666666666666667
"72132",5,"Stop1","3900",0.4
"89001",5,"Stop1","3900",0.2
"34034",5,"Stop1","3930",0.0666666666666667
"53025",5,"Stop1","3930",0.133333333333333
"53026",5,"Stop1","3930",0.0666666666666667
"68113",5,"Stop1","3930",0.0666666666666667
"68119",5,"Stop1","3930",0.0666666666666667
"72034",5,"Stop1","3930",0.0666666666666667
"34034",5,"Stop1","3940",0.133333333333333
"58116",5,"Stop1","3940",0.0666666666666667
"59020",5,"Stop1","3940",0.333333333333333
"68119",5,"Stop1","3940",0.133333333333333
"68317",5,"Stop1","3940",0.0666666666666667
"72034",5,"Stop1","3940",0.0666666666666667
"72035",5,"Stop1","3940",0.4
"72036",5,"Stop1","3940",0.733333333333333
"72132",5,"Stop1","3940",0.133333333333333
"88924",5,"Stop1","3940",0.0666666666666667
"89029",5,"Stop1","3940",0.0666666666666667
"14098",5,"Stop1","3970",0.266666666666667
"89019",5,"Stop1","4010",0.0666666666666667
"45101",5,"Stop1","4020",0.266666666666667
"58116",5,"Stop1","4020",0.0666666666666667
"68119",5,"Stop1","4020",0.0666666666666667
"68317",5,"Stop1","4020",0.0666666666666667
"72029",5,"Stop1","4020",0.8
"72034",5,"Stop1","4020",0.466666666666667
"72035",5,"Stop1","4020",0.0666666666666667
"72132",5,"Stop1","4020",0.133333333333333
"76306",5,"Stop1","4020",0.533333333333333
"53025",5,"Stop1","4021",0.0666666666666667
"53026",5,"Stop1","4021",0.0666666666666667
"89029",5,"Stop1","4021",0.266666666666667
"89043",5,"Stop1","4030",0.133333333333333
"89078",5,"Stop1","4030",0.0666666666666667
"45101",5,"Stop1","4050",0.0666666666666667
"72029",5,"Stop1","4050",0.0666666666666667
"72035",5,"Stop1","4050",0.333333333333333
"72132",5,"Stop1","4050",0.0666666666666667
"88924",5,"Stop1","4050",0.0666666666666667
"34034",5,"Stop1","4060",0.0666666666666667
"39028",5,"Stop1","4060",0.133333333333333
"14098",5,"Stop1","4070",0.666666666666667
"34034",5,"Stop1","4090",0.0666666666666667
"39028",5,"Stop1","4090",0.266666666666667
"46121",5,"Stop1","4090",0.466666666666667
"59020",5,"Stop1","4090",0.4
"72034",5,"Stop1","4090",0.133333333333333
"34034",5,"Stop1","4120",0.133333333333333
"39028",5,"Stop1","4120",0.0666666666666667
"45101",5,"Stop1","4120",0.0666666666666667
"46121",5,"Stop1","4120",0.0666666666666667
"58116",5,"Stop1","4120",0.0666666666666667
"59020",5,"Stop1","4120",0.266666666666667
"64038",5,"Stop1","4120",0.0666666666666667
"68113",5,"Stop1","4120",0.0666666666666667
"68119",5,"Stop1","4120",0.0666666666666667
"72029",5,"Stop1","4120",0.133333333333333
"72034",5,"Stop1","4120",0.0666666666666667
"72036",5,"Stop1","4120",0.133333333333333
"72132",5,"Stop1","4120",0.133333333333333
"76306",5,"Stop1","4120",0.0666666666666667
"14098",5,"Stop1","4130",0.0666666666666667
"53025",5,"Stop1","4130",0.133333333333333
"55011",5,"Stop1","4130",0.266666666666667
"89001",5,"Stop1","4130",0.0666666666666667
"89029",5,"Stop1","4130",0.0666666666666667
"39028",5,"Stop1","4160",0.6
"39028",5,"Stop1","4171",0.0666666666666667
"45101",5,"Stop1","4171",0.2
"72035",5,"Stop1","4171",0.2
"88924",5,"Stop1","4171",0.533333333333333
"14098",5,"Stop1","4180",0.2
"55011",5,"Stop1","4180",0.733333333333333
"89029",5,"Stop1","4180",0.0666666666666667
"34034",5,"Stop1","4200",0.0666666666666667
"45101",5,"Stop1","4200",0.466666666666667
"53025",5,"Stop1","4200",0.666666666666667
"53026",5,"Stop1","4200",0.2
"55011",5,"Stop1","4200",0.8
"68317",5,"Stop1","4200",0.0666666666666667
"89001",5,"Stop1","4200",0.866666666666667
"89029",5,"Stop1","4200",0.866666666666667
"89043",5,"Stop1","4200",0.6
"34034",5,"Stop1","4230",0.266666666666667
"46121",5,"Stop1","4230",0.333333333333333
"59020",5,"Stop1","4230",0.0666666666666667
"76306",5,"Stop1","4230",0.0666666666666667
"88924",5,"Stop1","4230",0.0666666666666667
"39028",5,"Stop1","4280",0.133333333333333
"72029",5,"Stop1","4280",0.0666666666666667
"72034",5,"Stop1","4280",0.0666666666666667
"72035",5,"Stop1","4280",0.0666666666666667
"72132",5,"Stop1","4280",0.0666666666666667
"76306",5,"Stop1","4280",0.0666666666666667
"14098",5,"Stop1","4310",0.333333333333333
"89001",5,"Stop1","4330",0.133333333333333
"89029",5,"Stop1","4330",0.133333333333333
"89043",5,"Stop1","4330",0.0666666666666667
"89078",5,"Stop1","4330",0.2
"34034",5,"Stop1","4440",0.6
"39028",5,"Stop1","4440",0.733333333333333
"45101",5,"Stop1","4440",0.133333333333333
"53026",5,"Stop1","4440",0.133333333333333
"59020",5,"Stop1","4440",0.466666666666667
"64038",5,"Stop1","4440",1
"64039",5,"Stop1","4440",0.733333333333333
"68113",5,"Stop1","4440",0.466666666666667
"68119",5,"Stop1","4440",0.666666666666667
"68317",5,"Stop1","4440",0.4
"72034",5,"Stop1","4440",0.133333333333333
"72035",5,"Stop1","4440",0.266666666666667
"72036",5,"Stop1","4440",0.266666666666667
"72132",5,"Stop1","4440",0.866666666666667
"76306",5,"Stop1","4440",0.333333333333333
"88924",5,"Stop1","4440",0.333333333333333
"89029",5,"Stop1","4440",0.266666666666667
"14098",5,"Stop1","4470",1.2
"55011",5,"Stop1","4470",0.0666666666666667
"64038",5,"Stop1","4470",0.133333333333333
"64039",5,"Stop1","4470",0.8
"89029",5,"Stop1","4470",0.6
"55011",5,"Stop1","4480",0.0666666666666667
"34034",5,"Stop1","4520",0.266666666666667
"39028",5,"Stop1","4520",0.0666666666666667
"45101",5,"Stop1","4520",0.0666666666666667
"46121",5,"Stop1","4520",0.733333333333333
"59020",5,"Stop1","4520",0.133333333333333
"68119",5,"Stop1","4520",0.933333333333333
"68317",5,"Stop1","4520",0.133333333333333
"72029",5,"Stop1","4520",0.666666666666667
"72035",5,"Stop1","4520",0.266666666666667
"72036",5,"Stop1","4520",0.133333333333333
"76306",5,"Stop1","4520",0.6
"88924",5,"Stop1","4520",0.266666666666667
"14098",5,"Stop1","4540",1.26666666666667
"55011",5,"Stop1","4540",0.733333333333333
"34034",5,"Stop1","4560",0.8
"39028",5,"Stop1","4560",0.133333333333333
"58116",5,"Stop1","4560",0.8
"59020",5,"Stop1","4560",0.0666666666666667
"68113",5,"Stop1","4560",0.866666666666667
"68119",5,"Stop1","4560",0.933333333333333
"68317",5,"Stop1","4560",0.666666666666667
"72029",5,"Stop1","4560",1.33333333333333
"72034",5,"Stop1","4560",1.13333333333333
"72035",5,"Stop1","4560",1.26666666666667
"72036",5,"Stop1","4560",1.26666666666667
"72132",5,"Stop1","4560",1.33333333333333
"76306",5,"Stop1","4560",1.13333333333333
"88924",5,"Stop1","4560",1.06666666666667
"64039",5,"Stop1","4570",1
"89029",5,"Stop1","4570",0.866666666666667
"14098",5,"Stop1","4580",0.866666666666667
"45101",5,"Stop1","4590",0.333333333333333
"89019",5,"Stop1","4590",1
"89043",5,"Stop1","4590",0.933333333333333
"34034",5,"Stop1","4610",0.933333333333333
"39028",5,"Stop1","4610",0.4
"45101",5,"Stop1","4610",0.133333333333333
"46121",5,"Stop1","4610",0.0666666666666667
"58116",5,"Stop1","4610",0.266666666666667
"59020",5,"Stop1","4610",0.0666666666666667
"68119",5,"Stop1","4610",0.266666666666667
"68317",5,"Stop1","4610",0.4
"72029",5,"Stop1","4610",0.2
"72034",5,"Stop1","4610",0.2
"72035",5,"Stop1","4610",0.2
"72036",5,"Stop1","4610",0.4
"72132",5,"Stop1","4610",0.6
"88924",5,"Stop1","4610",0.266666666666667
"14098",5,"Stop1","4620",0.666666666666667
"53025",5,"Stop1","4620",0.6
"53026",5,"Stop1","4620",0.4
"89029",5,"Stop1","4620",1.26666666666667
"45101",5,"Stop1","4630",0.133333333333333
"14098",5,"Stop1","4641",0.8
"89001",5,"Stop1","4641",1.2
"89029",5,"Stop1","4641",0.266666666666667
"89043",5,"Stop1","4641",1.26666666666667
"89078",5,"Stop1","4641",1.2
"39028",5,"Stop1","4650",0.0666666666666667
"72132",5,"Stop1","4650",0.0666666666666667
"88924",5,"Stop1","4650",0.533333333333333
"53025",5,"Stop1","4660",0.2
"53026",5,"Stop1","4660",1.26666666666667
"68119",5,"Stop1","4660",0.466666666666667
"68317",5,"Stop1","4660",0.133333333333333
"72034",5,"Stop1","4660",0.2
"72035",5,"Stop1","4660",0.266666666666667
"72036",5,"Stop1","4660",0.0666666666666667
"88924",5,"Stop1","4660",0.0666666666666667
"89029",5,"Stop1","4660",0.133333333333333
"89078",5,"Stop1","4660",0.866666666666667
"45101",5,"Stop1","4661",1.06666666666667
"58116",5,"Stop1","4661",0.4
"68113",5,"Stop1","4661",0.2
"68119",5,"Stop1","4661",1.2
"68317",5,"Stop1","4661",0.133333333333333
"72132",5,"Stop1","4661",0.0666666666666667
"76306",5,"Stop1","4661",1.06666666666667
"45101",5,"Stop1","4670",0.133333333333333
"53026",5,"Stop1","4670",0.0666666666666667
"58116",5,"Stop1","4670",0.466666666666667
"64039",5,"Stop1","4670",0.333333333333333
"68119",5,"Stop1","4670",0.2
"68317",5,"Stop1","4670",0.0666666666666667
"72029",5,"Stop1","4670",0.4
"72034",5,"Stop1","4670",0.733333333333333
"72035",5,"Stop1","4670",0.466666666666667
"72036",5,"Stop1","4670",0.0666666666666667
"72132",5,"Stop1","4670",1.2
"76306",5,"Stop1","4670",0.2
"88924",5,"Stop1","4670",0.0666666666666667
"53025",5,"Stop1","4680",0.6
"53026",5,"Stop1","4680",0.333333333333333
"89001",5,"Stop1","4680",0.0666666666666667
"89019",5,"Stop1","4680",0.666666666666667
"89029",5,"Stop1","4680",0.333333333333333
"89043",5,"Stop1","4680",0.333333333333333
"89078",5,"Stop1","4680",0.333333333333333
"53025",5,"Stop1","4690",0.933333333333333
"53026",5,"Stop1","4690",1.26666666666667
"89029",5,"Stop1","4690",0.0666666666666667
"55011",5,"Stop1","4691",0.666666666666667
"64038",5,"Stop1","4740",1.26666666666667
"64039",5,"Stop1","4740",1.13333333333333
"72036",5,"Stop1","4740",0.8
"53026",5,"Stop1","4750",0.133333333333333
"55011",5,"Stop1","4750",0.0666666666666667
"14098",5,"Stop1","4760",0.133333333333333
"34034",5,"Stop1","4770",0.666666666666667
"39028",5,"Stop1","4770",0.4
"45101",5,"Stop1","4770",0.2
"46121",5,"Stop1","4770",0.533333333333333
"58116",5,"Stop1","4770",0.0666666666666667
"59020",5,"Stop1","4770",0.4
"68113",5,"Stop1","4770",0.2
"68119",5,"Stop1","4770",0.6
"68317",5,"Stop1","4770",0.266666666666667
"72029",5,"Stop1","4770",1.13333333333333
"72034",5,"Stop1","4770",0.466666666666667
"72035",5,"Stop1","4770",0.533333333333333
"72036",5,"Stop1","4770",0.4
"72132",5,"Stop1","4770",0.0666666666666667
"76306",5,"Stop1","4770",0.733333333333333
"88924",5,"Stop1","4770",0.2
"89001",5,"Stop1","4780",0.533333333333333
"89019",5,"Stop1","4780",0.2
"89043",5,"Stop1","4780",0.0666666666666667
"89078",5,"Stop1","4780",0.133333333333333
"14098",5,"Stop1","4810",0.6
"45101",5,"Stop1","4840",0.0666666666666667
"89019",5,"Stop1","4840",0.0666666666666667
"89043",5,"Stop1","4840",0.266666666666667
"45101",5,"Stop1","4860",0.2
"53025",5,"Stop1","4860",0.133333333333333
"53026",5,"Stop1","4860",0.0666666666666667
"55011",5,"Stop1","4860",0.2
"58116",5,"Stop1","4860",0.0666666666666667
"72029",5,"Stop1","4860",0.4
"72034",5,"Stop1","4860",0.333333333333333
"72035",5,"Stop1","4860",0.133333333333333
"72132",5,"Stop1","4860",0.4
"76306",5,"Stop1","4860",0.2
"89001",5,"Stop1","4860",0.6
"89019",5,"Stop1","4860",0.0666666666666667
"89029",5,"Stop1","4860",0.133333333333333
"89078",5,"Stop1","4860",0.266666666666667
"14098",5,"Stop1","4880",0.466666666666667
"34034",5,"Stop1","4880",0.933333333333333
"39028",5,"Stop1","4880",1.26666666666667
"46121",5,"Stop1","4880",1
"53025",5,"Stop1","4880",0.133333333333333
"53026",5,"Stop1","4880",0.2
"58116",5,"Stop1","4880",0.866666666666667
"59020",5,"Stop1","4880",1.33333333333333
"64038",5,"Stop1","4880",0.0666666666666667
"64039",5,"Stop1","4880",1
"68113",5,"Stop1","4880",1.26666666666667
"68119",5,"Stop1","4880",1.33333333333333
"68317",5,"Stop1","4880",1.13333333333333
"72029",5,"Stop1","4880",1.33333333333333
"72034",5,"Stop1","4880",1.26666666666667
"72035",5,"Stop1","4880",1.33333333333333
"72036",5,"Stop1","4880",1.33333333333333
"72132",5,"Stop1","4880",1.2
"76306",5,"Stop1","4880",1.2
"88924",5,"Stop1","4880",1.13333333333333
"89029",5,"Stop1","4880",0.4
"89078",5,"Stop1","4880",0.333333333333333
"46121",5,"Stop1","4881",0.133333333333333
"59020",5,"Stop1","4881",0.0666666666666667
"89001",5,"Stop1","4882",0.866666666666667
"89001",5,"Stop1","4890",0.2
"46121",5,"Stop1","4900",0.466666666666667
"59020",5,"Stop1","4900",0.0666666666666667
"72036",5,"Stop1","4900",0.333333333333333
"89029",5,"Stop1","4910",0.0666666666666667
"55011",5,"Stop1","4920",0.466666666666667
"14098",5,"Stop1","4930",0.4
"34034",5,"Stop1","4930",0.866666666666667
"39028",5,"Stop1","4930",0.533333333333333
"46121",5,"Stop1","4930",0.0666666666666667
"59020",5,"Stop1","4930",0.733333333333333
"64039",5,"Stop1","4930",0.2
"68113",5,"Stop1","4930",1
"68119",5,"Stop1","4930",0.4
"72029",5,"Stop1","4930",0.266666666666667
"72034",5,"Stop1","4930",0.2
"72035",5,"Stop1","4930",1.06666666666667
"72036",5,"Stop1","4930",1.26666666666667
"72132",5,"Stop1","4930",0.466666666666667
"76306",5,"Stop1","4930",0.4
"88924",5,"Stop1","4930",0.133333333333333
"89001",5,"Stop1","4930",0.0666666666666667
"89078",5,"Stop1","4930",0.133333333333333
"34034",5,"Stop1","4940",0.0666666666666667
"64038",5,"Stop1","4940",0.333333333333333
"64039",5,"Stop1","4940",1
"68113",5,"Stop1","4940",0.933333333333333
