"datasetID","site","nt"
127,"d127_USA_Atlantic_33_32.78_-78.64",5
127,"d127_USA_Atlantic_34_32.58_-79.14",1
127,"d127_USA_Atlantic_41_32.34_-79.21",1
127,"d127_USA_Atlantic_43_32.41_-78.99",1
127,"d127_USA_Atlantic_17_32.5_-79.7",2
127,"d127_USA_Atlantic_23_33.29_-78.45",1
127,"d127_USA_Atlantic_26_33.47_-78.24",1
127,"d127_USA_Atlantic_26_33.48_-78.24",1
127,"d127_USA_Atlantic_27_31.68_-80.32",2
127,"d127_USA_Atlantic_27_32.23_-79.69",1
127,"d127_USA_Atlantic_27_32.23_-79.7",1
127,"d127_USA_Atlantic_33_32.58_-79.15",4
127,"d127_USA_Atlantic_33_32.8_-78.63",1
127,"d127_USA_Atlantic_42_32.33_-79.21",6
127,"d127_USA_Atlantic_42_32.34_-79.21",2
127,"d127_USA_Atlantic_43_32.33_-79.21",1
127,"d127_USA_Atlantic_49_32.51_-78.82",1
127,"d127_USA_Atlantic_20_33.8_-77.64",1
127,"d127_USA_Atlantic_22_33.79_-77.62",1
127,"d127_USA_Atlantic_23_33.28_-78.45",1
127,"d127_USA_Atlantic_24_33.27_-78.44",2
127,"d127_USA_Atlantic_24_33.28_-78.43",2
127,"d127_USA_Atlantic_24_33.28_-78.44",2
127,"d127_USA_Atlantic_24_34.32_-76.87",2
127,"d127_USA_Atlantic_24_34.32_-76.88",2
127,"d127_USA_Atlantic_25_33.27_-78.45",1
127,"d127_USA_Atlantic_29_32.22_-79.7",1
127,"d127_USA_Atlantic_29_32.23_-79.69",3
127,"d127_USA_Atlantic_29_32.23_-79.7",3
127,"d127_USA_Atlantic_29_32.24_-79.69",1
127,"d127_USA_Atlantic_33_32.79_-78.63",1
127,"d127_USA_Atlantic_40_32.34_-79.21",1
127,"d127_USA_Atlantic_42_32.33_-79.2",3
127,"d127_USA_Atlantic_44_32.42_-78.97",1
127,"d127_USA_Atlantic_44_32.43_-78.95",1
127,"d127_USA_Atlantic_44_32.43_-78.96",1
127,"d127_USA_Atlantic_46_32.42_-78.97",3
127,"d127_USA_Atlantic_46_32.43_-78.96",4
127,"d127_USA_Atlantic_46_32.44_-78.95",5
127,"d127_USA_Atlantic_46_32.84_-78.26",5
127,"d127_USA_Atlantic_48_32.34_-79.04",4
127,"d127_USA_Atlantic_48_32.35_-79.04",4
127,"d127_USA_Atlantic_48_32.42_-78.97",1
127,"d127_USA_Atlantic_48_32.43_-78.95",2
127,"d127_USA_Atlantic_48_32.83_-78.26",1
127,"d127_USA_Atlantic_48_32.84_-78.27",1
127,"d127_USA_Atlantic_48_32.85_-78.26",3
127,"d127_USA_Atlantic_49_32.34_-79.04",4
127,"d127_USA_Atlantic_49_32.35_-79.04",5
127,"d127_USA_Atlantic_49_32.44_-78.94",2
127,"d127_USA_Atlantic_49_32.44_-78.95",4
127,"d127_USA_Atlantic_49_32.45_-78.94",5
127,"d127_USA_Atlantic_49_32.84_-78.26",3
127,"d127_USA_Atlantic_51_32.34_-79.04",3
127,"d127_USA_Atlantic_51_32.35_-79.04",5
127,"d127_USA_Atlantic_51_32.83_-78.26",1
127,"d127_USA_Atlantic_71_32.08_-79.24",1
127,"d127_USA_Atlantic_71_32.09_-79.23",1
127,"d127_USA_Atlantic_73_32.07_-79.24",1
127,"d127_USA_Atlantic_15_32.5_-79.7",2
127,"d127_USA_Atlantic_16_32.5_-79.69",1
127,"d127_USA_Atlantic_16_34.38_-76.55",1
127,"d127_USA_Atlantic_16_34.38_-76.57",1
127,"d127_USA_Atlantic_22_33.47_-78.25",2
127,"d127_USA_Atlantic_24_32.28_-79.71",2
127,"d127_USA_Atlantic_24_32.28_-79.72",2
127,"d127_USA_Atlantic_24_33.26_-78.43",1
127,"d127_USA_Atlantic_24_34.3_-76.88",1
127,"d127_USA_Atlantic_24_34.31_-76.88",2
127,"d127_USA_Atlantic_25_32.28_-79.71",1
127,"d127_USA_Atlantic_25_32.28_-79.72",1
127,"d127_USA_Atlantic_26_32.24_-79.71",2
127,"d127_USA_Atlantic_26_32.25_-79.7",3
127,"d127_USA_Atlantic_26_33.26_-78.44",1
127,"d127_USA_Atlantic_26_33.27_-78.43",3
127,"d127_USA_Atlantic_27_32.24_-79.71",4
127,"d127_USA_Atlantic_31_32.78_-78.78",1
127,"d127_USA_Atlantic_31_32.79_-78.64",1
127,"d127_USA_Atlantic_31_32.79_-78.78",1
127,"d127_USA_Atlantic_33_32.58_-79.14",1
127,"d127_USA_Atlantic_33_32.58_-79.16",1
127,"d127_USA_Atlantic_35_32.58_-79.15",2
127,"d127_USA_Atlantic_35_32.78_-78.64",2
127,"d127_USA_Atlantic_40_32.33_-79.21",3
127,"d127_USA_Atlantic_46_32.44_-78.94",3
127,"d127_USA_Atlantic_46_32.83_-78.27",1
127,"d127_USA_Atlantic_48_32.44_-78.94",4
127,"d127_USA_Atlantic_48_32.44_-78.95",3
127,"d127_USA_Atlantic_48_32.45_-78.93",3
127,"d127_USA_Atlantic_48_32.45_-78.94",1
127,"d127_USA_Atlantic_48_32.48_-78.83",3
127,"d127_USA_Atlantic_48_32.84_-78.26",3
127,"d127_USA_Atlantic_48_32.85_-78.25",4
127,"d127_USA_Atlantic_48_32.86_-78.25",3
127,"d127_USA_Atlantic_49_32.25_-79.17",3
127,"d127_USA_Atlantic_49_32.26_-79.16",4
127,"d127_USA_Atlantic_49_32.26_-79.17",4
127,"d127_USA_Atlantic_49_32.27_-79.16",4
127,"d127_USA_Atlantic_49_32.28_-79.15",4
127,"d127_USA_Atlantic_49_32.85_-78.25",5
127,"d127_USA_Atlantic_49_32.86_-78.25",2
127,"d127_USA_Atlantic_51_32.48_-78.82",2
127,"d127_USA_Atlantic_51_32.48_-78.83",3
127,"d127_USA_Atlantic_55_32.34_-79.03",2
127,"d127_USA_Atlantic_57_32.35_-79.02",2
127,"d127_USA_Atlantic_57_32.35_-79.03",1
127,"d127_USA_Atlantic_59_32.36_-79.02",1
127,"d127_USA_Atlantic_24_33.27_-78.43",2
127,"d127_USA_Atlantic_24_33.47_-78.25",1
127,"d127_USA_Atlantic_24_34.31_-76.89",1
127,"d127_USA_Atlantic_29_32.24_-79.71",1
127,"d127_USA_Atlantic_31_32.78_-78.65",3
127,"d127_USA_Atlantic_40_32.33_-79.2",1
127,"d127_USA_Atlantic_45_32.43_-78.95",1
127,"d127_USA_Atlantic_45_32.43_-78.96",2
127,"d127_USA_Atlantic_46_32.34_-79.05",1
127,"d127_USA_Atlantic_46_32.35_-79.04",4
127,"d127_USA_Atlantic_46_32.43_-78.95",3
127,"d127_USA_Atlantic_46_32.45_-78.94",2
127,"d127_USA_Atlantic_46_32.85_-78.25",3
127,"d127_USA_Atlantic_47_32.48_-78.81",1
127,"d127_USA_Atlantic_48_32.26_-79.16",1
127,"d127_USA_Atlantic_48_32.26_-79.17",2
127,"d127_USA_Atlantic_48_32.48_-78.82",4
127,"d127_USA_Atlantic_49_32.43_-78.95",3
127,"d127_USA_Atlantic_49_32.43_-78.96",2
127,"d127_USA_Atlantic_50_32.48_-78.82",2
127,"d127_USA_Atlantic_51_32.27_-79.16",2
127,"d127_USA_Atlantic_51_32.28_-79.15",3
127,"d127_USA_Atlantic_26_33.28_-78.43",2
127,"d127_USA_Atlantic_31_30.88_-80.61",1
127,"d127_USA_Atlantic_31_30.89_-80.61",1
127,"d127_USA_Atlantic_31_30.89_-80.6",1
127,"d127_USA_Atlantic_31_32.77_-78.63",1
127,"d127_USA_Atlantic_33_30.89_-80.6",1
127,"d127_USA_Atlantic_33_32.78_-78.65",1
127,"d127_USA_Atlantic_46_31.14_-79.91",1
127,"d127_USA_Atlantic_46_32.45_-78.93",3
127,"d127_USA_Atlantic_46_32.84_-78.27",2
127,"d127_USA_Atlantic_46_32.85_-78.26",3
127,"d127_USA_Atlantic_46_32.86_-78.25",2
127,"d127_USA_Atlantic_48_31.13_-79.91",1
127,"d127_USA_Atlantic_48_31.14_-79.91",1
127,"d127_USA_Atlantic_49_31.15_-79.91",1
127,"d127_USA_Atlantic_49_32.48_-78.82",2
127,"d127_USA_Atlantic_51_32.26_-79.17",2
127,"d127_USA_Atlantic_51_32.44_-78.94",2
127,"d127_USA_Atlantic_51_32.45_-78.94",2
127,"d127_USA_Atlantic_51_32.48_-78.81",1
127,"d127_USA_Atlantic_55_32.35_-79.02",3
127,"d127_USA_Atlantic_55_32.35_-79.03",3
127,"d127_USA_Atlantic_55_32.36_-79.02",2
127,"d127_USA_Atlantic_26_32.24_-79.7",1
127,"d127_USA_Atlantic_27_31.68_-80.34",1
127,"d127_USA_Atlantic_27_32.24_-79.7",3
127,"d127_USA_Atlantic_31_32.77_-78.65",1
127,"d127_USA_Atlantic_46_32.27_-79.16",1
127,"d127_USA_Atlantic_46_32.42_-78.96",2
127,"d127_USA_Atlantic_46_32.48_-78.82",1
127,"d127_USA_Atlantic_48_32.01_-79.44",1
127,"d127_USA_Atlantic_48_32.01_-79.45",1
127,"d127_USA_Atlantic_48_32.02_-79.44",1
127,"d127_USA_Atlantic_48_32.27_-79.16",2
127,"d127_USA_Atlantic_48_32.28_-79.15",1
127,"d127_USA_Atlantic_48_32.33_-79.05",1
127,"d127_USA_Atlantic_48_32.34_-79.05",1
127,"d127_USA_Atlantic_48_32.48_-78.81",1
127,"d127_USA_Atlantic_48_32.86_-78.24",1
127,"d127_USA_Atlantic_49_32.02_-79.44",1
127,"d127_USA_Atlantic_49_32.03_-79.43",1
127,"d127_USA_Atlantic_49_32.45_-78.93",1
127,"d127_USA_Atlantic_49_32.49_-78.81",2
127,"d127_USA_Atlantic_51_30.43_-80.21",1
127,"d127_USA_Atlantic_51_32.26_-79.16",2
127,"d127_USA_Atlantic_51_32.44_-78.95",1
127,"d127_USA_Atlantic_53_30.43_-80.21",1
127,"d127_USA_Atlantic_55_30.42_-80.21",1
127,"d127_USA_Atlantic_55_32.35_-79.04",1
127,"d127_USA_Atlantic_57_30.43_-80.2",1
127,"d127_USA_Atlantic_59_31.53_-79.73",1
127,"d127_USA_Atlantic_62_31.53_-79.73",1
127,"d127_USA_Atlantic_18_32.48_-79.71",1
127,"d127_USA_Atlantic_19_32.5_-79.7",1
127,"d127_USA_Atlantic_24_32.27_-79.72",2
127,"d127_USA_Atlantic_24_32.53_-79.35",1
127,"d127_USA_Atlantic_24_33.29_-78.44",1
127,"d127_USA_Atlantic_24_33.47_-78.24",2
127,"d127_USA_Atlantic_26_33.26_-78.41",1
127,"d127_USA_Atlantic_26_33.27_-78.44",1
127,"d127_USA_Atlantic_26_33.27_-78.45",1
127,"d127_USA_Atlantic_26_33.28_-78.41",1
127,"d127_USA_Atlantic_26_33.28_-78.44",1
127,"d127_USA_Atlantic_26_33.28_-78.47",2
127,"d127_USA_Atlantic_26_33.29_-78.43",1
127,"d127_USA_Atlantic_26_33.29_-78.45",1
127,"d127_USA_Atlantic_26_33.48_-78.25",1
127,"d127_USA_Atlantic_27_32.24_-79.69",2
127,"d127_USA_Atlantic_27_32.25_-79.69",1
127,"d127_USA_Atlantic_27_33.27_-78.42",2
127,"d127_USA_Atlantic_27_33.27_-78.43",1
127,"d127_USA_Atlantic_27_33.27_-78.45",2
127,"d127_USA_Atlantic_28_31.68_-80.34",1
127,"d127_USA_Atlantic_28_32.25_-79.71",1
127,"d127_USA_Atlantic_28_32.26_-79.69",1
127,"d127_USA_Atlantic_29_31.68_-80.32",1
127,"d127_USA_Atlantic_29_31.68_-80.33",1
127,"d127_USA_Atlantic_29_32.24_-79.7",2
127,"d127_USA_Atlantic_29_32.25_-79.69",2
127,"d127_USA_Atlantic_29_32.25_-79.7",2
127,"d127_USA_Atlantic_31_31.73_-80.21",1
127,"d127_USA_Atlantic_31_32.23_-79.69",1
127,"d127_USA_Atlantic_33_31.73_-80.21",1
127,"d127_USA_Atlantic_35_32.59_-79.16",1
127,"d127_USA_Atlantic_46_32.4_-78.99",1
127,"d127_USA_Atlantic_46_32.41_-78.98",2
127,"d127_USA_Atlantic_46_32.41_-78.99",1
127,"d127_USA_Atlantic_46_32.43_-78.98",2
127,"d127_USA_Atlantic_46_32.88_-78.26",1
127,"d127_USA_Atlantic_50_32.34_-79.04",1
127,"d127_USA_Atlantic_51_32.25_-79.17",1
127,"d127_USA_Atlantic_53_32.25_-79.18",1
127,"d127_USA_Atlantic_57_32.34_-79.04",1
127,"d127_USA_Atlantic_59_32.35_-79.03",1
127,"d127_USA_Atlantic_16_32.51_-79.69",1
127,"d127_USA_Atlantic_20_32.48_-79.68",1
127,"d127_USA_Atlantic_20_32.5_-79.69",1
127,"d127_USA_Atlantic_21_32.53_-79.56",1
127,"d127_USA_Atlantic_25_32.27_-79.72",1
127,"d127_USA_Atlantic_27_33.27_-78.44",1
127,"d127_USA_Atlantic_27_33.28_-78.41",1
127,"d127_USA_Atlantic_27_33.28_-78.44",1
127,"d127_USA_Atlantic_27_33.28_-78.45",1
127,"d127_USA_Atlantic_27_33.29_-78.43",1
127,"d127_USA_Atlantic_29_32.25_-79.67",1
127,"d127_USA_Atlantic_34_32.77_-78.98",1
127,"d127_USA_Atlantic_34_32.79_-78.78",1
127,"d127_USA_Atlantic_35_32.78_-78.66",1
127,"d127_USA_Atlantic_37_32.78_-78.63",1
127,"d127_USA_Atlantic_39_32.33_-79.21",1
127,"d127_USA_Atlantic_44_32.4_-78.99",1
127,"d127_USA_Atlantic_44_32.88_-78.26",1
127,"d127_USA_Atlantic_46_32.68_-78.56",1
127,"d127_USA_Atlantic_49_32.48_-78.89",1
127,"d127_USA_Atlantic_50_32.45_-78.94",1
127,"d127_USA_Atlantic_54_32.49_-78.81",1
127,"d127_USA_Atlantic_23_33.48_-78.25",1
127,"d127_USA_Atlantic_33_32.79_-78.64",2
127,"d127_USA_Atlantic_21_33.81_-77.64",1
127,"d127_USA_Atlantic_46_32.34_-79.04",1
127,"d127_USA_Atlantic_49_32.84_-78.25",1
127,"d127_USA_Atlantic_71_32.07_-79.24",1
127,"d127_USA_Atlantic_73_32.08_-79.23",1
127,"d127_USA_Atlantic_47_32.45_-78.94",1
127,"d127_USA_Atlantic_26_31.68_-80.33",1
127,"d127_USA_Atlantic_26_33.27_-78.42",1
127,"d127_USA_Atlantic_31_32.77_-78.64",1
127,"d127_USA_Atlantic_47_32.43_-78.96",1
127,"d127_USA_Atlantic_47_32.48_-78.82",1
127,"d127_USA_Atlantic_48_32.43_-78.96",3
127,"d127_USA_Atlantic_46_32.84_-78.28",1
127,"d127_USA_Atlantic_47_31.14_-79.91",1
127,"d127_USA_Atlantic_49_32.48_-78.83",1
127,"d127_USA_Atlantic_33_32.77_-78.65",2
127,"d127_USA_Atlantic_48_32.35_-79.05",1
127,"d127_USA_Atlantic_49_32.49_-78.82",1
127,"d127_USA_Atlantic_57_32.36_-79.04",1
127,"d127_USA_Atlantic_60_31.54_-79.73",1
127,"d127_USA_Atlantic_18_32.49_-79.68",1
127,"d127_USA_Atlantic_18_32.5_-79.69",1
127,"d127_USA_Atlantic_26_33.49_-78.25",1
127,"d127_USA_Atlantic_18_32.5_-79.7",2
127,"d127_USA_Atlantic_29_32.25_-79.71",1
127,"d127_USA_Atlantic_29_33.85_-77.28",1
127,"d127_USA_Atlantic_32_32.75_-78.61",1
127,"d127_USA_Atlantic_33_32.76_-78.62",1
127,"d127_USA_Atlantic_36_32.8_-78.6",1
127,"d127_USA_Atlantic_54_32.27_-79.16",1
127,"d127_USA_Atlantic_23_33.47_-78.25",1
127,"d127_USA_Atlantic_23_33.3_-78.44",1
127,"d127_USA_Atlantic_71_32.08_-79.23",1
127,"d127_USA_Atlantic_51_32.84_-78.26",2
127,"d127_USA_Atlantic_49_32.01_-79.45",1
127,"d127_USA_Atlantic_53_32.44_-78.94",1
127,"d127_USA_Atlantic_53_32.44_-78.95",1
127,"d127_USA_Atlantic_53_32.48_-78.82",1
127,"d127_USA_Atlantic_17_32.5_-79.69",1
127,"d127_USA_Atlantic_26_32.28_-79.72",1
127,"d127_USA_Atlantic_26_33.3_-78.44",1
127,"d127_USA_Atlantic_50_32.43_-78.96",1
127,"d127_USA_Atlantic_65_32.58_-78.57",1
127,"d127_USA_Atlantic_49_32.51_-78.83",1
127,"d127_USA_Atlantic_20_34.38_-76.57",1
127,"d127_USA_Atlantic_47_32.44_-78.94",1
127,"d127_USA_Atlantic_53_32.35_-79.04",1
127,"d127_USA_Atlantic_49_31.14_-79.91",1
127,"d127_USA_Atlantic_49_30.44_-80.2",1
127,"d127_USA_Atlantic_49_32.02_-79.43",1
127,"d127_USA_Atlantic_26_33.29_-78.44",1
127,"d127_USA_Atlantic_53_32.27_-79.15",1
127,"d127_USA_Atlantic_47_32.43_-78.95",1
127,"d127_USA_Atlantic_47_32.44_-78.95",1
127,"d127_USA_Atlantic_51_32.43_-78.95",1
127,"d127_USA_Atlantic_53_30.43_-80.2",1
127,"d127_USA_Atlantic_57_31.53_-79.73",1
127,"d127_USA_Atlantic_27_32.96_-78.75",1
127,"d127_USA_Atlantic_50_32.02_-79.44",1
127,"d127_USA_Atlantic_33_32.78_-78.63",1
127,"d127_USA_Atlantic_57_32.34_-79.03",1
127,"d127_USA_Atlantic_49_32.27_-79.15",1
127,"d127_USA_Atlantic_49_32.48_-78.81",1
127,"d127_USA_Atlantic_51_32.45_-78.93",1
127,"d127_USA_Atlantic_31_32.24_-79.7",1
127,"d127_USA_Atlantic_44_31.14_-79.91",1
127,"d127_USA_Atlantic_51_30.44_-80.2",1
127,"d127_USA_Atlantic_39_32.76_-78.53",1
127,"d127_USA_Atlantic_31_33.27_-77.83",1
127,"d127_USA_Atlantic_62_31.54_-79.73",1
127,"d127_USA_Atlantic_34_32.58_-79.15",1
127,"d127_USA_Atlantic_45_32.44_-78.95",1
127,"d127_USA_Atlantic_28_32.25_-79.67",1
127,"d127_USA_Atlantic_57_32.36_-79.02",1
127,"d127_USA_Atlantic_48_32.75_-78.46",1
127,"d127_USA_Atlantic_47_32.49_-78.81",1
127,"d127_USA_Atlantic_24_33.48_-78.24",1
127,"d127_USA_Atlantic_49_32.71_-78.53",1
127,"d127_USA_Atlantic_42_32.33_-79.22",1
133,"d133_SthAtlantic_Brazil_12_-24.1_-46.2333",1
133,"d133_SthAtlantic_Brazil_12_-24.3_-46.1",1
133,"d133_SthAtlantic_Brazil_12_-24.55_-45.95",1
133,"d133_SthAtlantic_Brazil_12_-24.95_-45.7",1
133,"d133_SthAtlantic_Brazil_30_-24.55_-45.45",1
133,"d133_SthAtlantic_Brazil_30_-24.8333_-45.2",1
133,"d133_SthAtlantic_Brazil_30_-25.0333_-44.7",1
133,"d133_SthAtlantic_Brazil_30_-25.15_-44.9166",1
133,"d133_SthAtlantic_Brazil_48_-25.4333_-45.4166",1
133,"d133_SthAtlantic_Brazil__-24.1966_-45.6416",1
133,"d133_SthAtlantic_Brazil__-25.025_-47.9166",1
133,"d133_SthAtlantic_Brazil__-25.25_-47.9166",1
133,"d133_SthAtlantic_Brazil_10_-24.7466_-45.9833",1
133,"d133_SthAtlantic_Brazil_12_-32.3916_-52.055",1
133,"d133_SthAtlantic_Brazil_125_-27.1566_-47.275",1
133,"d133_SthAtlantic_Brazil_17.5_-25.1333_-47.85",1
133,"d133_SthAtlantic_Brazil_22_-32.6_-51.975",1
133,"d133_SthAtlantic_Brazil_30_-25.25_-46.3",1
133,"d133_SthAtlantic_Brazil_72.5_-25.25_-46.3",1
133,"d133_SthAtlantic_Brazil_78.5_-25.7583_-46.615",1
133,"d133_SthAtlantic_Brazil_10_-24.1666_-43.05",1
133,"d133_SthAtlantic_Brazil_10_-24.3666_-43.0666",1
133,"d133_SthAtlantic_Brazil_10_-24.4833_-45.8033",1
133,"d133_SthAtlantic_Brazil_10_-24.85_-42.9833",1
133,"d133_SthAtlantic_Brazil_10_-25.3166_-45.35",1
133,"d133_SthAtlantic_Brazil_10_-25.65_-42.8666",1
133,"d133_SthAtlantic_Brazil_10_-25.8_-44.5166",1
133,"d133_SthAtlantic_Brazil_10_-26.6666_-43.9833",1
133,"d133_SthAtlantic_Brazil_10_-26.75_-43.35",1
133,"d133_SthAtlantic_Brazil_10_-26.8_-43.3166",1
133,"d133_SthAtlantic_Brazil_25_-34.7_-46.75",1
133,"d133_SthAtlantic_Brazil_5.5_-23.975_-45.5",1
133,"d133_SthAtlantic_Brazil_5_-27.25_-43.85",1
133,"d133_SthAtlantic_Brazil_50_-30.9166_-47.4166",1
133,"d133_SthAtlantic_Brazil_50_-31.5166_-45.75",1
133,"d133_SthAtlantic_Brazil_50_-31.5166_-46.55",1
133,"d133_SthAtlantic_Brazil_50_-32.4_-44.9",1
133,"d133_SthAtlantic_Brazil_50_-32.5_-51.3833",1
133,"d133_SthAtlantic_Brazil__-1.5_-34.2666",1
133,"d133_SthAtlantic_Brazil__-11.4_-33.3166",1
133,"d133_SthAtlantic_Brazil__-25.0583_-47.9",1
133,"d133_SthAtlantic_Brazil__-25.5833_-47.9",1
133,"d133_SthAtlantic_Brazil_10_-20.4666_-30.75",1
133,"d133_SthAtlantic_Brazil_11.18_1.125_-48.3133",1
133,"d133_SthAtlantic_Brazil_12_-25.8216_-48.08",1
133,"d133_SthAtlantic_Brazil_13.8_2.7666_-49.5833",1
133,"d133_SthAtlantic_Brazil_14.6_-0.168_-47.15",1
133,"d133_SthAtlantic_Brazil_16_-25.0583_-47.9",1
133,"d133_SthAtlantic_Brazil_18.4_-30.0811_-50.0471",1
133,"d133_SthAtlantic_Brazil_183_-22_-37.6",1
133,"d133_SthAtlantic_Brazil_183_-24.2333_-43.3333",1
133,"d133_SthAtlantic_Brazil_183_-24.9833_-43.2016",1
133,"d133_SthAtlantic_Brazil_183_-25_-44.25",1
133,"d133_SthAtlantic_Brazil_191.5_-19.2666_-29.8166",1
133,"d133_SthAtlantic_Brazil_20_-26.7383_-48.5216",1
133,"d133_SthAtlantic_Brazil_30.5_-25.53_-46.65",1
133,"d133_SthAtlantic_Brazil_36_-25.1666_-47.1883",1
133,"d133_SthAtlantic_Brazil_49_-26.8_-46.9833",1
133,"d133_SthAtlantic_Brazil_70_-22.8833_-41.5666",1
133,"d133_SthAtlantic_Brazil_70_-23.0166_-41.5833",1
133,"d133_SthAtlantic_Brazil_84_-9.4916_-33.595",1
133,"d133_SthAtlantic_Brazil_85_-15.45_-36.0333",1
133,"d133_SthAtlantic_Brazil_85_-3.55_-33.5333",1
133,"d133_SthAtlantic_Brazil_87_-5.4916_-33.715",1
133,"d133_SthAtlantic_Brazil_88_-7.475_-34.2833",1
133,"d133_SthAtlantic_Brazil_90_-17.4333_-35.9166",1
133,"d133_SthAtlantic_Brazil__-32.9166_-46.0333",1
133,"d133_SthAtlantic_Brazil__-33.0333_-48.4666",1
133,"d133_SthAtlantic_Brazil_10_-27.725_-41.9333",1
133,"d133_SthAtlantic_Brazil_15_-25.1316_-47.8066",1
133,"d133_SthAtlantic_Brazil_15_-25.14_-47.7366",2
133,"d133_SthAtlantic_Brazil_15_-26.3166_-47.8066",1
133,"d133_SthAtlantic_Brazil_17_-25.1316_-47.8066",1
133,"d133_SthAtlantic_Brazil_17_-25.14_-47.7366",1
133,"d133_SthAtlantic_Brazil_174_-33.0333_-48.4666",1
133,"d133_SthAtlantic_Brazil_18_-25.1316_-47.8066",1
133,"d133_SthAtlantic_Brazil_18_-25.14_-47.7366",1
133,"d133_SthAtlantic_Brazil_22.5_-25.1583_-47.595",1
133,"d133_SthAtlantic_Brazil_25_-25.1583_-47.595",1
133,"d133_SthAtlantic_Brazil_274_-30.2833_-43.9833",1
133,"d133_SthAtlantic_Brazil_274_-31.05_-45",1
133,"d133_SthAtlantic_Brazil_274_-32.2833_-45.9166",1
133,"d133_SthAtlantic_Brazil_55_-3.8233_-32.4533",1
133,"d133_SthAtlantic_Brazil_75_-33.1833_-50.9833",1
133,"d133_SthAtlantic_Brazil_91_-1.7666_-40.6",1
133,"d133_SthAtlantic_Brazil_91_4.95_-46.925",1
133,"d133_SthAtlantic_Brazil_99_-3.7833_-33.3833",1
133,"d133_SthAtlantic_Brazil__-23.625_-45.28",1
133,"d133_SthAtlantic_Brazil__-23.645_-45.396",1
133,"d133_SthAtlantic_Brazil_10_-23.5316_-45.1",1
133,"d133_SthAtlantic_Brazil_10_-23.59_-45.1566",1
133,"d133_SthAtlantic_Brazil_10_-23.6516_-45.2883",1
133,"d133_SthAtlantic_Brazil_10_-23.8583_-45.48",1
133,"d133_SthAtlantic_Brazil_15_-23.7916_-45.675",1
133,"d133_SthAtlantic_Brazil_20_-23.8783_-45.9666",1
133,"d133_SthAtlantic_Brazil_20_-24.05_-46.1833",1
133,"d133_SthAtlantic_Brazil_25_-23.8916_-45.7316",1
133,"d133_SthAtlantic_Brazil_25_-23.8933_-45.7816",1
133,"d133_SthAtlantic_Brazil__-24.28_-46.0066",1
133,"d133_SthAtlantic_Brazil_20_-24.28_-46.0066",1
133,"d133_SthAtlantic_Brazil_45_-24.28_-46.0066",1
133,"d133_SthAtlantic_Brazil_16.18_-0.0166_-46.618",1
133,"d133_SthAtlantic_Brazil_10_-23.5916_-45.21",1
133,"d133_SthAtlantic_Brazil_17.8_0.9066_-47.3116",1
133,"d133_SthAtlantic_Brazil_45_-24.1966_-45.6416",1
133,"d133_SthAtlantic_Brazil_91_0.4166_-44.3",1
143,"d143_ Chile_Pacific_Concepcion_15.68m^3_40 ",4
143,"d143_ Chile_Pacific_Concepcion_77.18m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_229.96m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_89.37m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_18.82m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_151.89m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_200m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_244.96m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_14.43m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_76.78m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_168.17m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_21.48m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_233.69m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_307.36m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_197.85m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_138.49m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_216.37m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_147.39m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_161.83m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_256.68m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_273.46m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_409.66m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_167.2m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_275.89m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_312.95m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_408.06m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_278.61m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_198.55m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_247.03m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_225.28m^3_40 ",1
143,"d143_ Chile_Pacific_Concepcion_318.94m^3_40 ",1
143,"d143_ Chile_Pacific_Iquique_10m^3_400 ",1
143,"d143_ Chile_Pacific_Tocopilla_10m^3_400 ",1
143,"d143_ Chile_Pacific_Iquique_10m^3_50 ",1
143,"d143_ Chile_Pacific_Tocopilla_10m^3_50 ",1
143,"d143_ Chile_Pacific_Iquique_20m^3_45 ",3
