"stateroute","mat.mean","mdr.mean","tseas.mean","tmax.mean","tmin.mean","tar.mean","twarmq.mean","tcoldq.mean","ap.mean","pmax.mean","pmin.mean","pseas.mean","pwetq.mean","pdryq.mean","sum.NDVI.mean","elev.mean","Longi","Lati","sum.NDVI.var","sum.EVI.var","mat.var","mdr.var","tseas.var","tmax.var","tmin.var","tar.var","twarmq.var","tcoldq.var","ap.var","pmax.var","pmin.var","pseas.var","pwetq.var","pdryq.var","elev.var","regR"
2047,16.80172401,13.37758622,743.6275866,33.12931008,-0.213793108,33.34310315,26.16724159,6.984482732,1437.155172,164.4827586,83.31034483,20,441.5,266.5517241,0.793304276,88.17241379,-87.82,33.13,0.00300759,0.001974362,0.0707353400603686,0.0349824269320345,73.7422308543684,0.0210870803627421,0.173457152357233,0.136828099949817,0.0347218189965387,0.139232855690521,667.839288481467,8.74696269843193,3.14605971770266,0.675516036113314,31.7118056513651,18.4815793222268,664.649629528965,74
2050,18.04230785,12.81923065,689.4865359,33.07884576,1.940384581,31.1384617,26.6153848,8.946153696,1346.865385,162.4423077,64.67307692,21.17307692,416.4615385,256.7692308,0.76203119,74.11538462,-86.71,32.32,0.004022257,0.002130746,0.0565398529553064,0.0323338214907371,44.2491122581342,0.0517114008356688,0.123491541959719,0.0304690669063675,0.0599800174037287,0.0937997906782431,857.60080249865,17.0190605644387,6.68886945374774,0.558750552586878,135.56778022443,72.4272303264658,1006.6747891594,73
2105,15.46166662,13.20166666,752.4583354,31.88166634,-1.725000006,33.60666612,24.81999998,5.391666746,1441.2,164.4166667,79.23333333,18.76666667,429.9166667,278.1,0.79182131,258.2833333,-86.47,34.21,0.003287161,0.003938599,0.0795106704863452,0.0404392891616693,30.2525778907923,0.13380768111042,0.0727508372910494,0.03980354503231,0.0773746524080512,0.096103041706967,460.259952214365,2.55181518383379,6.60957502585361,0.444173289617324,29.0354708440884,30.2241567973758,2996.97339699816,85
6014,11.19090909,16.07272726,695.9327293,29.92363632,-4.89818182,34.82181806,20.469091,2.781818184,552.2909091,89.12727273,11.72727273,49.4,214.1272727,51.49090909,0.445505461,1813.636364,-112.43,34.64,0.009513242,0.001577843,1.8908358338292,0.904639857572575,309.61033114125,3.43374428869922,1.33629436605401,1.99600551459477,2.30957805200321,1.52022497943798,6997.16658710681,107.640754306381,1.62138249956895,8.48064130933413,644.921837790581,49.2765186502219,43882.2319369603,85
6018,21.37272738,15.3927273,764.0854514,40.48000003,4.207272759,36.27272713,31.37090891,11.97818194,153.4909091,25.30909091,1.218181818,50.21818182,59.41818182,8.854545455,0.131184214,446.1636364,-114.21,33.65,0.01164712,0.007552301,0.476824887261275,0.666538106814471,498.096779169485,1.14545317195103,0.426183461361981,2.03893479744547,0.703078193029434,0.221616632328289,1156.02136396876,29.0864743396558,0.154395024774717,4.88656981162367,206.098812359188,4.08007317051659,34881.2435921732,54
6024,23.26140307,15.5912281,733.5631575,41.42631611,6.189473763,35.2368419,32.63157848,14.09999996,88.03508772,14.33333333,0,52.43859649,34.66666667,4.210526316,0.313627827,60.80701754,-114.39,32.83,0.009376428,0.005779745,0.24218969325283,0.592905884586134,261.205937160364,0.3677627204771,0.231449138477055,0.658455933026828,0.24422432457746,0.245256506831834,431.018247948094,13.1627258541695,0.211887085594975,6.93425867236793,78.9609634012643,2.00584562593711,16438.9755883074,51
6025,23.3484843,15.19090902,734.6575734,41.35000009,6.342424299,35.00757605,32.71363663,14.1681819,107.9242424,18.45454545,0.090909091,54.93939394,44.13636364,4.606060606,0.245327353,106.1969697,-113.54,32.92,0.002867579,0.001779177,0.125036754681297,0.126182208475685,167.173118434227,0.133061119062526,0.224573737950196,0.452093004149746,0.0983515319452206,0.148866400394303,250.944418353529,7.14789677018399,0.210024105637113,5.28209495578652,37.4957465235122,1.64111988373776,6776.19084032681,50
6032,15.32499995,16.38166671,633.0266622,32.51833312,-0.879999999,33.39833323,23.51333329,7.38999997,491.3833333,118.2166667,5.366666667,79.56666667,267.8833333,28.66666667,0.37562125,1451.35,-110.79,31.51,0.003475497,0.000721871,1.34408438406417,0.871851302697752,251.412420238577,2.44213425021373,0.326385884610527,1.40274973968139,1.81043717490711,0.97203060960742,3646.04734287652,105.993365059351,2.7596720585049,18.9350213722707,648.297623941651,30.4256021748366,53610.6411328416,108
7004,16.73518534,13.48518513,769.3703704,33.61666609,-1.324074048,34.94074143,26.2888884,6.375926044,1316.388889,132.2407407,82,12.38888889,373.1851852,280.4074074,0.775822244,50.72222222,-92.69,33.59,0.001888286,0.001591681,0.0305480677257174,0.0129875425707656,31.6746785205305,0.0129930198780741,0.116916394623438,0.110300440180719,0.0211579506764416,0.0709977459942373,291.714593760053,5.86610019831023,1.16591288578639,0.715452516400066,18.5708386518172,17.3517577421127,350.927228169541,79
7005,17.15090953,13.17818179,749.6563676,33.79636355,-0.296363642,34.09272752,26.5,7.121818161,1283.181818,124.3090909,83.27272727,12.16363636,359,273.0909091,0.761304001,93.09090909,-93.47,33.37,0.004299407,0.002299498,0.0533790800998264,0.033336936213354,80.146670000058,0.0212626995254285,0.142230293631315,0.103510281886666,0.0465964775820638,0.105642569681493,1311.16636985136,18.9169595374355,8.74327854552885,0.745293859256017,124.712409885151,82.6054055377395,228.619625257249,83
7015,14.7578947,12.97368423,790.1947332,32.37017521,-3.131578947,35.50175416,24.67192981,4.278947358,1204.315789,146.4561404,60.87719298,20.31578947,372.877193,232.8245614,0.846760465,449.1754386,-94.04,34.97,0.002948825,0.001369406,0.158610630935999,0.188922815220083,184.589825326515,0.491478951123697,0.0288675765522949,0.51872733109966,0.273232754849985,0.0767298158144276,19971.5324084296,128.663701092394,111.379171770987,11.269484919554,1495.83449688425,1794.12166843311,11006.2032739269,91
7019,15.3127273,13.12545464,852.4745439,33.92727314,-3.389090932,37.31636387,25.99818181,3.876363659,1215.945455,128.4545455,82.34545455,17.27272727,371.5272727,253.2545455,0.732349357,91.25454545,-91.34,35.91,0.00992906,0.004306455,0.226139388682803,0.354502073594812,29.7874134233717,0.0665261098803734,0.739878588951558,0.516262975318448,0.25564547023288,0.217110504989716,216.722475784807,3.24250863563533,14.2961456227494,0.284951526462308,33.514404795668,23.808724550687,2209.31757074322,83
7020,14.69344256,13.31639349,818.8639346,32.79344259,-4.062295011,36.85573778,24.88524606,3.629508198,1251.360656,141.9672131,66.57377049,19.31147541,385.4754098,265.1311475,0.828096974,312.5737705,-92.71,35.63,0.002489859,0.002531397,0.313363459044885,0.324423713608177,60.0818949091255,0.666113802460024,0.167031873762896,0.511616134110497,0.320866736164476,0.266794286882082,1369.06609413264,9.34264538641864,14.3197917421852,0.316594932679776,125.236946945323,132.099314507843,15985.2151486936,89
7021,14.82105257,13.27192981,828.3122805,32.94035112,-4.035087682,36.97543897,25.13157871,3.622807001,1295.859649,142.5614035,72.63157895,19,398.1403509,272.5087719,0.779800753,239.5438596,-92.19,35.57,0.003351444,0.004656281,0.203610412353067,0.12400218380161,33.0569888742318,0.23750801129327,0.237575146234308,0.225362470986704,0.19266739555241,0.209436875292353,697.216600353388,13.3166791468538,23.961201984114,0.243053923150981,77.3298217469546,21.8818410249246,7463.95678469014,86
7109,16.6137935,11.73620684,807.3637916,33.41379356,-1.049999994,34.46379372,26.61206939,5.681034532,1269.431034,132.8275862,73.84482759,20,396.4310345,250.3965517,0.624194332,63.51724138,-91.7,34.7,0.005941823,0.002869255,0.0516967961593969,0.0188922894540461,108.046664849851,0.0135769568355308,0.248245334315991,0.26916768974313,0.0186311581345867,0.15181559053835,90.4072885035455,1.46422271097646,7.41767768619033,0.611526236857144,17.899725974195,16.2685625024435,61.9829790665312,76
14001,11.78591547,17.01690137,641.2901405,33.18450705,-1.907042248,35.09154913,20.19718315,4.012676041,934.6056338,177.7605634,7,77.43661972,493.4225352,39,0.714063971,522.3661972,-123,41.82,0.010887015,0.003609281,4.25138730565968,1.63742608257158,1752.97745894741,11.5233286230904,2.02685500314458,6.03249867553384,5.89580699692633,2.37907490585879,42842.4893242948,1347.68439751546,2.19215444856283,23.8443673014722,11341.8586364614,69.1875237582059,137276.991846015,100
14014,11.91475412,11.08360655,272.221311,22.04918017,3.408196719,18.64098346,15.48688521,8.629508144,1099.032787,214.1311475,3,85,578.1803279,17.09836066,0.715391395,169,-123.58,38.8,0.010843752,0.005279916,0.334298792815549,1.6967280867613,4209.5579691514,5.73968552945267,0.942453328573589,10.2401601659685,1.37197686981467,0.515940700387109,6269.02709826149,234.620424128855,0.197925856318188,1.79573494454804,1824.93671416292,3.01301266139599,27425.6067002702,87
14018,5.017808222,14.23424658,622.2205426,23.10000002,-8.687671243,31.78767118,13.35753426,-2.171232883,732.4794521,123.1917808,13.57534247,65.42465753,337.5616438,51.02739726,0.487610042,2328.794521,-119.83,38.34,0.021958662,0.004539286,7.01128937273424,0.782979928274537,658.891351176219,11.4431089548003,5.97992555784187,2.80180276153192,8.13662770036015,5.57404802736624,43403.5189832035,1494.06828675089,17.2760335369545,38.5859277021321,11666.4811571588,118.890748018745,209994.389620683,89
14021,16.40447725,14.86567166,638.888057,35.57313429,2.691044765,32.88208942,24.50298509,8.30597005,354.2985075,68.10447761,0.850746269,82.05970149,178.2835821,4.447761194,0.462464777,59.82089552,-120.86,37.59,0.009921175,0.006024731,0.0483818160664442,0.077158713163007,206.219182275265,0.158182829270821,0.0991057870852789,0.309338054338989,0.107841180210786,0.030327419720987,3728.8427007078,103.924270654796,0.189638160797385,2.13153994741229,820.34374887567,1.85306202430768,4238.96338345667,63
14054,16.65079361,14.70317464,682.4587315,35.80158748,2.247619059,33.5539684,25.41904773,8.184126907,510.3174603,98.79365079,0.492063492,83.61904762,269.5079365,5.476190476,0.387606453,300.1111111,-119.3,36.63,0.01284757,0.004648242,3.95271735731754,0.481550322171549,387.034175184421,6.25169118288532,2.18563414807871,1.2098547789257,4.20086255329835,2.21215945094658,37273.4779853158,1340.55325054005,1.14773300245428,0.90767836748115,9777.55125176069,19.6647029081718,221607.229858147,82
14071,13.36615382,11.33846155,331.0538476,24.26461525,4.027692285,20.23692313,17.53846148,9.147692372,995.5230769,213.0307692,1.892307692,90.43076923,545.1230769,12.06153846,0.690251111,126.4615385,-122.86,38.04,0.020930858,0.008275253,0.271415195119357,2.20588534894313,1560.0660390251,2.96730770056266,0.453412153121242,5.12839283159693,0.799717426068638,0.131832059681453,13716.9321407651,458.860558848381,0.224610936664661,3.26148702215923,3346.59452386514,3.45488097266089,10648.6012064808,92
14080,16.11428564,15.17959182,629.4224492,34.61836749,2.097959139,32.52040824,23.99183659,8.195918414,490.9591837,102.7959184,1.591836735,82.7755102,262.7755102,14.04081633,0.556408429,60.57142857,-122.23,39.76,0.016982825,0.008790045,0.753399629995647,0.313549902194724,366.395892667264,0.629072985568045,0.813021241010838,0.659048732012453,0.854046269392739,0.448173908423919,11267.8336805685,327.337652439067,0.38613670944535,4.9850023485703,2584.33090882797,6.19732019152291,29859.4299472889,89
14097,15.50389611,15.1233766,689.8935047,35.89999989,1.268831161,34.63116891,24.54935064,7.233766259,1080.337662,204.3896104,4.935064935,80.09090909,545.8961039,29.64935065,0.479332406,331.1038961,-122.38,40.51,0.01825468,0.005586976,4.76906952795612,0.362186531032636,657.852072872535,4.6301499773626,3.30982068976077,0.343212420720361,6.10250052954394,3.1914285420074,59935.7355142927,1812.731089535,1.44244737245796,6.82239203466321,14934.3716768222,39.2748310184442,95509.0857833934,93
14098,15.62500002,13.91428569,620.5035695,34.05535712,2.303571441,31.75178576,23.64107142,8.010714378,765.8571429,155.6785714,1.196428571,83.28571429,394.9107143,12,0.538698139,286.7857143,-121.03,38.72,0.019132823,0.005392024,0.949163576180332,0.300583136368502,163.90949391808,0.917270453681529,1.16315040665933,0.538720331528308,0.541185182269463,0.590493412453414,73001.6078694139,1908.59450823185,2.29201567095774,5.37794783485282,16427.79712204,35.9663229439927,98198.8958103963,73
14108,12.84262291,14.49016393,337.9180333,25.94426236,2.177049174,23.76721323,17.39508191,9.00819669,620.3606557,120.7540984,1.754098361,89.13114754,334.0491803,6.68852459,0.55838311,477.2622951,-121.69,36.45,0.015210893,0.004534714,1.1844893366345,3.72283705926326,5913.67355217226,7.06632974810791,2.35186716842761,15.1464525582747,1.73417802099214,1.6265725930366,29500.825325444,1122.35249693266,0.228586971989092,4.51911774988179,8111.44793086328,2.70337285158024,119602.837641923,92
14140,14.77540981,15.73606555,571.1885256,32.99016396,0.834426235,32.15573752,22.30819674,7.960655775,450.2786885,85.50819672,0.032786885,87.14754098,248.7213115,4.032786885,0.244145698,602.9836066,-119.72,35.09,0.016267311,0.003166096,2.93760061876249,1.17702490421102,4602.78993522877,7.80279311856235,0.326952688492523,7.36548006333621,5.11710289570196,0.795232735710011,25516.1411458382,938.390812820446,0.153941926545442,14.0776965022879,7725.53731462076,1.32262464611609,106557.293585955,93
14153,15.13906239,14.57968757,622.0749998,33.93437493,1.590624994,32.34375012,23.2156249,7.554687522,805.71875,170.609375,2,84.421875,431.390625,13.984375,0.522742447,372.875,-120.92,38.76,0.020206612,0.005734491,1.99807025967323,0.304784165441015,99.0065595909483,2.3397615388123,1.75308895142357,0.53215786219276,1.47195494578564,1.34316665698615,89090.6816607366,2131.98246512999,4.17367520826373,6.16431226414262,19218.3434311283,62.7345333418386,153905.755521277,78
14155,16.24000015,14.98833338,603.4300008,34.52000046,2.599999948,31.91999982,23.70000025,8.393333054,282.65,55.65,1,80.21666667,143.4333333,5,0.530170305,13.85,-121.15,37.51,0.011324805,0.007650571,0.642177390184811,0.134024153843625,373.424250172002,0.801857757455166,0.180858029591219,0.543692156440527,0.66124266474674,0.108755365076126,9634.06473006835,305.815878951515,0.232362352185879,2.14643690604226,2390.97441480644,3.15729725896202,67573.4019084267,70
14159,16.52941188,14.63333349,645.3980378,35.52548981,2.452941189,33.07254926,24.7607843,8.399999955,616.1372549,127.6078431,1,83.37254902,322.4901961,11.78431373,0.499592859,30.58823529,-121.6,39.49,0.018328968,0.007273902,2.50468975798979,0.238316324140723,226.606657944655,2.65761461070038,1.52663177411647,0.293498096225018,2.76451293456411,1.49501040696189,111753.465609854,4142.75743587389,0.172271355887862,1.00779441495797,29696.7845077349,18.0947909445694,103636.96038911,80
14164,11.89428568,17.08000009,644.6485692,33.29142859,-1.851428573,35.14285728,20.33000006,4.164285742,993.9857143,183.4142857,5.4,78.64285714,514.4714286,34.42857143,0.707759261,692.5,-123.03,40.65,0.008642403,0.003027082,4.75392478652303,0.877642674660403,1848.02890475255,10.5849775824238,2.253668071282,4.00754109637138,6.68974263098115,2.47179564643534,11836.6349760741,314.989939773333,2.23872444689685,9.63279293836555,2721.44010300662,56.3033261062768,127962.873982154,95
14166,8.250000039,15.76486506,689.2459436,28.96891877,-6.867567636,35.83648635,17.27297306,-0.262162169,320.027027,48.89189189,6.445945946,44.82432432,131.2837838,33.13513514,0.530614457,1249.851351,-121.89,41.99,0.014571291,0.008580413,1.07630887454778,0.585206407067954,440.430107419617,2.47782225173743,0.519008902371835,1.37633101112586,1.51016489815596,0.541827673329183,10640.1205828137,373.16674980957,1.84880020284903,36.3734491768666,2894.48877393456,36.9312501404792,33850.0697952144,107
14168,7.274242517,16.48484857,667.9075734,27.93030314,-8.157575759,36.08787878,15.98939394,-0.963636351,402.6363636,64.78787879,8.03030303,50.53030303,176.0151515,39.3030303,0.48840872,1308.666667,-122.01,41.82,0.015915414,0.006163055,2.4099586574076,0.778627227119863,589.648510690574,5.25588007519018,1.48563398826114,2.08765810695535,3.08046553044985,1.51710613913353,12686.1833112593,348.698779147854,2.11854796471836,32.7671004075989,3027.79465230296,44.7081567804658,90371.1080848691,102
14186,13.76666669,14.54705882,396.8372539,27.8254902,2.617647026,25.20784314,18.672549,8.707843135,942.4705882,207.0588235,1.647058824,90.80392157,525.7843137,11.15686275,0.534349013,70.01960784,-122.71,38.54,0.012473151,0.005038413,0.681652940612537,1.09846428141874,6409.66750791331,6.94068473392682,0.975432873275568,11.2572140642319,2.26926782582892,0.782623036126035,20944.8635540719,761.365565377316,0.259830622010668,1.73202386641293,5415.81104808113,3.94002704038683,51099.3292820615,88
14188,9.450000075,14.34615397,620.5730743,27.86346164,-3.823076907,31.68653822,17.74615385,2.290384616,1252.384615,224.7307692,7.846153846,77.17307692,616.8653846,38.03846154,0.629225781,1549.5,-120.44,38.76,0.012857327,0.004766779,13.3125981438232,0.412440724246403,101.013594640798,17.0401007861541,12.7354480996347,0.947016857495631,13.9092673982414,12.1602522272382,23832.6641418221,663.679764039963,11.1282582786521,13.401877857719,5623.90034972519,181.72822169089,366120.388505068,93
14189,14.78392855,14.24107153,441.932142,29.55714284,2.857142866,26.70000005,20.43928576,9.225000024,590.6785714,124.0178571,1.410714286,89.33928571,317.75,6.142857143,0.486143313,202.0714286,-121.67,37.25,0.019374628,0.006958242,0.396339022205372,1.12409586855811,7036.6909855603,6.89293969782486,0.773452728887876,11.4173912124134,1.74517304128687,0.802641755183659,18269.9767545924,838.628834643057,0.212776253810332,7.24692628104842,5569.00687180253,3.03372588311095,80550.3561748692,86
17004,8.323333343,15.74999994,813.2666677,29.17833322,-10.15666677,39.33500017,19.11166665,-1.795000005,383.2166667,64.93333333,10.71666667,50.66666667,160.5333333,34.61666667,0.457563293,1710.5,-105.03,40.5,0.007972327,0.003958817,2.91048370954841,0.215109443353618,2585.83661464572,5.34349843871659,0.402929272956773,4.40077026436107,5.14401446886949,1.01937443903112,1120.95710182744,3.79249335662941,13.6744540540138,32.2495670048825,28.5398275343415,126.270459187629,106792.961463223,88
17009,5.768749997,18.02343735,853.0828123,28.76093754,-14.52187504,43.28281254,16.7921875,-5.201562509,431.28125,41.375,29.3125,11.125,120.046875,96.15625,0.551410561,2055.125,-107.64,39.96,0.013447773,0.006699449,4.64322686935684,1.61746804860424,1111.74746343292,11.3193779173754,0.849102087312521,6.37688123010727,6.33515967905562,2.2349170087823,4804.84949893111,69.4449891153581,16.3973513149867,1.6631219720882,308.571266852669,307.41420421505,171899.744149824,105
17011,5.519607838,18.36078431,751.3274476,26.75490192,-13.45882354,40.21372559,15.51372549,-3.698039244,442.3137255,65.90196078,11.15686275,48.11764706,177.2156863,44.31372549,0.460559786,2250.509804,-105.27,39.22,0.010055222,0.002141174,6.11268439530681,1.26784600202088,799.351088092577,9.06924597206361,5.30570538714531,2.34741430917401,6.60470271296393,6.66101701220896,3716.92387777749,47.9570777881885,48.6768702516317,76.5741645444871,299.130970914186,443.396386483218,143086.94975063,100
17013,9.516363664,16.89818143,910.610912,32.1072722,-11.33818176,43.44545489,21.48363644,-1.950909071,362.8,66.76363636,7,66.41818182,180.6909091,23,0.362459295,1452.381818,-103.64,39.85,0.000813621,0.000328594,0.0751795473193455,0.0853919035416089,154.58641080843,0.217798716113309,0.0398425345085341,0.35419564512154,0.176352773624363,0.0144100786280411,181.47548509987,6.08339736392285,0.5781754323877,5.24404202005872,77.420833222525,3.54665167156305,6077.61872852842,68.4857734372877
17037,10.12068992,16.28965457,911.2758652,32.10689624,-10.12931056,42.23620684,22.05689677,-1.363793071,429.6724138,79.81034483,8.155172414,70,224.0862069,26.87931034,0.483467375,1195.672414,-102.71,40.26,0.003685371,0.002666958,0.101845659183527,0.051861024957959,43.3979948526462,0.0648518670396574,0.0853222772322006,0.0211972575738863,0.0664112123145896,0.169205270214395,143.77455070813,4.784334449604,0.42755055253388,2.00085812568017,33.8710885152923,3.32388483339274,4720.2952933645,63
17040,0.710144927,15.69565222,797.8811592,21.16666667,-17.57391286,38.74057969,11.06086952,-9.17246379,492.6666667,53.42028986,31.37681159,16.73913043,146.6811594,107.115942,0.61339764,3008.449275,-106.22,39.54,0.016652916,0.004115585,2.82641114662508,2.42855377591931,564.209188010037,8.006461737105,0.269985494548295,6.03663343720188,3.46644285648398,1.38262851774744,13794.3219140881,114.22516391166,47.8583028106052,9.92734600357444,869.580699652662,624.265076998125,122883.485834669,102
17044,9.768888834,16.26222237,921.1044474,31.92444399,-10.50666669,42.43111148,21.90444408,-1.817777756,411.1555556,73.15555556,7.755555556,66.42222222,202.1111111,26.26666667,0.41359125,1308.355556,-102.42,39.38,0.002459756,0.001752512,0.0476483313992246,0.0731584077194715,11.756668416557,0.0373029589386185,0.0964282231832313,0.0991692763267121,0.0481080108608346,0.0536722113501831,141.904033333054,10.5544279371975,0.40726926477757,0.926669865429068,33.6042704570277,2.77929314599942,5154.34863102441,61
17052,4.101612889,16.82580643,752.0693546,24.60161286,-14.34677415,38.94838708,13.89354841,-5.295161255,628.2096774,70.03225806,27.61290323,21.09677419,196.1129032,112.9193548,0.71757814,2660.870968,-108.02,37.79,0.018092593,0.007180764,5.99174623782617,0.995230414957487,723.134618675449,11.0835524407022,3.84373058324347,3.29563298237995,7.67316571511116,4.05472444345046,16811.0148796627,171.22013694891,30.8522548491108,1.35176919138953,1077.98397950285,360.254036593245,160072.496649788,114
17055,5.565306089,18.97346944,897.7795921,27.58571461,-17.64489781,45.230612,16.76734671,-6.512244915,215.9183673,39.85714286,6.795918367,55.83673469,101.3673469,23.59183673,0.423889459,2301.122449,-105.74,37.18,0.02154564,0.010696423,0.569690269911906,0.27715551284444,1042.85988661098,1.43667612624337,0.502588333675912,2.12193722029503,1.05867975449728,0.286148327778657,4529.39038342801,86.1872624694191,20.4376605541382,26.1284433203635,507.068421686161,198.724436415378,17936.4171293609,103
18003,8.874193591,11.41451611,869.7419355,27.14838699,-9.101612968,36.24999994,19.84516135,-2.679032272,1239.177419,117.9516129,88.53225806,6.967741935,330.5967742,290.5645161,0.837358667,171.983871,-72.51,41.7,0.004453343,0.005441099,0.263584719566454,0.250534846472741,397.571465188315,0.51977931069455,0.830967085521423,1.05687060808716,0.333615787130765,0.437865472692862,1322.42633145163,29.4297881746656,16.1641923767967,0.270792381344627,142.1453728622,119.939146125241,4271.99763989826,96
18009,8.612727304,12.01999997,899.1236339,27.46909096,-10.11272727,37.58181797,19.84363629,-3.439999997,1169.018182,107.4727273,79.52727273,8.672727273,313.5090909,254.8727273,0.852066731,216.1454545,-73.5,41.53,0.002241867,0.003498871,0.438205015416556,0.226724575628793,148.152982670846,0.506762798668326,1.03725461063789,0.709331957644451,0.403668415413135,0.660983889497939,2421.91611462074,18.2232323419739,25.8302115507535,1.04962851205657,106.764118348878,311.694593636865,6966.79056567472,97
