plot,year,corner,scale,richness
319,2006,3,0.01,4
319,2006,4,0.01,3
319,2007,NA,100.0,82
319,2007,1,10.0,55
319,2007,2,10.0,50
319,2007,3,10.0,48
319,2007,4,10.0,49
319,2007,1,1.0,20
319,2007,2,1.0,31
319,2007,3,1.0,25
319,2007,4,1.0,23
319,2007,1,0.1,10
319,2007,2,0.1,16
319,2007,3,0.1,12
319,2007,4,0.1,10
319,2007,1,0.01,3
319,2007,2,0.01,4
319,2007,3,0.01,4
319,2007,4,0.01,2
319,2008,NA,100.0,77
319,2008,1,10.0,49
319,2008,2,10.0,42
319,2008,3,10.0,44
319,2008,4,10.0,47
319,2008,1,1.0,22
319,2008,2,1.0,29
319,2008,3,1.0,25
319,2008,4,1.0,25
319,2008,1,0.1,15
319,2008,2,0.1,15
319,2008,3,0.1,14
319,2008,4,0.1,14
319,2008,1,0.01,10
319,2008,2,0.01,4
319,2008,3,0.01,4
319,2008,4,0.01,6
319,2009,NA,100.0,72
319,2009,1,10.0,45
319,2009,2,10.0,42
319,2009,3,10.0,44
319,2009,4,10.0,44
319,2009,1,1.0,16
319,2009,2,1.0,31
319,2009,3,1.0,24
319,2009,4,1.0,26
319,2009,1,0.1,10
319,2009,2,0.1,13
319,2009,3,0.1,16
319,2009,4,0.1,13
319,2009,1,0.01,4
319,2009,2,0.01,4
319,2009,3,0.01,6
319,2009,4,0.01,3
331,1998,NA,100.0,79
331,1998,1,10.0,53
331,1998,2,10.0,49
331,1998,3,10.0,48
331,1998,4,10.0,47
331,1998,1,1.0,38
331,1998,2,1.0,27
331,1998,3,1.0,34
331,1998,4,1.0,31
331,1998,1,0.1,11
331,1998,2,0.1,13
331,1998,3,0.1,11
331,1998,4,0.1,15
331,1998,1,0.01,5
331,1998,2,0.01,2
331,1998,3,0.01,1
331,1998,4,0.01,6
331,1999,NA,100.0,75
331,1999,1,10.0,51
331,1999,2,10.0,50
331,1999,3,10.0,49
331,1999,4,10.0,41
331,1999,1,1.0,38
331,1999,2,1.0,36
331,1999,3,1.0,26
331,1999,4,1.0,27
331,1999,1,0.1,7
331,1999,2,0.1,17
331,1999,3,0.1,15
331,1999,4,0.1,14
331,1999,1,0.01,4
331,1999,2,0.01,3
331,1999,3,0.01,6
331,1999,4,0.01,2
331,2000,NA,100.0,72
331,2000,1,10.0,49
331,2000,2,10.0,45
331,2000,3,10.0,38
331,2000,4,10.0,42
331,2000,1,1.0,30
331,2000,2,1.0,23
331,2000,3,1.0,19
331,2000,4,1.0,21
331,2000,1,0.1,4
331,2000,2,0.1,8
331,2000,3,0.1,8
331,2000,4,0.1,11
331,2000,1,0.01,1
331,2000,2,0.01,2
331,2000,3,0.01,2
331,2000,4,0.01,5
331,2001,NA,100.0,90
331,2001,1,10.0,60
331,2001,2,10.0,51
331,2001,3,10.0,53
331,2001,4,10.0,59
331,2001,1,1.0,29
331,2001,2,1.0,29
331,2001,3,1.0,32
331,2001,4,1.0,23
331,2001,1,0.1,5
331,2001,2,0.1,14
331,2001,3,0.1,16
331,2001,4,0.1,19
331,2001,1,0.01,1
331,2001,2,0.01,3
331,2001,3,0.01,4
331,2001,4,0.01,8
331,2002,NA,100.0,83
331,2002,1,10.0,60
331,2002,2,10.0,51
331,2002,3,10.0,55
331,2002,4,10.0,49
331,2002,1,1.0,32
331,2002,2,1.0,19
331,2002,3,1.0,18
331,2002,4,1.0,27
331,2002,1,0.1,7
331,2002,2,0.1,7
331,2002,3,0.1,5
331,2002,4,0.1,17
331,2002,1,0.01,1
331,2002,2,0.01,2
331,2002,3,0.01,2
331,2002,4,0.01,5
331,2003,NA,100.0,79
331,2003,1,10.0,59
331,2003,2,10.0,46
331,2003,3,10.0,48
331,2003,4,10.0,53
331,2003,1,1.0,38
331,2003,2,1.0,22
331,2003,3,1.0,34
331,2003,4,1.0,19
331,2003,1,0.1,11
331,2003,2,0.1,12
331,2003,3,0.1,14
331,2003,4,0.1,14
331,2003,1,0.01,3
331,2003,2,0.01,4
331,2003,3,0.01,2
331,2003,4,0.01,2
331,2004,NA,100.0,71
331,2004,1,10.0,51
331,2004,2,10.0,40
331,2004,3,10.0,26
331,2004,4,10.0,42
331,2004,1,1.0,27
331,2004,2,1.0,10
331,2004,3,1.0,3
331,2004,4,1.0,24
331,2004,1,0.1,7
331,2004,2,0.1,8
331,2004,3,0.1,0
331,2004,4,0.1,10
331,2004,1,0.01,3
331,2004,2,0.01,3
331,2004,3,0.01,0
331,2004,4,0.01,4
331,2005,NA,100.0,77
331,2005,1,10.0,50
331,2005,2,10.0,46
331,2005,3,10.0,36
331,2005,4,10.0,42
331,2005,1,1.0,30
331,2005,2,1.0,25
331,2005,3,1.0,23
331,2005,4,1.0,24
331,2005,1,0.1,12
331,2005,2,0.1,16
331,2005,3,0.1,7
331,2005,4,0.1,19
331,2005,1,0.01,4
331,2005,2,0.01,5
331,2005,3,0.01,2
331,2005,4,0.01,7
331,2006,NA,100.0,68
331,2006,1,10.0,43
331,2006,2,10.0,44
331,2006,3,10.0,40
331,2006,4,10.0,39
331,2006,1,1.0,24
331,2006,2,1.0,19
331,2006,3,1.0,16
331,2006,4,1.0,16
331,2006,1,0.1,12
331,2006,2,0.1,8
331,2006,3,0.1,9
331,2006,4,0.1,9
331,2006,1,0.01,3
331,2006,2,0.01,2
331,2006,3,0.01,3
331,2006,4,0.01,3
331,2007,NA,100.0,96
331,2007,1,10.0,68
331,2007,2,10.0,53
331,2007,3,10.0,49
331,2007,4,10.0,54
331,2007,1,1.0,31
331,2007,2,1.0,30
331,2007,3,1.0,21
331,2007,4,1.0,30
331,2007,1,0.1,10
331,2007,2,0.1,11
331,2007,3,0.1,8
331,2007,4,0.1,13
331,2007,1,0.01,4
331,2007,2,0.01,4
331,2007,3,0.01,1
331,2007,4,0.01,5
331,2008,NA,100.0,87
331,2008,1,10.0,64
331,2008,2,10.0,50
331,2008,3,10.0,45
331,2008,4,10.0,52
331,2008,1,1.0,34
331,2008,2,1.0,31
331,2008,3,1.0,19
331,2008,4,1.0,26
331,2008,1,0.1,14
331,2008,2,0.1,16
331,2008,3,0.1,14
331,2008,4,0.1,12
331,2008,1,0.01,7
331,2008,2,0.01,5
331,2008,3,0.01,6
331,2008,4,0.01,2
331,2009,NA,100.0,87
331,2009,1,10.0,58
331,2009,2,10.0,50
331,2009,3,10.0,46
331,2009,4,10.0,50
331,2009,1,1.0,37
331,2009,2,1.0,30
331,2009,3,1.0,21
331,2009,4,1.0,24
331,2009,1,0.1,14
331,2009,2,0.1,15
331,2009,3,0.1,9
331,2009,4,0.1,15
331,2009,1,0.01,5
331,2009,2,0.01,5
331,2009,3,0.01,2
331,2009,4,0.01,5
343,1998,NA,100.0,54
343,1998,1,10.0,29
343,1998,2,10.0,30
343,1998,3,10.0,33
343,1998,4,10.0,36
343,1998,1,1.0,17
343,1998,2,1.0,20
343,1998,3,1.0,22
343,1998,4,1.0,27
343,1998,1,0.1,11
343,1998,2,0.1,8
343,1998,3,0.1,12
343,1998,4,0.1,13
343,1998,1,0.01,9
343,1998,2,0.01,4
343,1998,3,0.01,2
343,1998,4,0.01,4
343,1999,NA,100.0,61
343,1999,1,10.0,35
343,1999,2,10.0,34
343,1999,3,10.0,38
343,1999,4,10.0,40
343,1999,1,1.0,22
343,1999,2,1.0,27
343,1999,3,1.0,24
343,1999,4,1.0,28
343,1999,1,0.1,11
343,1999,2,0.1,13
343,1999,3,0.1,14
343,1999,4,0.1,14
343,1999,1,0.01,4
343,1999,2,0.01,2
343,1999,3,0.01,3
343,1999,4,0.01,6
343,2000,NA,100.0,64
343,2000,1,10.0,36
343,2000,2,10.0,38
343,2000,3,10.0,32
343,2000,4,10.0,40
343,2000,1,1.0,18
343,2000,2,1.0,26
343,2000,3,1.0,17
343,2000,4,1.0,28
343,2000,1,0.1,9
343,2000,2,0.1,10
343,2000,3,0.1,8
343,2000,4,0.1,11
343,2000,1,0.01,3
343,2000,2,0.01,3
343,2000,3,0.01,3
343,2000,4,0.01,3
343,2001,NA,100.0,79
343,2001,1,10.0,45
343,2001,2,10.0,40
343,2001,3,10.0,38
343,2001,4,10.0,45
343,2001,1,1.0,21
343,2001,2,1.0,24
343,2001,3,1.0,22
343,2001,4,1.0,31
343,2001,1,0.1,10
343,2001,2,0.1,9
343,2001,3,0.1,12
343,2001,4,0.1,9
343,2001,1,0.01,3
343,2001,2,0.01,4
343,2001,3,0.01,2
343,2001,4,0.01,3
343,2002,NA,100.0,74
343,2002,1,10.0,44
343,2002,2,10.0,42
343,2002,3,10.0,40
343,2002,4,10.0,52
343,2002,1,1.0,22
343,2002,2,1.0,23
343,2002,3,1.0,18
343,2002,4,1.0,28
343,2002,1,0.1,11
343,2002,2,0.1,8
343,2002,3,0.1,9
343,2002,4,0.1,7
343,2002,1,0.01,4
343,2002,2,0.01,3
343,2002,3,0.01,4
343,2002,4,0.01,3
343,2003,NA,100.0,78
343,2003,1,10.0,48
343,2003,2,10.0,47
343,2003,3,10.0,48
343,2003,4,10.0,53
343,2003,1,1.0,27
343,2003,2,1.0,21
343,2003,3,1.0,19
343,2003,4,1.0,30
343,2003,1,0.1,14
343,2003,2,0.1,9
343,2003,3,0.1,11
343,2003,4,0.1,12
343,2003,1,0.01,2
343,2003,2,0.01,2
343,2003,3,0.01,2
343,2003,4,0.01,6
343,2004,NA,100.0,72
343,2004,1,10.0,44
343,2004,2,10.0,46
343,2004,3,10.0,40
343,2004,4,10.0,49
343,2004,1,1.0,21
343,2004,2,1.0,29
343,2004,3,1.0,21
343,2004,4,1.0,28
343,2004,1,0.1,8
343,2004,2,0.1,8
343,2004,3,0.1,10
343,2004,4,0.1,11
343,2004,1,0.01,3
343,2004,2,0.01,2
343,2004,3,0.01,5
343,2004,4,0.01,7
343,2005,NA,100.0,78
343,2005,1,10.0,44
343,2005,2,10.0,59
343,2005,3,10.0,43
343,2005,4,10.0,50
343,2005,1,1.0,18
343,2005,2,1.0,21
343,2005,3,1.0,23
343,2005,4,1.0,31
343,2005,1,0.1,12
343,2005,2,0.1,8
343,2005,3,0.1,12
343,2005,4,0.1,12
343,2005,1,0.01,5
343,2005,2,0.01,3
343,2005,3,0.01,3
343,2005,4,0.01,5
343,2006,NA,100.0,65
343,2006,1,10.0,39
343,2006,2,10.0,43
343,2006,3,10.0,36
343,2006,4,10.0,43
343,2006,1,1.0,23
343,2006,2,1.0,22
343,2006,3,1.0,24
343,2006,4,1.0,19
343,2006,1,0.1,11
343,2006,2,0.1,8
343,2006,3,0.1,12
343,2006,4,0.1,12
343,2006,1,0.01,3
343,2006,2,0.01,4
343,2006,3,0.01,5
343,2006,4,0.01,3
343,2007,NA,100.0,81
343,2007,1,10.0,49
343,2007,2,10.0,50
343,2007,3,10.0,44
343,2007,4,10.0,57
343,2007,1,1.0,24
343,2007,2,1.0,31
343,2007,3,1.0,23
343,2007,4,1.0,26
343,2007,1,0.1,14
343,2007,2,0.1,10
343,2007,3,0.1,13
343,2007,4,0.1,10
343,2007,1,0.01,5
343,2007,2,0.01,6
343,2007,3,0.01,5
343,2007,4,0.01,5
343,2008,NA,100.0,69
343,2008,1,10.0,45
343,2008,2,10.0,50
343,2008,3,10.0,40
343,2008,4,10.0,49
343,2008,1,1.0,24
343,2008,2,1.0,30
343,2008,3,1.0,23
343,2008,4,1.0,21
343,2008,1,0.1,13
343,2008,2,0.1,14
343,2008,3,0.1,12
343,2008,4,0.1,9
343,2008,1,0.01,3
343,2008,2,0.01,6
343,2008,3,0.01,5
343,2008,4,0.01,3
343,2009,NA,100.0,77
343,2009,1,10.0,53
343,2009,2,10.0,49
343,2009,3,10.0,49
343,2009,4,10.0,53
343,2009,1,1.0,26
343,2009,2,1.0,25
343,2009,3,1.0,23
343,2009,4,1.0,29
343,2009,1,0.1,12
343,2009,2,0.1,15
343,2009,3,0.1,14
343,2009,4,0.1,15
343,2009,1,0.01,4
343,2009,2,0.01,4
343,2009,3,0.01,5
343,2009,4,0.01,5
346,1998,NA,100.0,69
346,1998,1,10.0,38
346,1998,2,10.0,30
346,1998,3,10.0,32
346,1998,4,10.0,40
346,1998,1,1.0,20
346,1998,2,1.0,17
346,1998,3,1.0,19
346,1998,4,1.0,26
346,1998,1,0.1,5
346,1998,2,0.1,8
346,1998,3,0.1,12
346,1998,4,0.1,12
346,1998,1,0.01,2
346,1998,2,0.01,3
346,1998,3,0.01,4
346,1998,4,0.01,6
346,1999,NA,100.0,74
346,1999,1,10.0,36
346,1999,2,10.0,33
346,1999,3,10.0,37
346,1999,4,10.0,44
346,1999,1,1.0,24
346,1999,2,1.0,21
346,1999,3,1.0,19
346,1999,4,1.0,29
346,1999,1,0.1,17
346,1999,2,0.1,9
346,1999,3,0.1,9
346,1999,4,0.1,15
346,1999,1,0.01,9
346,1999,2,0.01,4
346,1999,3,0.01,5
346,1999,4,0.01,9
346,2000,NA,100.0,77
346,2000,1,10.0,39
346,2000,2,10.0,36
346,2000,3,10.0,40
346,2000,4,10.0,40
346,2000,1,1.0,25
346,2000,2,1.0,18
346,2000,3,1.0,21
346,2000,4,1.0,25
346,2000,1,0.1,11
346,2000,2,0.1,9
346,2000,3,0.1,7
346,2000,4,0.1,15
346,2000,1,0.01,4
346,2000,2,0.01,5
346,2000,3,0.01,2
346,2000,4,0.01,7
346,2001,NA,100.0,84
346,2001,1,10.0,45
346,2001,2,10.0,39
346,2001,3,10.0,30
346,2001,4,10.0,51
346,2001,1,1.0,27
346,2001,2,1.0,15
346,2001,3,1.0,14
346,2001,4,1.0,21
346,2001,1,0.1,14
346,2001,2,0.1,5
346,2001,3,0.1,9
346,2001,4,0.1,18
346,2001,1,0.01,6
346,2001,2,0.01,3
346,2001,3,0.01,5
346,2001,4,0.01,8
346,2002,NA,100.0,68
346,2002,1,10.0,42
346,2002,2,10.0,32
346,2002,3,10.0,27
346,2002,4,10.0,41
346,2002,1,1.0,25
346,2002,2,1.0,15
346,2002,3,1.0,17
346,2002,4,1.0,24
346,2002,1,0.1,9
346,2002,2,0.1,7
346,2002,3,0.1,9
346,2002,4,0.1,14
346,2002,1,0.01,6
346,2002,2,0.01,4
346,2002,3,0.01,2
346,2002,4,0.01,5
346,2003,NA,100.0,69
346,2003,1,10.0,38
346,2003,2,10.0,35
346,2003,3,10.0,34
346,2003,4,10.0,45
346,2003,1,1.0,21
346,2003,2,1.0,15
346,2003,3,1.0,18
346,2003,4,1.0,25
346,2003,1,0.1,9
346,2003,2,0.1,5
346,2003,3,0.1,8
346,2003,4,0.1,8
346,2003,1,0.01,4
346,2003,2,0.01,1
346,2003,3,0.01,2
346,2003,4,0.01,5
346,2004,NA,100.0,63
346,2004,1,10.0,32
346,2004,2,10.0,25
346,2004,3,10.0,32
346,2004,4,10.0,43
346,2004,1,1.0,22
346,2004,2,1.0,16
346,2004,3,1.0,14
346,2004,4,1.0,18
346,2004,1,0.1,9
346,2004,2,0.1,6
346,2004,3,0.1,7
346,2004,4,0.1,10
346,2004,1,0.01,5
346,2004,2,0.01,3
346,2004,3,0.01,3
346,2004,4,0.01,4
346,2005,NA,100.0,66
346,2005,1,10.0,43
346,2005,2,10.0,28
346,2005,3,10.0,34
346,2005,4,10.0,38
346,2005,1,1.0,23
346,2005,2,1.0,15
346,2005,3,1.0,16
346,2005,4,1.0,21
346,2005,1,0.1,8
346,2005,2,0.1,7
346,2005,3,0.1,8
346,2005,4,0.1,9
346,2005,1,0.01,3
346,2005,2,0.01,2
346,2005,3,0.01,3
346,2005,4,0.01,3
346,2006,NA,100.0,59
346,2006,1,10.0,36
346,2006,2,10.0,26
346,2006,3,10.0,28
346,2006,4,10.0,33
346,2006,1,1.0,20
346,2006,2,1.0,12
346,2006,3,1.0,13
346,2006,4,1.0,15
346,2006,1,0.1,10
346,2006,2,0.1,7
346,2006,3,0.1,9
346,2006,4,0.1,10
346,2006,1,0.01,3
346,2006,2,0.01,2
346,2006,3,0.01,4
346,2006,4,0.01,3
346,2007,NA,100.0,71
346,2007,1,10.0,42
346,2007,2,10.0,36
346,2007,3,10.0,31
346,2007,4,10.0,42
346,2007,1,1.0,23
346,2007,2,1.0,20
346,2007,3,1.0,16
346,2007,4,1.0,14
346,2007,1,0.1,9
346,2007,2,0.1,9
346,2007,3,0.1,6
346,2007,4,0.1,10
346,2007,1,0.01,2
346,2007,2,0.01,5
346,2007,3,0.01,4
346,2007,4,0.01,4
346,2008,NA,100.0,71
346,2008,1,10.0,41
346,2008,2,10.0,33
346,2008,3,10.0,35
346,2008,4,10.0,42
346,2008,1,1.0,21
346,2008,2,1.0,13
346,2008,3,1.0,13
346,2008,4,1.0,18
346,2008,1,0.1,10
346,2008,2,0.1,10
346,2008,3,0.1,5
346,2008,4,0.1,8
346,2008,1,0.01,2
346,2008,2,0.01,3
346,2008,3,0.01,3
346,2008,4,0.01,4
346,2009,NA,100.0,72
346,2009,1,10.0,47
346,2009,2,10.0,36
346,2009,3,10.0,34
346,2009,4,10.0,44
346,2009,1,1.0,22
346,2009,2,1.0,17
346,2009,3,1.0,14
346,2009,4,1.0,23
346,2009,1,0.1,12
346,2009,2,0.1,10
346,2009,3,0.1,9
346,2009,4,0.1,10
346,2009,1,0.01,5
346,2009,2,0.01,3
346,2009,3,0.01,3
346,2009,4,0.01,2
350,1998,NA,100.0,60
350,1998,1,10.0,32
350,1998,2,10.0,34
350,1998,3,10.0,38
350,1998,4,10.0,36
350,1998,1,1.0,25
350,1998,2,1.0,17
350,1998,3,1.0,27
350,1998,4,1.0,22
350,1998,1,0.1,14
350,1998,2,0.1,9
350,1998,3,0.1,15
350,1998,4,0.1,10
350,1998,1,0.01,4
350,1998,2,0.01,6
350,1998,3,0.01,4
350,1998,4,0.01,5
350,1999,NA,100.0,72
350,1999,1,10.0,52
350,1999,2,10.0,35
350,1999,3,10.0,39
350,1999,4,10.0,43
350,1999,1,1.0,32
350,1999,2,1.0,20
350,1999,3,1.0,20
350,1999,4,1.0,23
350,1999,1,0.1,13
350,1999,2,0.1,13
350,1999,3,0.1,11
350,1999,4,0.1,7
350,1999,1,0.01,7
350,1999,2,0.01,2
350,1999,3,0.01,1
350,1999,4,0.01,4
350,2000,NA,100.0,68
350,2000,1,10.0,41
350,2000,2,10.0,31
350,2000,3,10.0,37
350,2000,4,10.0,36
350,2000,1,1.0,22
350,2000,2,1.0,16
350,2000,3,1.0,21
350,2000,4,1.0,18
350,2000,1,0.1,8
350,2000,2,0.1,10
350,2000,3,0.1,11
350,2000,4,0.1,9
350,2000,1,0.01,3
350,2000,2,0.01,3
350,2000,3,0.01,2
350,2000,4,0.01,1
350,2001,NA,100.0,94
350,2001,1,10.0,60
350,2001,2,10.0,52
350,2001,3,10.0,53
350,2001,4,10.0,60
350,2001,1,1.0,31
350,2001,2,1.0,26
350,2001,3,1.0,26
350,2001,4,1.0,26
350,2001,1,0.1,14
350,2001,2,0.1,11
350,2001,3,0.1,11
350,2001,4,0.1,12
350,2001,1,0.01,3
350,2001,2,0.01,3
350,2001,3,0.01,4
350,2001,4,0.01,5
350,2002,NA,100.0,76
350,2002,1,10.0,49
350,2002,2,10.0,38
350,2002,3,10.0,43
350,2002,4,10.0,49
350,2002,1,1.0,24
350,2002,2,1.0,18
350,2002,3,1.0,23
350,2002,4,1.0,15
350,2002,1,0.1,12
350,2002,2,0.1,6
350,2002,3,0.1,9
350,2002,4,0.1,6
350,2002,1,0.01,5
350,2002,2,0.01,2
350,2002,3,0.01,3
350,2002,4,0.01,3
350,2003,NA,100.0,82
350,2003,1,10.0,58
350,2003,2,10.0,52
350,2003,3,10.0,46
350,2003,4,10.0,54
350,2003,1,1.0,34
350,2003,2,1.0,28
350,2003,3,1.0,22
350,2003,4,1.0,26
350,2003,1,0.1,15
350,2003,2,0.1,15
350,2003,3,0.1,12
350,2003,4,0.1,13
350,2003,1,0.01,5
350,2003,2,0.01,4
350,2003,3,0.01,6
350,2003,4,0.01,3
350,2004,NA,100.0,81
350,2004,1,10.0,52
350,2004,2,10.0,45
350,2004,3,10.0,39
350,2004,4,10.0,47
350,2004,1,1.0,28
350,2004,2,1.0,24
350,2004,3,1.0,18
350,2004,4,1.0,24
350,2004,1,0.1,10
350,2004,2,0.1,9
350,2004,3,0.1,7
350,2004,4,0.1,13
350,2004,1,0.01,4
350,2004,2,0.01,4
350,2004,3,0.01,3
350,2004,4,0.01,5
350,2005,NA,100.0,92
350,2005,1,10.0,57
350,2005,2,10.0,52
350,2005,3,10.0,49
350,2005,4,10.0,60
350,2005,1,1.0,27
350,2005,2,1.0,26
350,2005,3,1.0,23
350,2005,4,1.0,26
350,2005,1,0.1,14
350,2005,2,0.1,12
350,2005,3,0.1,12
350,2005,4,0.1,13
350,2005,1,0.01,3
350,2005,2,0.01,5
350,2005,3,0.01,6
350,2005,4,0.01,4
350,2006,NA,100.0,84
350,2006,1,10.0,50
350,2006,2,10.0,44
350,2006,3,10.0,44
350,2006,4,10.0,54
350,2006,1,1.0,24
350,2006,2,1.0,21
350,2006,3,1.0,21
350,2006,4,1.0,22
350,2006,1,0.1,9
350,2006,2,0.1,12
350,2006,3,0.1,8
350,2006,4,0.1,9
350,2006,1,0.01,2
350,2006,2,0.01,3
350,2006,3,0.01,2
350,2006,4,0.01,2
350,2007,NA,100.0,93
350,2007,1,10.0,56
350,2007,2,10.0,58
350,2007,3,10.0,55
350,2007,4,10.0,67
350,2007,1,1.0,35
350,2007,2,1.0,32
350,2007,3,1.0,26
350,2007,4,1.0,34
350,2007,1,0.1,17
350,2007,2,0.1,13
350,2007,3,0.1,12
350,2007,4,0.1,16
350,2007,1,0.01,2
350,2007,2,0.01,4
350,2007,3,0.01,3
350,2007,4,0.01,5
350,2008,NA,100.0,81
350,2008,1,10.0,51
350,2008,2,10.0,45
350,2008,3,10.0,50
350,2008,4,10.0,55
350,2008,1,1.0,27
350,2008,2,1.0,24
350,2008,3,1.0,18
350,2008,4,1.0,22
350,2008,1,0.1,13
350,2008,2,0.1,14
350,2008,3,0.1,11
350,2008,4,0.1,14
350,2008,1,0.01,5
350,2008,2,0.01,4
350,2008,3,0.01,3
350,2008,4,0.01,4
350,2009,NA,100.0,92
350,2009,1,10.0,62
350,2009,2,10.0,54
350,2009,3,10.0,50
350,2009,4,10.0,57
350,2009,1,1.0,29
350,2009,2,1.0,26
350,2009,3,1.0,25
350,2009,4,1.0,22
350,2009,1,0.1,15
350,2009,2,0.1,17
350,2009,3,0.1,11
350,2009,4,0.1,9
350,2009,1,0.01,7
350,2009,2,0.01,5
350,2009,3,0.01,3
350,2009,4,0.01,5
