year,location,season,night,web,trap,recap,species,sex,age,reprod,mass
1993,rslarrea,1,2,5,123,y,dime,f,a,na,na
1993,rslarrea,1,2,5,132,y,dime,m,a,na,na
1993,rslarrea,1,2,5,141,n,dime,m,a,st,47
1993,rslarrea,1,2,5,142,y,onle,f,a,p,na
1993,rslarrea,1,2,5,144,y,dime,f,a,na,na
1993,rslarrea,1,2,5,145,y,pmle,m,a,st,na
1993,rslarrea,1,3,2,2,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,4,y,dime,m,a,st,na
1993,rslarrea,1,3,2,8,y,dime,f,a,na,na
1993,rslarrea,1,3,2,9,y,pmtr,m,a,na,na
1993,rslarrea,1,3,2,20,y,onle,m,a,na,na
1993,rslarrea,1,3,2,21,y,dior,m,a,st,na
1993,rslarrea,1,3,2,22,n,remg,m,a,na,10
1993,rslarrea,1,3,2,31,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,33,y,onle,f,a,na,na
1993,rslarrea,1,3,2,34,y,dime,m,a,na,na
1993,rslarrea,1,3,2,35,n,dime,m,a,na,43
1993,rslarrea,1,3,2,36,y,pmle,m,a,na,na
1993,rslarrea,1,3,2,39,y,pmtr,m,a,na,na
1993,rslarrea,1,3,2,44,n,pmtr,m,a,na,20
1993,rslarrea,1,3,2,45,y,dior,m,a,na,na
1993,rslarrea,1,3,2,46,y,pmtr,m,a,na,na
1993,rslarrea,1,3,2,47,y,onle,f,a,na,na
1993,rslarrea,1,3,2,48,y,dime,m,a,na,na
1993,rslarrea,1,3,2,52,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,54,y,pmle,f,a,na,na
1993,rslarrea,1,3,2,55,n,pmle,m,j,na,9
1993,rslarrea,1,3,2,60,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,65,y,dime,f,a,na,na
1993,rslarrea,1,3,2,66,n,pmtr,m,a,na,25
1993,rslarrea,1,3,2,68,y,dime,m,a,st,na
1993,rslarrea,1,3,2,71,n,spsp,f,a,na,120
1993,rslarrea,1,3,2,72,y,dime,m,a,st,na
1993,rslarrea,1,3,2,76,y,neal,f,a,na,na
1993,rslarrea,1,3,2,81,y,dime,f,a,na,na
1993,rslarrea,1,3,2,82,y,pmtr,m,a,st,na
1993,rslarrea,1,3,2,84,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,90,y,dime,f,a,na,na
1993,rslarrea,1,3,2,93,y,dime,m,a,st,na
1993,rslarrea,1,3,2,94,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,96,y,pmtr,f,a,na,na
1993,rslarrea,1,3,2,104,y,dime,f,a,na,na
1993,rslarrea,1,3,2,111,y,pmle,m,a,st,na
1993,rslarrea,1,3,2,113,y,dior,m,a,na,na
1993,rslarrea,1,3,2,114,y,dime,f,a,na,na
1993,rslarrea,1,3,2,117,y,dior,m,a,st,na
1993,rslarrea,1,3,2,118,y,dime,m,a,na,na
1993,rslarrea,1,3,2,119,n,pmtr,m,a,na,21
1993,rslarrea,1,3,2,123,y,pmle,f,a,na,na
1993,rslarrea,1,3,2,144,y,pmle,m,a,na,na
1993,rslarrea,1,3,4,7,y,pmle,f,a,na,na
1993,rslarrea,1,3,4,10,y,dime,m,a,st,na
1993,rslarrea,1,3,4,11,y,pmle,m,a,na,na
1993,rslarrea,1,3,4,18,n,pgfv,f,a,na,7
1993,rslarrea,1,3,4,25,y,pmle,m,a,na,na
1993,rslarrea,1,3,4,35,n,pmle,m,a,na,22
1993,rslarrea,1,3,4,36,y,dime,f,a,na,na
1993,rslarrea,1,3,4,46,n,remg,m,a,na,9
1993,rslarrea,1,3,4,47,n,remg,m,a,na,11
1993,rslarrea,1,3,4,49,y,neal,m,a,na,na
1993,rslarrea,1,3,4,51,n,dime,m,a,na,38
1993,rslarrea,1,3,4,52,y,dime,m,a,st,na
1993,rslarrea,1,3,4,57,y,dime,f,a,na,na
1993,rslarrea,1,3,4,58,y,dime,m,a,na,na
1993,rslarrea,1,3,4,60,n,pmle,f,a,na,18
1993,rslarrea,1,3,4,63,y,pmle,m,a,na,na
1993,rslarrea,1,3,4,69,y,pgfv,m,a,st,na
1993,rslarrea,1,3,4,76,y,neal,f,a,l,na
1993,rslarrea,1,3,4,81,y,dime,m,a,na,na
1993,rslarrea,1,3,4,82,n,onar,f,a,na,21
1993,rslarrea,1,3,4,83,y,dime,f,a,na,na
1993,rslarrea,1,3,4,95,y,dime,m,a,na,na
1993,rslarrea,1,3,4,104,n,remg,f,a,na,10
1993,rslarrea,1,3,4,106,y,dime,m,a,na,na
1993,rslarrea,1,3,4,108,n,dime,m,a,st,41
1993,rslarrea,1,3,4,126,y,dime,f,a,na,na
1993,rslarrea,1,3,4,130,n,pmtr,m,a,na,15
1993,rslarrea,1,3,4,132,y,dime,m,a,na,na
1993,rslarrea,1,3,4,140,y,dime,f,a,na,na
1993,rslarrea,1,3,4,142,y,neal,m,a,na,na
1993,rslarrea,1,3,4,143,y,dime,m,a,st,na
1993,rslarrea,1,3,5,10,y,dime,m,a,st,na
1993,rslarrea,1,3,5,24,y,dime,f,a,na,na
1993,rslarrea,1,3,5,27,y,pmle,f,a,na,na
1993,rslarrea,1,3,5,33,y,neal,m,a,st,na
1993,rslarrea,1,3,5,44,n,pgfv,f,a,na,7
1993,rslarrea,1,3,5,45,y,pmle,m,a,st,na
1993,rslarrea,1,3,5,53,y,neal,m,a,na,na
1993,rslarrea,1,3,5,56,y,dime,f,a,na,na
1993,rslarrea,1,3,5,59,n,remg,f,a,na,9
1993,rslarrea,1,3,5,60,n,dime,f,a,na,37
1993,rslarrea,1,3,5,67,n,neal,f,a,na,130
1993,rslarrea,1,3,5,67,y,pmle,m,a,na,na
1993,rslarrea,1,3,5,70,y,pmle,m,a,na,na
1993,rslarrea,1,3,5,71,y,pmle,f,a,na,na
1993,rslarrea,1,3,5,76,y,dime,m,a,na,na
1993,rslarrea,1,3,5,81,n,onle,m,a,na,27
1993,rslarrea,1,3,5,84,y,dime,f,a,na,na
1993,rslarrea,1,3,5,89,y,pmle,f,a,na,na
1993,rslarrea,1,3,5,92,y,pmle,m,a,na,na
1993,rslarrea,1,3,5,93,y,pmle,m,a,st,na
1993,rslarrea,1,3,5,94,n,pmle,m,a,na,15
1993,rslarrea,1,3,5,96,y,dime,m,a,na,na
1993,rslarrea,1,3,5,103,y,remg,m,a,na,9
1993,rslarrea,1,3,5,104,y,dime,m,a,st,na
1993,rslarrea,1,3,5,107,y,dime,m,a,st,na
1993,rslarrea,1,3,5,117,y,dime,f,a,na,na
1993,rslarrea,1,3,5,119,y,dime,f,a,na,na
1993,rslarrea,1,3,5,120,y,dime,m,a,na,na
1993,rslarrea,1,3,5,128,y,dime,m,a,na,na
1993,rslarrea,1,3,5,132,y,dime,m,a,na,na
1993,rslarrea,1,3,5,134,y,dime,f,a,na,na
1993,rslarrea,1,3,5,137,y,dime,f,a,na,na
1993,rslarrea,1,3,5,140,y,dime,m,a,na,na
1993,rslarrea,1,3,5,141,n,dior,m,a,st,44
1993,rslarrea,1,3,5,144,y,dime,f,a,na,na
1993,rslarrea,2,1,2,12,n,dime,m,a,st,47
1993,rslarrea,2,1,2,16,n,pgfv,f,a,na,7
1993,rslarrea,2,1,2,19,n,dime,f,a,na,32
1993,rslarrea,2,1,2,20,n,onle,m,a,st,37
1993,rslarrea,2,1,2,21,n,pmtr,f,a,na,28
1993,rslarrea,2,1,2,23,n,pmdi,m,a,st,22
1993,rslarrea,2,1,2,35,n,dime,m,a,st,49
1993,rslarrea,2,1,2,43,n,pmtr,f,a,na,30
1993,rslarrea,2,1,2,47,n,dior,m,a,st,47
1993,rslarrea,2,1,2,48,n,dior,f,a,na,44
1993,rslarrea,2,1,2,55,n,dior,m,a,st,44
1993,rslarrea,2,1,2,58,n,pgfv,m,a,na,5
1993,rslarrea,2,1,2,60,n,dime,m,a,st,50
1993,rslarrea,2,1,2,71,n,dime,f,a,na,30
1993,rslarrea,2,1,2,80,n,dime,m,a,st,56
1993,rslarrea,2,1,2,82,n,pmtr,m,a,st,25
1993,rslarrea,2,1,2,90,n,neal,m,a,na,120
1993,rslarrea,2,1,2,91,n,pmtr,m,a,st,23
1993,rslarrea,2,1,2,94,n,dime,f,a,na,47
1993,rslarrea,2,1,2,96,n,pmtr,f,a,na,23
1993,rslarrea,2,1,2,101,n,dime,m,a,st,49
1993,rslarrea,2,1,2,102,n,dime,f,a,na,56
1993,rslarrea,2,1,2,105,n,pgfv,m,a,st,8
1993,rslarrea,2,1,2,112,n,pgfv,m,a,st,9
1993,rslarrea,2,1,2,119,n,dime,f,a,na,41
1993,rslarrea,2,1,2,120,n,onar,f,a,p,35
1993,rslarrea,2,1,2,125,n,pmtr,m,a,st,29
1993,rslarrea,2,1,2,127,n,disp,f,a,na,106
1993,rslarrea,2,1,2,129,n,pmle,f,a,na,30
1993,rslarrea,2,1,2,130,n,dior,m,a,st,53
1993,rslarrea,2,1,2,135,n,dime,m,a,st,46
1993,rslarrea,2,1,2,137,n,dior,f,a,na,56
1993,rslarrea,2,1,2,143,n,pgfv,m,a,st,7
1993,rslarrea,2,1,4,7,n,dime,f,a,na,48
1993,rslarrea,2,1,4,21,n,pgfv,m,a,na,6
1993,rslarrea,2,1,4,23,n,pmle,m,a,st,29
1993,rslarrea,2,1,4,26,n,dime,m,a,na,29
1993,rslarrea,2,1,4,36,n,neal,m,a,na,170
1993,rslarrea,2,1,4,40,n,dime,m,a,na,37
1993,rslarrea,2,1,4,44,n,pgfv,f,a,na,7
1993,rslarrea,2,1,4,47,n,dime,f,a,na,41
1993,rslarrea,2,1,4,53,n,pmle,m,a,na,22
1993,rslarrea,2,1,4,57,n,pmle,m,a,na,20
1993,rslarrea,2,1,4,59,n,dime,f,a,na,48
1993,rslarrea,2,1,4,60,n,onar,f,a,na,21
1993,rslarrea,2,1,4,63,n,pmle,m,a,na,21
1993,rslarrea,2,1,4,66,n,neal,m,a,na,200
1993,rslarrea,2,1,4,70,n,dime,m,a,st,46
1993,rslarrea,2,1,4,80,n,dime,f,a,na,40
1993,rslarrea,2,1,4,89,n,pmtr,m,a,st,22
1993,rslarrea,2,1,4,92,n,spsp,f,a,na,110
1993,rslarrea,2,1,4,93,n,onar,m,a,st,32
1993,rslarrea,2,1,4,94,n,dime,m,a,st,49
1993,rslarrea,2,1,4,110,n,pgfv,m,a,st,9
1993,rslarrea,2,1,4,123,n,pgfv,f,a,na,7
1993,rslarrea,2,1,4,124,n,pgfv,m,a,st,7
1993,rslarrea,2,1,4,128,n,dime,f,a,na,37
1993,rslarrea,2,1,4,132,n,dime,m,a,st,49
1993,rslarrea,2,1,4,139,n,pmsp,na,na,na,na
1993,rslarrea,2,1,5,1,n,dime,f,a,na,43
1993,rslarrea,2,1,5,3,n,dime,f,a,na,32
1993,rslarrea,2,1,5,10,n,dime,m,a,st,44
1993,rslarrea,2,1,5,16,n,pgfv,f,a,na,6
1993,rslarrea,2,1,5,19,n,neal,m,a,na,118
1993,rslarrea,2,1,5,24,n,nemi,m,a,na,130
1993,rslarrea,2,1,5,31,n,pmtr,m,a,st,23
1993,rslarrea,2,1,5,36,n,pgfv,m,a,st,7
1993,rslarrea,2,1,5,46,n,pgfv,f,a,na,7
1993,rslarrea,2,1,5,52,n,pgfv,f,a,na,6
1993,rslarrea,2,1,5,54,n,pmle,f,a,na,20
1993,rslarrea,2,1,5,60,n,pmle,m,a,na,26
1993,rslarrea,2,1,5,68,n,dime,f,a,na,29
1993,rslarrea,2,1,5,69,n,pmle,f,a,na,24
1993,rslarrea,2,1,5,70,n,neal,f,a,na,142
1993,rslarrea,2,1,5,72,n,pmle,f,a,na,24
1993,rslarrea,2,1,5,75,n,pgfv,f,a,na,8
1993,rslarrea,2,1,5,77,n,pmle,f,a,na,25
1993,rslarrea,2,1,5,78,n,dime,m,a,st,38
1993,rslarrea,2,1,5,79,n,dime,f,a,na,43
1993,rslarrea,2,1,5,83,n,pmle,m,a,na,29
1993,rslarrea,2,1,5,95,n,dime,m,a,st,38
1993,rslarrea,2,1,5,96,n,dime,m,a,st,40
1993,rslarrea,2,1,5,104,n,pmle,m,a,st,24
1993,rslarrea,2,1,5,107,n,dime,m,a,na,38
1993,rslarrea,2,1,5,108,n,dime,f,a,na,46
1993,rslarrea,2,1,5,113,n,pgfv,m,a,st,8
1993,rslarrea,2,1,5,129,n,pmma,m,a,na,28
1993,rslarrea,2,1,5,132,n,dime,m,a,st,42
1993,rslarrea,2,1,5,135,n,pgfv,m,a,st,8
1993,rslarrea,2,1,5,143,n,dime,f,a,na,46
1993,rslarrea,2,2,2,5,y,dime,m,a,st,na
1993,rslarrea,2,2,2,8,n,remg,f,a,na,10
1993,rslarrea,2,2,2,9,y,pmtr,f,a,na,na
1993,rslarrea,2,2,2,10,y,pmtr,m,a,st,na
1993,rslarrea,2,2,2,11,n,pmtr,f,a,p,26
1993,rslarrea,2,2,2,12,y,dior,m,a,st,na
1993,rslarrea,2,2,2,19,y,onle,m,a,na,na
1993,rslarrea,2,2,2,20,n,pmtr,m,a,na,22
1993,rslarrea,2,2,2,23,y,dime,m,a,st,na
1993,rslarrea,2,2,2,34,y,dime,f,a,na,na
1993,rslarrea,2,2,2,46,y,dior,m,a,st,na
1993,rslarrea,2,2,2,47,n,pgfv,m,a,st,8
1993,rslarrea,2,2,2,48,y,dior,m,a,st,na
1993,rslarrea,2,2,2,52,n,remg,m,a,st,12
1993,rslarrea,2,2,2,60,n,dime,f,a,na,40
1993,rslarrea,2,2,2,65,y,pmtr,f,a,na,na
1993,rslarrea,2,2,2,66,y,pmtr,m,a,st,na
1993,rslarrea,2,2,2,67,n,pmtr,f,a,na,31
1993,rslarrea,2,2,2,79,y,dime,m,a,st,na
1993,rslarrea,2,2,2,82,n,pgfv,m,a,st,8
1993,rslarrea,2,2,2,83,n,pgfv,f,a,na,6
1993,rslarrea,2,2,2,88,n,neal,f,a,na,144
1993,rslarrea,2,2,2,90,y,neal,m,a,na,na
1993,rslarrea,2,2,2,92,n,pmtr,m,a,na,24
1993,rslarrea,2,2,2,94,n,pmtr,m,a,st,21
1993,rslarrea,2,2,2,95,n,neal,f,a,na,80
1993,rslarrea,2,2,2,96,n,onle,f,a,na,30
1993,rslarrea,2,2,2,102,y,dime,f,a,na,na
1993,rslarrea,2,2,2,103,y,pmtr,f,a,na,na
1993,rslarrea,2,2,2,104,y,pmtr,m,a,st,na
1993,rslarrea,2,2,2,118,y,dime,f,a,na,na
1993,rslarrea,2,2,2,120,y,onar,f,a,na,na
1993,rslarrea,2,2,2,125,y,pmtr,m,a,st,na
1993,rslarrea,2,2,2,128,y,disp,f,a,na,na
1993,rslarrea,2,2,2,129,y,pmle,f,a,na,na
1993,rslarrea,2,2,2,135,n,dime,f,a,na,41
1993,rslarrea,2,2,2,140,n,pmle,m,a,na,29
1993,rslarrea,2,2,2,141,y,pgfv,m,a,st,na
1993,rslarrea,2,2,4,5,y,dime,m,a,na,na
1993,rslarrea,2,2,4,6,n,pmle,m,a,na,20
1993,rslarrea,2,2,4,10,y,dime,m,a,st,na
1993,rslarrea,2,2,4,13,n,pgfv,m,a,st,7
1993,rslarrea,2,2,4,19,n,sihi,m,a,na,72
1993,rslarrea,2,2,4,23,y,pmle,m,a,st,na
1993,rslarrea,2,2,4,33,n,remg,m,a,st,14
1993,rslarrea,2,2,4,34,y,neal,m,a,st,na
1993,rslarrea,2,2,4,35,n,dime,m,a,st,47
1993,rslarrea,2,2,4,36,y,dime,f,a,na,na
1993,rslarrea,2,2,4,40,n,pmle,m,a,st,27
1993,rslarrea,2,2,4,44,n,dime,m,a,st,40
1993,rslarrea,2,2,4,46,n,remg,m,a,st,na
1993,rslarrea,2,2,4,50,y,pmle,m,a,na,na
1993,rslarrea,2,2,4,54,y,dime,f,a,na,na
1993,rslarrea,2,2,4,58,y,dime,f,a,na,na
1993,rslarrea,2,2,4,60,n,neal,f,a,na,102
1993,rslarrea,2,2,4,62,n,nemi,f,a,na,110
1993,rslarrea,2,2,4,63,n,neal,m,a,st,260
1993,rslarrea,2,2,4,67,n,remg,m,a,na,12
1993,rslarrea,2,2,4,70,y,dime,m,a,st,na
1993,rslarrea,2,2,4,72,y,nemi,m,a,na,na
1993,rslarrea,2,2,4,76,y,pmle,f,a,na,na
1993,rslarrea,2,2,4,77,n,neal,m,a,st,174
1993,rslarrea,2,2,4,82,y,dime,f,a,na,na
1993,rslarrea,2,2,4,93,n,onar,m,a,st,31
1993,rslarrea,2,2,4,94,n,dime,na,na,na,na
1993,rslarrea,2,2,4,96,y,onar,f,a,na,na
1993,rslarrea,2,2,4,100,y,neal,m,a,st,na
1993,rslarrea,2,2,4,108,n,dime,f,a,na,44
1993,rslarrea,2,2,4,118,n,pmtr,f,a,na,27
1993,rslarrea,2,2,4,119,n,neal,m,a,st,280
1993,rslarrea,2,2,4,126,n,neal,f,a,na,100
1993,rslarrea,2,2,4,129,y,dime,f,a,na,na
1993,rslarrea,2,2,4,131,n,pgfv,m,a,na,7
1993,rslarrea,2,2,4,132,n,neal,m,a,na,138
1993,rslarrea,2,2,4,134,y,dime,m,a,st,na
1993,rslarrea,2,2,4,138,n,sihi,m,a,na,64
1993,rslarrea,2,2,4,144,n,dime,f,a,na,42
1993,rslarrea,2,2,5,11,y,dime,m,a,st,na
1993,rslarrea,2,2,5,12,n,dime,f,a,na,35
1993,rslarrea,2,2,5,19,y,neal,m,a,na,na
1993,rslarrea,2,2,5,24,n,pgfv,f,a,na,7
1993,rslarrea,2,2,5,25,y,pmle,m,a,st,na
1993,rslarrea,2,2,5,57,n,neal,m,a,na,100
1993,rslarrea,2,2,5,60,y,pmle,m,a,na,na
1993,rslarrea,2,2,5,65,n,dime,m,a,st,49
1993,rslarrea,2,2,5,66,n,dime,m,a,st,46
1993,rslarrea,2,2,5,67,y,dime,f,a,na,na
1993,rslarrea,2,2,5,68,y,dime,f,a,na,na
1993,rslarrea,2,2,5,69,y,pmle,f,a,na,na
1993,rslarrea,2,2,5,70,y,neal,f,a,na,na
1993,rslarrea,2,2,5,71,n,pgfv,m,a,na,7
1993,rslarrea,2,2,5,72,y,pmle,f,a,na,na
1993,rslarrea,2,2,5,75,y,dime,m,a,st,na
1993,rslarrea,2,2,5,77,y,pmle,f,a,na,25
1993,rslarrea,2,2,5,88,n,neal,m,a,na,104
1993,rslarrea,2,2,5,91,n,dime,m,a,st,52
1993,rslarrea,2,2,5,92,n,dime,m,a,st,39
1993,rslarrea,2,2,5,93,n,pmle,m,a,st,na
1993,rslarrea,2,2,5,95,y,dime,m,a,st,na
1993,rslarrea,2,2,5,96,y,dime,m,a,st,na
1993,rslarrea,2,2,5,107,y,dime,m,a,na,na
1993,rslarrea,2,2,5,108,y,dime,f,a,na,na
1993,rslarrea,2,2,5,114,y,onle,m,a,na,na
1993,rslarrea,2,2,5,115,n,onar,f,a,na,28
1993,rslarrea,2,2,5,126,y,dime,f,a,na,na
1993,rslarrea,2,2,5,132,y,dime,m,a,st,na
1993,rslarrea,2,2,5,140,n,pmle,m,a,na,21
1993,rslarrea,2,2,5,143,y,dime,f,a,na,na
1993,rslarrea,2,2,5,145,y,dime,f,a,na,na
1993,rslarrea,2,3,2,2,y,pmtr,m,a,st,na
1993,rslarrea,2,3,2,7,y,pmtr,m,a,na,na
1993,rslarrea,2,3,2,8,y,pmtr,f,a,na,na
1993,rslarrea,2,3,2,19,y,onle,m,a,st,na
1993,rslarrea,2,3,2,20,y,pmtr,f,a,na,na
1993,rslarrea,2,3,2,21,n,remg,f,a,na,11
1993,rslarrea,2,3,2,24,y,dior,m,a,st,na
1993,rslarrea,2,3,2,29,n,dime,m,a,st,46
1993,rslarrea,2,3,2,34,y,dime,m,a,st,na
1993,rslarrea,2,3,2,35,y,dime,m,j,na,na
1993,rslarrea,2,3,2,44,y,dior,m,a,st,na
1993,rslarrea,2,3,2,45,n,neal,m,a,st,246
1993,rslarrea,2,3,2,46,y,dior,f,a,na,na
1993,rslarrea,2,3,2,47,y,pgfv,m,a,st,na
1993,rslarrea,2,3,2,64,y,dior,m,a,st,na
1993,rslarrea,2,3,2,82,n,dime,f,a,na,44
1993,rslarrea,2,3,2,90,y,neal,f,a,na,na
1993,rslarrea,2,3,2,96,y,dime,f,a,na,na
1993,rslarrea,2,3,2,100,y,dime,f,a,na,na
1993,rslarrea,2,3,2,102,y,dime,m,a,st,na
1993,rslarrea,2,3,2,113,y,dior,m,a,st,na
1993,rslarrea,2,3,2,118,y,dime,f,a,na,na
1993,rslarrea,2,3,2,124,y,dime,m,a,st,na
1993,rslarrea,2,3,2,126,y,pmle,f,a,na,na
1993,rslarrea,2,3,2,128,y,disp,f,a,na,na
1993,rslarrea,2,3,2,143,y,pgfv,m,a,st,na
1993,rslarrea,2,3,4,6,y,dime,m,a,na,na
1993,rslarrea,2,3,4,10,n,dime,m,a,na,24
1993,rslarrea,2,3,4,18,y,pmle,f,a,na,na
1993,rslarrea,2,3,4,20,y,sihi,m,a,na,na
1993,rslarrea,2,3,4,23,y,pmle,m,a,na,na
1993,rslarrea,2,3,4,44,y,dime,m,a,st,na
1993,rslarrea,2,3,4,46,y,dime,m,a,st,na
1993,rslarrea,2,3,4,47,y,dime,f,a,na,na
1993,rslarrea,2,3,4,50,y,nemi,m,a,na,na
1993,rslarrea,2,3,4,51,y,pmle,m,a,st,na
1993,rslarrea,2,3,4,52,y,dime,f,a,na,na
1993,rslarrea,2,3,4,57,n,dime,m,a,st,49
1993,rslarrea,2,3,4,60,y,dime,f,a,na,na
1993,rslarrea,2,3,4,63,y,neal,m,a,st,na
1993,rslarrea,2,3,4,68,n,pgfv,f,a,na,7
1993,rslarrea,2,3,4,70,y,dime,m,a,st,na
1993,rslarrea,2,3,4,92,y,onar,f,a,na,na
1993,rslarrea,2,3,4,94,y,dime,m,a,st,na
1993,rslarrea,2,3,4,95,n,sihi,na,na,na,na
1993,rslarrea,2,3,4,96,y,dime,f,a,na,na
1993,rslarrea,2,3,4,102,y,pmle,m,a,st,na
1993,rslarrea,2,3,4,105,n,pgfv,f,a,na,7
1993,rslarrea,2,3,4,107,n,dime,m,a,st,43
1993,rslarrea,2,3,4,108,y,dime,f,a,na,na
1993,rslarrea,2,3,4,113,y,pmle,m,a,na,na
1993,rslarrea,2,3,4,115,y,dime,f,a,na,na
1993,rslarrea,2,3,4,139,y,nemi,m,a,st,na
1993,rslarrea,2,3,4,140,y,dime,m,a,na,na
1993,rslarrea,2,3,4,143,n,onar,m,a,st,24
1993,rslarrea,2,3,5,3,y,dime,m,a,na,na
1993,rslarrea,2,3,5,11,y,dime,m,a,na,na
1993,rslarrea,2,3,5,12,y,dime,f,a,na,na
1993,rslarrea,2,3,5,19,y,neal,m,a,na,na
1993,rslarrea,2,3,5,24,n,pgfv,m,a,st,8
1993,rslarrea,2,3,5,36,n,pgfv,f,a,na,7
1993,rslarrea,2,3,5,48,n,spsp,f,a,na,100
1993,rslarrea,2,3,5,58,n,pmle,m,a,st,31
1993,rslarrea,2,3,5,60,n,dime,f,a,na,38
1993,rslarrea,2,3,5,64,y,dime,m,a,st,na
1993,rslarrea,2,3,5,68,y,pmle,m,a,st,na
1993,rslarrea,2,3,5,69,y,dime,f,a,na,72
1993,rslarrea,2,3,5,70,y,neal,f,a,na,na
1993,rslarrea,2,3,5,71,y,pmle,m,a,na,na
1993,rslarrea,2,3,5,72,y,pmle,f,a,na,na
1993,rslarrea,2,3,5,74,y,dime,m,a,na,na
1993,rslarrea,2,3,5,75,y,dime,m,a,st,na
1993,rslarrea,2,3,5,77,y,pmle,f,a,na,na
1993,rslarrea,2,3,5,81,y,pmle,f,a,na,na
1993,rslarrea,2,3,5,90,y,dime,m,a,st,na
1993,rslarrea,2,3,5,92,y,dime,m,a,na,na
1993,rslarrea,2,3,5,93,y,pmle,m,a,na,na
1993,rslarrea,2,3,5,96,y,dime,m,a,st,na
1993,rslarrea,2,3,5,104,y,dime,m,a,st,na
1993,rslarrea,2,3,5,107,y,dime,f,a,na,na
1993,rslarrea,2,3,5,108,n,dime,m,a,st,48
1993,rslarrea,2,3,5,114,n,pgfv,m,a,st,8
1993,rslarrea,2,3,5,118,n,remn,m,a,st,10
1993,rslarrea,2,3,5,119,y,dime,f,a,na,na
1993,rslarrea,2,3,5,122,y,dime,f,a,na,na
1993,rslarrea,2,3,5,126,n,spsp,m,a,st,120
1993,rslarrea,2,3,5,128,n,dime,f,a,na,42
1993,rslarrea,2,3,5,131,y,dime,m,a,st,na
1993,rslarrea,2,3,5,135,y,pgfv,f,a,na,na
1993,two22,1,1,1,2,n,chin,f,a,na,15
1993,two22,1,1,1,4,n,dime,m,a,st,50
1993,two22,1,1,1,6,n,neal,m,a,na,178
1993,two22,1,1,1,9,n,pmle,m,a,st,na
1993,two22,1,1,1,10,n,pmtr,f,a,na,25
1993,two22,1,1,1,13,n,pgfv,f,a,na,6
1993,two22,1,1,1,17,n,neal,f,a,na,146
1993,two22,1,1,1,18,n,chin,f,a,na,14
1993,two22,1,1,1,22,n,neal,f,a,na,146
1993,two22,1,1,1,23,n,dime,f,a,na,24
1993,two22,1,1,1,24,n,dime,f,a,na,37
1993,two22,1,1,1,27,n,neal,m,a,na,228
1993,two22,1,1,1,29,n,pmbo,m,a,na,24
1993,two22,1,1,1,30,n,neal,f,a,na,107
1993,two22,1,1,1,34,n,dime,f,a,na,45
1993,two22,1,1,1,35,n,neal,m,a,na,183
1993,two22,1,1,1,36,n,dime,m,a,na,49
1993,two22,1,1,1,41,n,dime,m,a,st,52
1993,two22,1,1,1,45,n,neal,f,a,na,na
1993,two22,1,1,1,47,n,neal,f,a,na,140
1993,two22,1,1,1,48,n,neal,m,a,na,217
1993,two22,1,1,1,53,n,dime,m,a,st,46
1993,two22,1,1,1,55,n,neal,f,a,na,222
1993,two22,1,1,1,56,n,nemi,f,a,na,168
1993,two22,1,1,1,57,n,pmle,m,a,na,18
1993,two22,1,1,1,63,n,chin,f,j,na,10
1993,two22,1,1,1,67,n,neal,m,a,na,80
1993,two22,1,1,1,68,n,pmtr,m,a,st,22
1993,two22,1,1,1,69,n,dime,m,a,na,43
1993,two22,1,1,1,74,n,pmle,m,a,st,24
1993,two22,1,1,1,76,n,neal,m,a,na,109
1993,two22,1,1,1,79,n,pmtr,f,a,na,30
1993,two22,1,1,1,84,n,chin,m,a,na,15
1993,two22,1,1,1,89,n,pmtr,m,a,na,19
1993,two22,1,1,1,90,n,neal,f,a,na,98
1993,two22,1,1,1,91,n,pmle,f,a,na,24
1993,two22,1,1,1,94,n,neal,f,a,na,125
1993,two22,1,1,1,96,n,chin,m,a,na,8
1993,two22,1,1,1,110,n,dime,f,a,na,35
1993,two22,1,1,1,114,n,neal,f,a,na,160
1993,two22,1,1,1,115,n,dime,m,a,st,39
1993,two22,1,1,1,116,n,chin,m,a,na,17
1993,two22,1,1,1,117,n,dime,m,a,st,49
1993,two22,1,1,1,118,n,dime,f,a,na,41
1993,two22,1,1,1,119,n,neal,f,a,na,84
1993,two22,1,1,1,127,n,neal,m,a,na,96
1993,two22,1,1,1,131,n,dime,f,a,na,37
1993,two22,1,1,1,136,n,dime,m,a,st,43
1993,two22,1,1,1,140,n,pmle,f,a,na,20
1993,two22,1,1,1,142,n,pmtr,m,a,st,22
1993,two22,1,1,1,144,n,dime,f,a,na,38
1993,two22,1,1,4,5,n,pmtr,m,a,st,22
1993,two22,1,1,4,8,n,neal,f,j,na,68
1993,two22,1,1,4,9,n,chin,m,a,na,16
1993,two22,1,1,4,16,n,chin,m,a,na,10
1993,two22,1,1,4,20,n,neal,f,a,na,108
1993,two22,1,1,4,21,n,pmtr,f,a,na,25
1993,two22,1,1,4,23,n,dime,f,a,na,41
1993,two22,1,1,4,24,n,dime,f,a,na,19
