"id","new","species","period","time","date","quadr","sex","known","weight","ot","sc","in.","pr","op","lg","year"
"108",NA,"PL",2,"PM",19790926,"A9","M",NA,8.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"99",NA,"PM",2,"AM",19790926,"B1","F",NA,9.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"122",NA,"NI",2,"AM",19790926,"B10","M",NA,18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"54",NA,"PM",2,"AM",19790926,"B10","F",NA,26.5,NA,FALSE,FALSE,TRUE,TRUE,TRUE,1979
"114",NA,"NI",2,"AM",19790926,"B4","M",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"51",NA,"PM",2,"AM",19790926,"B6","F",NA,10.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PM",2,"PM",19790926,"B6","F",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"24",NA,"PM",2,"AM",19790926,"B7","F",NA,11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"118",NA,"NI",2,"AM",19790926,"B8","M",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"117",NA,"PL",2,"AM",19790926,"B8","F",NA,9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"19",NA,"PM",2,"AM",19790926,"B9","M",NA,12.2,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"22",NA,"PM",2,"PM",19790926,"B9","F",NA,10.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"119",NA,"TS",2,"AM",19790926,"B9","F",NA,56,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"67",NA,"PM",2,"AM",19790926,"C1","F",NA,17,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FL1RR2",NA,"BB",2,"AM",19790926,"C4","F",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PM",2,"AM",19790926,"C8","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"112",NA,"ZH",2,"AM",19790926,"C9","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"22",NA,"PM",2,"AM",19790926,"D10","F",NA,10,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"98",NA,"PL",2,"AM",19790926,"D2","F",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"25",NA,"PM",2,"PM",19790926,"D2","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"113",NA,"NI",2,"AM",19790926,"D4","M",NA,15.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"64",NA,"NI",2,"AM",19790926,"D7","M",NA,25.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"95-FL3",NA,"CG",2,"AM",19790926,"D9","M",NA,31.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"25",NA,"PM",2,"AM",19790926,"E1","F",NA,17,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"17",NA,"PM",2,"AM",19790926,"E2","F",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"111FL2",NA,"NI",2,"AM",19790926,"E5","F",NA,20.5,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979
"56",NA,"TS",2,"PM",19790926,"E8","F",NA,91,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"16",NA,"PL",2,"PM",19790926,"F2","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"18",NA,"PM",2,"AM",19790926,"F3","F",NA,11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"72",NA,"CG",2,"PM",19790926,"F9","M",NA,24,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"15-RR4",NA,"PM",2,"AM",19790926,"F9","M",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"72",NA,"CG",2,"AM",19790926,"G10","M",NA,24,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"39",NA,"PM",2,"AM",19790926,"G10","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"16",NA,"PM",2,"AM",19790926,"G4","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"76-FL1",NA,"",2,"AM",19790926,"H10","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR1",NA,"BB",2,"AM",19790926,"H6","F",NA,13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"82",NA,"TS",2,"PM",19790926,"I4","",NA,53,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"37",NA,"PM",2,"AM",19790926,"I7","F",NA,20,NA,FALSE,FALSE,FALSE,TRUE,TRUE,1979
"RR2",NA,"CG",2,"AM",19790926,"I9","F",NA,23.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"38",NA,"PM",2,"AM",19790926,"J10","F",NA,14.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"41-FL4",NA,"PM",2,"AM",19790926,"J10","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"36",NA,"PL",2,"AM",19790926,"J2","F",NA,22,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"33",NA,"PL",2,"AM",19790926,"J3","M",NA,18.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"71",NA,"TS",2,"PM",19790926,"J3","F",NA,0,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"RR4",NA,"BB",2,"AM",19790926,"J5","F",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"87-FR4",NA,"PL",2,"AM",19790926,"J6","M",NA,19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"BB",3,"AM",19791009,"A1","",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1LR2",NA,"BB",3,"PM",19791009,"A1","F",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"BB",3,"AM",19791009,"A10","",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"28",NA,"PM",3,"AM",19791009,"A2","F",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"28",NA,"PM",3,"PM",19791009,"A2","F",NA,21.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR2RR3",NA,"PM",3,"AM",19791009,"A3","M",NA,18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"27",NA,"PM",3,"AM",19791009,"A4","F",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"52",NA,"PM",3,"AM",19791009,"A5","F",NA,26,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"99",NA,"PM",3,"PM",19791009,"A5","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"84",NA,"TS",3,"PM",19791009,"A6","F",NA,71.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"130",NA,"PM",3,"AM",19791009,"A7","F",NA,21.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"80",NA,"PL",3,"AM",19791009,"A9","M",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"54",NA,"PM",3,"PM",19791009,"A9","F",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"25",NA,"PM",3,"AM",19791009,"C1","F",NA,18,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"54",NA,"PM",3,"AM",19791009,"C10","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"BB",3,"AM",19791009,"C4","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PL",3,"PM",19791009,"C7","F",NA,22,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"PM",3,"AM",19791009,"C8","",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"51",NA,"PM",3,"PM",19791009,"C8","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"84",NA,"TS",3,"AM",19791009,"C8","F",NA,70.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1LR1",NA,"BB",3,"AM",19791009,"D10","",NA,14.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"18",NA,"PM",3,"AM",19791009,"D6","F",NA,13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"135",NA,"TS",3,"PM",19791009,"D6","M",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"128",NA,"NI",3,"AM",19791009,"D7","F",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"56",NA,"TS",3,"AM",19791009,"D7","F",NA,92.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"134",NA,"TS",3,"PM",19791009,"D8","M",NA,63.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PM",3,"AM",19791009,"D9","F",NA,21,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR4",NA,"BB",3,"AM",19791009,"E2","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"79",NA,"TS",3,"",19791009,"E7","F",NA,92,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"132",NA,"TS",3,"PM",19791009,"E7","M",NA,66.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"19",NA,"PM",3,"AM",19791009,"E8","M",NA,13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR1",NA,"BB",3,"AM",19791009,"E9","F",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"59",NA,"TS",3,"AM",19791009,"F2","F",NA,87.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR1RR1",NA,"CG",3,"AM",19791009,"F9","F",NA,22.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"76",NA,"PM",3,"AM",19791009,"F9","M",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"19",NA,"PM",3,"PM",19791009,"F9","M",NA,14.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1LR1",NA,"CG",3,"AM",19791009,"G10","M",NA,24.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"39",NA,"PM",3,"AM",19791009,"G10","F",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"125",NA,"PM",3,"AM",19791009,"G2","F",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR2",NA,"CG",3,"AM",19791009,"H2","F",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"15",NA,"PM",3,"AM",19791009,"H8","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"93",NA,"TS",3,"AM",19791009,"H8","M",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"RR2",NA,"CG",3,"AM",19791009,"H9","F",NA,27.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"110",NA,"CG",3,"PM",19791009,"H9","F",NA,27,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"93",NA,"TS",3,"PM",19791009,"I4","M",NA,99.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"RR4",NA,"BB",3,"AM",19791009,"I5","F",NA,13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR3",NA,"BB",3,"AM",19791009,"I8","F",NA,15.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"BB",3,"AM",19791009,"I9","F",NA,13.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FL 4",NA,"PM",3,"AM",19791009,"J10","M",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"36",NA,"PL",3,"AM",19791009,"J2","F",NA,22,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR2LR1",NA,"PM",3,"AM",19791009,"J2","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"131",NA,"TS",3,"PM",19791009,"J3","F",NA,62.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"37",NA,"PM",3,"AM",19791009,"J5","F",NA,23.5,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1979
"FR4",NA,"PM",3,"AM",19791009,"J6","M",NA,19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"123",NA,"TS",3,"AM",19791009,"J7","M",NA,89.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"124",NA,"NF",3,"AM",19791009,"J8","M",NA,263,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"83",NA,"TS",3,"PM",19791009,"J9","F",NA,81.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"86",NA,"PM",3,"AM",19791010,"A10","F",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"152",NA,"TS",3,"PM",19791010,"A10","F",NA,81,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"28",NA,"PM",3,"AM",19791010,"A2","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"53",NA,"PM",3,"PM",19791010,"A2","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"142",NA,"PL",3,"AM",19791010,"A3","M",NA,11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR2RR3",NA,"PM",3,"AM",19791010,"A4","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"52",NA,"PM",3,"AM",19791010,"A4","F",NA,21,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"105",NA,"PM",3,"AM",19791010,"A6","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"85",NA,"PL",3,"AM",19791010,"A9","F",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"24",NA,"PM",3,"PM",19791010,"B4","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"59",NA,"TS",3,"AM",19791010,"B4","F",NA,96,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"143",NA,"PM",3,"AM",19791010,"B6","F",NA,21,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"29",NA,"PM",3,"AM",19791010,"B8","F",NA,22,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"FR1LR4",NA,"BB",3,"AM",19791010,"C1","",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"27",NA,"PM",3,"AM",19791010,"C1","F",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"54",NA,"PM",3,"AM",19791010,"C10","F",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"84",NA,"TS",3,"PM",19791010,"C10","F",NA,73,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"66",NA,"PM",3,"AM",19791010,"C3","M",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"77",NA,"PL",3,"AM",19791010,"C7","M",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"135",NA,"TS",3,"PM",19791010,"C7","M",NA,60,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"22",NA,"PM",3,"AM",19791010,"C8","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"22",NA,"PM",3,"PM",19791010,"C8","F",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"134",NA,"TS",3,"AM",19791010,"C8","F",NA,60.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"141",NA,"PL",3,"AM",19791010,"D1","F",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"151",NA,"PL",3,"PM",19791010,"D1","M",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"150",NA,"TS",3,"PM",19791010,"D2","F",NA,52,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR4",NA,"BB",3,"PM",19791010,"D4","F",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"24",NA,"PM",3,"AM",19791010,"D4","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"132",NA,"TS",3,"AM",19791010,"D6","M",NA,64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"51",NA,"PM",3,"PM",19791010,"D7","F",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"134",NA,"TS",3,"PM",19791010,"D7","M",NA,61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR3",NA,"CG",3,"AM",19791010,"D9","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"25",NA,"PM",3,"AM",19791010,"E2","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"",NA,"PM",3,"AM",19791010,"E2","F",NA,9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"125",NA,"PM",3,"PM",19791010,"E2","F",NA,18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1RR4",NA,"BB",3,"AM",19791010,"E5","",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PM",3,"PM",19791010,"E7","F",NA,21,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"51",NA,"PL",3,"AM",19791010,"E8","F",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"17",NA,"PM",3,"AM",19791010,"F1","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"25",NA,"PM",3,"PM",19791010,"F1","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FL3",NA,"CG",3,"PM",19791010,"F10","M",NA,34,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"140",NA,"",3,"AM",19791010,"F3","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"19",NA,"PM",3,"PM",19791010,"F9","M",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"149",NA,"PM",3,"PM",19791010,"G1","M",NA,18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"148",NA,"TS",3,"PM",19791010,"G2","M",NA,93,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"18",NA,"PL",3,"AM",19791010,"G3","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"18",NA,"PM",3,"PM",19791010,"G3","F",NA,13,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"139",NA,"",3,"AM",19791010,"G4","M",NA,15.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"19",NA,"PM",3,"AM",19791010,"G8","M",NA,14,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"33",NA,"PL",3,"PM",19791010,"H1","M",NA,18.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"62",NA,"PM",3,"AM",19791010,"H10","M",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1LR3",NA,"BB",3,"AM",19791010,"H3","",NA,16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"15",NA,"PM",3,"AM",19791010,"H8","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"76",NA,"PM",3,"AM",19791010,"H8","M",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"59",NA,"TS",3,"PM",19791010,"H8","F",NA,92,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"110",NA,"CG",3,"AM",19791010,"H9","F",NA,27.5,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"36",NA,"PL",3,"AM",19791010,"I1","F",NA,23,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"39",NA,"PM",3,"AM",19791010,"I10","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR1LR4",NA,"PM",3,"AM",19791010,"I8","M",NA,18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"136",NA,"PM",3,"PM",19791010,"I9","M",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"138",NA,"PM",3,"AM",19791010,"J10","M",NA,18.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"61",NA,"PM",3,"AM",19791010,"J10","F",NA,15.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"146",NA,"TS",3,"PM",19791010,"J10","M",NA,90,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"33",NA,"PM",3,"AM",19791010,"J3","M",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"109",NA,"TS",3,"PM",19791010,"J3","F",NA,93,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"1",NA,"DV",3,"AM",19791010,"J5","M",NA,2.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"37",NA,"PM",3,"AM",19791010,"J5","F",NA,23.5,NA,FALSE,FALSE,TRUE,FALSE,TRUE,1979
"115",NA,"TS",3,"PM",19791010,"J5","F",NA,97.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"124",NA,"NF",3,"AM",19791010,"J8","M",NA,263,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"137",NA,"PM",3,"AM",19791010,"J9","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"83",NA,"TS",3,"PM",19791010,"J9","F",NA,80,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"156",NA,"PL",3,"AM",19791011,"A10","F",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"27",NA,"PL",3,"AM",19791011,"A2","F",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"28",NA,"PM",3,"AM",19791011,"A2","F",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"53",NA,"PM",3,"AM",19791011,"A4","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"27",NA,"PM",3,"AM",19791011,"A7","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"52",NA,"PM",3,"AM",19791011,"A9","F",NA,20,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"22",NA,"PL",3,"AM",19791011,"B10","F",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"143",NA,"PM",3,"AM",19791011,"B4","F",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"130",NA,"PM",3,"AM",19791011,"B6","F",NA,22.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR2FL2",NA,"BB",3,"AM",19791011,"B7","",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"54",NA,"PM",3,"AM",19791011,"C10","F",NA,18.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR1RR3",NA,"CG",3,"AM",19791011,"C5","F",NA,18.5,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1979
"77",NA,"PL",3,"AM",19791011,"C7","M",NA,14.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"51",NA,"PL",3,"AM",19791011,"C8","F",NA,12,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"151",NA,"PM",3,"AM",19791011,"D1","M",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"152",NA,"TS",3,"AM",19791011,"D10","F",NA,87,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR1RR4",NA,"BB",3,"AM",19791011,"D3","",NA,10.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"132",NA,"TS",3,"AM",19791011,"D5","M",NA,77,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"134",NA,"TS",3,"AM",19791011,"D7","M",NA,62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"29",NA,"PM",3,"AM",19791011,"D9","F",NA,19,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"FR1RR1",NA,"CG",3,"AM",19791011,"E10","F",NA,22.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"25",NA,"PM",3,"AM",19791011,"E2","F",NA,17,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"79",NA,"TS",3,"AM",19791011,"E7","F",NA,92,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"",NA,"PM",3,"AM",19791011,"E9","",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"149",NA,"PM",3,"AM",19791011,"F1","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR2FL1",NA,"BB",3,"AM",19791011,"F3","",NA,15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"15",NA,"PM",3,"AM",19791011,"F9","M",NA,17,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"155",NA,"PL",3,"AM",19791011,"G1","M",NA,15.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"154",NA,"PM",3,"AM",19791011,"G2","F",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"154",NA,"PM",3,"AM",19791011,"G2","M",NA,20.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"33",NA,"PL",3,"AM",19791011,"G3","M",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"18",NA,"PM",3,"AM",19791011,"G4","F",NA,12.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"FR1LR1",NA,"CG",3,"AM",19791011,"G8","M",NA,23.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"39",NA,"PM",3,"AM",19791011,"H10","F",NA,18.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"60",NA,"PL",3,"AM",19791011,"H7","F",NA,17.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"TS",3,"AM",19791011,"I1","M",NA,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"76",NA,"PM",3,"AM",19791011,"I10","M",NA,19,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"124",NA,"NF",3,"AM",19791011,"I8","M",NA,263,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"",NA,"BB",3,"AM",19791011,"J1","",NA,11.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"138",NA,"PL",3,"AM",19791011,"J10","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"62",NA,"PM",3,"AM",19791011,"J10","M",NA,16.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"17",NA,"PM",3,"AM",19791011,"J2","",NA,19.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"36",NA,"PL",3,"AM",19791011,"J3","F",NA,19,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
"153",NA,"TS",3,"AM",19791011,"J6","M",NA,61,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1979
"RR2",NA,"CG",3,"AM",19791011,"J9","F",NA,27.5,NA,FALSE,FALSE,FALSE,FALSE,TRUE,1979
