"stateroute","elev","elev.mean","elev.var","Longi","Lati","sum.NDVI","sum.EVI","sum.NDVI.mean","sum.EVI.mean","sum.NDVI.var","sum.EVI.var","mat","mdr","tseas","tmax","tmin","tar","twarmq","tcoldq","ap","pmax","pmin","pseas","pwetq","pdryq","mat.mean","mdr.mean","tseas.mean","tmax.mean","tmin.mean","tar.mean","twarmq.mean","tcoldq.mean","ap.mean","pmax.mean","pmin.mean","pseas.mean","pwetq.mean","pdryq.mean","mat.var","mdr.var","tseas.var","tmax.var","tmin.var","tar.var","twarmq.var","tcoldq.var","ap.var","pmax.var","pmin.var","pseas.var","pwetq.var","pdryq.var","regR"
2105,269,261.695177221832,1869.80907575746,-86.47,34.21,0.6975425,0.5115275,0.776235117,0.534483966,0.003287161,0.003938599,15.5,13.1,7571,31.9,-1.7,33.6,24.9,5.3,1425,164,78,19,425,275,15.364084713057,13.1089583842571,7557.36883703215,31.7806659948464,-1.82882296479659,33.609488959643,24.7658234852308,5.2499184512907,1435.88017921169,164.306588647867,79.5923783329557,18.6155917444914,427.887668995292,277.766332797658,0.0438477116247439,0.0302926041449455,2601.98702515374,0.071684706382906,0.0474878347550636,0.0315709152692477,0.0337730435592123,0.0653724520052898,197.391671704869,1.14624132596126,5.61121681777837,0.394125872210372,14.9821406192364,15.1412423663281,85
3041,238,284.154812949277,13838.8001979008,-146.99,64.54,0.77966,0.38845,0.700119583,0.32426545,0.006867816,0.003660914,-3.7,10.8,14402,20.9,-28.7,49.6,14.1,-22.4,344,59,10,54,160,42,-3.68678723053929,10.8393780554425,14252.7858863652,21.0157528683502,-28.2838834584488,49.299636326799,14.0479642092584,-22.066772790888,329.64056017845,57.6544235633922,8.75910995649173,55.2556639550643,155.149992276344,38.0831167723662,0.192958649600977,0.00609224012342065,78550.9528626848,0.133347229566632,0.341202761009673,0.439916376735882,0.19237485700199,0.357879961359531,225.672076674604,5.80326957896336,0.536093702385105,36.4202851357252,34.3379146903189,17.9394892062655,NA
3117,77,460.594665174534,189105.611053125,-149.44,61.58,0.7299875,0.4163825,0.662494604,0.37222413,0.023105779,0.011285073,2.1,10,8808,20.2,-14.3,34.5,13.4,-8.8,440,70,15,51,197,54,0.27353481966802,9.19473656380444,8676.0253936247,17.7599563626976,-15.4935640150076,33.2535203777052,11.5245178187134,-10.3191739149689,501.661191920617,75.042844956413,19.8155483083283,44.6054915020076,210.251614642387,67.5191229236449,2.8011519893538,0.187250289642611,148998.871832984,2.87927097968904,0.675070101901423,1.56162617596028,3.52416229431849,1.15843379289657,3688.01742568637,25.0447474492474,18.8542467897569,51.316275160716,152.152025398107,174.765146521315,NA
3119,69,256.420718079623,22018.1311368516,-151.79,59.79,0.59383,0.3320875,0.677949274,0.380054743,0.011598179,0.013317711,2.6,8,6648,16.6,-9.7,26.3,11.3,-5.4,695,96,33,36,259,105,1.93444462694156,7.95652745294055,6538.43826614467,15.8231280037868,-10.1853043818943,26.0084323856811,10.5431429762837,-5.91781473263895,677.293821735235,94.966174075197,31.3126723893014,36.4494832451877,256.706077777598,100.240992499916,0.438738366525968,0.155615596761205,100421.107072315,0.269978701233849,1.31393998500032,1.66977117523149,0.275880229666494,0.823561532654338,2173.9333082464,11.9352183029186,9.65375530032867,3.21718266619235,116.199816680996,66.4424432026533,NA
3224,329,358.99815880982,55615.2527491379,-132.37,56.45,0.820155,0.420195,0.629517199,0.306849582,0.040293372,0.015233105,5.4,7,5383,17.3,-5.3,22.6,12.4,-1.3,2045,322,103,35,763,336,4.72546041803345,7.09139606251473,5438.413605854,16.907381523278,-5.87579809571269,22.7831796189907,11.8143078092872,-2.00288330068802,2064.2856463864,319.032715394569,103.823387361773,34.5679255167645,761.446169215765,335.87229728212,0.815801263437048,0.198807168060728,121715.790453849,0.273403576033426,1.74879458624002,1.89982308165053,0.384326655710655,1.52048920490731,60162.7122916024,1647.12720625872,110.279641559602,1.15347305584203,8836.29985506655,1337.48928329236,NA
3319,188,370.845881918133,57322.2722226385,-151.56,59.64,0.322302564,0.039225641,0.612914118,0.348931958,0.04769409,0.025555254,2.6,7.7,6285,15.9,-9.1,25,10.9,-5,682,92,31,36,250,97,1.99047596626088,7.60296327172102,6256.18302552813,15.2650810748847,-9.59209199478004,24.8571730696648,10.1036687549699,-5.58406964272082,745.580957678458,100.814556661804,36.345979012418,34.4126188309749,274.183005907001,114.097486838738,0.361340588589698,0.155923693195219,108222.257619467,0.784285968405203,0.97783078770998,1.80869506030459,0.773586640592221,0.643595260747678,6281.49874600213,46.0681767138907,36.3218745160513,7.96366965564218,395.490973293857,293.129189761607,NA
4004,983,1109.89372075464,28205.3057870961,-113.61,49.8,0.4816175,0.2801375,0.559174308,0.352167105,0.004733555,0.002664442,4.5,13.8,8581,24.9,-14.9,39.8,15.4,-6.6,440,74,20,46,177,61,4.10794440193188,13.657327487597,8544.80417752617,24.3662369241758,-15.2544934879492,39.620730412125,14.8781780719286,-6.94130895716368,455.839077117994,75.293764692187,21.2296751824943,44.3886570610953,180.031891029202,65.9019600947986,0.81663031297101,0.026306259693937,125367.878910251,1.26054963721587,1.11652325740085,1.07715112629715,1.65591034776359,0.383573246368393,1857.41029949787,6.11986247442473,15.079708055059,27.916840282762,76.358030775075,141.894128278062,91
4007,746,751.399889285858,729.659127732789,-111.85,50.56,0.5916275,0.3990975,0.500030072,0.300942574,0.007831857,0.008100939,4.1,14,10605,26.5,-19,45.5,17.1,-10,330,57,13,51,143,43,4.13438903638217,13.9421645739331,10605.9601980803,26.4956222053159,-18.9931371790171,45.488759384333,17.1041462339291,-9.99836490162891,330.720617638461,56.8888664462841,12.9589474516705,51.4950533359195,143.339888861996,43.0199230276772,0.0696900599748937,0.00359266497215631,63040.4805573245,0.0385614526890167,0.491027772275324,0.609620446473106,0.0184039825041359,0.368201116279751,69.6955762022559,3.97273363676204,0.57828453779151,4.13084935077893,12.678100325694,2.59802495584172,76
4014,1008,1017.95948775249,8488.878662862,-113.76,51.23,0.610465,0.4082125,0.5880582,0.38470463,0.004789368,0.003579235,3,13.3,9510,23.4,-17.8,41.2,14.8,-9.5,417,79,13,62,199,46,2.95638270286279,13.4347473220566,9638.04083931976,23.5508673528968,-18.1198285731577,41.6706959260545,14.8494166373681,-9.72503799309457,419.154802561432,78.6458539327874,14.0296971577297,59.946720928171,197.161378557321,48.1697185633554,0.116076596649297,0.100930184313434,221511.029663092,0.81741842449064,0.663809734803968,2.36987529152201,0.426593805051528,0.599755698851551,547.640843973943,21.3400072246269,0.921822223258747,3.6087765220594,90.2164544046237,12.4168647979059,83
4017,2227,2180.25711915945,73127.5327305413,-116.25,51.51,0.697789474,0.252178947,0.391751264,0.174499354,0.048053442,0.008049044,-2.4,11.2,7787,16.3,-19.3,35.6,7.5,-12.2,659,83,39,24,219,124,-2.28051523310893,11.1190510786344,7801.88429839534,16.3828766931408,-19.1008371082226,35.4837138013634,7.61260356931853,-12.0926436495861,668.030064635468,82.6718334256156,39.0151737880496,23.820908308728,218.696761300018,126.755524517002,0.99744708245937,0.138726275789938,18715.8914198237,1.69760355947309,1.10490376126435,0.58290288772519,1.28567871025805,0.594516964228212,1137.21941210006,18.0437325531796,15.9262481113045,25.1317752530946,103.761433953433,86.9903247209735,103
4018,696,693.949536319357,1023.44611096848,-110.71,52.43,0.544755,0.3120275,0.558776777,0.332966055,0.002751593,0.001370034,1.9,12.7,11687,24.4,-22.2,46.6,15.9,-14,399,73,14,60,197,49,1.85880434980145,12.5831138562602,11689.9363131252,24.3588848151273,-22.1642060464057,46.523090861533,15.8960794802667,-13.9669127981136,397.788249970561,72.3051951744634,13.9617189236041,60.6679640676721,196.268013063883,49.2417628080754,0.023907057399782,0.0925775080089582,14435.3979237725,0.0463705517561937,0.218849970736724,0.29826329283506,0.0577133396673188,0.0327202425683639,142.574071022546,6.20289574066234,0.128872679724008,0.440459825716988,26.7167395485644,1.91558541316058,74
4022,1002,1041.00503302007,9016.74582181057,-114.48,52.01,0.664975,0.4210225,0.667081762,0.4161171,0.001369941,0.001748848,2.3,13.4,9699,22.3,-18.2,40.5,14.1,-10.7,497,89,17,62,237,59,2.03790763652021,13.4683491843139,9651.54341122102,22.0364700334437,-18.7225392752365,40.7590093086802,13.8156802750436,-10.8871275509882,497.046073776905,89.0394840487802,17.1145584056584,60.8728438704131,234.734086127534,60.0949465594033,0.138941378677368,0.05993961929468,69105.028003836,0.231495973162526,0.243683259237309,0.144976661333141,0.376459053594261,0.0764286020433546,530.7122693548,10.0035719301614,2.73020627145692,9.10209023416717,68.3398263918623,28.5768300046303,90
4040,658,691.385549240607,1483.8042430231,-114.75,54.08,0.6807075,0.4366,0.682735569,0.423922662,0.002553995,0.001921532,1.7,13.4,10674,22.8,-21.4,44.2,14.4,-12.8,486,94,18,68,257,58,1.63436050427591,13.226289928179,10660.0654574874,22.6406993380867,-21.5629351473053,44.203634485392,14.3579005253392,-12.8218258128363,504.065672696589,95.9962952911014,18.9122736513785,66.0861357191408,262.173742627507,60.6989038394675,0.0824253191119102,0.234770609557049,24816.4767028945,0.046152085960695,0.413102096953213,0.219122289649804,0.0687009241175092,0.21208557368939,269.510773561037,8.58761077639508,0.375804849556068,1.43651790857317,64.379513765799,4.39777376903387,98
4105,1364,1635.19304006638,81762.7922119786,-113.9,49.06,0.5559875,0.0756125,0.608705317,0.326039346,0.017036366,0.008181676,2.8,13.3,7768,22.8,-13.9,36.7,12.9,-7,599,79,36,24,193,127,2.35532566212855,13.1473255609006,7761.55410954346,22.21054395317,-14.4460624960302,36.6566064492002,12.3658899381414,-7.43851345296484,609.081452454921,80.1278187703911,36.0443733103193,26.4976349889695,199.271506821272,122.740731641125,1.82671463764863,0.136404348525397,36947.3648368087,2.52754817517416,0.84288217548364,0.548290100247146,2.46569472629613,0.975997514354816,6969.3425565581,11.0867147373592,56.634101733081,82.4807091886201,92.0971580687154,853.274427567417,102
4114,998,1012.323768251,8180.54825091807,-113.91,51.56,0.6143275,0.39682,0.621713571,0.411962119,0.001238073,0.00095365,2.7,13.3,9851,23.2,-18.5,41.7,14.7,-10.4,429,80,14,63,207,49,2.55281373579183,13.3275857785705,9811.78589959454,23.0498097538069,-18.6080857072361,41.6578954610431,14.5698240126071,-10.4694170295831,437.648321952215,81.0733487762076,14.4937585679081,60.5576109267947,208.004062635308,51.0450983132748,0.0624238066047518,0.0610329082055722,184748.156228675,0.623851048555484,0.49206973564816,1.97205493840549,0.34301696844977,0.412148856130362,653.247921757309,21.2404986458412,1.39245209867497,3.81197562318946,91.4849807943928,17.9507904624796,83
4115,1104,1096.25645269865,13127.5728493922,-114.18,51.55,0.6589875,0.418745,0.644507951,0.418136779,0.001635773,0.000909992,2.3,13.1,9424,22.2,-18.1,40.3,14,-10.1,462,86,15,60,216,54,2.32419875958888,13.2125124348472,9513.44209871965,22.3912364202272,-18.3275210143998,40.718757434627,14.0214444862576,-10.265239223775,462.571437871513,84.7861801999563,15.8808606580344,58.7420255337189,214.760902175067,55.8622227921046,0.137277457440622,0.0222863986307378,126315.646814549,0.536767598573684,0.166039961441226,0.87469992028889,0.468941403132429,0.208737709350525,923.333308930132,14.3143621061326,4.84853401829255,16.0158301993372,65.8622686216625,55.3099836022302,83
4128,691,692.948959625863,343.549069364129,-112.11,53.1,0.554945,0.3310525,0.575012889,0.368763979,0.000490075,0.000962151,2.1,11.8,11207,23,-20.4,43.4,15.5,-13,426,80,14,66,220,51,2.16285492143395,11.8172149094077,11191.8091059282,23.0389992816914,-20.4372117836563,43.4762110653477,15.5685721625728,-12.9719710446835,427.381503518007,79.7300244834453,14.6036526546336,65.709217310064,219.962850610915,50.6229211248971,0.0612633450464651,0.0215329576656581,22222.6368062322,0.0317234559349823,0.266490316628917,0.255050098643577,0.027968869444238,0.221059842197887,22.1153328973358,3.26165358371664,0.291885931732922,2.9220538210175,14.6056810343076,1.60385714332759,82
4129,745,751.127167249408,450.420603203493,-113.11,53.11,0.6275525,0.43038,0.618071113,0.395303916,0.00306378,0.002062014,2.2,11.9,10811,22.5,-20,42.5,15.2,-12.4,452,86,15,66,233,53,2.20577038700226,11.9942488937924,10820.6695654307,22.5898421705525,-19.9907391547836,42.580581325336,15.1875230984187,-12.3678905516525,451.5834171359,86.0904091204396,15.5508721173217,65.9510470705617,233.173728208126,52.7675601136458,0.0210049817686014,0.0762532676632424,15652.6562433799,0.0203186153200129,0.0424017064066746,0.068639278877873,0.0337639554538429,0.0732553520667054,76.8288788294287,14.6039535359952,0.243156185136293,1.21972086822834,35.0291871352943,0.731438619518456,90
4141,1166,1003.64240471978,16652.2888159758,-115.51,54.75,0.5309025,0.31045,0.699445571,0.335820053,0.002198159,0.001537975,-0.4,12.5,10369,19.9,-23.1,43,12.1,-14.3,579,105,22,62,291,75,0.0785645246228534,12.6196580594747,10552.3652662369,20.5429481161511,-23.1045830979315,43.6475312140826,12.6392733483045,-14.2272072639013,562.14721968434,101.69380365967,21.1614518721695,61.977532705108,282.423646822181,71.9412315955547,0.149588674932732,0.0373498329148961,98632.8478158693,0.291425002302805,0.712630550305956,1.11746639733823,0.261284684979826,0.317205890104705,338.761235884295,9.4252675592018,0.472270529019294,2.38595016563533,81.0004309773921,10.1564313727587,95
6014,1541,1518.20912782279,36072.297462303,-112.43,34.64,0.3970875,0.27552,0.328210188,0.184248087,0.009513242,0.001577843,12.4,16.9,7184,31.7,-4.6,36.3,22,3.7,428,78,11,53,186,43,13.0000281405433,17.2952444744128,7171.38938037786,32.6745262295992,-4.01640544674392,36.6909316763431,22.5115482613364,4.27503913803938,445.036499196609,73.7887031450781,9.98135978121883,47.9990913584441,177.152475088069,43.6740302728641,1.25299279475843,0.761190148545211,25445.7494177728,2.36393208648229,1.06837656324503,1.63923100343106,1.53328920668594,1.01959343684578,5408.81172387407,85.5616134526362,0.958166207972332,8.47540032635314,498.696554100663,33.3523690276032,85
6018,288,358.251370359201,32415.4174387635,-114.21,33.65,0.115465,0.0791725,0.169405016,0.117951385,0.01164712,0.007552301,21.8,16.1,7831,41.3,3.8,37.5,31.9,12,132,22,1,48,50,8,21.5612611961706,15.9080778597762,7785.70797493145,40.9975334252928,3.82230772329359,37.1752257019992,31.6912724058086,11.9199871529859,137.943879287843,22.8758867152671,1.15551784012504,50.9615404318226,52.0974558990444,7.90652420789128,0.36515724276743,0.579939524239176,45077.9000964746,0.915518471232369,0.402345125608347,1.78324099405162,0.565679529186379,0.164637187019774,1015.11879268163,25.1209699936633,0.130599398342651,4.89152716361852,182.934916909556,3.4987746770338,54
6024,99,179.243792380133,14205.9130242557,-114.39,32.83,0.1184775,0.0965,0.166570494,0.117009698,0.009376428,0.005779745,23.2,15.6,7405,41.5,6,35.5,32.6,13.9,90,15,0,53,35,5,22.6695609219195,15.6674544555384,7339.77135563499,41.0612465474777,5.70753873723956,35.3537078102382,32.1177732212553,13.5542469667753,97.2295922846367,16.6005518565862,0.289178548985137,54.9387286464017,38.8361944376964,4.5768338034179,0.157489838536696,0.592472470193674,23564.8066625831,0.245079903827574,0.223967899870362,0.592377970714513,0.13823279743862,0.191821268206906,354.753709646289,10.2861753888562,0.17809705500093,6.03805546981012,64.1979926330389,1.66975400442695,51
6025,134,200.227977688647,6023.38359697422,-113.54,32.92,0.26726,0.2220825,0.147008926,0.105935317,0.002867579,0.001779177,23.2,15.3,7437,41.4,6,35.4,32.7,13.9,121,21,1,52,50,6,22.9386423612108,15.1360872411032,7391.97913612398,41.0569168091405,5.9559260091863,35.1009907999542,32.4016807356439,13.7517519704591,127.155328746826,22.3016510477327,0.663930954299624,55.024400152842,52.4384868620599,5.96382185399568,0.117567304106571,0.123556400115779,16323.5959633754,0.105882593753769,0.239383592708716,0.436973741260319,0.0779881590140513,0.151951400875077,238.69135035293,6.63730905513562,0.194825202850249,4.31976408937647,34.2035440592657,1.58478739852394,50
6032,1266,1395.69685625975,44399.4015526385,-110.79,31.51,0.3155225,0.1930825,0.355962418,0.208028101,0.003475497,0.000721871,16,16.4,6403,33.2,-0.3,33.5,24.3,8,469,115,4,79,254,25,15.7277443848311,16.3448592330341,6342.33275677733,32.8729511360448,-0.452789732471632,33.2880519663516,23.9506162543103,7.82464615973806,494.716693547883,117.268128260154,5.7817031107409,78.5778196687728,267.762903667022,29.5404291337068,0.78360421343159,0.530097505107932,15316.2451978707,1.40356181657571,0.262317249633321,0.757311539245156,1.07294784594594,0.606905030919498,2224.92294914477,78.493620248704,1.82286108410957,11.4752931498089,434.346388974237,16.8359803412762,108
7004,49,65.1585326544788,291.684417423299,-92.69,33.59,0.8123175,0.4417925,0.805809425,0.493119071,0.001888286,0.001591681,16.7,13.5,7736,33.6,-1.4,35,26.3,6.3,1314,130,82,13,372,281,16.708146913,13.4136406511253,7667.47781033276,33.5796363558949,-1.2036515493609,34.7509632546779,26.2514826798125,6.41069157508736,1317.53212131958,132.72882526003,82.5848983239489,13.0817035604236,376.202491546808,280.702058078442,0.0308250716291736,0.0117190589777554,3289.43831873133,0.00886732743135218,0.101300332668878,0.120335103477035,0.020220580383184,0.0781019931899174,295.111505468006,5.47999282368818,1.07365155377041,0.64504089430728,18.4397792309013,17.9418586619488,79
7005,100,92.3444989712412,176.997341656887,-93.47,33.37,0.740745,0.514735,0.774010257,0.494306615,0.004299407,0.002299498,17,13.2,7519,33.8,-0.6,34.4,26.4,6.9,1311,128,86,13,368,280,17.0922547725122,13.1216642613314,7526.56133894135,33.7190327152866,-0.437256420446259,34.0622092324579,26.4859456274751,7.01982714625118,1288.58374616402,127.202717244519,84.0084009421499,12.72343149741,365.526324972535,275.509568314491,0.0495529002772936,0.0269315470591542,7044.5276358252,0.0178570036498586,0.160597202085049,0.0884171967024696,0.042781787943386,0.094491231912596,1171.362258172,17.9538848438664,8.18388661934005,0.749691954399586,116.911409764629,75.3493353771161,83
7015,325,266.686814456629,7492.79449255127,-94.04,34.97,0.8086525,0.4811575,0.790078249,0.502745142,0.002948825,0.001369406,15.6,13.9,7988,33.7,-3,36.7,25.6,5,1047,135,49,23,329,189,15.4569529149349,13.7278069121024,8037.42212006292,33.5304106544699,-3.0639758690353,36.5943865235052,25.5398855523409,4.7851659068394,1117.69482557545,140.441904210525,55.4380334265449,22.3618172504904,350.24136666523,210.743592376046,0.083801946171059,0.0660032143849478,15599.9150347528,0.252053309775218,0.0278085322074349,0.256227918201646,0.162861175749795,0.0431564126913989,18694.6991848078,116.343495634856,105.231925813165,9.72934644193411,1449.79968412444,1715.23818136593,91
7019,122,114.014242928736,1918.07693873721,-91.34,35.91,0.8362075,0.558385,0.707908098,0.488971919,0.00992906,0.004306455,15.1,13.2,8492,33.8,-3.7,37.5,25.7,3.7,1216,128,81,17,371,254,15.0703650765842,13.2725864550575,8505.06390841765,33.7213496501948,-3.66851045398569,37.3898601041804,25.7327596351951,3.65618734579345,1209.39857652627,127.838202369172,77.4791578837384,17.488198681874,369.224168515999,253.274995613413,0.230836620131178,0.332949129530441,2586.79620416489,0.057416051979523,0.737842206780172,0.467132218405396,0.256782792064478,0.229114601470246,207.48197869266,3.27149066796045,12.6713607013464,0.236465655060123,33.6159061330009,21.6321997065615,83
