"CompAOU","focalAOU","Competitor","Focal","CompSciName","FocalSciName","Family","FocalMass","CompMass","focalcat","compcat"
7240,7222,"Sedge Wren","Winter Wren","Cistothorus platensis","Troglodytes troglodytes","Troglodytidae",10,9,"Troglodytes_troglodytes","Cistothorus_platensis"
7250,7222,"Marsh Wren","Winter Wren","Cistothorus palustris","Troglodytes troglodytes","Troglodytidae",10,11.75,"Troglodytes_troglodytes","Cistothorus_palustris"
7260,7280,"Brown Creeper","Red-breasted Nuthatch","Certhia americana","Sitta canadensis","Sittidae",10,8,"Sitta_canadensis","Certhia_americana"
7280,7260,"Red-breasted Nuthatch","Brown Creeper","Sitta canadensis","Certhia americana","Certhiidae",8,10,"Certhia_americana","Sitta_canadensis"
7330,7410,"Oak Titmouse","Chestnut-backed Chickadee","Baeolophus inornatus","Parus rufescens","Paridae",10,18.25,"Parus_rufescens","Baeolophus_inornatus"
7330,7420,"Oak Titmouse","Wrentit","Baeolophus inornatus","Chamaea fasciata","Timaliidae",15,18.25,"Chamaea_fasciata","Baeolophus_inornatus"
7331,7380,"Juniper Titmouse","Mountain Chickadee","Baeolophus ridgwayi","Parus gambeli","Paridae",11.75,18.25,"Parus_gambeli","Baeolophus_ridgwayi"
7350,7400,"Black-capped Chickadee","Boreal Chickadee","Parus atricapillus","Parus hudsonicus","Paridae",10,11,"Parus_hudsonicus","Parus_atricapillus"
7380,7331,"Mountain Chickadee","Juniper Titmouse","Parus gambeli","Baeolophus ridgwayi","Paridae",18.25,11.75,"Baeolophus_ridgwayi","Parus_gambeli"
7410,7430,"Chestnut-backed Chickadee","Bushtit","Parus rufescens","Psaltriparus minimus","Aegithalidae",5,10,"Psaltriparus_minimus","Parus_rufescens"
7430,7410,"Bushtit","Chestnut-backed Chickadee","Psaltriparus minimus","Parus rufescens","Paridae",10,5,"Parus_rufescens","Psaltriparus_minimus"
7480,7490,"Golden-crowned Kinglet","Ruby-crowned Kinglet","Regulus satrapa","Regulus calendula","Regulidae",7,6.25,"Regulus_calendula","Regulus_satrapa"
7490,7480,"Ruby-crowned Kinglet","Golden-crowned Kinglet","Regulus calendula","Regulus satrapa","Regulidae",6.25,7,"Regulus_satrapa","Regulus_calendula"
7510,7520,"Blue-gray Gnatcatcher","Black-tailed Gnatcatcher","Polioptila caerulea","Polioptila melanura","Sylviidae",5,6,"Polioptila_melanura","Polioptila_caerulea"
7540,7590,"Townsend's Solitaire","Hermit Thrush","Myadestes townsendi","Catharus guttatus","Turdidae",31,34,"Catharus_guttatus","Myadestes_townsendi"
7540,7680,"Townsend's Solitaire","Mountain Bluebird","Myadestes townsendi","Sialia currucoides","Turdidae",30,34,"Sialia_currucoides","Myadestes_townsendi"
7580,7590,"Swainson's Thrush","Hermit Thrush","Catharus ustulatus","Catharus guttatus","Turdidae",31,31,"Catharus_guttatus","Catharus_ustulatus"
7590,7540,"Hermit Thrush","Townsend's Solitaire","Catharus guttatus","Myadestes townsendi","Turdidae",34,31,"Myadestes_townsendi","Catharus_guttatus"
7590,7580,"Hermit Thrush","Swainson's Thrush","Catharus guttatus","Catharus ustulatus","Turdidae",31,31,"Catharus_ustulatus","Catharus_guttatus"
7590,7670,"Hermit Thrush","Western Bluebird","Catharus guttatus","Sialia mexicana","Turdidae",28,31,"Sialia_mexicana","Catharus_guttatus"
7680,7540,"Mountain Bluebird","Townsend's Solitaire","Sialia currucoides","Myadestes townsendi","Turdidae",34,30,"Myadestes_townsendi","Sialia_currucoides"
