"Aou","stateroute","n","occ"
20,3004,8,0.533333333333333
20,3007,5,0.333333333333333
20,3008,1,0.0666666666666667
20,3010,6,0.4
20,3117,9,0.6
20,3118,8,0.533333333333333
20,3192,4,0.266666666666667
20,3318,12,0.8
20,3319,14,0.933333333333333
20,3444,2,0.133333333333333
20,3883,6,0.4
20,4002,1,0.0666666666666667
20,4022,12,0.8
20,4028,12,0.8
20,4040,15,1
20,4063,9,0.6
20,4115,4,0.266666666666667
20,4136,2,0.133333333333333
20,11045,2,0.133333333333333
20,11223,1,0.0666666666666667
20,11234,2,0.133333333333333
20,11244,8,0.533333333333333
20,11255,8,0.533333333333333
20,33002,8,0.533333333333333
20,45203,1,0.0666666666666667
20,45205,1,0.0666666666666667
20,50003,1,0.0666666666666667
20,50065,3,0.2
20,53002,13,0.866666666666667
20,53015,1,0.0666666666666667
20,64001,2,0.133333333333333
20,64011,12,0.8
20,64028,3,0.2
20,64042,2,0.133333333333333
20,64044,15,1
20,79033,7,0.466666666666667
20,79130,5,0.333333333333333
20,79132,5,0.333333333333333
20,79133,1,0.0666666666666667
20,89152,4,0.266666666666667
20,91009,2,0.133333333333333
30,3007,4,0.266666666666667
30,3010,6,0.4
30,4003,3,0.2
30,4028,7,0.466666666666667
30,4040,3,0.2
30,4063,5,0.333333333333333
30,4115,3,0.2
30,4136,9,0.6
30,4204,3,0.2
30,11045,1,0.0666666666666667
30,11244,1,0.0666666666666667
30,53002,2,0.133333333333333
30,64011,3,0.2
30,64012,1,0.0666666666666667
30,64039,3,0.2
30,64042,1,0.0666666666666667
30,79033,10,0.666666666666667
30,79132,7,0.466666666666667
30,79133,4,0.266666666666667
30,89006,2,0.133333333333333
40,4002,2,0.133333333333333
40,4003,13,0.866666666666667
40,4004,3,0.2
40,4028,3,0.2
40,4040,4,0.266666666666667
40,4063,2,0.133333333333333
40,4115,1,0.0666666666666667
40,4204,3,0.2
40,4229,2,0.133333333333333
40,4302,11,0.733333333333333
40,11045,1,0.0666666666666667
40,14089,1,0.0666666666666667
40,17207,1,0.0666666666666667
40,17301,7,0.466666666666667
40,17322,7,0.466666666666667
40,33023,1,0.0666666666666667
40,45002,1,0.0666666666666667
40,53002,1,0.0666666666666667
40,53009,2,0.133333333333333
40,53017,1,0.0666666666666667
40,54034,1,0.0666666666666667
40,54041,1,0.0666666666666667
40,60155,2,0.133333333333333
40,64005,9,0.6
40,64009,4,0.266666666666667
40,64011,12,0.8
40,64019,1,0.0666666666666667
40,64028,1,0.0666666666666667
40,64039,6,0.4
40,64042,12,0.8
40,64043,13,0.866666666666667
40,64044,1,0.0666666666666667
40,79033,4,0.266666666666667
40,79132,10,0.666666666666667
40,79133,3,0.2
40,81019,1,0.0666666666666667
40,81023,7,0.466666666666667
40,85011,1,0.0666666666666667
40,85121,3,0.2
40,85904,2,0.133333333333333
40,89006,8,0.533333333333333
40,89906,1,0.0666666666666667
40,92019,6,0.4
40,92030,1,0.0666666666666667
40,92053,2,0.133333333333333
40,92077,1,0.0666666666666667
40,92083,15,1
40,92148,1,0.0666666666666667
50,83901,2,0.133333333333333
60,2060,1,0.0666666666666667
60,2156,2,0.133333333333333
60,4002,2,0.133333333333333
60,4003,2,0.133333333333333
60,4028,7,0.466666666666667
60,4040,6,0.4
60,4063,7,0.466666666666667
60,4105,3,0.2
60,4115,6,0.4
60,4136,2,0.133333333333333
60,4204,4,0.266666666666667
60,6014,7,0.466666666666667
60,6024,3,0.2
60,6074,15,1
60,7010,8,0.533333333333333
60,11006,1,0.0666666666666667
60,11045,3,0.2
60,11074,1,0.0666666666666667
60,11222,3,0.2
60,11234,3,0.2
60,11244,4,0.266666666666667
60,14021,3,0.2
60,14071,5,0.333333333333333
60,14083,2,0.133333333333333
60,14089,3,0.2
60,14153,4,0.266666666666667
60,14155,4,0.266666666666667
60,14182,1,0.0666666666666667
60,14189,11,0.733333333333333
60,14190,9,0.6
60,14193,1,0.0666666666666667
60,14198,2,0.133333333333333
60,14319,6,0.4
60,17012,3,0.2
60,17047,2,0.133333333333333
60,17055,3,0.2
60,17207,1,0.0666666666666667
60,17221,1,0.0666666666666667
60,17301,2,0.133333333333333
60,17315,1,0.0666666666666667
60,17322,1,0.0666666666666667
60,17367,1,0.0666666666666667
60,21003,2,0.133333333333333
60,25027,1,0.0666666666666667
60,25031,1,0.0666666666666667
60,25067,3,0.2
60,25087,1,0.0666666666666667
60,25916,1,0.0666666666666667
60,27057,1,0.0666666666666667
60,33002,3,0.2
60,33018,1,0.0666666666666667
60,33021,3,0.2
60,33023,6,0.4
60,33025,1,0.0666666666666667
60,33124,1,0.0666666666666667
60,34029,1,0.0666666666666667
60,35901,1,0.0666666666666667
60,36028,2,0.133333333333333
60,42015,2,0.133333333333333
60,42016,1,0.0666666666666667
60,42034,9,0.6
60,42221,5,0.333333333333333
60,42906,1,0.0666666666666667
60,44019,1,0.0666666666666667
60,45002,1,0.0666666666666667
60,45103,1,0.0666666666666667
60,45205,3,0.2
60,45213,1,0.0666666666666667
60,49015,2,0.133333333333333
60,49036,2,0.133333333333333
60,49131,2,0.133333333333333
60,49906,9,0.6
60,49907,3,0.2
60,50001,2,0.133333333333333
60,50003,1,0.0666666666666667
60,50008,1,0.0666666666666667
60,50009,2,0.133333333333333
60,50015,3,0.2
60,50043,1,0.0666666666666667
60,50047,1,0.0666666666666667
60,50048,2,0.133333333333333
60,50055,5,0.333333333333333
60,50064,5,0.333333333333333
60,50065,14,0.933333333333333
60,50067,1,0.0666666666666667
60,50068,1,0.0666666666666667
60,53002,12,0.8
60,53138,1,0.0666666666666667
60,54031,6,0.4
60,54034,1,0.0666666666666667
60,54041,9,0.6
60,56041,12,0.8
60,57010,5,0.333333333333333
60,58011,1,0.0666666666666667
60,60071,5,0.333333333333333
60,60155,2,0.133333333333333
60,61047,1,0.0666666666666667
60,63003,1,0.0666666666666667
60,64001,15,1
60,64005,12,0.8
60,64008,6,0.4
60,64009,4,0.266666666666667
60,64011,15,1
60,64012,13,0.866666666666667
60,64019,14,0.933333333333333
60,64028,13,0.866666666666667
60,64039,12,0.8
60,64042,14,0.933333333333333
60,64043,8,0.533333333333333
60,64044,14,0.933333333333333
60,64103,13,0.866666666666667
60,65014,1,0.0666666666666667
60,65020,1,0.0666666666666667
60,67050,2,0.133333333333333
60,67070,1,0.0666666666666667
60,68012,1,0.0666666666666667
60,68014,4,0.266666666666667
60,68015,10,0.666666666666667
60,68028,2,0.133333333333333
60,68037,1,0.0666666666666667
60,68119,2,0.133333333333333
60,68203,2,0.133333333333333
60,68216,3,0.2
60,68225,1,0.0666666666666667
60,68308,2,0.133333333333333
60,68901,1,0.0666666666666667
60,69142,2,0.133333333333333
60,69237,3,0.2
60,69243,1,0.0666666666666667
60,69252,10,0.666666666666667
60,72029,2,0.133333333333333
60,72035,1,0.0666666666666667
60,76004,6,0.4
60,76125,2,0.133333333333333
60,79033,11,0.733333333333333
60,79130,15,1
60,79132,11,0.733333333333333
60,79133,8,0.533333333333333
60,81001,3,0.2
60,81003,9,0.6
60,81010,14,0.933333333333333
60,81019,12,0.8
60,81023,10,0.666666666666667
60,82006,1,0.0666666666666667
60,83017,6,0.4
60,83064,1,0.0666666666666667
60,83273,1,0.0666666666666667
60,83901,8,0.533333333333333
60,85011,1,0.0666666666666667
60,85021,1,0.0666666666666667
60,85323,4,0.266666666666667
60,89002,8,0.533333333333333
60,89006,11,0.733333333333333
60,89049,2,0.133333333333333
60,89057,2,0.133333333333333
60,89075,2,0.133333333333333
60,89111,3,0.2
60,89906,15,1
60,91004,1,0.0666666666666667
60,91009,3,0.2
60,91010,2,0.133333333333333
60,91012,3,0.2
60,91013,1,0.0666666666666667
60,91014,2,0.133333333333333
60,91016,1,0.0666666666666667
60,91017,4,0.266666666666667
60,91020,1,0.0666666666666667
60,91042,1,0.0666666666666667
60,91044,1,0.0666666666666667
60,91057,1,0.0666666666666667
60,91063,1,0.0666666666666667
60,91068,2,0.133333333333333
60,91314,1,0.0666666666666667
60,91322,1,0.0666666666666667
60,92001,1,0.0666666666666667
60,92019,12,0.8
60,92030,3,0.2
60,92104,1,0.0666666666666667
60,92148,1,0.0666666666666667
70,3011,4,0.266666666666667
70,3117,5,0.333333333333333
70,3118,15,1
70,3192,11,0.733333333333333
70,3224,2,0.133333333333333
70,3318,15,1
70,3319,5,0.333333333333333
70,3408,3,0.2
70,3419,2,0.133333333333333
70,3883,3,0.2
70,4002,1,0.0666666666666667
70,4010,1,0.0666666666666667
70,4022,3,0.2
70,4028,1,0.0666666666666667
70,4040,13,0.866666666666667
70,4105,12,0.8
70,4136,10,0.666666666666667
70,4204,1,0.0666666666666667
70,11003,1,0.0666666666666667
70,11045,1,0.0666666666666667
70,11074,2,0.133333333333333
70,11085,7,0.466666666666667
70,11126,8,0.533333333333333
70,11208,1,0.0666666666666667
70,11222,14,0.933333333333333
70,11223,6,0.4
70,11234,15,1
70,11244,15,1
70,11255,5,0.333333333333333
70,11402,4,0.266666666666667
70,11608,2,0.133333333333333
70,44006,15,1
70,44012,2,0.133333333333333
70,44013,4,0.266666666666667
70,44019,12,0.8
70,44031,12,0.8
70,44032,7,0.466666666666667
70,44120,1,0.0666666666666667
70,45013,1,0.0666666666666667
70,45101,4,0.266666666666667
70,45213,2,0.133333333333333
70,49014,3,0.2
70,49015,1,0.0666666666666667
70,49018,1,0.0666666666666667
70,49038,5,0.333333333333333
70,49131,1,0.0666666666666667
70,49906,15,1
70,50009,5,0.333333333333333
70,50015,6,0.4
70,50032,6,0.4
70,50033,11,0.733333333333333
70,50037,15,1
70,50042,15,1
70,50043,1,0.0666666666666667
70,50047,1,0.0666666666666667
70,50064,8,0.533333333333333
70,50065,15,1
70,50067,10,0.666666666666667
70,50068,3,0.2
70,50072,9,0.6
70,53002,2,0.133333333333333
70,53015,2,0.133333333333333
70,53800,7,0.466666666666667
70,56033,2,0.133333333333333
70,56041,13,0.866666666666667
70,57010,6,0.4
70,58004,2,0.133333333333333
70,58008,10,0.666666666666667
70,58013,10,0.666666666666667
70,58017,1,0.0666666666666667
70,58019,9,0.6
70,61073,4,0.266666666666667
70,61097,1,0.0666666666666667
70,61121,1,0.0666666666666667
70,64044,12,0.8
70,65014,4,0.266666666666667
70,65020,2,0.133333333333333
70,65027,14,0.933333333333333
70,65033,14,0.933333333333333
70,68012,10,0.666666666666667
70,68014,9,0.6
70,68015,15,1
70,68018,5,0.333333333333333
70,68025,1,0.0666666666666667
70,68026,12,0.8
70,68028,7,0.466666666666667
70,68037,15,1
70,68054,15,1
70,68066,2,0.133333333333333
70,68117,7,0.466666666666667
70,68119,3,0.2
70,68127,11,0.733333333333333
70,68142,5,0.333333333333333
70,68216,2,0.133333333333333
70,68218,14,0.933333333333333
70,68901,14,0.933333333333333
70,76001,5,0.333333333333333
70,76004,2,0.133333333333333
70,76022,7,0.466666666666667
70,76039,12,0.8
70,76125,12,0.8
70,76165,6,0.4
70,76190,15,1
70,76302,3,0.2
70,79130,14,0.933333333333333
70,89001,2,0.133333333333333
70,89006,3,0.2
70,89019,2,0.133333333333333
70,89066,6,0.4
70,89152,2,0.133333333333333
70,91004,15,1
70,91005,6,0.4
70,91006,8,0.533333333333333
70,91008,15,1
70,91010,7,0.466666666666667
70,91012,15,1
70,91013,11,0.733333333333333
70,91014,13,0.866666666666667
70,91015,14,0.933333333333333
70,91016,2,0.133333333333333
70,91017,11,0.733333333333333
70,91019,8,0.533333333333333
70,91020,8,0.533333333333333
70,91022,6,0.4
70,91024,15,1
70,91028,3,0.2
70,91047,1,0.0666666666666667
70,91049,2,0.133333333333333
70,91303,15,1
70,91308,2,0.133333333333333
70,92042,1,0.0666666666666667
70,92077,1,0.0666666666666667
77,3125,1,0.0666666666666667
77,33218,1,0.0666666666666667
80,3408,1,0.0666666666666667
100,3004,2,0.133333333333333
100,3007,1,0.0666666666666667
100,3010,5,0.333333333333333
100,3118,1,0.0666666666666667
100,3125,1,0.0666666666666667
100,3192,1,0.0666666666666667
100,3318,5,0.333333333333333
100,3408,5,0.333333333333333
100,3409,4,0.266666666666667
100,3444,15,1
110,3011,1,0.0666666666666667
110,3192,5,0.333333333333333
110,3319,1,0.0666666666666667
110,3408,6,0.4
110,3409,2,0.133333333333333
110,3444,15,1
150,89002,4,0.266666666666667
230,3021,15,1
230,3125,9,0.6
230,3224,14,0.933333333333333
230,3321,6,0.4
230,11126,2,0.133333333333333
230,14006,7,0.466666666666667
230,14319,11,0.733333333333333
230,89002,2,0.133333333333333
270,57010,2,0.133333333333333
270,76165,6,0.4
290,3021,1,0.0666666666666667
290,3125,8,0.533333333333333
290,3224,10,0.666666666666667
290,14193,6,0.4
290,89002,13,0.866666666666667
300,14193,1,0.0666666666666667
300,76165,7,0.466666666666667
310,3444,1,0.0666666666666667
320,76165,12,0.8
360,3444,1,0.0666666666666667
370,3192,2,0.133333333333333
370,3444,5,0.333333333333333
380,3011,6,0.4
380,3192,3,0.2
380,3408,15,1
380,3409,6,0.4
380,3444,15,1
400,3125,5,0.333333333333333
400,3319,2,0.133333333333333
400,3444,11,0.733333333333333
400,76165,15,1
420,3408,15,1
420,3409,12,0.8
420,3423,1,0.0666666666666667
420,3444,15,1
420,3883,1,0.0666666666666667
440,3021,15,1
440,3051,1,0.0666666666666667
440,3118,3,0.2
440,3119,1,0.0666666666666667
440,3125,13,0.866666666666667
440,3192,15,1
440,3224,13,0.866666666666667
440,3318,7,0.466666666666667
440,3319,7,0.466666666666667
440,3321,1,0.0666666666666667
440,11126,13,0.866666666666667
440,11402,2,0.133333333333333
440,14193,3,0.2
440,69142,1,0.0666666666666667
440,89001,7,0.466666666666667
440,89002,14,0.933333333333333
440,89066,14,0.933333333333333
470,21003,5,0.333333333333333
470,21105,2,0.133333333333333
470,46036,1,0.0666666666666667
470,46039,1,0.0666666666666667
470,47001,5,0.333333333333333
470,47102,10,0.666666666666667
470,56041,5,0.333333333333333
470,57010,13,0.866666666666667
470,58008,1,0.0666666666666667
470,59003,11,0.733333333333333
470,63002,2,0.133333333333333
470,63202,1,0.0666666666666667
470,65020,5,0.333333333333333
470,65027,7,0.466666666666667
470,65033,6,0.4
470,65117,4,0.266666666666667
470,76004,7,0.466666666666667
470,76021,1,0.0666666666666667
470,76165,14,0.933333333333333
490,14071,2,0.133333333333333
490,14083,15,1
490,14193,15,1
495,89002,1,0.0666666666666667
510,3004,12,0.8
510,3007,3,0.2
510,3011,10,0.666666666666667
510,3051,1,0.0666666666666667
510,3117,1,0.0666666666666667
510,3125,2,0.133333333333333
510,3224,2,0.133333333333333
510,3318,7,0.466666666666667
510,3319,8,0.533333333333333
510,3883,4,0.266666666666667
510,4204,1,0.0666666666666667
510,4229,1,0.0666666666666667
510,11045,1,0.0666666666666667
510,14193,1,0.0666666666666667
510,21003,9,0.6
510,21105,5,0.333333333333333
510,21109,1,0.0666666666666667
510,25025,1,0.0666666666666667
510,25175,4,0.266666666666667
510,35901,7,0.466666666666667
510,35903,1,0.0666666666666667
510,44006,7,0.466666666666667
510,44012,4,0.266666666666667
510,44032,2,0.133333333333333
510,45013,6,0.4
510,45101,2,0.133333333333333
510,45103,1,0.0666666666666667
510,45213,10,0.666666666666667
510,46042,1,0.0666666666666667
510,46043,12,0.8
510,46047,2,0.133333333333333
510,47001,14,0.933333333333333
510,47102,15,1
510,49033,11,0.733333333333333
510,49070,4,0.266666666666667
510,49172,5,0.333333333333333
510,49906,1,0.0666666666666667
510,50032,1,0.0666666666666667
510,50037,1,0.0666666666666667
510,50048,2,0.133333333333333
510,56041,4,0.266666666666667
510,57010,14,0.933333333333333
510,58004,11,0.733333333333333
510,58008,4,0.266666666666667
510,58019,1,0.0666666666666667
510,58102,4,0.266666666666667
510,59003,15,1
510,59013,1,0.0666666666666667
510,61065,3,0.2
510,63002,12,0.8
510,63003,6,0.4
510,63202,8,0.533333333333333
510,65020,7,0.466666666666667
510,65027,15,1
510,65033,13,0.866666666666667
510,65117,2,0.133333333333333
510,66011,1,0.0666666666666667
510,66021,1,0.0666666666666667
510,66107,11,0.733333333333333
510,68005,1,0.0666666666666667
510,68006,2,0.133333333333333
510,68012,1,0.0666666666666667
510,68014,10,0.666666666666667
510,68018,1,0.0666666666666667
510,68022,5,0.333333333333333
510,68026,5,0.333333333333333
510,68028,5,0.333333333333333
510,68037,11,0.733333333333333
510,68054,12,0.8
510,68066,4,0.266666666666667
510,68117,2,0.133333333333333
510,68127,15,1
510,68219,1,0.0666666666666667
510,68225,2,0.133333333333333
510,68308,4,0.266666666666667
510,68901,10,0.666666666666667
510,76004,4,0.266666666666667
510,76021,2,0.133333333333333
510,76125,3,0.2
510,76165,15,1
510,88029,6,0.4
510,88914,1,0.0666666666666667
510,91048,11,0.733333333333333
510,91049,14,0.933333333333333
510,91063,4,0.266666666666667
510,91314,11,0.733333333333333
530,4002,15,1
530,4003,12,0.8
530,4004,5,0.333333333333333
530,4028,4,0.266666666666667
530,4115,2,0.133333333333333
530,4204,5,0.333333333333333
530,4213,2,0.133333333333333
530,4229,1,0.0666666666666667
530,4302,8,0.533333333333333
530,14018,1,0.0666666666666667
530,14021,3,0.2
530,14089,4,0.266666666666667
530,14189,8,0.533333333333333
530,14198,7,0.466666666666667
530,17004,3,0.2
530,17217,7,0.466666666666667
530,33014,1,0.0666666666666667
530,33021,15,1
530,33027,12,0.8
530,33124,2,0.133333333333333
530,33128,15,1
530,33218,2,0.133333333333333
530,33219,7,0.466666666666667
530,33221,5,0.333333333333333
530,33904,1,0.0666666666666667
530,33905,3,0.2
530,53002,1,0.0666666666666667
530,53009,12,0.8
530,53017,14,0.933333333333333
530,53019,4,0.266666666666667
530,55045,13,0.866666666666667
530,64005,1,0.0666666666666667
530,64011,13,0.866666666666667
530,64012,1,0.0666666666666667
530,64019,1,0.0666666666666667
530,64042,4,0.266666666666667
530,64043,3,0.2
530,64103,2,0.133333333333333
530,79033,1,0.0666666666666667
530,79132,2,0.133333333333333
530,81023,2,0.133333333333333
530,85011,15,1
530,85155,6,0.4
530,85904,2,0.133333333333333
530,89002,1,0.0666666666666667
530,89019,2,0.133333333333333
530,89057,9,0.6
530,89075,4,0.266666666666667
530,92002,2,0.133333333333333
530,92019,12,0.8
530,92028,1,0.0666666666666667
530,92083,1,0.0666666666666667
530,92084,6,0.4
530,92104,2,0.133333333333333
530,92120,1,0.0666666666666667
534,3021,1,0.0666666666666667
534,3118,1,0.0666666666666667
534,3125,11,0.733333333333333
534,3318,8,0.533333333333333
534,3319,2,0.133333333333333
534,3321,2,0.133333333333333
534,3408,1,0.0666666666666667
534,4003,14,0.933333333333333
534,4004,15,1
534,4063,3,0.2
534,4136,3,0.2
534,4229,1,0.0666666666666667
534,11081,1,0.0666666666666667
534,14083,1,0.0666666666666667
534,14186,2,0.133333333333333
534,14193,4,0.266666666666667
534,14198,2,0.133333333333333
534,17217,7,0.466666666666667
534,17305,2,0.133333333333333
534,21105,1,0.0666666666666667
534,33002,2,0.133333333333333
534,33219,3,0.2
534,49017,1,0.0666666666666667
534,49033,9,0.6
534,53017,2,0.133333333333333
534,79133,3,0.2
534,88005,1,0.0666666666666667
534,89057,3,0.2
534,89906,4,0.266666666666667
534,91048,2,0.133333333333333
534,91049,1,0.0666666666666667
534,92083,3,0.2
540,4002,15,1
540,4003,11,0.733333333333333
540,4004,3,0.2
540,4010,1,0.0666666666666667
540,4028,14,0.933333333333333
540,4040,1,0.0666666666666667
540,4063,7,0.466666666666667
540,4105,1,0.0666666666666667
540,4115,1,0.0666666666666667
540,4136,13,0.866666666666667
540,4204,15,1
540,4213,13,0.866666666666667
540,4229,4,0.266666666666667
540,4302,14,0.933333333333333
540,11045,5,0.333333333333333
540,11074,1,0.0666666666666667
540,11085,1,0.0666666666666667
540,11222,1,0.0666666666666667
540,11255,1,0.0666666666666667
540,14021,2,0.133333333333333
540,14080,3,0.2
540,14089,5,0.333333333333333
540,14175,1,0.0666666666666667
540,14198,13,0.866666666666667
540,17055,1,0.0666666666666667
540,17217,6,0.4
540,17222,1,0.0666666666666667
540,17362,1,0.0666666666666667
540,17367,1,0.0666666666666667
540,21001,3,0.2
540,21003,10,0.666666666666667
540,21010,1,0.0666666666666667
540,21105,3,0.2
540,25025,5,0.333333333333333
540,25031,1,0.0666666666666667
540,25084,1,0.0666666666666667
540,25087,1,0.0666666666666667
540,33002,4,0.266666666666667
540,33010,1,0.0666666666666667
540,33014,1,0.0666666666666667
540,33021,4,0.266666666666667
540,33022,7,0.466666666666667
540,33027,8,0.533333333333333
540,33124,8,0.533333333333333
540,33128,9,0.6
540,33211,9,0.6
540,33218,8,0.533333333333333
540,33219,5,0.333333333333333
540,33221,12,0.8
540,33901,1,0.0666666666666667
540,34022,1,0.0666666666666667
540,34306,13,0.866666666666667
540,35009,2,0.133333333333333
540,35901,15,1
540,35903,4,0.266666666666667
540,38027,1,0.0666666666666667
540,38312,1,0.0666666666666667
540,44012,2,0.133333333333333
540,44019,3,0.2
540,45002,5,0.333333333333333
540,45013,11,0.733333333333333
540,45102,1,0.0666666666666667
540,45103,6,0.4
540,45213,14,0.933333333333333
540,46033,1,0.0666666666666667
540,46036,5,0.333333333333333
540,46037,1,0.0666666666666667
540,46039,1,0.0666666666666667
540,46040,1,0.0666666666666667
540,46042,2,0.133333333333333
540,46046,1,0.0666666666666667
540,49014,2,0.133333333333333
540,49015,2,0.133333333333333
540,49017,1,0.0666666666666667
540,49033,14,0.933333333333333
540,49038,1,0.0666666666666667
540,49070,15,1
540,49073,2,0.133333333333333
540,49131,2,0.133333333333333
540,49172,12,0.8
540,49906,1,0.0666666666666667
540,49907,1,0.0666666666666667
540,50003,3,0.2
540,50009,12,0.8
540,50037,2,0.133333333333333
540,50043,1,0.0666666666666667
540,50047,8,0.533333333333333
540,50065,6,0.4
540,50067,5,0.333333333333333
540,53002,10,0.666666666666667
540,53009,13,0.866666666666667
540,53017,6,0.4
540,53028,7,0.466666666666667
540,53074,12,0.8
540,53138,2,0.133333333333333
540,54040,2,0.133333333333333
540,56041,1,0.0666666666666667
540,57010,15,1
540,58004,2,0.133333333333333
540,58008,1,0.0666666666666667
540,58017,1,0.0666666666666667
540,58019,2,0.133333333333333
540,59003,1,0.0666666666666667
540,59020,3,0.2
540,59021,1,0.0666666666666667
540,60155,3,0.2
540,61047,6,0.4
540,61048,5,0.333333333333333
540,61049,14,0.933333333333333
540,61053,15,1
540,61057,15,1
540,61064,15,1
540,61065,15,1
540,63002,3,0.2
540,63003,5,0.333333333333333
540,63024,1,0.0666666666666667
540,63202,2,0.133333333333333
540,63208,1,0.0666666666666667
540,64001,11,0.733333333333333
540,64005,12,0.8
540,64008,9,0.6
540,64009,4,0.266666666666667
540,64011,15,1
540,64012,15,1
540,64019,5,0.333333333333333
540,64028,12,0.8
540,64039,10,0.666666666666667
540,64042,15,1
540,64043,11,0.733333333333333
540,64044,4,0.266666666666667
540,64103,2,0.133333333333333
540,65020,5,0.333333333333333
540,66011,1,0.0666666666666667
540,66015,2,0.133333333333333
540,66021,2,0.133333333333333
540,66075,3,0.2
540,66107,8,0.533333333333333
540,68005,6,0.4
540,68006,14,0.933333333333333
540,68007,4,0.266666666666667
540,68012,6,0.4
540,68014,9,0.6
540,68015,12,0.8
540,68018,15,1
540,68022,15,1
540,68025,14,0.933333333333333
540,68026,5,0.333333333333333
540,68028,12,0.8
540,68037,15,1
540,68066,2,0.133333333333333
540,68113,5,0.333333333333333
540,68117,7,0.466666666666667
540,68119,14,0.933333333333333
540,68127,3,0.2
540,68142,13,0.866666666666667
540,68203,4,0.266666666666667
540,68209,3,0.2
540,68216,5,0.333333333333333
540,68218,10,0.666666666666667
540,68219,7,0.466666666666667
540,68225,15,1
540,68308,11,0.733333333333333
540,68901,1,0.0666666666666667
540,69021,4,0.266666666666667
540,69237,1,0.0666666666666667
540,69253,1,0.0666666666666667
540,72002,8,0.533333333333333
540,72025,1,0.0666666666666667
540,72049,1,0.0666666666666667
540,72107,1,0.0666666666666667
540,76001,15,1
540,76004,14,0.933333333333333
540,76005,15,1
540,76009,4,0.266666666666667
540,76021,7,0.466666666666667
540,76022,2,0.133333333333333
540,76039,1,0.0666666666666667
540,76125,12,0.8
540,76190,10,0.666666666666667
540,76302,15,1
540,79033,8,0.533333333333333
540,79130,6,0.4
540,79132,13,0.866666666666667
540,79133,1,0.0666666666666667
540,80901,2,0.133333333333333
540,81001,1,0.0666666666666667
540,81003,2,0.133333333333333
540,81010,4,0.266666666666667
540,81019,15,1
540,81023,15,1
540,85904,2,0.133333333333333
540,87015,1,0.0666666666666667
540,87022,15,1
540,89006,8,0.533333333333333
540,89057,15,1
540,89906,1,0.0666666666666667
540,91005,8,0.533333333333333
540,91013,2,0.133333333333333
540,91015,2,0.133333333333333
540,91017,1,0.0666666666666667
540,91019,2,0.133333333333333
540,91020,1,0.0666666666666667
540,91031,1,0.0666666666666667
540,91039,1,0.0666666666666667
540,91044,1,0.0666666666666667
540,91047,2,0.133333333333333
540,91048,14,0.933333333333333
540,91049,15,1
540,91063,10,0.666666666666667
540,91068,4,0.266666666666667
540,91167,5,0.333333333333333
540,91313,1,0.0666666666666667
540,91314,7,0.466666666666667
540,91322,12,0.8
540,92019,2,0.133333333333333
540,92028,2,0.133333333333333
540,92077,1,0.0666666666666667
540,92084,3,0.2
540,92104,1,0.0666666666666667
540,92120,1,0.0666666666666667
550,3004,8,0.533333333333333
550,3007,14,0.933333333333333
550,3010,6,0.4
550,3011,11,0.733333333333333
550,3021,5,0.333333333333333
550,3041,1,0.0666666666666667
550,3051,15,1
550,3117,8,0.533333333333333
