"Aou","stateroute","n","occ"
5120,60081,15,1
5120,60082,14,0.933333333333333
5120,60126,3,0.2
5120,60130,1,0.0666666666666667
5120,60155,3,0.2
5120,67015,8,0.533333333333333
5120,67022,3,0.2
5120,67023,5,0.333333333333333
5120,67034,3,0.2
5120,67065,4,0.266666666666667
5120,67067,10,0.666666666666667
5120,67070,14,0.933333333333333
5120,69021,1,0.0666666666666667
5120,83011,12,0.8
5120,83017,15,1
5120,83020,15,1
5120,83024,1,0.0666666666666667
5120,83026,7,0.466666666666667
5120,83033,10,0.666666666666667
5120,83041,4,0.266666666666667
5120,83042,1,0.0666666666666667
5120,83051,8,0.533333333333333
5120,83054,9,0.6
5120,83064,14,0.933333333333333
5120,83072,8,0.533333333333333
5120,83074,14,0.933333333333333
5120,83075,14,0.933333333333333
5120,83092,15,1
5120,83140,8,0.533333333333333
5120,83273,9,0.6
5120,83311,15,1
5120,83317,2,0.133333333333333
5120,83323,4,0.266666666666667
5120,83326,1,0.0666666666666667
5120,83346,15,1
5120,83351,13,0.866666666666667
5120,83359,9,0.6
5120,83368,9,0.6
5120,83901,15,1
5120,85104,1,0.0666666666666667
5120,92028,4,0.266666666666667
5130,21003,15,1
5130,21105,3,0.2
5130,21109,1,0.0666666666666667
5130,25014,7,0.466666666666667
5130,25018,7,0.466666666666667
5130,25021,7,0.466666666666667
5130,25022,14,0.933333333333333
5130,25024,15,1
5130,25025,15,1
5130,25027,14,0.933333333333333
5130,25028,15,1
5130,25031,15,1
5130,25062,12,0.8
5130,25066,1,0.0666666666666667
5130,25067,15,1
5130,25069,15,1
5130,25073,13,0.866666666666667
5130,25074,15,1
5130,25081,15,1
5130,25084,12,0.8
5130,25086,15,1
5130,25087,15,1
5130,25113,2,0.133333333333333
5130,25132,15,1
5130,25175,14,0.933333333333333
5130,25916,15,1
5130,42015,3,0.2
5130,42056,5,0.333333333333333
5130,42101,4,0.266666666666667
5130,42903,1,0.0666666666666667
5130,46042,13,0.866666666666667
5130,46043,6,0.4
5130,51119,8,0.533333333333333
5130,59003,11,0.733333333333333
5130,63002,15,1
5130,63003,15,1
5130,63101,15,1
5130,63202,15,1
5130,63903,2,0.133333333333333
5130,80003,1,0.0666666666666667
5130,80901,14,0.933333333333333
5130,83011,1,0.0666666666666667
5130,83020,10,0.666666666666667
5130,83311,8,0.533333333333333
5130,88048,11,0.733333333333333
5135,42015,15,1
5135,83020,8,0.533333333333333
5135,83311,5,0.333333333333333
5140,4136,1,0.0666666666666667
5140,4229,1,0.0666666666666667
5140,11045,13,0.866666666666667
5140,11074,5,0.333333333333333
5140,11081,1,0.0666666666666667
5140,11085,1,0.0666666666666667
5140,11208,8,0.533333333333333
5140,11222,1,0.0666666666666667
5140,11223,13,0.866666666666667
5140,11234,7,0.466666666666667
5140,11244,1,0.0666666666666667
5140,11402,2,0.133333333333333
5140,11608,6,0.4
5140,14082,3,0.2
5140,14156,3,0.2
5140,14175,9,0.6
5140,14188,6,0.4
5140,14434,3,0.2
5140,14435,4,0.266666666666667
5140,17011,10,0.666666666666667
5140,17046,4,0.266666666666667
5140,17052,7,0.466666666666667
5140,17202,8,0.533333333333333
5140,17203,5,0.333333333333333
5140,17222,4,0.266666666666667
5140,17309,1,0.0666666666666667
5140,17318,2,0.133333333333333
5140,17359,1,0.0666666666666667
5140,17362,1,0.0666666666666667
5140,17372,3,0.2
5140,33002,11,0.733333333333333
5140,33010,2,0.133333333333333
5140,33014,1,0.0666666666666667
5140,33018,2,0.133333333333333
5140,33208,1,0.0666666666666667
5140,33212,5,0.333333333333333
5140,33219,1,0.0666666666666667
5140,44006,3,0.2
5140,44007,5,0.333333333333333
5140,44013,3,0.2
5140,44019,2,0.133333333333333
5140,44031,5,0.333333333333333
5140,44032,7,0.466666666666667
5140,44120,4,0.266666666666667
5140,45101,6,0.4
5140,45213,1,0.0666666666666667
5140,47019,4,0.266666666666667
5140,47900,1,0.0666666666666667
5140,49014,11,0.733333333333333
5140,49015,5,0.333333333333333
5140,49906,1,0.0666666666666667
5140,50032,4,0.266666666666667
5140,50033,7,0.466666666666667
5140,50035,2,0.133333333333333
5140,50068,2,0.133333333333333
5140,50072,3,0.2
5140,53002,7,0.466666666666667
5140,53013,2,0.133333333333333
5140,53015,3,0.2
5140,53025,5,0.333333333333333
5140,53026,10,0.666666666666667
5140,53036,1,0.0666666666666667
5140,53064,3,0.2
5140,53800,4,0.266666666666667
5140,56033,3,0.2
5140,56041,1,0.0666666666666667
5140,58001,4,0.266666666666667
5140,58003,1,0.0666666666666667
5140,58004,1,0.0666666666666667
5140,58007,2,0.133333333333333
5140,58008,2,0.133333333333333
5140,58011,3,0.2
5140,58013,6,0.4
5140,58014,8,0.533333333333333
5140,58017,2,0.133333333333333
5140,58019,7,0.466666666666667
5140,58102,1,0.0666666666666667
5140,60004,12,0.8
5140,60028,12,0.8
5140,61093,4,0.266666666666667
5140,65014,13,0.866666666666667
5140,65020,3,0.2
5140,65033,6,0.4
5140,65117,5,0.333333333333333
5140,68025,2,0.133333333333333
5140,68026,7,0.466666666666667
5140,68028,1,0.0666666666666667
5140,68054,13,0.866666666666667
5140,68066,8,0.533333333333333
5140,68127,1,0.0666666666666667
5140,68142,2,0.133333333333333
5140,68218,1,0.0666666666666667
5140,68901,2,0.133333333333333
5140,69003,4,0.266666666666667
5140,69009,8,0.533333333333333
5140,69019,2,0.133333333333333
5140,69026,1,0.0666666666666667
5140,69029,6,0.4
5140,69142,13,0.866666666666667
5140,69237,1,0.0666666666666667
5140,69238,1,0.0666666666666667
5140,69243,10,0.666666666666667
5140,69252,1,0.0666666666666667
5140,69253,11,0.733333333333333
5140,69904,2,0.133333333333333
5140,76001,2,0.133333333333333
5140,76021,1,0.0666666666666667
5140,76022,5,0.333333333333333
5140,76039,3,0.2
5140,76125,9,0.6
5140,76165,8,0.533333333333333
5140,76190,5,0.333333333333333
5140,81911,1,0.0666666666666667
5140,85121,2,0.133333333333333
5140,85156,1,0.0666666666666667
5140,87015,1,0.0666666666666667
5140,89001,4,0.266666666666667
5140,89002,1,0.0666666666666667
5140,89004,6,0.4
5140,89005,8,0.533333333333333
5140,89019,14,0.933333333333333
5140,89029,2,0.133333333333333
5140,89036,14,0.933333333333333
5140,89043,12,0.8
5140,89049,7,0.466666666666667
5140,89053,14,0.933333333333333
5140,89071,3,0.2
5140,89078,14,0.933333333333333
5140,89079,3,0.2
5140,89111,5,0.333333333333333
5140,89152,4,0.266666666666667
5140,89909,15,1
5140,91004,2,0.133333333333333
5140,91005,1,0.0666666666666667
5140,91006,12,0.8
5140,91008,7,0.466666666666667
5140,91022,1,0.0666666666666667
5140,91024,2,0.133333333333333
5140,91028,5,0.333333333333333
5140,91029,5,0.333333333333333
5140,91303,7,0.466666666666667
5140,91308,8,0.533333333333333
5140,91313,1,0.0666666666666667
5150,3007,11,0.733333333333333
5150,3008,2,0.133333333333333
5150,3010,2,0.133333333333333
5150,3021,1,0.0666666666666667
5150,3117,1,0.0666666666666667
5150,3118,6,0.4
5150,3119,5,0.333333333333333
5150,3125,8,0.533333333333333
5150,3192,4,0.266666666666667
5150,3224,5,0.333333333333333
5150,3318,13,0.866666666666667
5150,3319,7,0.466666666666667
5150,3321,5,0.333333333333333
5150,3418,2,0.133333333333333
5150,3420,4,0.266666666666667
5150,3423,2,0.133333333333333
5150,3883,3,0.2
5150,11003,9,0.6
5150,11208,4,0.266666666666667
5150,11222,2,0.133333333333333
5150,14082,1,0.0666666666666667
5150,17017,3,0.2
5150,17040,15,1
5150,17046,2,0.133333333333333
5150,17052,8,0.533333333333333
5150,17203,15,1
5150,17209,5,0.333333333333333
5150,17211,15,1
5150,17217,8,0.533333333333333
5150,17222,11,0.733333333333333
5150,17318,1,0.0666666666666667
5150,17372,4,0.266666666666667
5150,17903,1,0.0666666666666667
5150,53015,1,0.0666666666666667
5150,53025,1,0.0666666666666667
5150,53036,6,0.4
5150,53064,2,0.133333333333333
5150,53800,6,0.4
5150,65020,1,0.0666666666666667
5150,65027,2,0.133333333333333
5150,65117,1,0.0666666666666667
5150,68026,1,0.0666666666666667
5150,76039,1,0.0666666666666667
5150,76165,2,0.133333333333333
5150,85156,7,0.466666666666667
5150,85206,5,0.333333333333333
5150,89053,2,0.133333333333333
5150,91005,1,0.0666666666666667
5150,92001,2,0.133333333333333
5150,92053,3,0.2
5150,92077,3,0.2
5170,4028,9,0.6
5170,4040,4,0.266666666666667
5170,4063,5,0.333333333333333
5170,4136,2,0.133333333333333
5170,11045,4,0.266666666666667
5170,11074,11,0.733333333333333
5170,11081,2,0.133333333333333
5170,11085,1,0.0666666666666667
5170,11126,2,0.133333333333333
5170,11223,14,0.933333333333333
5170,11234,2,0.133333333333333
5170,11244,1,0.0666666666666667
5170,11255,12,0.8
5170,11402,9,0.6
5170,14006,15,1
5170,14018,8,0.533333333333333
5170,14071,15,1
5170,14082,7,0.466666666666667
5170,14083,15,1
5170,14098,4,0.266666666666667
5170,14106,2,0.133333333333333
5170,14108,15,1
5170,14156,15,1
5170,14182,14,0.933333333333333
5170,14186,4,0.266666666666667
5170,14188,15,1
5170,14189,12,0.8
5170,14193,14,0.933333333333333
5170,14198,1,0.0666666666666667
5170,14319,15,1
5170,14434,15,1
5170,14435,10,0.666666666666667
5170,18008,12,0.8
5170,18009,5,0.333333333333333
5170,18102,2,0.133333333333333
5170,44006,14,0.933333333333333
5170,44007,14,0.933333333333333
5170,44012,13,0.866666666666667
5170,44013,15,1
5170,44019,7,0.466666666666667
5170,44031,11,0.733333333333333
5170,44032,13,0.866666666666667
5170,44120,13,0.866666666666667
5170,45013,2,0.133333333333333
5170,45101,5,0.333333333333333
5170,45213,4,0.266666666666667
5170,46003,8,0.533333333333333
5170,46052,3,0.2
5170,46102,6,0.4
5170,47014,1,0.0666666666666667
5170,47019,15,1
5170,47900,8,0.533333333333333
5170,49014,14,0.933333333333333
5170,49015,7,0.466666666666667
5170,49017,6,0.4
5170,49018,3,0.2
5170,49033,2,0.133333333333333
5170,49038,1,0.0666666666666667
5170,49070,1,0.0666666666666667
5170,49131,4,0.266666666666667
5170,49906,11,0.733333333333333
5170,50015,1,0.0666666666666667
5170,50032,8,0.533333333333333
5170,50033,10,0.666666666666667
5170,50035,6,0.4
5170,50037,2,0.133333333333333
5170,50047,4,0.266666666666667
5170,50067,6,0.4
5170,50068,15,1
5170,50072,10,0.666666666666667
5170,56033,15,1
5170,56041,15,1
5170,57010,14,0.933333333333333
5170,58001,3,0.2
5170,58003,6,0.4
5170,58004,11,0.733333333333333
5170,58007,14,0.933333333333333
5170,58008,13,0.866666666666667
5170,58011,11,0.733333333333333
5170,58013,14,0.933333333333333
5170,58014,14,0.933333333333333
5170,58017,11,0.733333333333333
5170,58019,14,0.933333333333333
5170,58102,2,0.133333333333333
5170,59021,2,0.133333333333333
5170,61022,7,0.466666666666667
5170,61029,11,0.733333333333333
5170,61031,2,0.133333333333333
5170,61034,9,0.6
5170,61045,14,0.933333333333333
5170,61047,8,0.533333333333333
5170,61048,3,0.2
5170,61049,13,0.866666666666667
5170,61053,11,0.733333333333333
5170,61056,7,0.466666666666667
5170,61057,13,0.866666666666667
5170,61059,9,0.6
5170,61065,4,0.266666666666667
5170,61073,15,1
5170,61089,3,0.2
5170,61093,11,0.733333333333333
5170,61097,9,0.6
5170,61111,2,0.133333333333333
5170,61121,10,0.666666666666667
5170,61123,8,0.533333333333333
5170,64044,5,0.333333333333333
5170,65014,15,1
5170,65020,14,0.933333333333333
5170,65027,8,0.533333333333333
5170,65033,10,0.666666666666667
5170,65117,9,0.6
5170,66011,3,0.2
5170,66021,9,0.6
5170,66908,4,0.266666666666667
5170,68005,1,0.0666666666666667
5170,68012,2,0.133333333333333
5170,68014,1,0.0666666666666667
5170,68015,13,0.866666666666667
5170,68018,4,0.266666666666667
5170,68025,6,0.4
5170,68026,12,0.8
5170,68028,7,0.466666666666667
5170,68037,9,0.6
5170,68054,13,0.866666666666667
5170,68066,13,0.866666666666667
5170,68113,3,0.2
5170,68117,12,0.8
5170,68119,9,0.6
5170,68127,9,0.6
5170,68142,13,0.866666666666667
5170,68218,12,0.8
5170,68219,2,0.133333333333333
5170,68308,6,0.4
5170,68901,12,0.8
5170,69003,6,0.4
5170,69009,11,0.733333333333333
5170,69019,15,1
5170,69026,11,0.733333333333333
5170,69127,15,1
5170,69142,15,1
5170,69237,15,1
5170,69238,7,0.466666666666667
5170,69243,13,0.866666666666667
5170,69251,15,1
5170,69252,1,0.0666666666666667
5170,69253,1,0.0666666666666667
5170,69904,7,0.466666666666667
5170,72002,10,0.666666666666667
5170,72004,8,0.533333333333333
5170,72006,8,0.533333333333333
5170,72009,8,0.533333333333333
5170,72010,12,0.8
5170,72012,7,0.466666666666667
5170,72013,3,0.2
5170,72015,15,1
5170,72016,6,0.4
5170,72017,13,0.866666666666667
5170,72023,9,0.6
5170,72029,14,0.933333333333333
5170,72031,4,0.266666666666667
5170,72033,10,0.666666666666667
5170,72034,15,1
5170,72035,9,0.6
5170,72036,2,0.133333333333333
5170,72049,3,0.2
5170,72050,14,0.933333333333333
5170,72053,11,0.733333333333333
5170,72054,10,0.666666666666667
5170,72056,6,0.4
5170,72057,10,0.666666666666667
5170,72060,11,0.733333333333333
5170,72064,1,0.0666666666666667
5170,72072,1,0.0666666666666667
5170,72090,9,0.6
5170,72091,9,0.6
5170,72107,8,0.533333333333333
5170,72126,5,0.333333333333333
5170,72132,14,0.933333333333333
5170,72155,7,0.466666666666667
5170,72901,3,0.2
5170,72907,13,0.866666666666667
5170,76001,9,0.6
5170,76004,1,0.0666666666666667
5170,76005,10,0.666666666666667
5170,76009,14,0.933333333333333
5170,76021,11,0.733333333333333
5170,76022,15,1
5170,76039,13,0.866666666666667
5170,76125,11,0.733333333333333
5170,76165,15,1
5170,76190,11,0.733333333333333
5170,76302,8,0.533333333333333
5170,79033,1,0.0666666666666667
5170,79130,1,0.0666666666666667
5170,87009,5,0.333333333333333
5170,87015,15,1
5170,89001,15,1
5170,89002,15,1
5170,89004,11,0.733333333333333
5170,89005,5,0.333333333333333
5170,89019,2,0.133333333333333
5170,89029,1,0.0666666666666667
5170,89036,15,1
5170,89043,10,0.666666666666667
5170,89053,2,0.133333333333333
5170,89066,12,0.8
5170,89078,15,1
5170,89079,14,0.933333333333333
5170,89111,15,1
5170,89909,3,0.2
5170,90041,3,0.2
5170,91004,7,0.466666666666667
5170,91005,9,0.6
5170,91006,15,1
5170,91008,12,0.8
5170,91010,1,0.0666666666666667
5170,91012,5,0.333333333333333
5170,91013,2,0.133333333333333
5170,91014,1,0.0666666666666667
5170,91015,14,0.933333333333333
5170,91016,10,0.666666666666667
5170,91017,7,0.466666666666667
5170,91019,15,1
5170,91020,14,0.933333333333333
5170,91022,15,1
5170,91024,12,0.8
5170,91028,13,0.866666666666667
5170,91029,15,1
5170,91033,2,0.133333333333333
5170,91039,2,0.133333333333333
5170,91044,10,0.666666666666667
5170,91118,9,0.6
5170,91303,15,1
5170,91308,14,0.933333333333333
5170,91313,4,0.266666666666667
5170,91314,1,0.0666666666666667
5180,11003,3,0.2
5180,11006,1,0.0666666666666667
5180,11045,1,0.0666666666666667
5180,11208,15,1
5180,11222,8,0.533333333333333
5180,11608,11,0.733333333333333
5180,14018,15,1
5180,14082,15,1
5180,14156,7,0.466666666666667
5180,14175,14,0.933333333333333
5180,14188,14,0.933333333333333
5180,14198,1,0.0666666666666667
5180,14434,1,0.0666666666666667
5180,14435,4,0.266666666666667
5180,17009,7,0.466666666666667
5180,17011,11,0.733333333333333
5180,17017,14,0.933333333333333
5180,17031,3,0.2
5180,17040,11,0.733333333333333
5180,17046,7,0.466666666666667
5180,17047,1,0.0666666666666667
5180,17052,9,0.6
5180,17202,11,0.733333333333333
5180,17203,10,0.666666666666667
5180,17209,14,0.933333333333333
5180,17211,4,0.266666666666667
5180,17217,14,0.933333333333333
5180,17222,7,0.466666666666667
5180,17301,5,0.333333333333333
5180,17309,8,0.533333333333333
5180,17315,1,0.0666666666666667
5180,17318,5,0.333333333333333
5180,17322,6,0.4
5180,17359,4,0.266666666666667
5180,17362,1,0.0666666666666667
5180,17367,12,0.8
5180,17372,4,0.266666666666667
5180,17903,3,0.2
5180,33002,1,0.0666666666666667
5180,33010,4,0.266666666666667
5180,33014,5,0.333333333333333
5180,33018,15,1
5180,33023,14,0.933333333333333
5180,33025,15,1
5180,33208,15,1
5180,33212,13,0.866666666666667
5180,33217,15,1
5180,33218,15,1
5180,33219,1,0.0666666666666667
5180,53002,3,0.2
5180,53013,8,0.533333333333333
5180,53015,5,0.333333333333333
5180,53025,4,0.266666666666667
5180,53026,1,0.0666666666666667
5180,53036,11,0.733333333333333
5180,53040,12,0.8
5180,53064,11,0.733333333333333
5180,53087,6,0.4
5180,69021,1,0.0666666666666667
5180,69022,12,0.8
5180,69029,15,1
5180,69211,2,0.133333333333333
5180,69238,12,0.8
5180,69252,13,0.866666666666667
5180,69253,15,1
5180,85021,4,0.266666666666667
5180,85121,4,0.266666666666667
5180,85156,15,1
5180,85174,9,0.6
5180,85203,2,0.133333333333333
5180,85206,15,1
5180,85318,3,0.2
5180,85321,1,0.0666666666666667
5180,85323,2,0.133333333333333
5180,89005,6,0.4
5180,89019,15,1
5180,89029,4,0.266666666666667
5180,89036,15,1
5180,89043,1,0.0666666666666667
5180,89049,12,0.8
5180,89071,3,0.2
5180,89906,1,0.0666666666666667
5180,89909,1,0.0666666666666667
5180,92001,11,0.733333333333333
5180,92002,1,0.0666666666666667
5180,92019,1,0.0666666666666667
5180,92026,3,0.2
5180,92030,13,0.866666666666667
5180,92042,8,0.533333333333333
5180,92053,13,0.866666666666667
5180,92077,13,0.866666666666667
5180,92087,5,0.333333333333333
5180,92104,1,0.0666666666666667
5190,2001,15,1
5190,2010,13,0.866666666666667
5190,2014,15,1
5190,2024,12,0.8
5190,2029,7,0.466666666666667
5190,2043,15,1
5190,2045,5,0.333333333333333
5190,2047,6,0.4
5190,2050,3,0.2
5190,2057,4,0.266666666666667
5190,2059,2,0.133333333333333
5190,2060,2,0.133333333333333
5190,2065,4,0.266666666666667
5190,2072,13,0.866666666666667
5190,2105,14,0.933333333333333
5190,2109,13,0.866666666666667
5190,2111,15,1
5190,2156,2,0.133333333333333
5190,2162,7,0.466666666666667
5190,2164,5,0.333333333333333
5190,2204,11,0.733333333333333
5190,2205,4,0.266666666666667
5190,2211,4,0.266666666666667
5190,2212,15,1
5190,4002,3,0.2
5190,4022,1,0.0666666666666667
5190,4115,5,0.333333333333333
5190,6012,15,1
5190,6014,15,1
5190,6024,15,1
5190,6032,14,0.933333333333333
5190,6069,14,0.933333333333333
5190,6071,15,1
5190,6074,15,1
5190,6078,15,1
5190,6233,15,1
5190,7004,3,0.2
5190,7005,3,0.2
5190,7008,1,0.0666666666666667
5190,7019,9,0.6
5190,7023,1,0.0666666666666667
5190,7024,15,1
5190,7027,1,0.0666666666666667
5190,7028,4,0.266666666666667
5190,7109,2,0.133333333333333
5190,7111,7,0.466666666666667
5190,11006,13,0.866666666666667
5190,11045,8,0.533333333333333
5190,11126,14,0.933333333333333
5190,11208,10,0.666666666666667
5190,11223,9,0.6
5190,11255,8,0.533333333333333
5190,11402,2,0.133333333333333
5190,11608,15,1
5190,14006,6,0.4
5190,14016,14,0.933333333333333
5190,14021,15,1
5190,14059,14,0.933333333333333
5190,14071,15,1
5190,14080,15,1
5190,14082,3,0.2
5190,14083,15,1
5190,14089,7,0.466666666666667
5190,14098,15,1
5190,14106,15,1
5190,14108,15,1
5190,14138,15,1
5190,14153,15,1
5190,14155,15,1
5190,14160,8,0.533333333333333
5190,14175,13,0.866666666666667
5190,14182,10,0.666666666666667
5190,14186,15,1
5190,14188,6,0.4
5190,14189,15,1
5190,14190,15,1
5190,14193,15,1
5190,14198,15,1
5190,14319,15,1
5190,14907,13,0.866666666666667
5190,17004,15,1
5190,17009,15,1
5190,17011,15,1
5190,17012,10,0.666666666666667
5190,17017,13,0.866666666666667
5190,17031,15,1
5190,17037,5,0.333333333333333
5190,17044,2,0.133333333333333
5190,17046,14,0.933333333333333
5190,17047,12,0.8
5190,17055,3,0.2
5190,17207,7,0.466666666666667
5190,17209,7,0.466666666666667
5190,17221,2,0.133333333333333
5190,17222,4,0.266666666666667
5190,17301,8,0.533333333333333
5190,17305,7,0.466666666666667
5190,17309,1,0.0666666666666667
5190,17312,14,0.933333333333333
5190,17315,9,0.6
5190,17318,6,0.4
5190,17359,13,0.866666666666667
5190,17362,15,1
5190,17372,2,0.133333333333333
5190,17412,15,1
5190,17900,6,0.4
5190,17903,13,0.866666666666667
5190,18003,15,1
5190,18008,14,0.933333333333333
5190,18009,15,1
5190,18102,14,0.933333333333333
5190,21001,15,1
5190,21003,15,1
5190,21010,15,1
5190,21105,14,0.933333333333333
5190,21109,15,1
5190,25010,3,0.2
5190,25014,4,0.266666666666667
5190,25022,4,0.266666666666667
5190,25025,2,0.133333333333333
5190,25062,13,0.866666666666667
5190,25066,1,0.0666666666666667
5190,25084,9,0.6
5190,27006,11,0.733333333333333
5190,27010,15,1
5190,27014,2,0.133333333333333
5190,27015,7,0.466666666666667
5190,27027,15,1
5190,27031,13,0.866666666666667
5190,27033,12,0.8
5190,27036,15,1
5190,27046,9,0.6
5190,27050,10,0.666666666666667
5190,27057,13,0.866666666666667
5190,33002,2,0.133333333333333
5190,33010,14,0.933333333333333
5190,33014,3,0.2
5190,33020,7,0.466666666666667
5190,33021,13,0.866666666666667
5190,33022,15,1
5190,33023,8,0.533333333333333
5190,33025,3,0.2
5190,33027,15,1
5190,33124,14,0.933333333333333
5190,33128,10,0.666666666666667
5190,33219,15,1
5190,33221,7,0.466666666666667
5190,33901,1,0.0666666666666667
5190,33902,2,0.133333333333333
5190,33905,1,0.0666666666666667
5190,34001,11,0.733333333333333
5190,34002,15,1
5190,34003,14,0.933333333333333
5190,34020,7,0.466666666666667
5190,34022,13,0.866666666666667
5190,34025,10,0.666666666666667
5190,34027,15,1
5190,34029,4,0.266666666666667
5190,34030,15,1
5190,34031,7,0.466666666666667
5190,34032,13,0.866666666666667
5190,34038,8,0.533333333333333
5190,34041,9,0.6
5190,34042,11,0.733333333333333
5190,34044,11,0.733333333333333
5190,34046,2,0.133333333333333
5190,34049,15,1
5190,34051,13,0.866666666666667
5190,34052,15,1
5190,34053,9,0.6
5190,34059,8,0.533333333333333
5190,34060,11,0.733333333333333
5190,34061,10,0.666666666666667
5190,34063,6,0.4
5190,34065,13,0.866666666666667
5190,34066,15,1
5190,34067,7,0.466666666666667
5190,34070,5,0.333333333333333
5190,34071,6,0.4
5190,34074,3,0.2
5190,34075,8,0.533333333333333
5190,34080,7,0.466666666666667
5190,34302,15,1
5190,34304,7,0.466666666666667
5190,34306,13,0.866666666666667
5190,34308,10,0.666666666666667
5190,34312,12,0.8
5190,34314,11,0.733333333333333
5190,34316,14,0.933333333333333
5190,35005,15,1
5190,35009,12,0.8
5190,35010,14,0.933333333333333
5190,35011,13,0.866666666666667
5190,35012,15,1
5190,35013,15,1
5190,35014,15,1
5190,35021,8,0.533333333333333
5190,35035,15,1
5190,35037,10,0.666666666666667
5190,35038,15,1
5190,35306,6,0.4
5190,35314,5,0.333333333333333
5190,35315,5,0.333333333333333
5190,35901,11,0.733333333333333
5190,35903,4,0.266666666666667
5190,36001,6,0.4
5190,36002,5,0.333333333333333
5190,36006,9,0.6
5190,36013,10,0.666666666666667
5190,36015,6,0.4
5190,36028,14,0.933333333333333
5190,38006,15,1
5190,38007,12,0.8
5190,38014,2,0.133333333333333
5190,38015,5,0.333333333333333
5190,38016,14,0.933333333333333
5190,38017,3,0.2
5190,38019,7,0.466666666666667
5190,38021,1,0.0666666666666667
5190,38025,12,0.8
5190,38026,12,0.8
5190,38027,4,0.266666666666667
5190,38028,2,0.133333333333333
5190,38030,5,0.333333333333333
5190,38037,8,0.533333333333333
5190,38118,10,0.666666666666667
5190,38304,6,0.4
5190,38307,11,0.733333333333333
5190,38312,9,0.6
5190,38315,1,0.0666666666666667
5190,38317,8,0.533333333333333
5190,39002,12,0.8
5190,39003,12,0.8
5190,39006,10,0.666666666666667
5190,39008,8,0.533333333333333
5190,39009,8,0.533333333333333
5190,39010,13,0.866666666666667
5190,39011,8,0.533333333333333
5190,39022,1,0.0666666666666667
5190,39023,14,0.933333333333333
5190,39025,14,0.933333333333333
5190,39039,10,0.666666666666667
5190,39041,7,0.466666666666667
5190,42016,4,0.266666666666667
5190,42018,4,0.266666666666667
5190,42034,3,0.2
5190,42056,1,0.0666666666666667
5190,42059,5,0.333333333333333
5190,42101,1,0.0666666666666667
5190,42119,1,0.0666666666666667
5190,42128,5,0.333333333333333
5190,42137,1,0.0666666666666667
5190,42903,2,0.133333333333333
5190,42906,14,0.933333333333333
5190,44006,1,0.0666666666666667
5190,44007,4,0.266666666666667
5190,44012,9,0.6
5190,44013,3,0.2
5190,44019,3,0.2
5190,44031,2,0.133333333333333
5190,44032,1,0.0666666666666667
5190,44120,2,0.133333333333333
5190,45013,4,0.266666666666667
5190,45102,1,0.0666666666666667
5190,45103,5,0.333333333333333
5190,45203,3,0.2
5190,45205,1,0.0666666666666667
5190,46003,13,0.866666666666667
5190,46005,15,1
5190,46006,15,1
5190,46011,15,1
5190,46013,15,1
5190,46014,15,1
5190,46015,15,1
5190,46016,15,1
5190,46029,15,1
5190,46030,14,0.933333333333333
5190,46031,15,1
5190,46032,15,1
5190,46033,15,1
5190,46035,15,1
5190,46036,15,1
5190,46037,15,1
5190,46038,14,0.933333333333333
5190,46039,13,0.866666666666667
5190,46040,13,0.866666666666667
5190,46042,9,0.6
5190,46043,11,0.733333333333333
5190,46044,13,0.866666666666667
5190,46046,6,0.4
5190,46047,9,0.6
5190,46052,11,0.733333333333333
5190,46055,14,0.933333333333333
5190,46102,12,0.8
5190,46123,15,1
5190,46126,15,1
5190,47001,14,0.933333333333333
5190,47014,15,1
5190,47019,4,0.266666666666667
5190,47102,15,1
5190,47900,1,0.0666666666666667
5190,49014,2,0.133333333333333
5190,49017,13,0.866666666666667
5190,49018,9,0.6
5190,49033,14,0.933333333333333
5190,49036,15,1
5190,49038,15,1
5190,49055,15,1
5190,49070,15,1
5190,49073,10,0.666666666666667
5190,49131,15,1
5190,49172,11,0.733333333333333
5190,49907,14,0.933333333333333
5190,50001,11,0.733333333333333
5190,50003,6,0.4
5190,50008,15,1
5190,50009,13,0.866666666666667
5190,50015,8,0.533333333333333
5190,50042,2,0.133333333333333
5190,50043,2,0.133333333333333
5190,50047,1,0.0666666666666667
5190,50055,9,0.6
5190,50064,4,0.266666666666667
5190,50065,7,0.466666666666667
5190,50067,2,0.133333333333333
5190,50068,6,0.4
5190,51023,5,0.333333333333333
5190,51030,9,0.6
5190,51113,1,0.0666666666666667
5190,51119,3,0.2
5190,52001,10,0.666666666666667
5190,52002,13,0.866666666666667
5190,52004,3,0.2
5190,52007,15,1
5190,52014,5,0.333333333333333
5190,52019,8,0.533333333333333
5190,52027,5,0.333333333333333
5190,52052,2,0.133333333333333
5190,52056,7,0.466666666666667
5190,52066,3,0.2
5190,52067,10,0.666666666666667
5190,52109,1,0.0666666666666667
5190,52131,6,0.4
5190,53002,15,1
5190,53009,1,0.0666666666666667
5190,53013,8,0.533333333333333
5190,53017,15,1
5190,53025,1,0.0666666666666667
5190,53026,5,0.333333333333333
5190,53028,6,0.4
5190,53036,2,0.133333333333333
5190,53040,15,1
5190,53064,12,0.8
5190,53074,10,0.666666666666667
5190,53087,2,0.133333333333333
5190,53138,12,0.8
5190,54007,15,1
5190,54012,4,0.266666666666667
5190,54022,4,0.266666666666667
5190,54034,2,0.133333333333333
5190,54040,3,0.2
5190,54900,1,0.0666666666666667
